Time,Status,ATT_DesRoll,ATT_Roll,ATT_DesPitch,ATT_Pitch,CTUN_ThO,RATE_RDes,RATE_R,RATE_PDes,RATE_P
209893509,0,1.1733333333333331,1.1,-29.68,-29.68,0.3905453454545454,-0.4536611958333333,-0.4411929291666666,1.0154262395833331,0.9678391729166668
209893509,0,1.16875,1.095,-29.67625,-29.67625,0.3905242181818182,-0.4561250166666666,-0.4469466833333333,1.0122860416666668,0.9649067083333333
209933493,0,1.1641666666666666,1.09,-29.6725,-29.6725,0.3905030909090909,-0.4585888375,-0.4527004375,1.00914584375,0.96197424375
209933493,0,1.1595833333333334,1.085,-29.66875,-29.66875,0.3904819636363636,-0.4610526583333333,-0.4584541916666667,1.0060056458333333,0.9590417791666668
209955984,0,1.155,1.08,-29.665,-29.665,0.3904608363636364,-0.4635164791666666,-0.4642079458333333,1.0028654479166668,0.9561093145833331
209973477,0,1.1504166666666666,1.075,-29.661250000000003,-29.661250000000003,0.3904397090909091,-0.4659803,-0.4699617,0.99972525,0.95317685
209973477,0,1.1458333333333337,1.07,-29.6575,-29.6575,0.3904185818181818,-0.4684441208333333,-0.4757154541666666,0.9965850520833334,0.9502443854166668
209993469,0,1.14125,1.065,-29.65375,-29.65375,0.3903974545454545,-0.4709079416666666,-0.4814692083333333,0.9934448541666668,0.9473119208333332
209993469,0,1.1366666666666667,1.06,-29.65,-29.65,0.3903763272727273,-0.4733717625,-0.4872229624999999,0.99030465625,0.94437945625
209993469,0,1.132083333333333,1.055,-29.64625,-29.64625,0.3903552,-0.4758355833333333,-0.4929767166666666,0.9871644583333334,0.9414469916666668
209993469,0,1.1275,1.05,-29.6425,-29.6425,0.3903450885714286,-0.4782994041666666,-0.4987304708333333,0.9840242604166668,0.9385145270833332
209993469,0,1.1229166666666668,1.045,-29.63875,-29.63875,0.3903349771428571,-0.480763225,-0.504484225,0.9808840625,0.9355820625
209993469,0,1.1183333333333334,1.04,-29.635,-29.635,0.3903248657142857,-0.4832270458333333,-0.5102379791666667,0.9777438645833334,0.9326495979166668
209993469,0,1.11375,1.035,-29.63125,-29.63125,0.3903147542857142,-0.4856908666666666,-0.5159917333333334,0.9746036666666668,0.9297171333333332
209993469,0,1.1091666666666669,1.03,-29.6275,-29.6275,0.3903046428571429,-0.4881546875,-0.5217454875,0.97146346875,0.92678466875
209993469,0,1.1045833333333337,1.025,-29.62375,-29.62375,0.3902945314285714,-0.4906185083333333,-0.5274992416666666,0.9683232708333334,0.9238522041666668
209993469,0,1.1,1.02,-29.62,-29.62,0.39028442,-0.4930823291666666,-0.5332529958333334,0.9651830729166668,0.9209197395833332
209993469,0,1.0974418604651164,1.0172093023255817,-29.61674418604652,-29.616976744186047,0.3902743085714286,-0.49554615,-0.53900675,0.962042875,0.917987275
209993469,0,1.094883720930233,1.0144186046511627,-29.613488372093023,-29.613953488372093,0.3902641971428571,-0.4980099708333333,-0.5447605041666667,0.9589026770833332,0.9150548104166668
209993469,0,1.092325581395349,1.0116279069767442,-29.610232558139536,-29.61093023255814,0.3902540857142857,-0.5004737916666667,-0.5505142583333333,0.9557624791666668,0.9121223458333332
209993469,0,1.0897674418604653,1.0088372093023257,-29.60697674418605,-29.607906976744182,0.3902439742857143,-0.5029376125,-0.5562680125,0.95262228125,0.90918988125
209993469,0,1.0872093023255816,1.006046511627907,-29.60372093023256,-29.604883720930232,0.3902338628571428,-0.5054014333333333,-0.5620217666666667,0.9494820833333334,0.9062574166666668
209993469,0,1.0846511627906978,1.0032558139534884,-29.60046511627907,-29.60186046511628,0.3902237514285714,-0.5078652541666667,-0.5677755208333334,0.9463418854166668,0.9033249520833332
209993469,0,1.082093023255814,1.00046511627907,-29.59720930232558,-29.598837209302324,0.39021364,-0.510329075,-0.5735292750000001,0.9432016875,0.9003924875
209993469,0,1.0795348837209302,0.9976744186046512,-29.59395348837209,-29.59581395348837,0.3902035285714286,-0.5127928958333333,-0.5792830291666666,0.9400614895833334,0.8974600229166667
209993469,0,1.0769767441860465,0.9948837209302326,-29.590697674418607,-29.59279069767442,0.3901934171428571,-0.5152567166666667,-0.5850367833333334,0.9369212916666668,0.8945275583333334
209993469,0,1.0744186046511628,0.992093023255814,-29.58744186046512,-29.589767441860467,0.3901833057142857,-0.5177205375,-0.5907905375,0.93378109375,0.89159509375
209993469,0,1.071860465116279,0.9893023255813954,-29.58418604651163,-29.58674418604652,0.3901731942857143,-0.5201843583333333,-0.5965442916666667,0.9306408958333334,0.8886626291666667
209993469,0,1.0693023255813954,0.9865116279069768,-29.580930232558146,-29.58372093023256,0.3901630828571428,-0.5226481791666667,-0.6022980458333334,0.9275006979166668,0.8857301645833333
209993469,0,1.0667441860465117,0.983720930232558,-29.57767441860465,-29.580697674418605,0.3901529714285714,-0.525112,-0.6080518,0.9243605,0.8827977
209993469,0,1.064186046511628,0.9809302325581396,-29.574418604651164,-29.57767441860465,0.39014286,-0.5139575944444444,-0.5953586944444444,0.9315755277777776,0.9059901055555556
209993469,0,1.0616279069767445,0.978139534883721,-29.57116279069768,-29.574651162790698,0.3901327485714286,-0.5028031888888889,-0.582665588888889,0.9387905555555556,0.9291825111111112
209993469,0,1.0590697674418603,0.9753488372093024,-29.567906976744187,-29.571627906976744,0.3901226371428571,-0.4916487833333333,-0.5699724833333334,0.9460055833333334,0.9523749166666666
209993469,0,1.0565116279069768,0.9725581395348836,-29.5646511627907,-29.56860465116279,0.3901125257142857,-0.4804943777777778,-0.5572793777777778,0.9532206111111112,0.9755673222222222
209993469,0,1.0539534883720931,0.9697674418604652,-29.56139534883721,-29.56558139534884,0.3901024142857143,-0.4693399722222222,-0.5445862722222222,0.9604356388888888,0.9987597277777778
209993469,0,1.0513953488372094,0.9669767441860464,-29.55813953488372,-29.56255813953488,0.3900923028571428,-0.4581855666666666,-0.5318931666666666,0.9676506666666668,1.0219521333333332
209993469,0,1.0488372093023255,0.964186046511628,-29.554883720930235,-29.55953488372093,0.3900821914285714,-0.4470311611111111,-0.5192000611111112,0.9748656944444444,1.045144538888889
209993469,0,1.046279069767442,0.9613953488372092,-29.551627906976744,-29.55651162790697,0.39007208,-0.4358767555555555,-0.5065069555555556,0.9820807222222222,1.0683369444444444
209993469,0,1.043720930232558,0.9586046511627908,-29.548372093023257,-29.553488372093025,0.3900619685714285,-0.42472235,-0.49381385,0.98929575,1.09152935
209993469,0,1.0411627906976744,0.955813953488372,-29.545116279069767,-29.55046511627907,0.3900518571428571,-0.4135679444444444,-0.4811207444444444,0.9965107777777776,1.1147217555555555
209993469,0,1.0386046511627909,0.9530232558139536,-29.54186046511628,-29.54744186046512,0.3900417457142857,-0.4024135388888888,-0.4684276388888889,1.0037258055555556,1.137914161111111
209993469,0,1.036046511627907,0.9502325581395348,-29.538604651162792,-29.544418604651163,0.3900316342857143,-0.3912591333333333,-0.4557345333333333,1.0109408333333332,1.161106566666667
210013461,0,1.0334883720930232,0.9474418604651162,-29.535348837209305,-29.54139534883721,0.3900215228571428,-0.3801047277777777,-0.4430414277777778,1.018155861111111,1.184298972222222
210013461,0,1.0309302325581395,0.9446511627906976,-29.53209302325581,-29.538372093023256,0.3900114114285714,-0.3689503222222222,-0.4303483222222222,1.0253708888888888,1.2074913777777776
210053445,0,1.0283720930232558,0.9418604651162792,-29.528837209302328,-29.535348837209305,0.3900013,-0.3577959166666666,-0.4176552166666667,1.0325859166666669,1.2306837833333333
210053445,0,1.025813953488372,0.9390697674418604,-29.52558139534884,-29.532325581395348,0.3899911885714285,-0.3466415111111111,-0.4049621111111111,1.0398009444444445,1.2538761888888887
210093429,0,1.0232558139534884,0.936279069767442,-29.52232558139535,-29.529302325581394,0.3899810771428571,-0.3354871055555555,-0.3922690055555555,1.047015972222222,1.2770685944444444
210093429,0,1.0206976744186047,0.9334883720930232,-29.51906976744186,-29.52627906976744,0.3899709657142857,-0.3243327,-0.3795759,1.054231,1.300261
210093429,0,1.018139534883721,0.9306976744186046,-29.51581395348837,-29.523255813953487,0.3899608542857142,-0.3256525139999999,-0.381945976,1.0451518,1.287305714
210093429,0,1.0155813953488373,0.927906976744186,-29.512558139534885,-29.520232558139533,0.3899507428571429,-0.326972328,-0.384316052,1.0360726,1.274350428
210093429,0,1.0130232558139536,0.9251162790697676,-29.509302325581395,-29.51720930232558,0.3899406314285714,-0.3282921419999999,-0.386686128,1.0269933999999998,1.2613951419999998
210093429,0,1.01046511627907,0.9223255813953488,-29.506046511627908,-29.514186046511625,0.38993052,-0.329611956,-0.389056204,1.0179142,1.2484398559999998
210093429,0,1.0079069767441862,0.9195348837209304,-29.50279069767442,-29.511162790697675,0.3899204085714285,-0.3309317699999999,-0.39142628,1.008835,1.23548457
210093429,0,1.0053488372093022,0.9167441860465116,-29.49953488372093,-29.50813953488372,0.3899102971428571,-0.332251584,-0.393796356,0.9997558,1.222529284
210093429,0,1.0027906976744183,0.913953488372093,-29.496279069767443,-29.505116279069767,0.3899001857142857,-0.3335713979999999,-0.396166432,0.9906766,1.209573998
210093429,0,1.0002325581395348,0.9111627906976744,-29.493023255813952,-29.502093023255814,0.3898900742857142,-0.334891212,-0.398536508,0.9815974,1.1966187119999998
210093429,0,0.9976744186046512,0.9083720930232558,-29.489767441860465,-29.49906976744186,0.3898799628571428,-0.3362110259999999,-0.400906584,0.9725182,1.183663426
210093429,0,0.9951162790697674,0.9055813953488372,-29.48651162790697,-29.496046511627902,0.3898698514285714,-0.33753084,-0.40327666,0.963439,1.17070814
210093429,0,0.9925581395348836,0.9027906976744188,-29.483255813953487,-29.493023255813952,0.38985974,-0.338850654,-0.405646736,0.9543598,1.157752854
210093429,0,0.99,0.9,-29.48,-29.49,0.3898496285714286,-0.3401704679999999,-0.408016812,0.9452806,1.144797568
210093429,0,0.9865384615384616,0.8957692307692308,-29.477307692307694,-29.48692307692308,0.3898395171428571,-0.341490282,-0.410386888,0.9362014,1.131842282
210093429,0,0.9830769230769232,0.8915384615384616,-29.474615384615387,-29.48384615384615,0.3898294057142857,-0.3428100959999999,-0.412756964,0.9271222,1.118886996
210093429,0,0.9796153846153846,0.8873076923076924,-29.47192307692308,-29.48076923076923,0.3898192942857142,-0.34412991,-0.41512704,0.918043,1.10593171
210093429,0,0.976153846153846,0.8830769230769231,-29.46923076923077,-29.477692307692305,0.3898091828571428,-0.3454497239999999,-0.417497116,0.9089638,1.092976424
210093429,0,0.9726923076923076,0.8788461538461538,-29.466538461538462,-29.474615384615383,0.3897990714285714,-0.346769538,-0.419867192,0.8998845999999999,1.080021138
210093429,0,0.9692307692307692,0.8746153846153847,-29.46384615384616,-29.47153846153846,0.3897889599999999,-0.3480893519999999,-0.422237268,0.8908054,1.067065852
210093429,0,0.9657692307692308,0.8703846153846154,-29.461153846153845,-29.468461538461536,0.3897788485714286,-0.349409166,-0.424607344,0.8817261999999999,1.054110566
210093429,0,0.9623076923076924,0.8661538461538462,-29.45846153846154,-29.46538461538461,0.3897687371428571,-0.3507289799999999,-0.42697742,0.872647,1.04115528
210093429,0,0.958846153846154,0.8619230769230769,-29.45576923076923,-29.462307692307693,0.3897586257142857,-0.352048794,-0.429347496,0.8635678,1.028199994
210093429,0,0.9553846153846154,0.8576923076923078,-29.453076923076924,-29.459230769230768,0.3897485142857143,-0.353368608,-0.431717572,0.8544885999999999,1.015244708
210093429,0,0.9519230769230768,0.8534615384615385,-29.45038461538461,-29.45615384615385,0.3897384028571428,-0.354688422,-0.434087648,0.8454094,1.002289422
210093429,0,0.9484615384615384,0.8492307692307692,-29.447692307692307,-29.45307692307692,0.3897282914285714,-0.356008236,-0.436457724,0.8363301999999999,0.989334136
210093429,0,0.945,0.845,-29.445,-29.45,0.3897181799999999,-0.35732805,-0.4388278,0.827251,0.97637885
210093429,0,0.9415384615384615,0.8407692307692308,-29.442307692307693,-29.44692307692308,0.3897080685714285,-0.358647864,-0.441197876,0.8181718,0.963423564
210093429,0,0.938076923076923,0.8365384615384616,-29.439615384615387,-29.443846153846152,0.3896979571428571,-0.3599676779999999,-0.443567952,0.8090925999999999,0.950468278
210093429,0,0.9346153846153846,0.8323076923076923,-29.43692307692308,-29.44076923076923,0.3896878457142857,-0.361287492,-0.445938028,0.8000133999999999,0.937512992
210093429,0,0.9311538461538462,0.8280769230769232,-29.43423076923077,-29.437692307692306,0.3896777342857143,-0.3626073059999999,-0.448308104,0.7909341999999999,0.924557706
210093429,0,0.9276923076923076,0.8238461538461539,-29.431538461538462,-29.434615384615384,0.3896676228571428,-0.36392712,-0.45067818,0.781855,0.91160242
210093429,0,0.9242307692307692,0.8196153846153846,-29.428846153846155,-29.431538461538462,0.3896575114285714,-0.3652469339999999,-0.453048256,0.7727758,0.898647134
210093429,0,0.9207692307692308,0.8153846153846154,-29.426153846153845,-29.428461538461537,0.3896474,-0.366566748,-0.455418332,0.7636966,0.885691848
210093429,0,0.9173076923076924,0.8111538461538462,-29.42346153846153,-29.42538461538461,0.3896268085714285,-0.367886562,-0.457788408,0.7546173999999999,0.872736562
210133413,0,0.913846153846154,0.806923076923077,-29.42076923076923,-29.42230769230769,0.3896062171428571,-0.369206376,-0.460158484,0.7455381999999999,0.859781276
210133413,0,0.9103846153846152,0.8026923076923077,-29.418076923076924,-29.41923076923077,0.3895856257142857,-0.37052619,-0.46252856,0.736459,0.84682599
210173397,0,0.9069230769230768,0.7984615384615384,-29.41538461538461,-29.416153846153847,0.3895650342857142,-0.371846004,-0.464898636,0.7273798,0.833870704
210173397,0,0.9034615384615384,0.7942307692307693,-29.412692307692307,-29.41307692307692,0.3895444428571428,-0.373165818,-0.467268712,0.7183006,0.820915418
210193389,0,0.9,0.79,-29.41,-29.41,0.3895238514285714,-0.3744856319999999,-0.469638788,0.7092213999999999,0.807960132
210193389,0,0.8986363636363637,0.7884848484848486,-29.408939393939395,-29.40909090909091,0.3895032599999999,-0.375805446,-0.472008864,0.7001421999999999,0.795004846
210193389,0,0.8972727272727273,0.786969696969697,-29.407878787878783,-29.40818181818182,0.3894826685714285,-0.37712526,-0.47437894,0.691063,0.78204956
210193389,0,0.895909090909091,0.7854545454545455,-29.40681818181818,-29.407272727272726,0.3894620771428571,-0.378445074,-0.476749016,0.6819838,0.7690942740000001
210193389,0,0.8945454545454545,0.7839393939393939,-29.405757575757576,-29.40636363636364,0.3894414857142857,-0.3797648879999999,-0.479119092,0.6729046,0.756138988
210193389,0,0.8931818181818182,0.7824242424242425,-29.40469696969697,-29.405454545454543,0.3894208942857142,-0.381084702,-0.481489168,0.6638253999999999,0.7431837020000001
210193389,0,0.8918181818181818,0.7809090909090909,-29.40363636363636,-29.404545454545456,0.3894003028571428,-0.3824045159999999,-0.483859244,0.6547462,0.7302284160000001
210193389,0,0.8904545454545455,0.7793939393939394,-29.40257575757576,-29.40363636363636,0.3893797114285714,-0.38372433,-0.48622932,0.645667,0.71727313
210193389,0,0.8890909090909092,0.777878787878788,-29.401515151515152,-29.402727272727272,0.38935912,-0.385044144,-0.488599396,0.6365878,0.7043178440000001
210193389,0,0.8877272727272727,0.7763636363636364,-29.400454545454547,-29.401818181818182,0.3893385285714286,-0.386363958,-0.490969472,0.6275086,0.691362558
210193389,0,0.8863636363636364,0.7748484848484849,-29.39939393939394,-29.40090909090909,0.3893179371428571,-0.387683772,-0.493339548,0.6184293999999999,0.6784072720000001
210193389,0,0.885,0.7733333333333333,-29.398333333333333,-29.4,0.3892973457142857,-0.3890035859999999,-0.495709624,0.6093502,0.6654519860000001
210193389,0,0.8836363636363637,0.7718181818181818,-29.39727272727273,-29.39909090909091,0.3892767542857143,-0.3903234,-0.4980797,0.600271,0.6524967
210193389,0,0.8822727272727273,0.7703030303030303,-29.39621212121212,-29.39818181818182,0.3892561628571429,-0.3893873966101694,-0.4968603525423729,0.6032296237288136,0.6529500440677967
210193389,0,0.880909090909091,0.7687878787878788,-29.395151515151515,-29.39727272727273,0.3892355714285714,-0.3884513932203389,-0.4956410050847458,0.6061882474576271,0.6534033881355933
210193389,0,0.8795454545454546,0.7672727272727273,-29.39409090909091,-29.39636363636364,0.38921498,-0.3875153898305085,-0.4944216576271186,0.6091468711864407,0.6538567322033899
210193389,0,0.8781818181818182,0.7657575757575757,-29.393030303030304,-29.395454545454545,0.3891943885714286,-0.3865793864406779,-0.4932023101694915,0.6121054949152542,0.6543100762711864
210193389,0,0.8768181818181818,0.7642424242424243,-29.391969696969696,-29.39454545454545,0.3891737971428571,-0.3856433830508474,-0.4919829627118644,0.6150641186440678,0.654763420338983
210193389,0,0.8754545454545455,0.7627272727272727,-29.39090909090909,-29.393636363636364,0.3891532057142857,-0.3847073796610169,-0.4907636152542373,0.6180227423728814,0.6552167644067797
210193389,0,0.8740909090909091,0.7612121212121212,-29.38984848484849,-29.392727272727274,0.3891326142857143,-0.3837713762711864,-0.4895442677966102,0.620981366101695,0.6556701084745763
210193389,0,0.8727272727272728,0.7596969696969698,-29.38878787878788,-29.39181818181818,0.3891120228571428,-0.3828353728813559,-0.488324920338983,0.6239399898305085,0.6561234525423729
210193389,0,0.8713636363636363,0.7581818181818182,-29.387727272727272,-29.39090909090909,0.3890914314285714,-0.3818993694915254,-0.4871055728813559,0.6268986135593221,0.6565767966101695
210193389,0,0.87,0.7566666666666667,-29.386666666666667,-29.39,0.38907084,-0.3809633661016949,-0.4858862254237288,0.6298572372881356,0.6570301406779662
210193389,0,0.8686363636363637,0.7551515151515151,-29.38560606060606,-29.38909090909091,0.3890502485714285,-0.3800273627118644,-0.4846668779661017,0.6328158610169492,0.6574834847457628
210193389,0,0.8672727272727273,0.7536363636363637,-29.384545454545453,-29.38818181818182,0.3890296571428571,-0.3790913593220338,-0.4834475305084746,0.6357744847457627,0.6579368288135593
210193389,0,0.865909090909091,0.7521212121212121,-29.383484848484848,-29.387272727272727,0.3890090657142857,-0.3781553559322034,-0.4822281830508474,0.6387331084745763,0.6583901728813559
210193389,0,0.8645454545454546,0.7506060606060606,-29.382424242424243,-29.38636363636364,0.3889884742857143,-0.3772193525423729,-0.4810088355932204,0.6416917322033898,0.6588435169491526
210193389,0,0.8631818181818183,0.7490909090909091,-29.38136363636364,-29.385454545454547,0.3889678828571428,-0.3762833491525423,-0.4797894881355932,0.6446503559322034,0.6592968610169492
210193389,0,0.8618181818181818,0.7475757575757576,-29.38030303030303,-29.384545454545457,0.3889472914285714,-0.3753473457627118,-0.4785701406779661,0.6476089796610169,0.6597502050847458
210193389,0,0.8604545454545455,0.7460606060606061,-29.379242424242424,-29.383636363636363,0.3889267,-0.3744113423728813,-0.477350793220339,0.6505676033898306,0.6602035491525424
210193389,0,0.8590909090909091,0.7445454545454545,-29.37818181818182,-29.38272727272728,0.388915529032258,-0.3734753389830508,-0.4761314457627119,0.653526227118644,0.660656893220339
210193389,0,0.8577272727272728,0.743030303030303,-29.377121212121214,-29.381818181818183,0.3889043580645161,-0.3725393355932203,-0.4749120983050847,0.6564848508474577,0.6611102372881356
210193389,0,0.8563636363636364,0.7415151515151515,-29.376060606060605,-29.380909090909093,0.3888931870967742,-0.3716033322033898,-0.4736927508474576,0.6594434745762712,0.6615635813559322
210193389,0,0.855,0.74,-29.375,-29.380000000000003,0.3888820161290323,-0.3706673288135593,-0.4724734033898305,0.6624020983050848,0.6620169254237288
210193389,0,0.8536363636363636,0.7384848484848485,-29.373939393939395,-29.37909090909091,0.3888708451612903,-0.3697313254237288,-0.4712540559322034,0.6653607220338983,0.6624702694915254
210213381,0,0.8522727272727273,0.7369696969696969,-29.372878787878783,-29.37818181818182,0.3888596741935484,-0.3687953220338983,-0.4700347084745763,0.6683193457627119,0.6629236135593221
210213381,0,0.850909090909091,0.7354545454545455,-29.37181818181818,-29.37727272727273,0.3888485032258064,-0.3678593186440678,-0.4688153610169491,0.6712779694915254,0.6633769576271187
210253365,0,0.8495454545454546,0.7339393939393939,-29.370757575757576,-29.37636363636364,0.3888373322580645,-0.3669233152542372,-0.467596013559322,0.674236593220339,0.6638303016949153
210253365,0,0.8481818181818183,0.7324242424242424,-29.36969696969697,-29.375454545454545,0.3888261612903226,-0.3659873118644067,-0.4663766661016949,0.6771952169491525,0.6642836457627118
210293349,0,0.8468181818181819,0.730909090909091,-29.36863636363636,-29.37454545454545,0.3888149903225806,-0.3650513084745762,-0.4651573186440678,0.6801538406779661,0.6647369898305084
210293349,0,0.8454545454545455,0.7293939393939394,-29.36757575757576,-29.373636363636365,0.3888038193548387,-0.3641153050847457,-0.4639379711864407,0.6831124644067796,0.6651903338983051
210293349,0,0.8440909090909091,0.7278787878787879,-29.366515151515152,-29.372727272727275,0.3887926483870967,-0.3631793016949152,-0.4627186237288135,0.6860710881355933,0.6656436779661017
210293349,0,0.8427272727272728,0.7263636363636363,-29.365454545454547,-29.37181818181818,0.3887814774193548,-0.3622432983050847,-0.4614992762711865,0.6890297118644068,0.6660970220338983
210293349,0,0.8413636363636364,0.7248484848484849,-29.36439393939394,-29.37090909090909,0.3887703064516129,-0.3613072949152542,-0.4602799288135593,0.6919883355932204,0.6665503661016949
210293349,0,0.8400000000000001,0.7233333333333333,-29.363333333333333,-29.37,0.388759135483871,-0.3603712915254237,-0.4590605813559322,0.6949469593220339,0.6670037101694916
210293349,0,0.8386363636363636,0.7218181818181818,-29.362272727272728,-29.36909090909091,0.388747964516129,-0.3594352881355932,-0.4578412338983051,0.6979055830508475,0.6674570542372882
210293349,0,0.8372727272727273,0.7203030303030302,-29.36121212121212,-29.36818181818182,0.3887367935483871,-0.3584992847457627,-0.4566218864406779,0.700864206779661,0.6679103983050847
210293349,0,0.8359090909090909,0.7187878787878788,-29.360151515151514,-29.367272727272727,0.3887256225806451,-0.3575632813559322,-0.4554025389830509,0.7038228305084746,0.6683637423728813
210293349,0,0.8345454545454546,0.7172727272727273,-29.35909090909091,-29.36636363636364,0.3887144516129032,-0.3566272779661016,-0.4541831915254237,0.7067814542372881,0.6688170864406779
210293349,0,0.8331818181818182,0.7157575757575757,-29.358030303030304,-29.365454545454547,0.3887032806451613,-0.3556912745762711,-0.4529638440677966,0.7097400779661017,0.6692704305084746
210293349,0,0.8318181818181819,0.7142424242424242,-29.356969696969696,-29.364545454545457,0.3886921096774193,-0.3547552711864407,-0.4517444966101695,0.7126987016949152,0.6697237745762712
210293349,0,0.8304545454545456,0.7127272727272727,-29.35590909090909,-29.363636363636363,0.3886809387096774,-0.3538192677966101,-0.4505251491525424,0.7156573254237288,0.6701771186440678
210293349,0,0.8290909090909091,0.7112121212121212,-29.354848484848485,-29.36272727272728,0.3886697677419354,-0.3528832644067796,-0.4493058016949153,0.7186159491525423,0.6706304627118644
210293349,0,0.8277272727272728,0.7096969696969697,-29.35378787878788,-29.361818181818183,0.3886585967741935,-0.3519472610169491,-0.4480864542372881,0.721574572881356,0.671083806779661
210293349,0,0.8263636363636364,0.7081818181818181,-29.35272727272727,-29.360909090909093,0.3886474258064516,-0.3510112576271186,-0.446867106779661,0.7245331966101695,0.6715371508474576
210293349,0,0.8250000000000001,0.7066666666666667,-29.351666666666667,-29.36,0.3886362548387096,-0.3500752542372881,-0.4456477593220339,0.7274918203389831,0.6719904949152542
210293349,0,0.8236363636363637,0.7051515151515151,-29.35060606060606,-29.35909090909091,0.3886250838709677,-0.3491392508474576,-0.4444284118644068,0.7304504440677966,0.6724438389830508
210293349,0,0.8222727272727273,0.7036363636363636,-29.349545454545453,-29.35818181818182,0.3886139129032258,-0.3482032474576271,-0.4432090644067797,0.7334090677966102,0.6728971830508474
210293349,0,0.8209090909090909,0.702121212121212,-29.348484848484848,-29.35727272727273,0.3886027419354839,-0.3472672440677966,-0.4419897169491525,0.7363676915254237,0.6733505271186441
210293349,0,0.8195454545454546,0.7006060606060606,-29.347424242424243,-29.35636363636364,0.3885915709677419,-0.346331240677966,-0.4407703694915254,0.7393263152542373,0.6738038711864407
210293349,0,0.8181818181818182,0.6990909090909091,-29.34636363636364,-29.355454545454545,0.3885804,-0.3453952372881356,-0.4395510220338983,0.7422849389830508,0.6742572152542372
210293349,0,0.8168181818181819,0.6975757575757575,-29.34530303030303,-29.35454545454545,0.388566375,-0.3444592338983051,-0.4383316745762712,0.7452435627118644,0.6747105593220338
210293349,0,0.8154545454545455,0.696060606060606,-29.344242424242424,-29.353636363636365,0.38855235,-0.3435232305084745,-0.4371123271186441,0.748202186440678,0.6751639033898305
210293349,0,0.8140909090909092,0.6945454545454545,-29.34318181818182,-29.352727272727275,0.388538325,-0.342587227118644,-0.435892979661017,0.7511608101694915,0.6756172474576271
210293349,0,0.8127272727272727,0.693030303030303,-29.342121212121214,-29.35181818181818,0.3885243,-0.3416512237288135,-0.4346736322033898,0.754119433898305,0.6760705915254237
210293349,0,0.8113636363636364,0.6915151515151514,-29.341060606060605,-29.35090909090909,0.388510275,-0.340715220338983,-0.4334542847457627,0.7570780576271187,0.6765239355932203
