Time,XKY1_C,XKY1_IVN0,XKY1_IVN1,XKY1_IVN2,XKY1_IVN3,XKY1_IVN4,XKY1_IVE0,XKY1_IVE1,XKY1_IVE2,XKY1_IVE3,XKY1_IVE4
 104194139, 0, 0.02344902, 0.01153365, -0.01632083, -0.02162048, 0.002958638, -0.004508153, 0.02090825, 0.01743016, -0.01013582, -0.02369444
 104194139, 1, 0.02349543, 0.01168433, -0.01627412, -0.02174228, 0.002836647, -0.0046515, 0.02090809, 0.01757341, -0.01004712, -0.02378287
 104294099, 0, 0.02388611, 0.01179073, -0.01659904, -0.0220495, 0.002971702, -0.004636437, 0.02128431, 0.01779086, -0.01028895, -0.02414978
 104294099, 1, 0.02361296, 0.01173369, -0.01636114, -0.02184543, 0.002859921, -0.004665216, 0.02101563, 0.01765359, -0.01010511, -0.02389889
 104394059, 0, 0.02388611, 0.01179073, -0.01659904, -0.0220495, 0.002971702, -0.004636437, 0.02128431, 0.01779086, -0.01028895, -0.02414978
 104394059, 1, 0.02361296, 0.01173369, -0.01636114, -0.02184543, 0.002859921, -0.004665216, 0.02101563, 0.01765359, -0.01010511, -0.02389889
 104494019, 0, 0.02419322, 0.01193728, -0.01681558, -0.02232988, 0.003014953, -0.004690746, 0.0215596, 0.01801531, -0.01042553, -0.02445864
 104494019, 1, 0.02377799, 0.01194694, -0.01639437, -0.02207922, 0.002748664, -0.004835821, 0.02111986, 0.01788861, -0.01006409, -0.02410856
 104593979, 0, 0.02419322, 0.01193728, -0.01681558, -0.02232988, 0.003014953, -0.004690746, 0.0215596, 0.01801531, -0.01042553, -0.02445864
 104593979, 1, 0.02377799, 0.01194694, -0.01639437, -0.02207922, 0.002748664, -0.004835821, 0.02111986, 0.01788861, -0.01006409, -0.02410856
 104693939, 0, 0.02438717, 0.01202665, -0.0169543, -0.02250498, 0.003045452, -0.004721695, 0.0217345, 0.01815435, -0.01051449, -0.02465266
 104693939, 1, 0.02423438, 0.01217265, -0.01671126, -0.02250078, 0.002805016, -0.004924857, 0.0215264, 0.0182289, -0.01026032, -0.02457013
 104793899, 0, 0.02438717, 0.01202665, -0.0169543, -0.02250498, 0.003045452, -0.004721695, 0.0217345, 0.01815435, -0.01051449, -0.02465266
 104793899, 1, 0.02423438, 0.01217265, -0.01671126, -0.02250078, 0.002805016, -0.004924857, 0.0215264, 0.0182289, -0.01026032, -0.02457013
 104893859, 0, 0.02474232, 0.01230332, -0.01713845, -0.02289546, 0.002988276, -0.004897207, 0.02201802, 0.01850509, -0.01058125, -0.02504466
 104893859, 1, 0.024119, 0.01220612, -0.0165752, -0.02245016, 0.002700238, -0.004997538, 0.0213942, 0.01821988, -0.0101337, -0.02448285
 104993819, 0, 0.02474232, 0.01230332, -0.01713845, -0.02289546, 0.002988276, -0.004897207, 0.02201802, 0.01850509, -0.01058125, -0.02504466
 104993819, 1, 0.024119, 0.01220612, -0.0165752, -0.02245016, 0.002700238, -0.004997538, 0.0213942, 0.01821988, -0.0101337, -0.02448285
 105093779, 0, 0.02485095, 0.01242028, -0.0171748, -0.02303489, 0.002938455, -0.004984889, 0.02209424, 0.01863988, -0.01057416, -0.02517508
 105093779, 1, 0.02428757, 0.01228884, -0.01669265, -0.02260546, 0.002721706, -0.005029738, 0.02154458, 0.01834502, -0.01020673, -0.02465313
 105193739, 0, 0.02485095, 0.01242028, -0.0171748, -0.02303489, 0.002938455, -0.004984889, 0.02209424, 0.01863988, -0.01057416, -0.02517508
 105193739, 1, 0.02428757, 0.01228884, -0.01669265, -0.02260546, 0.002721706, -0.005029738, 0.02154458, 0.01834502, -0.01020673, -0.02465313
 105293699, 0, 0.02489931, 0.01249695, -0.01717577, -0.02311216, 0.002891668, -0.005049798, 0.02212018, 0.01872082, -0.01055008, -0.02524113
 105293699, 1, 0.02461737, 0.01247818, -0.01690543, -0.02292631, 0.00273619, -0.005121669, 0.02182983, 0.01861325, -0.01032621, -0.02499519
 105394492, 0, 0.02489931, 0.01249695, -0.01717577, -0.02311216, 0.002891668, -0.005049798, 0.02212018, 0.01872082, -0.01055008, -0.02524113
 105394492, 1, 0.02461737, 0.01247818, -0.01690543, -0.02292631, 0.00273619, -0.005121669, 0.02182983, 0.01861325, -0.01032621, -0.02499519
 105494452, 0, 0.02490516, 0.01254303, -0.01715314, -0.02314425, 0.002849203, -0.005096347, 0.02211135, 0.01876191, -0.01051585, -0.02526107
 105494452, 1, 0.02500959, 0.01287897, -0.01704996, -0.02341642, 0.002577812, -0.005415638, 0.02211201, 0.01908161, -0.01031893, -0.02545906
 105594412, 0, 0.02490516, 0.01254303, -0.01715314, -0.02314425, 0.002849203, -0.005096347, 0.02211135, 0.01876191, -0.01051585, -0.02526107
 105594412, 1, 0.02500959, 0.01287897, -0.01704996, -0.02341642, 0.002577812, -0.005415638, 0.02211201, 0.01908161, -0.01031893, -0.02545906
 105694372, 0, 0.02489141, 0.01255335, -0.01713301, -0.02314213, 0.002830381, -0.00511167, 0.02209354, 0.01876623, -0.01049537, -0.02525273
 105694372, 1, 0.02494145, 0.01273046, -0.01707359, -0.02328252, 0.002684205, -0.005281629, 0.02208862, 0.01893315, -0.01038729, -0.02535284
 105794332, 0, 0.02489141, 0.01255335, -0.01713301, -0.02314213, 0.002830381, -0.00511167, 0.02209354, 0.01876623, -0.01049537, -0.02525273
 105794332, 1, 0.02494145, 0.01273046, -0.01707359, -0.02328252, 0.002684205, -0.005281629, 0.02208862, 0.01893315, -0.01038729, -0.02535284
 105894292, 0, 0.02492997, 0.0126644, -0.01710294, -0.0232346, 0.002743167, -0.005215903, 0.02209801, 0.01887323, -0.01043372, -0.02532162
 105894292, 1, 0.02465267, 0.01271067, -0.01679704, -0.02309181, 0.00252552, -0.005354648, 0.0217914, 0.01882248, -0.01015847, -0.02510076
 105994252, 0, 0.02492997, 0.0126644, -0.01710294, -0.0232346, 0.002743167, -0.005215903, 0.02209801, 0.01887323, -0.01043372, -0.02532162
 105994252, 1, 0.02465267, 0.01271067, -0.01679704, -0.02309181, 0.00252552, -0.005354648, 0.0217914, 0.01882248, -0.01015847, -0.02510076
 106094212, 0, 0.02497697, 0.01276182, -0.01708973, -0.02332385, 0.002674796, -0.005303062, 0.02211577, 0.01897136, -0.01039083, -0.02539324
 106094212, 1, 0.02486035, 0.01271967, -0.01699916, -0.02322573, 0.002644876, -0.00529663, 0.02200685, 0.01889761, -0.01032748, -0.02528035
 106194172, 0, 0.02497697, 0.01276182, -0.01708973, -0.02332385, 0.002674796, -0.005303062, 0.02211577, 0.01897136, -0.01039083, -0.02539324
 106194172, 1, 0.02486035, 0.01271967, -0.01699916, -0.02322573, 0.002644876, -0.00529663, 0.02200685, 0.01889761, -0.01032748, -0.02528035
 106294132, 0, 0.02507152, 0.01277895, -0.0171737, -0.02339287, 0.002716105, -0.005290349, 0.02220963, 0.01901665, -0.01045669, -0.02547924
 106294132, 1, 0.02505772, 0.01287198, -0.0171024, -0.02344185, 0.002614541, -0.005392656, 0.02216488, 0.01909131, -0.01036581, -0.02549773
 106394092, 0, 0.02507152, 0.01277895, -0.0171737, -0.02339287, 0.002716105, -0.005290349, 0.02220963, 0.01901665, -0.01045669, -0.02547924
 106394092, 1, 0.02505772, 0.01287198, -0.0171024, -0.02344185, 0.002614541, -0.005392656, 0.02216488, 0.01909131, -0.01036581, -0.02549773
 106494052, 0, 0.02508472, 0.0128334, -0.01715324, -0.02343469, 0.002669811, -0.005343314, 0.02220581, 0.01906726, -0.0104216, -0.02550816
 106494052, 1, 0.02508748, 0.01285667, -0.01714163, -0.02345078, 0.00264825, -0.005366882, 0.02220116, 0.01908795, -0.01040415, -0.02551807
 106594012, 0, 0.02508472, 0.0128334, -0.01715324, -0.02343469, 0.002669811, -0.005343314, 0.02220581, 0.01906726, -0.0104216, -0.02550816
 106594012, 1, 0.02508748, 0.01285667, -0.01714163, -0.02345078, 0.00264825, -0.005366882, 0.02220116, 0.01908795, -0.01040415, -0.02551807
 106693972, 0, 0.02566777, 0.01321938, -0.01749774, -0.02403358, 0.00264417, -0.005559719, 0.02269345, 0.01958504, -0.01058923, -0.02612955
 106693972, 1, 0.02548186, 0.01307272, -0.01740248, -0.02382804, 0.002675941, -0.005465909, 0.02254564, 0.01939988, -0.01055585, -0.02592375
 106793932, 0, 0.02566777, 0.01321938, -0.01749774, -0.02403358, 0.00264417, -0.005559719, 0.02269345, 0.01958504, -0.01058923, -0.02612955
 106793932, 1, 0.02548186, 0.01307272, -0.01740248, -0.02382804, 0.002675941, -0.005465909, 0.02254564, 0.01939988, -0.01055585, -0.02592375
 106893892, 0, 0.02610397, 0.01352419, -0.01774556, -0.02449155, 0.002608951, -0.00573848, 0.02305306, 0.01998606, -0.010701, -0.02659964
 106893892, 1, 0.02593565, 0.01355649, -0.01755728, -0.02440749, 0.00247262, -0.005827137, 0.02286558, 0.01995884, -0.01053034, -0.02646695
 106993852, 0, 0.02610397, 0.01352419, -0.01774556, -0.02449155, 0.002608951, -0.00573848, 0.02305306, 0.01998606, -0.010701, -0.02659964
 106993852, 1, 0.02593565, 0.01355649, -0.01755728, -0.02440749, 0.00247262, -0.005827137, 0.02286558, 0.01995884, -0.01053034, -0.02646695
 107093812, 0, 0.01330243, 0.004874742, -0.0171995, -0.02241445, -0.00356322, 0.0005639016, 0.02103582, 0.01934678, -0.002169017, -0.01377748
 107093812, 1, 0.0128798, 0.00475088, -0.01685343, -0.0220767, -0.003700557, 0.0005568173, 0.02063168, 0.0191041, -0.001914871, -0.01337772
 107193772, 0, 0.01330243, 0.004874742, -0.0171995, -0.02241445, -0.00356322, 0.0005639016, 0.02103582, 0.01934678, -0.002169017, -0.01377748
 107193772, 1, 0.0128798, 0.00475088, -0.01685343, -0.0220767, -0.003700557, 0.0005568173, 0.02063168, 0.0191041, -0.001914871, -0.01337772
 107293732, 0, -0.008682468, -0.01052076, -0.01729884, -0.01964813, -0.01432238, 0.01309577, 0.01962425, 0.01989314, 0.01352944, 0.00932958
 107293732, 1, -0.008814419, -0.01052549, -0.01716868, -0.01956191, -0.01439815, 0.01305764, 0.01948567, 0.01984454, 0.01363692, 0.009443485
 107394525, 0, -0.008682468, -0.01052076, -0.01729884, -0.01964813, -0.01432238, 0.01309577, 0.01962425, 0.01989314, 0.01352944, 0.00932958
 107394525, 1, -0.008814419, -0.01052549, -0.01716868, -0.01956191, -0.01439815, 0.01305764, 0.01948567, 0.01984454, 0.01363692, 0.009443485
 107494485, 0, -0.02177027, -0.01948446, -0.01728009, -0.01820517, -0.02098004, 0.02057653, 0.01900203, 0.02069007, 0.023308, 0.02323684
 107494485, 1, -0.02199076, -0.01957189, -0.01714594, -0.01806721, -0.02106128, 0.02060489, 0.0188407, 0.02059668, 0.02344636, 0.02345037
 107594445, 0, -0.02177027, -0.01948446, -0.01728009, -0.01820517, -0.02098004, 0.02057653, 0.01900203, 0.02069007, 0.023308, 0.02323684
 107594445, 1, -0.02199076, -0.01957189, -0.01714594, -0.01806721, -0.02106128, 0.02060489, 0.0188407, 0.02059668, 0.02344636, 0.02345037
 107694405, 0, -0.02165362, -0.0200445, -0.0197649, -0.02120192, -0.0223689, 0.02127438, 0.02150331, 0.02310481, 0.02386535, 0.02273373
 107694405, 1, -0.02166039, -0.02005107, -0.01981964, -0.02128662, -0.02242396, 0.02129394, 0.02157359, 0.02319095, 0.02391058, 0.02273782
 107794365, 0, -0.02165362, -0.0200445, -0.0197649, -0.02120192, -0.0223689, 0.02127438, 0.02150331, 0.02310481, 0.02386535, 0.02273373
 107794365, 1, -0.02166039, -0.02005107, -0.01981964, -0.02128662, -0.02242396, 0.02129394, 0.02157359, 0.02319095, 0.02391058, 0.02273782
 107894325, 0, -0.01157257, -0.01279547, -0.02011035, -0.02340737, -0.0181289, 0.01561945, 0.0229116, 0.02400261, 0.01738134, 0.01220145
 107894325, 1, -0.01140936, -0.01270798, -0.02028103, -0.02366202, -0.01817715, 0.01559633, 0.02313535, 0.02423071, 0.0173652, 0.01202998
 107994285, 0, -0.01157257, -0.01279547, -0.02011035, -0.02340737, -0.0181289, 0.01561945, 0.0229116, 0.02400261, 0.01738134, 0.01220145
 107994285, 1, -0.01140936, -0.01270798, -0.02028103, -0.02366202, -0.01817715, 0.01559633, 0.02313535, 0.02423071, 0.0173652, 0.01202998
 108094245, 0, 0.0007203604, -0.004618841, -0.02167566, -0.02687095, -0.01302357, 0.008676224, 0.02486815, 0.02479461, 0.008544882, -0.001410237
 108094245, 1, 0.0009618539, -0.004510385, -0.02189895, -0.02716631, -0.01303149, 0.008653355, 0.02515078, 0.02504522, 0.008469943, -0.001654188
 108194205, 0, 0.0007203604, -0.004618841, -0.02167566, -0.02687095, -0.01302357, 0.008676224, 0.02486815, 0.02479461, 0.008544882, -0.001410237
 108194205, 1, 0.0009618539, -0.004510385, -0.02189895, -0.02716631, -0.01303149, 0.008653355, 0.02515078, 0.02504522, 0.008469943, -0.001654188
 108294165, 0, 0.01586102, 0.005861358, -0.02154593, -0.02845949, -0.005327699, 0.000841983, 0.02638877, 0.02477151, -0.001805213, -0.01657372
 108294165, 1, 0.01530732, 0.005572879, -0.02120954, -0.02800283, -0.005421208, 0.0009754125, 0.02595173, 0.02441061, -0.001548242, -0.01601171
 108394125, 0, 0.01586102, 0.005861358, -0.02154593, -0.02845949, -0.005327699, 0.000841983, 0.02638877, 0.02477151, -0.001805213, -0.01657372
 108394125, 1, 0.01530732, 0.005572879, -0.02120954, -0.02800283, -0.005421208, 0.0009754125, 0.02595173, 0.02441061, -0.001548242, -0.01601171
 108494085, 0, 0.02868008, 0.01500451, -0.02151222, -0.03035612, 0.000685371, -0.007025483, 0.02688799, 0.02435667, -0.01117287, -0.03052937
 108494085, 1, 0.02833193, 0.01471727, -0.02139577, -0.0300518, 0.00070245, -0.006823864, 0.02668535, 0.0240872, -0.01107896, -0.03014481
 108594045, 0, 0.02868008, 0.01500451, -0.02151222, -0.03035612, 0.000685371, -0.007025483, 0.02688799, 0.02435667, -0.01117287, -0.03052937
 108594045, 1, 0.02833193, 0.01471727, -0.02139577, -0.0300518, 0.00070245, -0.006823864, 0.02668535, 0.0240872, -0.01107896, -0.03014481
 108694005, 0, 0.03938645, 0.02236272, -0.02176827, -0.03195655, 0.005866118, -0.01326543, 0.0275554, 0.02397312, -0.0191279, -0.04209323
 108694005, 1, 0.03905452, 0.02217548, -0.02159984, -0.03171377, 0.005799734, -0.0131669, 0.02732729, 0.02378196, -0.01896944, -0.04175621
 108793965, 0, 0.03938645, 0.02236272, -0.02176827, -0.03195655, 0.005866118, -0.01326543, 0.0275554, 0.02397312, -0.0191279, -0.04209323
 108793965, 1, 0.03905452, 0.02217548, -0.02159984, -0.03171377, 0.005799734, -0.0131669, 0.02732729, 0.02378196, -0.01896944, -0.04175621
 108893925, 0, 0.04905449, 0.02921752, -0.02097362, -0.03210641, 0.01120271, -0.01823185, 0.02805093, 0.02348621, -0.02568397, -0.05142505
 108893925, 1, 0.04910036, 0.0294619, -0.02090421, -0.03234381, 0.01095144, -0.01846823, 0.02806258, 0.02376371, -0.0254913, -0.05154987
 108993885, 0, 0.04905449, 0.02921752, -0.02097362, -0.03210641, 0.01120271, -0.01823185, 0.02805093, 0.02348621, -0.02568397, -0.05142505
 108993885, 1, 0.04910036, 0.0294619, -0.02090421, -0.03234381, 0.01095144, -0.01846823, 0.02806258, 0.02376371, -0.0254913, -0.05154987
 109093845, 0, 0.0564445, 0.03427062, -0.02012877, -0.03157395, 0.01577539, -0.02188843, 0.02808642, 0.02245318, -0.03104526, -0.05844087
 109093845, 1, 0.05616099, 0.0343066, -0.01984955, -0.0314639, 0.01553777, -0.02201494, 0.02780788, 0.02243159, -0.03075622, -0.05821663
 109193805, 0, 0.0564445, 0.03427062, -0.02012877, -0.03157395, 0.01577539, -0.02188843, 0.02808642, 0.02245318, -0.03104526, -0.05844087
 109193805, 1, 0.05616099, 0.0343066, -0.01984955, -0.0314639, 0.01553777, -0.02201494, 0.02780788, 0.02243159, -0.03075622, -0.05821663
 109293765, 0, 0.0621218, 0.03752242, -0.01958896, -0.03037134, 0.02014267, -0.0230837, 0.02900336, 0.0217386, -0.03483427, -0.06258668
 109293765, 1, 0.06186471, 0.03748707, -0.01936044, -0.03020021, 0.02001352, -0.02313154, 0.02874964, 0.02163166, -0.03464478, -0.06235988
 109393725, 0, 0.0621218, 0.03752242, -0.01958896, -0.03037134, 0.02014267, -0.0230837, 0.02900336, 0.0217386, -0.03483427, -0.06258668
 109393725, 1, 0.06186471, 0.03748707, -0.01936044, -0.03020021, 0.02001352, -0.02313154, 0.02874964, 0.02163166, -0.03464478, -0.06235988
 109494518, 0, 0.06337578, 0.03790956, -0.01990973, -0.03037526, 0.0210961, -0.02223548, 0.03037927, 0.02248133, -0.0349469, -0.06271242
 109494518, 1, 0.06365671, 0.03811565, -0.02005105, -0.03065608, 0.02107599, -0.02236562, 0.03059012, 0.02272613, -0.03502181, -0.06301889
 109594478, 0, 0.06337578, 0.03790956, -0.01990973, -0.03037526, 0.0210961, -0.02223548, 0.03037927, 0.02248133, -0.0349469, -0.06271242
 109594478, 1, 0.06365671, 0.03811565, -0.02005105, -0.03065608, 0.02107599, -0.02236562, 0.03059012, 0.02272613, -0.03502181, -0.06301889
 109694438, 0, 0.0637227, 0.03799076, -0.01963462, -0.02982496, 0.02167297, -0.02251924, 0.02987069, 0.02167713, -0.03564288, -0.06316432
 109694438, 1, 0.06331892, 0.03783818, -0.01933759, -0.02949778, 0.02156672, -0.02249051, 0.02950687, 0.02142965, -0.03542656, -0.06277514
 109794398, 0, 0.0637227, 0.03799076, -0.01963462, -0.02982496, 0.02167297, -0.02251924, 0.02987069, 0.02167713, -0.03564288, -0.06316432
 109794398, 1, 0.06331892, 0.03783818, -0.01933759, -0.02949778, 0.02156672, -0.02249051, 0.02950687, 0.02142965, -0.03542656, -0.06277514
 109894358, 0, 0.06184628, 0.03672175, -0.01947402, -0.02949199, 0.02072965, -0.02177502, 0.02937093, 0.02139545, -0.03448286, -0.0614434
 109894358, 1, 0.06178236, 0.0366822, -0.01940764, -0.02938224, 0.02075886, -0.02176059, 0.02928086, 0.0212955, -0.03448511, -0.06137348
 109994318, 0, 0.06184628, 0.03672175, -0.01947402, -0.02949199, 0.02072965, -0.02177502, 0.02937093, 0.02139545, -0.03448286, -0.0614434
 109994318, 1, 0.06178236, 0.0366822, -0.01940764, -0.02938224, 0.02075886, -0.02176059, 0.02928086, 0.0212955, -0.03448511, -0.06137348
 110094278, 0, 0.06025705, 0.03552428, -0.01937177, -0.02907111, 0.02009084, -0.02001988, 0.02994111, 0.021995, -0.03262611, -0.05893753
 110094278, 1, 0.06012059, 0.0355448, -0.01917226, -0.02891449, 0.02003933, -0.02009545, 0.02972711, 0.02188611, -0.03253186, -0.05882059
