Time,MOTB_LiftMax,MOTB_BatVolt,MOTB_ThLimit,MOTB_ThrAvMx,MOTB_FailFlags
 105894292, 0.9728535, 0.9834396, 1, 0.2543317, 2
 105994252, 0.9728535, 0.9834396, 1, 0.2840388, 2
 106094212, 0.9728535, 0.9834396, 1, 0.3183639, 2
 106194172, 0.9728535, 0.9834396, 1, 0.3709771, 2
 106294132, 0.9728535, 0.9834396, 1, 0.4569151, 2
 106394092, 0.9728535, 0.9834396, 1, 0.4700307, 2
 106494052, 0.9728535, 0.9834396, 1, 0.5181977, 2
 106594012, 0.9728535, 0.9834396, 1, 0.5725557, 2
 106693972, 0.9728535, 0.9834396, 1, 0.6299009, 2
 106793932, 0.9728535, 0.9834396, 1, 0.4035381, 2
 106893892, 0.9728535, 0.9834396, 1, 0.3393034, 2
 106993852, 0.9728535, 0.9834396, 1, 0.3792952, 2
 107093812, 0.974125, 0.9842201, 1, 0.434695, 2
 107193772, 0.9751549, 0.984852, 1, 0.4599198, 2
 107293732, 0.9760348, 0.9853915, 1, 0.4592513, 2
 107394525, 0.9767357, 0.9858212, 1, 0.4488637, 2
 107494485, 0.9772488, 0.9861357, 1, 0.4404115, 2
 107594445, 0.9775932, 0.9863467, 1, 0.4371732, 2
 107694405, 0.9778222, 0.986487, 1, 0.4378624, 2
 107794365, 0.977982, 0.9865848, 1, 0.4398534, 2
 107894325, 0.9780988, 0.9866564, 1, 0.4416134, 2
 107994285, 0.9781919, 0.9867133, 1, 0.4290265, 2
 108094245, 0.9782447, 0.9867457, 1, 0.4208996, 2
 108194205, 0.9784476, 0.9868701, 1, 0.414773, 2
 108294165, 0.9787227, 0.9870385, 1, 0.4103913, 2
 108394125, 0.9790223, 0.9872219, 1, 0.4074246, 2
 108494085, 0.9793236, 0.9874064, 1, 0.4054633, 2
 108594045, 0.9796175, 0.9875863, 1, 0.4040115, 2
 108694005, 0.9798899, 0.987753, 1, 0.4030898, 2
 108793965, 0.9801462, 0.9879098, 1, 0.4037837, 2
 108893925, 0.9803684, 0.9880458, 1, 0.4036461, 2
 108993885, 0.9805694, 0.9881687, 1, 0.4043224, 2
 109093845, 0.9807552, 0.9882824, 1, 0.404832, 2
 109193805, 0.9809186, 0.9883823, 1, 0.4056827, 2
 109293765, 0.9810674, 0.9884734, 1, 0.4066197, 2
 109393725, 0.9812026, 0.988556, 1, 0.4075293, 2
 109494518, 0.9813178, 0.9886265, 1, 0.40796, 2
 109594478, 0.981423, 0.9886908, 1, 0.4086435, 2
 109694438, 0.9815116, 0.988745, 1, 0.4092208, 2
 109794398, 0.981583, 0.9887887, 1, 0.4140688, 2
 109894358, 0.9816419, 0.9888247, 1, 0.4203941, 2
 109994318, 0.9817314, 0.9888794, 1, 0.4158674, 2
 110094278, 0.9817969, 0.9889194, 1, 0.413898, 2
 110194238, 0.9818315, 0.9889406, 1, 0.4127672, 2
 110294198, 0.9818434, 0.9889479, 1, 0.4115976, 2
 110394158, 0.9818482, 0.9889508, 1, 0.4105163, 2
 110494118, 0.9818482, 0.9889508, 1, 0.4107518, 2
 110594078, 0.981849, 0.9889513, 1, 0.4096151, 2
 110694038, 0.9818451, 0.9889489, 1, 0.4099185, 2
 110793998, 0.9818445, 0.9889486, 1, 0.4098844, 2
 110893958, 0.9818367, 0.9889438, 1, 0.4097695, 2
 110993918, 0.9818318, 0.9889408, 1, 0.4095501, 2
 111093878, 0.9818279, 0.9889384, 1, 0.4097743, 2
 111193838, 0.981824, 0.988936, 1, 0.4100178, 2
 111293798, 0.981824, 0.988936, 1, 0.4101921, 2
 111393758, 0.981828, 0.9889385, 1, 0.4100381, 2
 111493718, 0.9818319, 0.9889408, 1, 0.4103462, 2
 111594511, 0.9818358, 0.9889432, 1, 0.4103018, 2
 111694471, 0.9818366, 0.9889437, 1, 0.4105301, 2
 111794431, 0.9818366, 0.9889437, 1, 0.4103282, 2
 111894391, 0.9818366, 0.9889437, 1, 0.4109526, 2
 111994351, 0.9818444, 0.9889485, 1, 0.4111445, 2
 112094311, 0.9818506, 0.9889523, 1, 0.4119315, 2
 112194271, 0.9818546, 0.9889547, 1, 0.4117244, 2
 112294231, 0.9818584, 0.988957, 1, 0.4119009, 2
 112394191, 0.9818615, 0.9889589, 1, 0.4117877, 2
 112494151, 0.9818615, 0.9889589, 1, 0.4118968, 2
 112594111, 0.9818615, 0.9889589, 1, 0.4118538, 2
 112694071, 0.9818692, 0.9889637, 1, 0.4118869, 2
 112794031, 0.9818754, 0.9889674, 1, 0.4116958, 2
 112893991, 0.9818792, 0.9889698, 1, 0.4119563, 2
 112993951, 0.9818754, 0.9889674, 1, 0.4115851, 2
 113093911, 0.9818733, 0.9889662, 1, 0.4117382, 2
 113193871, 0.981873, 0.988966, 1, 0.4115098, 2
 113293831, 0.9818728, 0.9889659, 1, 0.4117791, 2
 113393791, 0.9818726, 0.9889657, 1, 0.4116307, 2
 113493751, 0.9818724, 0.9889656, 1, 0.4117147, 2
 113593711, 0.9818723, 0.9889656, 1, 0.4115769, 2
 113694504, 0.9818723, 0.9889655, 1, 0.4114418, 2
 113794464, 0.9818723, 0.9889655, 1, 0.4113692, 2
 113894424, 0.9818721, 0.9889654, 1, 0.4114695, 2
 113994384, 0.9818637, 0.9889603, 1, 0.4113881, 2
 114094344, 0.9818637, 0.9889603, 1, 0.4115746, 2
 114194304, 0.9818637, 0.9889603, 1, 0.4110713, 2
 114294264, 0.9818637, 0.9889603, 1, 0.4113243, 2
 114394224, 0.9818637, 0.9889603, 1, 0.4112209, 2
 114494184, 0.9818637, 0.9889603, 1, 0.4113933, 2
 114594144, 0.9818562, 0.9889557, 1, 0.411174, 2
 114694104, 0.9818563, 0.9889558, 1, 0.411446, 2
 114794064, 0.9818563, 0.9889558, 1, 0.4114451, 2
 114894024, 0.9818563, 0.9889558, 1, 0.4112868, 2
 114993984, 0.9818563, 0.9889558, 1, 0.4115895, 2
 115093944, 0.9818563, 0.9889558, 1, 0.4114168, 2
 115193904, 0.9818563, 0.9889558, 1, 0.4113454, 2
 115293864, 0.9818563, 0.9889558, 1, 0.4114663, 2
 115393824, 0.9818563, 0.9889558, 1, 0.4111966, 2
 115493784, 0.9818563, 0.9889558, 1, 0.4117302, 2
 115593744, 0.9818563, 0.9889558, 1, 0.4112396, 2
 115693704, 0.9818563, 0.9889558, 1, 0.4115362, 2
 115794497, 0.9818563, 0.9889558, 1, 0.4112849, 2
 115894457, 0.9818517, 0.9889529, 1, 0.4115758, 2
 115994417, 0.9818478, 0.9889506, 1, 0.4111924, 2
 116094377, 0.9818439, 0.9889482, 1, 0.4118563, 2
 116194337, 0.98184, 0.9889458, 1, 0.4115514, 2
 116294297, 0.9818381, 0.9889446, 1, 0.4116504, 2
 116394257, 0.981842, 0.988947, 1, 0.411568, 2
 116494217, 0.9818459, 0.9889494, 1, 0.4118128, 2
 116594177, 0.9818498, 0.9889518, 1, 0.4116062, 2
 116694137, 0.9818504, 0.9889521, 1, 0.4118534, 2
 116794097, 0.9818504, 0.9889521, 1, 0.4117262, 2
 116894057, 0.9818504, 0.9889521, 1, 0.3775846, 2
 116994017, 0.9819183, 0.9889937, 1, 0.3762464, 2
 117093977, 0.9819282, 0.9889997, 1, 0.3741074, 2
 117193937, 0.981908, 0.9889874, 1, 0.372188, 2
 117293897, 0.9818801, 0.9889703, 1, 0.3714711, 2
 117393857, 0.9818462, 0.9889496, 1, 0.3717864, 2
 117493817, 0.9818215, 0.9889345, 1, 0.3718521, 2
 117593777, 0.9817969, 0.9889194, 1, 0.3720233, 2
 117693737, 0.9817853, 0.9889123, 1, 0.3729016, 2
 117794530, 0.9817775, 0.9889076, 1, 0.3735968, 2
 117894490, 0.9817775, 0.9889076, 1, 0.3740024, 2
 117994450, 0.9817852, 0.9889123, 1, 0.3745841, 2
 118094410, 0.981789, 0.9889147, 1, 0.3748137, 2
 118194370, 0.9817929, 0.9889171, 1, 0.3754524, 2
 118294330, 0.9818022, 0.9889227, 1, 0.3763588, 2
 118394290, 0.9818158, 0.988931, 1, 0.3760755, 2
 118494250, 0.9818257, 0.9889371, 1, 0.3764624, 2
 118594210, 0.9818335, 0.9889418, 1, 0.3768608, 2
 118694170, 0.9818381, 0.9889446, 1, 0.3768374, 2
 118794130, 0.9818419, 0.988947, 1, 0.3768572, 2
 118894090, 0.9818515, 0.9889528, 1, 0.3771288, 2
 118994050, 0.9818592, 0.9889575, 1, 0.3770011, 2
 119094010, 0.9818631, 0.98896, 1, 0.3769712, 2
 119193970, 0.9818671, 0.9889624, 1, 0.376752, 2
 119293930, 0.9818709, 0.9889647, 1, 0.376722, 2
 119393890, 0.9818671, 0.9889624, 1, 0.3765419, 2
 119493850, 0.9818705, 0.9889644, 1, 0.3766339, 2
 119593810, 0.9818705, 0.9889644, 1, 0.37697, 2
 119693770, 0.9818661, 0.9889618, 1, 0.3767477, 2
 119793730, 0.9818622, 0.9889594, 1, 0.3766082, 2
 119894523, 0.9818583, 0.988957, 1, 0.376629, 2
 119994483, 0.9818571, 0.9889563, 1, 0.376516, 2
 120094443, 0.9818571, 0.9889563, 1, 0.3763245, 2
 120194403, 0.9818571, 0.9889563, 1, 0.3763246, 2
 120294363, 0.9818571, 0.9889563, 1, 0.3762087, 2
 120394323, 0.9818571, 0.9889563, 1, 0.3758965, 2
 120494283, 0.9818571, 0.9889563, 1, 0.3761068, 2
 120594243, 0.9818571, 0.9889563, 1, 0.3758589, 2
 120694203, 0.9818571, 0.9889563, 1, 0.3761042, 2
 120794163, 0.9818571, 0.9889563, 1, 0.3756844, 2
 120894123, 0.9818571, 0.9889563, 1, 0.3763353, 2
 120994083, 0.9818571, 0.9889563, 1, 0.3763244, 2
 121094043, 0.9818571, 0.9889563, 1, 0.3759449, 2
 121194003, 0.9818571, 0.9889563, 1, 0.375911, 2
 121293963, 0.9818571, 0.9889563, 1, 0.3760721, 2
 121393923, 0.9818571, 0.9889563, 1, 0.3759479, 2
 121493883, 0.9818571, 0.9889563, 1, 0.3761204, 2
 121593843, 0.9818493, 0.9889515, 1, 0.3759895, 2
 121693803, 0.9818493, 0.9889515, 1, 0.3760137, 2
 121793763, 0.9818493, 0.9889515, 1, 0.3759663, 2
 121893723, 0.981843, 0.9889476, 1, 0.3763357, 2
 121994516, 0.9818391, 0.9889452, 1, 0.3759905, 2
 122094476, 0.981843, 0.9889476, 1, 0.3762983, 2
 122194436, 0.981843, 0.9889476, 1, 0.3760282, 2
 122294396, 0.981843, 0.9889476, 1, 0.3765734, 2
 122394356, 0.981843, 0.9889476, 1, 0.3770572, 2
 122494316, 0.981843, 0.9889476, 1, 0.3772555, 2
 122594276, 0.981843, 0.9889476, 1, 0.3769953, 2
 122694236, 0.981843, 0.9889476, 1, 0.3771845, 2
 122794196, 0.981843, 0.9889476, 1, 0.3771023, 2
 122894156, 0.9818508, 0.9889524, 1, 0.3773576, 2
 122994116, 0.9818508, 0.9889524, 1, 0.3774002, 2
 123094076, 0.9818547, 0.9889548, 1, 0.3772112, 2
 123194036, 0.9818586, 0.9889572, 1, 0.3769921, 2
 123293996, 0.9818547, 0.9889548, 1, 0.3773394, 2
 123393956, 0.9818508, 0.9889524, 1, 0.3769819, 2
 123493916, 0.981849, 0.9889513, 1, 0.3770851, 2
 123593876, 0.981849, 0.9889513, 1, 0.376851, 2
 123693836, 0.981849, 0.9889513, 1, 0.3770016, 2
 123793796, 0.981849, 0.9889513, 1, 0.3769342, 2
 123893756, 0.981849, 0.9889513, 1, 0.3770152, 2
 123993716, 0.981849, 0.9889513, 1, 0.3768656, 2
 124094509, 0.981849, 0.9889513, 1, 0.3768133, 2
 124194469, 0.981849, 0.9889513, 1, 0.3768057, 2
 124294429, 0.981849, 0.9889513, 1, 0.3768422, 2
 124394389, 0.981849, 0.9889513, 1, 0.3707101, 2
 124494349, 0.9818343, 0.9889423, 1, 0.366279, 2
 124594309, 0.9817902, 0.9889153, 1, 0.3624226, 2
 124694269, 0.9817313, 0.9888793, 1, 0.359512, 2
 124794229, 0.9816617, 0.9888368, 1, 0.3565004, 2
 124894189, 0.9815976, 0.9887976, 1, 0.3543483, 2
 124994149, 0.9815307, 0.9887567, 1, 0.3525128, 2
 125094109, 0.9814686, 0.9887187, 1, 0.3512706, 2
 125194069, 0.98141, 0.9886829, 1, 0.3502438, 2
 125294029, 0.9813604, 0.9886525, 1, 0.3492536, 2
 125393989, 0.9813241, 0.9886304, 1, 0.3485704, 2
 125493949, 0.9812844, 0.988606, 1, 0.3470284, 2
 125593909, 0.9812552, 0.9885882, 1, 0.3467847, 2
 125693869, 0.9812274, 0.9885712, 1, 0.3463089, 2
 125793829, 0.9812068, 0.9885586, 1, 0.3452497, 2
 125893789, 0.9811853, 0.9885455, 1, 0.3449543, 2
 125993749, 0.9811695, 0.9885358, 1, 0.3440841, 2
 126093709, 0.9811516, 0.9885249, 1, 0.3439541, 2
 126194502, 0.9811385, 0.9885168, 1, 0.3434269, 2
 126294462, 0.9811289, 0.988511, 1, 0.3433315, 2
 126394422, 0.9811082, 0.9884983, 1, 0.3428462, 2
 126494382, 0.9810935, 0.9884893, 1, 0.3427795, 2
 126594342, 0.9810826, 0.9884826, 1, 0.3424296, 2
 126694302, 0.9810747, 0.9884778, 1, 0.3423533, 2
 126794262, 0.9810622, 0.9884702, 1, 0.3419594, 2
 126894222, 0.9810534, 0.9884648, 1, 0.3417094, 2
 126994182, 0.98104, 0.9884566, 1, 0.341299, 2
 127094142, 0.9810303, 0.9884506, 1, 0.3411577, 2
 127194102, 0.9810165, 0.9884422, 1, 0.3405418, 2
 127294062, 0.9809996, 0.9884319, 1, 0.3404867, 2
 127394022, 0.9809874, 0.9884244, 1, 0.339616, 2
 127493982, 0.9809717, 0.9884148, 1, 0.3395487, 2
 127593942, 0.9809539, 0.9884039, 1, 0.3392776, 2
 127693902, 0.9809339, 0.9883917, 1, 0.3384836, 2
 127793862, 0.9809196, 0.9883829, 1, 0.3381746, 2
 127893822, 0.9809023, 0.9883724, 1, 0.3378871, 2
 127993782, 0.9808831, 0.9883606, 1, 0.3373588, 2
 128093742, 0.9808621, 0.9883478, 1, 0.3367436, 2
 128193702, 0.9808406, 0.9883346, 1, 0.3359327, 2
 128294495, 0.980818, 0.9883208, 1, 0.3354039, 2
 128394455, 0.9807949, 0.9883067, 1, 0.3345112, 2
 128494415, 0.9807714, 0.9882923, 1, 0.3333226, 2
 128594375, 0.9807342, 0.9882696, 1, 0.3226553, 2
 128694335, 0.9806805, 0.9882367, 1, 0.3333495, 2
 128794295, 0.9806215, 0.9882005, 1, 0.3375717, 2
 128894255, 0.9806309, 0.9882064, 1, 0.341333, 2
 128994215, 0.9806886, 0.9882416, 1, 0.3447838, 2
 129094175, 0.9807656, 0.9882888, 1, 0.3503268, 2
 129194135, 0.980861, 0.9883471, 1, 0.3546818, 2
 129294095, 0.9809556, 0.988405, 1, 0.3582314, 2
 129394055, 0.9810426, 0.9884582, 1, 0.3613899, 2
 129494015, 0.9811235, 0.9885077, 1, 0.3636791, 2
 129593975, 0.9811875, 0.9885468, 1, 0.36571, 2
 129693935, 0.9812454, 0.9885823, 1, 0.3676805, 2
 129793895, 0.9812931, 0.9886113, 1, 0.3694673, 2
 129893855, 0.9813274, 0.9886324, 1, 0.3709144, 2
 129993815, 0.9813586, 0.9886515, 1, 0.3726543, 2
 130093775, 0.9813879, 0.9886693, 1, 0.374244, 2
 130193735, 0.9814096, 0.9886826, 1, 0.37631, 2
 130294528, 0.9814326, 0.9886967, 1, 0.3776245, 2
 130394488, 0.9814565, 0.9887113, 1, 0.3797294, 2
 130494448, 0.981481, 0.9887263, 1, 0.3821298, 2
 130594408, 0.9815061, 0.9887416, 1, 0.3848355, 2
 130694368, 0.9815314, 0.9887571, 1, 0.3880174, 2
 130794328, 0.9815629, 0.9887763, 1, 0.3909223, 2
 130894288, 0.9815925, 0.9887945, 1, 0.3944356, 2
 130994248, 0.9816324, 0.9888189, 1, 0.3980352, 2
 131094208, 0.9816732, 0.9888439, 1, 0.4009513, 2
 131194168, 0.9817145, 0.9888691, 1, 0.403152, 2
 131294128, 0.98175, 0.9888908, 1, 0.4053093, 2
 131394088, 0.9817817, 0.9889101, 1, 0.4068075, 2
 131494048, 0.9818105, 0.9889278, 1, 0.4071361, 2
 131594008, 0.9818319, 0.9889408, 1, 0.4067069, 2
 131693968, 0.9818426, 0.9889474, 1, 0.4062741, 2
 131793928, 0.9818415, 0.9889467, 1, 0.4055123, 2
 131893888, 0.9818312, 0.9889404, 1, 0.4048801, 2
 131993848, 0.9818159, 0.9889311, 1, 0.4044122, 2
 132093808, 0.9817979, 0.98892, 1, 0.4038907, 2
 132193768, 0.9817837, 0.9889114, 1, 0.4035001, 2
 132293728, 0.9817669, 0.9889011, 1, 0.4023544, 2
 132394521, 0.9817489, 0.9888901, 1, 0.4013844, 2
 132494481, 0.9817291, 0.9888781, 1, 0.4007483, 2
 132594441, 0.9817085, 0.9888654, 1, 0.3996113, 2
 132694401, 0.9816874, 0.9888525, 1, 0.3990053, 2
 132794361, 0.981666, 0.9888394, 1, 0.3979754, 2
 132894321, 0.9816443, 0.9888262, 1, 0.397039, 2
 132994281, 0.9816224, 0.9888127, 1, 0.3958243, 2
 133094241, 0.9816002, 0.9887992, 1, 0.394619, 2
 133194201, 0.9815717, 0.9887818, 1, 0.3930524, 2
 133294161, 0.9815447, 0.9887652, 1, 0.3914678, 2
 133394121, 0.9815187, 0.9887494, 1, 0.3898628, 2
 133494081, 0.9814878, 0.9887304, 1, 0.3876069, 2
 133594041, 0.9814526, 0.988709, 1, 0.3857028, 2
 133694001, 0.981415, 0.9886859, 1, 0.3847794, 2
 133793961, 0.981375, 0.9886615, 1, 0.3839526, 2
 133893921, 0.9813458, 0.9886436, 1, 0.3840642, 2
 133993881, 0.9813185, 0.988627, 1, 0.3841199, 2
 134093841, 0.9812983, 0.9886146, 1, 0.3847267, 2
 134193801, 0.981284, 0.9886058, 1, 0.3851248, 2
 134293761, 0.98128, 0.9886034, 1, 0.385475, 2
 134393721, 0.9812762, 0.988601, 1, 0.3854904, 2
 134494514, 0.9812726, 0.9885988, 1, 0.3855233, 2
 134594474, 0.9812726, 0.9885988, 1, 0.3856511, 2
 134694434, 0.9812765, 0.9886012, 1, 0.3857345, 2
 134794394, 0.9812726, 0.9885988, 1, 0.3857384, 2
 134894354, 0.9812765, 0.9886012, 1, 0.3859737, 2
 134994314, 0.9812803, 0.9886036, 1, 0.3856905, 2
 135094274, 0.9812829, 0.9886051, 1, 0.3862502, 2
 135194234, 0.9812829, 0.9886051, 1, 0.386362, 2
 135294194, 0.9812829, 0.9886051, 1, 0.3861509, 2
 135394154, 0.9812829, 0.9886051, 1, 0.3864241, 2
 135494114, 0.9812829, 0.9886051, 1, 0.3861895, 2
 135594074, 0.9812829, 0.9886051, 1, 0.3861981, 2
 135694034, 0.9812829, 0.9886051, 1, 0.3862259, 2
 135793994, 0.9812829, 0.9886051, 1, 0.3862089, 2
 135893954, 0.9812829, 0.9886051, 1, 0.386213, 2
 135993914, 0.9812829, 0.9886051, 1, 0.3861388, 2
 136093874, 0.9812829, 0.9886051, 1, 0.3861462, 2
 136193834, 0.9812829, 0.9886051, 1, 0.3858621, 2
 136293794, 0.9812829, 0.9886051, 1, 0.3860716, 2
 136393754, 0.9812829, 0.9886051, 1, 0.3863191, 2
 136493714, 0.981279, 0.9886028, 1, 0.386021, 2
 136594507, 0.9812827, 0.988605, 1, 0.3857349, 2
 136694467, 0.9812788, 0.9886026, 1, 0.3859878, 2
 136794427, 0.981275, 0.9886003, 1, 0.3858511, 2
 136894387, 0.9812723, 0.9885987, 1, 0.3857401, 2
 136994347, 0.9812723, 0.9885987, 1, 0.3854975, 2
 137094307, 0.9812723, 0.9885987, 1, 0.3859511, 2
 137194267, 0.9812723, 0.9885987, 1, 0.3857878, 2
 137294227, 0.9812723, 0.9885987, 1, 0.3859977, 2
 137394187, 0.9812763, 0.9886011, 1, 0.3858495, 2
 137494147, 0.9812723, 0.9885987, 1, 0.3860972, 2
 137594107, 0.9812713, 0.988598, 1, 0.3864836, 2
 137694067, 0.9812713, 0.988598, 1, 0.386177, 2
 137794027, 0.9812752, 0.9886004, 1, 0.3858213, 2
 137893987, 0.9812791, 0.9886028, 1, 0.3860023, 2
 137993947, 0.9812791, 0.9886028, 1, 0.3857517, 2
 138093907, 0.9812752, 0.9886004, 1, 0.3860382, 2
 138193867, 0.9812713, 0.988598, 1, 0.3861383, 2
 138293827, 0.981268, 0.9885961, 1, 0.3865703, 2
 138393787, 0.981272, 0.9885985, 1, 0.3863047, 2
 138493747, 0.9812759, 0.9886009, 1, 0.3864714, 2
 138593707, 0.9812759, 0.9886009, 1, 0.3864058, 2
 138694500, 0.9812759, 0.9886009, 1, 0.3863909, 2
 138794460, 0.9812759, 0.9886009, 1, 0.3861573, 2
 138894420, 0.9812759, 0.9886009, 1, 0.3863193, 2
 138994380, 0.9812759, 0.9886009, 1, 0.3862672, 2
 139094340, 0.9812759, 0.9886009, 1, 0.3865127, 2
 139194300, 0.9812759, 0.9886009, 1, 0.3865502, 2
 139294260, 0.9812759, 0.9886009, 1, 0.386763, 2
 139394220, 0.9812759, 0.9886009, 1, 0.3865094, 2
 139494180, 0.9812759, 0.9886009, 1, 0.3865202, 2
 139594140, 0.9812759, 0.9886009, 1, 0.3863497, 2
 139694100, 0.9812759, 0.9886009, 1, 0.3867685, 2
 139794060, 0.9812759, 0.9886009, 1, 0.3865969, 2
 139894020, 0.9812759, 0.9886009, 1, 0.38659, 2
 139993980, 0.9812759, 0.9886009, 1, 0.3863873, 2
 140093940, 0.9812759, 0.9886009, 1, 0.3863845, 2
 140193900, 0.9812759, 0.9886009, 1, 0.3862037, 2
 140293860, 0.9812759, 0.9886009, 1, 0.3862093, 2
 140393820, 0.9812759, 0.9886009, 1, 0.3862144, 2
 140493780, 0.9812713, 0.988598, 1, 0.386434, 2
 140593740, 0.981272, 0.9885985, 1, 0.3865261, 2
 140693700, 0.981272, 0.9885985, 1, 0.3868758, 2
 140794493, 0.981272, 0.9885985, 1, 0.3865196, 2
 140894453, 0.981272, 0.9885985, 1, 0.3862306, 2
 140994413, 0.981272, 0.9885985, 1, 0.3859592, 2
 141094373, 0.981272, 0.9885985, 1, 0.3861037, 2
 141194333, 0.981272, 0.9885985, 1, 0.3860552, 2
 141294293, 0.981272, 0.9885985, 1, 0.3863537, 2
 141394253, 0.981268, 0.9885961, 1, 0.3862769, 2
 141494213, 0.9812642, 0.9885937, 1, 0.3857723, 2
 141594173, 0.981268, 0.9885961, 1, 0.3856257, 2
 141694133, 0.9812642, 0.9885937, 1, 0.3859383, 2
 141794093, 0.981268, 0.9885961, 1, 0.3860691, 2
 141894053, 0.9812694, 0.9885969, 1, 0.3858618, 2
 141994013, 0.9812694, 0.9885969, 1, 0.3857954, 2
 142093973, 0.9812694, 0.9885969, 1, 0.386004, 2
 142193933, 0.9812694, 0.9885969, 1, 0.3856141, 2
 142293893, 0.9812694, 0.9885969, 1, 0.3860359, 2
 142393853, 0.9812654, 0.9885945, 1, 0.3856644, 2
 142493813, 0.9812677, 0.9885958, 1, 0.3858347, 2
 142593773, 0.9812677, 0.9885958, 1, 0.3858227, 2
 142693733, 0.9812677, 0.9885958, 1, 0.3860086, 2
 142794526, 0.9812677, 0.9885958, 1, 0.3858668, 2
 142894486, 0.9812677, 0.9885958, 1, 0.3859693, 2
 142994446, 0.9812677, 0.9885958, 1, 0.3855215, 2
 143094406, 0.9812638, 0.9885935, 1, 0.3860583, 2
 143194366, 0.9812661, 0.9885949, 1, 0.3861057, 2
 143294326, 0.9812661, 0.9885949, 1, 0.3862536, 2
 143394286, 0.9812661, 0.9885949, 1, 0.3861947, 2
 143494246, 0.9812661, 0.9885949, 1, 0.386371, 2
 143594206, 0.9812661, 0.9885949, 1, 0.3863608, 2
 143694166, 0.9812661, 0.9885949, 1, 0.3861052, 2
 143794126, 0.9812661, 0.9885949, 1, 0.3863828, 2
 143894086, 0.9812661, 0.9885949, 1, 0.3864083, 2
 143994046, 0.9812661, 0.9885949, 1, 0.3862158, 2
 144094006, 0.9812661, 0.9885949, 1, 0.3861565, 2
 144193966, 0.9812661, 0.9885949, 1, 0.3859331, 2
 144293926, 0.9812661, 0.9885949, 1, 0.3860362, 2
 144393886, 0.9812661, 0.9885949, 1, 0.386014, 2
 144493846, 0.9812661, 0.9885949, 1, 0.3861468, 2
 144593806, 0.9812622, 0.9885925, 1, 0.3859686, 2
 144693766, 0.9812643, 0.9885938, 1, 0.3861194, 2
 144793726, 0.9812643, 0.9885938, 1, 0.3860537, 2
