Time,XKY0_C,XKY0_YC,XKY0_YCS,XKY0_Y0,XKY0_Y1,XKY0_Y2,XKY0_Y3,XKY0_Y4,XKY0_W0,XKY0_W1,XKY0_W2,XKY0_W3,XKY0_W4
 104693939, 1, 275.8968, 14.35413, 216.1459, 288.1459, 0.1459185, 72.14591, 144.1459, 0.2, 0.2, 0.2, 0.2, 0.2
 104793899, 0, 342.5452, 14.45111, 216.151, 288.151, 0.1510258, 72.15102, 144.151, 0.2, 0.2, 0.2, 0.2, 0.2
 104793899, 1, 267.6709, 14.517, 216.1505, 288.1505, 0.150527, 72.15053, 144.1505, 0.2, 0.2, 0.2, 0.2, 0.2
 104893859, 0, 341.1135, 14.48225, 216.1553, 288.1553, 0.1552836, 72.15529, 144.1553, 0.2, 0.2, 0.2, 0.2, 0.2
 104893859, 1, 268.7148, 14.49147, 216.1557, 288.1556, 0.1556593, 72.15566, 144.1557, 0.2, 0.2, 0.2, 0.2, 0.2
 104993819, 0, 340.9006, 14.48729, 216.1598, 288.1598, 0.1597611, 72.15976, 144.1598, 0.2, 0.2, 0.2, 0.2, 0.2
 104993819, 1, 267.5521, 14.51962, 216.1605, 288.1605, 0.1605118, 72.16051, 144.1605, 0.2, 0.2, 0.2, 0.2, 0.2
 105093779, 0, 340.5596, 14.49476, 216.1642, 288.1642, 0.1641692, 72.16417, 144.1642, 0.2, 0.2, 0.2, 0.2, 0.2
 105093779, 1, 266.3305, 14.5503, 216.1658, 288.1658, 0.1657561, 72.16576, 144.1658, 0.2, 0.2, 0.2, 0.2, 0.2
 105193739, 0, 340.7629, 14.49011, 216.1685, 288.1685, 0.1684917, 72.16849, 144.1685, 0.2, 0.2, 0.2, 0.2, 0.2
 105193739, 1, 263.1897, 14.63837, 216.1701, 288.1701, 0.1700692, 72.17007, 144.1701, 0.2, 0.2, 0.2, 0.2, 0.2
 105293699, 0, 341.1567, 14.48048, 216.1728, 288.1728, 0.1727717, 72.17278, 144.1728, 0.2, 0.2, 0.2, 0.2, 0.2
 105293699, 1, 256.3149, 14.86905, 216.1743, 288.1743, 0.1742452, 72.17425, 144.1742, 0.2, 0.2, 0.2, 0.2, 0.2
 105394492, 0, 340.2852, 14.50103, 216.1772, 288.1772, 0.1772032, 72.17721, 144.1772, 0.2, 0.2, 0.2, 0.2, 0.2
 105394492, 1, 259.4278, 14.75807, 216.1784, 288.1784, 0.1784326, 72.17844, 144.1784, 0.2, 0.2, 0.2, 0.2, 0.2
 105494452, 0, 341.4446, 14.47354, 216.1817, 288.1817, 0.1816828, 72.18169, 144.1817, 0.2, 0.2, 0.2, 0.2, 0.2
 105494452, 1, 252.7436, 15.00919, 216.1828, 288.1828, 0.1827651, 72.18276, 144.1828, 0.2, 0.2, 0.2, 0.2, 0.2
 105594412, 0, 342.4943, 14.45059, 216.1861, 288.1861, 0.1861231, 72.18613, 144.1861, 0.2, 0.2, 0.2, 0.2, 0.2
 105594412, 1, 263.7631, 14.62082, 216.1877, 288.1877, 0.1876513, 72.18765, 144.1877, 0.2, 0.2, 0.2, 0.2, 0.2
 105694372, 0, 342.9768, 14.43989, 216.1905, 288.1905, 0.1905207, 72.19052, 144.1905, 0.2, 0.2, 0.2, 0.2, 0.2
 105694372, 1, 264.9623, 14.58617, 216.1918, 288.1918, 0.1917786, 72.19178, 144.1918, 0.2, 0.2, 0.2, 0.2, 0.2
 105794332, 0, 342.8889, 14.44184, 216.1949, 288.1949, 0.1949201, 72.19492, 144.1949, 0.2, 0.2, 0.2, 0.2, 0.2
 105794332, 1, 264.5683, 14.59735, 216.1958, 288.1958, 0.1958288, 72.19583, 144.1958, 0.2, 0.2, 0.2, 0.2, 0.2
 105894292, 0, 342.5427, 14.44863, 216.1992, 288.1992, 0.1992243, 72.19923, 144.1992, 0.2, 0.2, 0.2, 0.2, 0.2
 105894292, 1, 255.3753, 14.90392, 216.2001, 288.2001, 0.2001257, 72.20013, 144.2001, 0.2, 0.2, 0.2, 0.2, 0.2
 105994252, 0, 342.3751, 14.45234, 216.2037, 288.2037, 0.2037216, 72.20372, 144.2037, 0.2, 0.2, 0.2, 0.2, 0.2
 105994252, 1, 250.635, 14.96705, 216.2042, 288.2043, 0.2042484, 72.20425, 144.2043, 0.2, 0.2, 0.2, 0.2, 0.2
 106094212, 0, 342.9604, 14.43941, 216.2083, 288.2083, 0.2083294, 72.20833, 144.2083, 0.2, 0.2, 0.2, 0.2, 0.2
 106094212, 1, 251.6452, 15.00737, 216.2088, 288.2089, 0.2088435, 72.20884, 144.2088, 0.2, 0.2, 0.2, 0.2, 0.2
 106194172, 0, 342.7431, 14.44409, 216.2128, 288.2128, 0.2128259, 72.21282, 144.2128, 0.2, 0.2, 0.2, 0.2, 0.2
 106194172, 1, 250.753, 14.97086, 216.2133, 288.2133, 0.2133058, 72.21331, 144.2133, 0.2, 0.2, 0.2, 0.2, 0.2
 106294132, 0, 342.171, 14.45583, 216.2173, 288.2173, 0.217263, 72.21726, 144.2173, 0.2, 0.2, 0.2, 0.2, 0.2
 106294132, 1, 248.2805, 14.87378, 216.218, 288.218, 0.2180381, 72.21803, 144.218, 0.2, 0.2, 0.2, 0.2, 0.2
 106394092, 0, 342.182, 14.45571, 216.2217, 288.2217, 0.2216676, 72.22167, 144.2217, 0.2, 0.2, 0.2, 0.2, 0.2
 106394092, 1, 247.8714, 14.85832, 216.2226, 288.2226, 0.2226249, 72.22263, 144.2226, 0.2, 0.2, 0.2, 0.2, 0.2
 106494052, 0, 341.6418, 14.46712, 216.2259, 288.2259, 0.2258904, 72.22589, 144.2259, 0.2, 0.2, 0.2, 0.2, 0.2
 106494052, 1, 245.9615, 14.78854, 216.2269, 288.2269, 0.226865, 72.22687, 144.2269, 0.2, 0.2, 0.2, 0.2, 0.2
 106594012, 0, 340.8493, 14.48539, 216.2303, 288.2303, 0.2303078, 72.23031, 144.2303, 0.2, 0.2, 0.2, 0.2, 0.2
 106594012, 1, 246.0747, 14.79238, 216.2316, 288.2316, 0.2316295, 72.23163, 144.2316, 0.2, 0.2, 0.2, 0.2, 0.2
 106693972, 0, 337.0986, 14.58061, 216.2348, 288.2347, 0.2347593, 72.23476, 144.2348, 0.2, 0.2, 0.2, 0.2, 0.2
 106693972, 1, 244.3334, 14.73195, 216.2361, 288.2361, 0.2360831, 72.23608, 144.2361, 0.2, 0.2, 0.2, 0.2, 0.2
 106793932, 0, 332.6492, 14.71523, 216.2393, 288.2393, 0.2393117, 72.23931, 144.2393, 0.2, 0.2, 0.2, 0.2, 0.2
 106793932, 1, 244.8713, 14.74988, 216.2411, 288.2411, 0.2410726, 72.24107, 144.2411, 0.2, 0.2, 0.2, 0.2, 0.2
 106893892, 0, 87.99744, 14.4071, 216.2435, 288.2435, 0.2435513, 72.24355, 144.2435, 0.2, 0.2, 0.2, 0.2, 0.2
 106893892, 1, 88.12685, 14.40956, 216.2452, 288.2452, 0.2451794, 72.24517, 144.2451, 0.2, 0.2, 0.2, 0.2, 0.2
 106993852, 0, 265.9635, 14.55678, 216.2469, 288.2469, 0.2468336, 72.24685, 144.2469, 0.2, 0.2, 0.2, 0.2, 0.2
 106993852, 1, 265.9247, 14.55788, 216.2488, 288.2488, 0.2487542, 72.24878, 144.2488, 0.2, 0.2, 0.2, 0.2, 0.2
 107093812, 0, 184.9186, 14.84195, 216.2437, 288.2393, 0.2478945, 72.25767, 144.2551, 0.2000745, 0.1999798, 0.199913, 0.1999664, 0.2000662
 107093812, 1, 185.2531, 14.82982, 216.2454, 288.241, 0.2494283, 72.25902, 144.2565, 0.2000731, 0.1999807, 0.199915, 0.1999667, 0.2000645
 107193772, 0, 184.8241, 14.84545, 216.2434, 288.239, 0.2476932, 72.25742, 144.2547, 0.2000745, 0.1999798, 0.199913, 0.1999664, 0.2000662
 107193772, 1, 185.1569, 14.83334, 216.2447, 288.2404, 0.2488007, 72.25835, 144.2558, 0.2000731, 0.1999807, 0.199915, 0.1999667, 0.2000645
 107293732, 0, 187.0577, 14.76352, 216.2399, 288.2309, 0.2467189, 72.26556, 144.2613, 0.2001442, 0.199968, 0.199836, 0.1999306, 0.2001211
 107293732, 1, 187.6265, 14.7442, 216.2406, 288.2316, 0.2469755, 72.26554, 144.2616, 0.2001422, 0.1999702, 0.1998395, 0.1999305, 0.2001176
 107394525, 0, 187.0544, 14.76363, 216.2393, 288.2303, 0.2461842, 72.26502, 144.2608, 0.2001442, 0.199968, 0.199836, 0.1999306, 0.2001211
 107394525, 1, 187.6235, 14.74432, 216.2404, 288.2313, 0.2467351, 72.2653, 144.2614, 0.2001422, 0.1999702, 0.1998395, 0.1999305, 0.2001176
 107494485, 0, 199.0074, 14.43291, 216.243, 288.2326, 0.2426309, 72.25916, 144.2594, 0.2001268, 0.2000018, 0.1998744, 0.1999205, 0.2000765
 107494485, 1, 200.9021, 14.39576, 216.2442, 288.2339, 0.2429644, 72.25888, 144.2596, 0.200122, 0.2000059, 0.1998816, 0.1999209, 0.2000695
 107594445, 0, 199.0821, 14.43136, 216.242, 288.2316, 0.2415412, 72.25813, 144.2584, 0.2001268, 0.2000018, 0.1998744, 0.1999205, 0.2000765
 107594445, 1, 200.9792, 14.39433, 216.2435, 288.2331, 0.2421303, 72.2581, 144.2589, 0.200122, 0.2000059, 0.1998816, 0.1999209, 0.2000695
 107694405, 0, 210.8736, 14.26976, 216.2445, 288.2311, 0.2381532, 72.25592, 144.2599, 0.2001359, 0.2000297, 0.1998825, 0.1998977, 0.2000542
 107694405, 1, 213.1974, 14.25793, 216.2454, 288.2319, 0.2380838, 72.25535, 144.2599, 0.200132, 0.200034, 0.199889, 0.1998974, 0.2000476
 107794365, 0, 210.874, 14.26978, 216.2446, 288.2312, 0.2382234, 72.25599, 144.2599, 0.2001359, 0.2000297, 0.1998825, 0.1998977, 0.2000542
 107794365, 1, 213.1976, 14.25796, 216.2452, 288.2318, 0.2379469, 72.25521, 144.2597, 0.200132, 0.200034, 0.199889, 0.1998974, 0.2000476
 107894325, 0, 204.346, 14.33578, 216.2419, 288.221, 0.2365169, 72.26702, 144.2704, 0.2002333, 0.2000251, 0.1997824, 0.1998403, 0.2001189
 107894325, 1, 205.2598, 14.3231, 216.2424, 288.2212, 0.2362043, 72.26666, 144.2705, 0.2002329, 0.2000288, 0.199785, 0.1998383, 0.2001151
 107994285, 0, 204.3484, 14.3358, 216.2441, 288.2232, 0.2387161, 72.26922, 144.2726, 0.2002333, 0.2000251, 0.1997824, 0.1998403, 0.2001189
 107994285, 1, 205.2624, 14.32313, 216.2448, 288.2237, 0.2386464, 72.2691, 144.2729, 0.2002329, 0.2000288, 0.199785, 0.1998383, 0.2001151
 108094245, 0, 197.8305, 14.45067, 216.2384, 288.2072, 0.2390115, 72.29001, 144.2897, 0.2003899, 0.1999967, 0.1996084, 0.199761, 0.200244
 108094245, 1, 198.2039, 14.44242, 216.2393, 288.2076, 0.2392914, 72.29067, 144.2907, 0.2003928, 0.1999994, 0.1996071, 0.1997575, 0.2002432
 108194205, 0, 197.8349, 14.45069, 216.2428, 288.2115, 0.2433789, 72.29437, 144.294, 0.2003899, 0.1999967, 0.1996084, 0.199761, 0.200244
 108194205, 1, 198.2078, 14.44244, 216.2431, 288.2114, 0.2431131, 72.29449, 144.2945, 0.2003928, 0.1999994, 0.1996071, 0.1997575, 0.2002432
 108294165, 0, 194.7119, 14.52144, 216.2395, 288.2006, 0.246634, 72.31405, 144.3096, 0.2005155, 0.1999653, 0.1994636, 0.1997027, 0.2003529
 108294165, 1, 195.0573, 14.51261, 216.2396, 288.2003, 0.246048, 72.31361, 144.3096, 0.2005166, 0.1999687, 0.1994646, 0.1996999, 0.2003502
 108394125, 0, 194.717, 14.52147, 216.2446, 288.2057, 0.2517459, 72.31915, 144.3147, 0.2005155, 0.1999653, 0.1994636, 0.1997027, 0.2003529
 108394125, 1, 195.0628, 14.51263, 216.245, 288.2057, 0.251493, 72.31905, 144.315, 0.2005166, 0.1999687, 0.1994646, 0.1996999, 0.2003502
 108494085, 0, 195.6447, 14.49633, 216.249, 288.2069, 0.2546259, 72.32626, 144.3228, 0.200548, 0.1999727, 0.1994358, 0.199678, 0.2003655
 108494085, 1, 195.9321, 14.48927, 216.2488, 288.2063, 0.2537985, 72.32566, 144.3226, 0.2005498, 0.1999757, 0.1994358, 0.1996751, 0.2003637
 108594045, 0, 195.6488, 14.49635, 216.2531, 288.211, 0.2587277, 72.33036, 144.3269, 0.200548, 0.1999727, 0.1994358, 0.199678, 0.2003655
 108594045, 1, 195.9365, 14.48929, 216.2531, 288.2107, 0.2581362, 72.32999, 144.3269, 0.2005498, 0.1999757, 0.1994358, 0.1996751, 0.2003637
 108694005, 0, 202.4671, 14.35647, 216.2667, 288.2271, 0.2594167, 72.31898, 144.3235, 0.2004557, 0.200034, 0.1995657, 0.1996973, 0.2002473
 108694005, 1, 202.7053, 14.35251, 216.2671, 288.2271, 0.2593241, 72.31934, 144.3241, 0.2004591, 0.2000361, 0.1995636, 0.1996939, 0.2002472
 108793965, 0, 202.4693, 14.3565, 216.2689, 288.2293, 0.2615865, 72.32114, 144.3257, 0.2004557, 0.200034, 0.1995657, 0.1996973, 0.2002473
 108793965, 1, 202.7075, 14.35253, 216.2693, 288.2292, 0.2615116, 72.32152, 144.3263, 0.2004591, 0.2000361, 0.1995636, 0.1996939, 0.2002472
 108893925, 0, 238.3979, 14.54151, 216.2919, 288.2641, 0.2621431, 72.28874, 144.3072, 0.2002024, 0.200141, 0.1998848, 0.1997878, 0.199984
 108893925, 1, 238.1488, 14.53492, 216.2923, 288.2643, 0.2623682, 72.28927, 144.3078, 0.2002047, 0.2001416, 0.1998829, 0.199786, 0.1999848
 108993885, 0, 238.3997, 14.54153, 216.2937, 288.2659, 0.2639533, 72.29055, 144.309, 0.2002024, 0.200141, 0.1998848, 0.1997878, 0.199984
 108993885, 1, 238.1503, 14.53495, 216.2938, 288.2658, 0.2639313, 72.29083, 144.3094, 0.2002047, 0.2001416, 0.1998829, 0.199786, 0.1999848
 109093845, 0, 334.4552, 14.64022, 216.3268, 288.3192, 0.2649576, 72.23909, 144.2774, 0.1997982, 0.2002949, 0.2003841, 0.1999423, 0.1995805
 109093845, 1, 334.27, 14.64613, 216.3268, 288.319, 0.2653362, 72.23989, 144.278, 0.1998015, 0.2002928, 0.2003796, 0.1999416, 0.1995846
 109193805, 0, 334.4566, 14.64024, 216.3282, 288.3206, 0.2663244, 72.24046, 144.2788, 0.1997982, 0.2002949, 0.2003841, 0.1999423, 0.1995805
 109193805, 1, 334.271, 14.64616, 216.3278, 288.3201, 0.2663683, 72.24092, 144.279, 0.1998015, 0.2002928, 0.2003796, 0.1999416, 0.1995846
 109293765, 0, 350.9998, 14.27173, 216.3699, 288.3899, 0.2708753, 72.17735, 144.2387, 0.1992736, 0.200472, 0.2010192, 0.2001562, 0.1990791
 109293765, 1, 351.034, 14.27163, 216.3691, 288.389, 0.2709022, 72.17797, 144.2388, 0.1992783, 0.200468, 0.201012, 0.2001557, 0.1990859
 109393725, 0, 351.0021, 14.27175, 216.3723, 288.3922, 0.2732519, 72.17973, 144.2411, 0.1992736, 0.200472, 0.2010192, 0.2001562, 0.1990791
 109393725, 1, 351.0365, 14.27166, 216.3715, 288.3914, 0.2733333, 72.1804, 144.2412, 0.1992783, 0.200468, 0.201012, 0.2001557, 0.1990859
 109494518, 0, 355.8357, 14.21188, 216.4126, 288.4626, 0.2798046, 72.11677, 144.199, 0.1987327, 0.2006339, 0.2016625, 0.2003888, 0.1985821
 109494518, 1, 355.9211, 14.21159, 216.4115, 288.4617, 0.2795041, 72.11664, 144.1984, 0.1987342, 0.2006301, 0.2016586, 0.2003902, 0.1985868
 109594478, 0, 355.838, 14.21191, 216.415, 288.465, 0.282163, 72.11913, 144.2014, 0.1987327, 0.2006339, 0.2016625, 0.2003888, 0.1985821
 109594478, 1, 355.9239, 14.21162, 216.4144, 288.4646, 0.2823618, 72.1195, 144.2013, 0.1987342, 0.2006301, 0.2016586, 0.2003902, 0.1985868
 109694438, 0, 357.8494, 14.18343, 216.4576, 288.5374, 0.2884436, 72.05468, 144.1594, 0.1981799, 0.2008082, 0.2023266, 0.2006204, 0.1980648
 109694438, 1, 357.9187, 14.18354, 216.457, 288.5369, 0.288965, 72.05576, 144.1598, 0.1981846, 0.2008028, 0.2023186, 0.2006209, 0.1980731
 109794398, 0, 357.8525, 14.18345, 216.4607, 288.5405, 0.2915475, 72.05778, 144.1625, 0.1981799, 0.2008082, 0.2023266, 0.2006204, 0.1980648
 109794398, 1, 357.9218, 14.18356, 216.4601, 288.5399, 0.2920121, 72.0588, 144.1628, 0.1981846, 0.2008028, 0.2023186, 0.2006209, 0.1980731
 109894358, 0, 358.8769, 14.16228, 216.499, 288.6061, 0.2955229, 71.99612, 144.1219, 0.1976648, 0.2009724, 0.2029479, 0.2008345, 0.1975804
 109894358, 1, 358.9295, 14.16248, 216.4986, 288.6058, 0.2961168, 71.99718, 144.1224, 0.1976688, 0.2009676, 0.2029408, 0.2008351, 0.1975878
 109994318, 0, 358.8769, 14.1623, 216.4989, 288.6061, 0.2955145, 71.99611, 144.1219, 0.1976648, 0.2009724, 0.2029479, 0.2008345, 0.1975804
