Time,XKQ_C,XKQ_Q1,XKQ_Q2,XKQ_Q3,XKQ_Q4
 1217457822, 0, -0.9891707, -0.0002524511, -0.0003284101, 0.1467692
 1217457822, 1, -0.9891693, -0.0002764532, -0.0003831725, 0.1467783
 1217557782, 0, -0.9891738, -0.0002556544, -0.0003312863, 0.1467485
 1217557782, 1, -0.9891725, -0.0002796765, -0.0003808007, 0.146757
 1217657742, 0, -0.9891769, -0.0002596161, -0.0003349456, 0.1467275
 1217657742, 1, -0.9891753, -0.0002891658, -0.000379617, 0.1467376
 1217757702, 0, -0.9891799, -0.0002633618, -0.0003371291, 0.146707
 1217757702, 1, -0.9891778, -0.0002959777, -0.0003799187, 0.146721
 1217857662, 0, -0.989183, -0.000266278, -0.0003403637, 0.1466862
 1217857662, 1, -0.9891817, -0.0002963625, -0.0003815387, 0.1466949
 1217957622, 0, -0.989186, -0.0002715882, -0.0003442956, 0.1466657
 1217957622, 1, -0.9891849, -0.0002967003, -0.0003821431, 0.1466729
 1218057582, 0, -0.9891894, -0.0002766779, -0.0003474352, 0.1466429
 1218057582, 1, -0.9891878, -0.0003054762, -0.0003805826, 0.1466538
 1218157542, 0, -0.9891925, -0.0002803625, -0.0003491762, 0.146622
 1218157542, 1, -0.9891918, -0.0003119152, -0.0003794436, 0.1466264
 1218257502, 0, -0.989196, -0.0002828831, -0.0003513884, 0.1465983
 1218257502, 1, -0.9891945, -0.000311782, -0.0003845451, 0.1466081
 1218357462, 0, -0.9891992, -0.0002864781, -0.0003557337, 0.1465767
 1218357462, 1, -0.9891977, -0.0003159466, -0.0003818263, 0.1465868
 1218457422, 0, -0.9892025, -0.0002899024, -0.0003578512, 0.1465545
 1218457422, 1, -0.9892005, -0.0003182851, -0.000383565, 0.1465677
 1218558215, 0, -0.9892058, -0.0002929733, -0.0003602074, 0.1465324
 1218558215, 1, -0.9892035, -0.000321879, -0.0003823142, 0.1465475
 1218658175, 0, -0.9892091, -0.0002965344, -0.0003627374, 0.1465103
 1218658175, 1, -0.9892075, -0.0003272018, -0.000379814, 0.1465203
 1218758135, 0, -0.9892122, -0.0002991849, -0.000365739, 0.1464893
 1218758135, 1, -0.9892113, -0.0003277817, -0.0003795822, 0.146495
 1218858095, 0, -0.9892157, -0.0003021156, -0.0003680627, 0.146465
 1218858095, 1, -0.9892148, -0.0003235697, -0.0003795752, 0.1464712
 1218958055, 0, -0.989219, -0.000303841, -0.0003704249, 0.1464431
 1218958055, 1, -0.9892179, -0.0003238416, -0.0003772537, 0.1464505
 1219058015, 0, -0.9892221, -0.0003066959, -0.0003718719, 0.1464219
 1219058015, 1, -0.9892212, -0.0003282909, -0.0003844794, 0.1464284
 1219157975, 0, -0.9892254, -0.0003098254, -0.0003735099, 0.1463994
 1219157975, 1, -0.9892245, -0.0003315411, -0.0003826769, 0.1464059
 1219257935, 0, -0.9892287, -0.0003125686, -0.0003758134, 0.1463772
 1219257935, 1, -0.989228, -0.0003362079, -0.000384079, 0.1463824
 1219357895, 0, -0.9892322, -0.0003153922, -0.0003774222, 0.146354
 1219357895, 1, -0.9892313, -0.0003317386, -0.0003830614, 0.1463593
 1219457855, 0, -0.9892354, -0.0003192097, -0.0003803847, 0.1463322
 1219457855, 1, -0.9892339, -0.0003358942, -0.000384446, 0.1463427
 1219557815, 0, -0.9892387, -0.000321077, -0.0003822203, 0.1463098
 1219557815, 1, -0.9892374, -0.0003399889, -0.0003873734, 0.1463188
 1219657775, 0, -0.9892419, -0.0003239619, -0.0003845511, 0.1462879
 1219657775, 1, -0.9892413, -0.0003442581, -0.0003885932, 0.146292
 1219757735, 0, -0.9892452, -0.0003267211, -0.000385875, 0.1462655
 1219757735, 1, -0.9892451, -0.0003489231, -0.0003926153, 0.1462666
 1219857695, 0, -0.9892485, -0.0003311983, -0.0003874086, 0.1462436
 1219857695, 1, -0.9892483, -0.0003513586, -0.0003965242, 0.1462443
 1219957655, 0, -0.9892518, -0.0003331423, -0.000388975, 0.1462211
 1219957655, 1, -0.9892526, -0.0003515683, -0.0003970615, 0.1462153
 1220057615, 0, -0.9892551, -0.0003353723, -0.0003913611, 0.1461985
 1220057615, 1, -0.9892569, -0.0003537422, -0.0003974398, 0.1461865
 1220157575, 0, -0.9892584, -0.0003373231, -0.000393607, 0.1461763
 1220157575, 1, -0.9892603, -0.0003564944, -0.0003965733, 0.1461639
 1220257535, 0, -0.989262, -0.0003387746, -0.0003955507, 0.1461522
 1220257535, 1, -0.9892637, -0.000356259, -0.000399022, 0.146141
 1220357495, 0, -0.9892655, -0.0003412475, -0.000397092, 0.1461285
 1220357495, 1, -0.9892672, -0.0003570631, -0.0004048018, 0.1461167
 1220457455, 0, -0.9892688, 6.026829E-05, -5.528484E-05, 0.1461068
 1220457455, 1, -0.9892705, 4.291807E-05, -6.241281E-05, 0.1460954
 1220557415, 0, -0.9892693, 0.0006356891, 0.0004963793, 0.1461013
 1220557415, 1, -0.9892711, 0.000614442, 0.0004888051, 0.1460892
 1220658208, 0, -0.9892673, 0.0008670323, 0.0007415765, 0.1461124
 1220658208, 1, -0.9892692, 0.0008488229, 0.0007346084, 0.1461001
 1220758168, 0, -0.989264, 0.0007867876, 0.0006932946, 0.1461359
 1220758168, 1, -0.989266, 0.0007691496, 0.0006894393, 0.1461225
 1220858128, 0, -0.9892598, 0.0005716939, 0.0004569438, 0.1461664
 1220858128, 1, -0.9892615, 0.000554873, 0.0004506945, 0.1461546
 1220958088, 0, -0.9892541, 0.0002855038, 0.0001813252, 0.1462058
 1220958088, 1, -0.9892562, 0.0002685817, 0.0001738333, 0.1461919
 1221058048, 0, -0.9892485, 2.788515E-05, -6.448499E-05, 0.1462442
 1221058048, 1, -0.9892509, 9.885051E-06, -7.109639E-05, 0.1462282
 1221158008, 0, -0.9892429, -0.0001542131, -0.0002340173, 0.1462818
 1221158008, 1, -0.9892449, -0.0001731935, -0.0002397978, 0.1462681
 1221257968, 0, -0.9892375, -0.0002499762, -0.0003194043, 0.1463184
 1221257968, 1, -0.9892392, -0.0002664125, -0.0003228406, 0.1463066
 1221357928, 0, -0.9892322, -0.0002868972, -0.0003815765, 0.1463535
 1221357928, 1, -0.9892339, -0.0002999779, -0.0003847665, 0.1463427
 1221457888, 0, -0.989227, -0.0002436297, -0.000390114, 0.1463892
 1221457888, 1, -0.9892288, -0.0002568607, -0.0003909215, 0.1463767
 1221557848, 0, -0.9892226, -0.0004389207, -0.0005225679, 0.1464173
 1221557848, 1, -0.9892246, -0.0004530873, -0.0005167458, 0.1464046
 1221657808, 0, -0.9892199, -0.000579776, -0.0006057881, 0.1464354
 1221657808, 1, -0.989222, -0.000593667, -0.0005975295, 0.1464208
 1221757768, 0, -0.9892185, -0.0006466776, -0.0006480969, 0.1464441
 1221757768, 1, -0.9892211, -0.0006607449, -0.0006378362, 0.1464268
 1221857728, 0, 0.9904191, 0.0006953322, 0.0007088466, -0.1380907
 1221857728, 1, 0.9904225, 0.0007135228, 0.0006998993, -0.1380657
 1221957688, 0, 0.9904258, 0.0007502915, 0.0007440359, -0.1380421
 1221957688, 1, 0.9904284, 0.0007719407, 0.0007331675, -0.1380229
 1222057648, 0, 0.9904401, 0.0007505304, 0.0007678246, -0.1379397
 1222057648, 1, 0.9904423, 0.000774196, 0.0007577969, -0.137923
 1222157608, 0, 0.9904465, 0.0007738919, 0.0007385312, -0.1378935
 1222157608, 1, 0.9904489, 0.0008009956, 0.0007321571, -0.1378762
 1222257568, 0, 0.9904454, 0.0007226202, 0.0006686499, -0.1379017
 1222257568, 1, 0.9904482, 0.0007481814, 0.0006601783, -0.1378821
 1222357528, 0, 0.9904405, 0.0007387958, 0.0006879556, -0.1379364
 1222357528, 1, 0.9904439, 0.0007615952, 0.000679491, -0.1379122
 1222457488, 0, 0.9904357, 0.0007445675, 0.0006780141, -0.1379718
 1222457488, 1, 0.9904391, 0.0007639648, 0.0006703542, -0.1379474
 1222557448, 0, 0.9904284, 0.0007203149, 0.0006188601, -0.138024
 1222557448, 1, 0.9904315, 0.0007424406, 0.0006094197, -0.138002
 1222657408, 0, 0.9904203, 0.0006775673, 0.00042269, -0.1380836
 1222657408, 1, 0.9904227, 0.0006966375, 0.0004103889, -0.138066
 1222758201, 0, 0.9904121, 0.0006910341, 0.0003892927, -0.1381425
 1222758201, 1, 0.9904138, 0.000709763, 0.0003774253, -0.1381296
 1222858161, 0, 0.9904073, 0.0006236255, 0.0003899641, -0.1381764
 1222858161, 1, 0.9904099, 0.0006436438, 0.0003813927, -0.138158
 1222958121, 0, 0.990404, 0.0006249356, 0.0003971318, -0.1382004
 1222958121, 1, 0.9904071, 0.0006445282, 0.0003909879, -0.1381782
 1223058081, 0, 0.9904022, 0.0004846983, 0.000427326, -0.1382139
 1223058081, 1, 0.9904056, 0.000503667, 0.0004215291, -0.1381899
 1223158041, 0, 0.9904023, 0.0005063764, 0.0004051427, -0.1382127
 1223158041, 1, 0.990406, 0.0005287986, 0.0003970377, -0.1381867
 1223258001, 0, 0.9904044, 0.0005122331, 0.0003003039, -0.1381985
 1223258001, 1, 0.9904075, 0.0005324536, 0.0002934154, -0.1381764
 1223357961, 0, 0.9904082, 0.0004838309, 0.0003153295, -0.1381714
 1223357961, 1, 0.9904113, 0.0005056906, 0.0003047401, -0.1381491
 1223457921, 0, 0.9904125, 0.0004453435, 0.0003345968, -0.1381404
 1223457921, 1, 0.9904157, 0.0004651112, 0.0003274915, -0.1381173
 1223557881, 0, 0.9904173, 0.0004240419, 0.0003182012, -0.138106
 1223557881, 1, 0.9904202, 0.0004436845, 0.0003084769, -0.1380856
 1223657841, 0, 0.9904221, 0.000471141, 0.0002905392, -0.1380714
 1223657841, 1, 0.9904253, 0.0005002681, 0.0002836242, -0.1380485
 1223757801, 0, 0.9904269, 0.0004802177, 0.0002680421, -0.138037
 1223757801, 1, 0.9904302, 0.0005190116, 0.0002610943, -0.1380133
 1223857761, 0, 0.990432, 0.00028737, 0.0003180176, -0.1380007
 1223857761, 1, 0.9904357, 0.0003253937, 0.0003096501, -0.1379745
 1223957721, 0, 0.9904363, 0.0002193105, 0.0003444034, -0.1379705
 1223957721, 1, 0.99044, 0.0002565209, 0.0003374502, -0.1379436
 1224057681, 0, 0.9904398, 0.0001646747, 0.0003561408, -0.1379455
 1224057681, 1, 0.9904437, 0.0002027735, 0.000349617, -0.137917
 1224157641, 0, 0.9904385, 0.0001425497, 0.0003357777, -0.1379542
 1224157641, 1, 0.9904421, 0.0001790146, 0.0003307918, -0.1379286
 1224257601, 0, 0.9904351, 0.0001494256, 0.0003728867, -0.1379789
 1224257601, 1, 0.9904388, 0.0001886263, 0.0003646406, -0.1379526
 1224357561, 0, 0.9904305, 0.0002960122, 0.0004709323, -0.1380111
 1224357561, 1, 0.9904346, 0.0003285087, 0.0004667131, -0.1379821
 1224457521, 0, 0.9904271, 0.0003554116, 0.0004707947, -0.1380351
 1224457521, 1, 0.9904308, 0.0003871054, 0.0004713719, -0.138009
 1224557481, 0, 0.9904239, 0.0005220582, 0.0004865155, -0.1380583
 1224557481, 1, 0.9904271, 0.0005562212, 0.0004881005, -0.1380347
 1224657441, 0, 0.9904227, 0.0005353101, 0.0004756446, -0.1380668
 1224657441, 1, 0.9904265, 0.0005742897, 0.0004783586, -0.1380389
 1224758234, 0, 0.990422, 0.0007335658, 0.0004744845, -0.1380704
 1224758234, 1, 0.9904261, 0.000771428, 0.0004816965, -0.1380408
 1224858194, 0, 0.9904224, 0.0007515004, 0.0004832971, -0.1380677
 1224858194, 1, 0.990427, 0.0007915117, 0.0004892261, -0.1380341
 1224958154, 0, 0.9904248, 0.000820745, 0.0005112029, -0.13805
 1224958154, 1, 0.9904296, 0.0008595947, 0.0005185854, -0.1380148
 1225058114, 0, 0.9904277, 0.0008313786, 0.000536271, -0.1380288
 1225058114, 1, 0.9904323, 0.0008729828, 0.0005393633, -0.1379957
 1225158074, 0, 0.9904295, 0.0008953031, 0.0007417261, -0.1380145
 1225158074, 1, 0.9904338, 0.0009350086, 0.0007484942, -0.1379833
 1225258034, 0, 0.9904311, 0.0008600676, 0.0007935248, -0.138003
 1225258034, 1, 0.9904352, 0.0008988706, 0.0008041215, -0.1379731
 1225357994, 0, 0.9904327, 0.0008583539, 0.0008929904, -0.1379906
 1225357994, 1, 0.9904363, 0.0008948469, 0.000906768, -0.1379649
 1225457954, 0, 0.9904336, 0.0008419988, 0.00091566, -0.1379841
 1225457954, 1, 0.9904369, 0.0008780695, 0.0009319445, -0.1379605
 1225557914, 0, 0.990433, 0.0008369852, 0.0009628383, -0.1379884
 1225557914, 1, 0.9904367, 0.000877596, 0.0009771782, -0.1379612
 1225657874, 0, 0.9904289, 0.0007796033, 0.0009674081, -0.1380181
 1225657874, 1, 0.9904329, 0.0008216376, 0.0009856204, -0.137989
 1225757834, 0, 0.9904234, 0.0007688588, 0.0009575105, -0.1380574
 1225757834, 1, 0.9904273, 0.0008066826, 0.0009775365, -0.1380296
 1225857794, 0, 0.9904202, 0.0007267729, 0.0009597705, -0.1380809
 1225857794, 1, 0.9904243, 0.0007634453, 0.0009819518, -0.1380509
 1225957754, 0, 0.9904188, 0.0007285383, 0.0009265839, -0.1380913
 1225957754, 1, 0.9904227, 0.0007673532, 0.0009491937, -0.1380632
 1226057714, 0, 0.9904187, 0.0006808995, 0.0009395056, -0.1380918
 1226057714, 1, 0.9904227, 0.0007210069, 0.0009579239, -0.1380635
 1226157674, 0, 0.9904199, 0.0006459599, 0.0009135472, -0.1380836
 1226157674, 1, 0.9904238, 0.000687546, 0.0009305097, -0.1380558
 1226257634, 0, 0.9904217, 0.000648829, 0.0009114788, -0.1380712
 1226257634, 1, 0.9904251, 0.0006892879, 0.0009277218, -0.1380465
 1226357594, 0, 0.9904235, 0.0006449415, 0.0008877954, -0.1380585
 1226357594, 1, 0.9904277, 0.0006848794, 0.0009001038, -0.1380282
 1226457554, 0, 0.9904258, 0.0005993677, 0.0008621074, -0.1380425
 1226457554, 1, 0.9904304, 0.0006364483, 0.0008733845, -0.1380086
 1226557514, 0, 0.990428, 0.0006306732, 0.0008794481, -0.1380257
 1226557514, 1, 0.9904327, 0.0006615967, 0.0008903307, -0.1379922
 1226657474, 0, 0.990431, 0.0005752785, 0.0007687139, -0.1380055
 1226657474, 1, 0.9904359, 0.0006076058, 0.0007799696, -0.13797
 1226757434, 0, 0.9904335, 0.0005677085, 0.0007576008, -0.1379881
 1226757434, 1, 0.9904379, 0.0005991337, 0.0007670859, -0.1379558
 1226858227, 0, 0.9904358, 0.000549674, 0.0007094928, -0.1379716
 1226858227, 1, 0.9904405, 0.0005798689, 0.0007132813, -0.1379377
 1226958187, 0, 0.9904376, 0.0006043152, 0.0006330758, -0.137959
 1226958187, 1, 0.9904426, 0.0006346093, 0.0006364069, -0.1379226
 1227058147, 0, 0.9904396, 0.0006559757, 0.0005635146, -0.1379445
 1227058147, 1, 0.9904438, 0.0006883882, 0.0005668697, -0.1379139
 1227158107, 0, 0.9904416, 0.0007021755, 0.0004977629, -0.1379299
 1227158107, 1, 0.9904453, 0.0007369719, 0.0005019711, -0.1379032
 1227258067, 0, 0.9904441, 0.0006658465, 0.0005131276, -0.1379126
 1227258067, 1, 0.9904479, 0.0007001549, 0.0005186829, -0.137885
 1227358027, 0, 0.9904465, 0.0006335471, 0.000556309, -0.1378947
 1227358027, 1, 0.9904503, 0.0006692453, 0.0005598483, -0.1378678
 1227457987, 0, 0.9904451, 0.000554226, 0.0005999735, -0.1379052
 1227457987, 1, 0.990449, 0.0005891927, 0.0006045087, -0.1378773
 1227557947, 0, 0.9904417, 0.0004182176, 0.0005583809, -0.1379305
 1227557947, 1, 0.9904455, 0.0004570236, 0.0005641957, -0.1379026
 1227657907, 0, 0.9904381, 0.0003012567, 0.0005692901, -0.1379562
 1227657907, 1, 0.9904421, 0.0003402951, 0.0005736437, -0.1379274
 1227757867, 0, 0.9904346, 0.0002402239, 0.0005723964, -0.1379811
 1227757867, 1, 0.9904394, 0.0002780433, 0.0005757405, -0.1379468
 1227857827, 0, 0.9904316, 0.0002947153, 0.0006107943, -0.1380028
 1227857827, 1, 0.9904364, 0.0003317139, 0.0006147496, -0.1379682
 1227957787, 0, 0.9904292, 0.0003604184, 0.000674726, -0.1380199
 1227957787, 1, 0.9904338, 0.000399329, 0.0006792693, -0.1379864
 1228057747, 0, 0.9904274, 0.0003981357, 0.0006583208, -0.1380326
 1228057747, 1, 0.9904318, 0.0004330061, 0.000659295, -0.1380005
 1228157707, 0, 0.990426, 0.0004192338, 0.0006592346, -0.1380425
 1228157707, 1, 0.990431, 0.0004551876, 0.0006556353, -0.1380063
 1228257667, 0, 0.9904254, 0.0003309015, 0.0006636276, -0.1380468
 1228257667, 1, 0.9904303, 0.0003619631, 0.0006608677, -0.1380118
 1228357627, 0, 0.9904249, 0.0001870932, 0.0006044725, -0.1380509
 1228357627, 1, 0.9904292, 0.0002165106, 0.0006030671, -0.1380202
 1228457587, 0, 0.9904242, 0.0001456899, 0.0004536981, -0.1380569
 1228457587, 1, 0.9904285, 0.0001762272, 0.0004517368, -0.1380259
 1228557547, 0, 0.9904241, 0.0002240753, 0.0003719236, -0.1380577
 1228557547, 1, 0.9904279, 0.0002513373, 0.0003702414, -0.1380305
 1228657507, 0, 0.9904249, 0.0002818563, 0.0002715358, -0.1380523
 1228657507, 1, 0.990429, 0.0003104392, 0.0002712474, -0.1380224
 1228757467, 0, 0.9904257, 0.0002240167, 0.0002994509, -0.1380464
 1228757467, 1, 0.990429, 0.0002544424, 0.0002992956, -0.1380222
 1228857427, 0, 0.9904267, 0.0002406877, 0.000149836, -0.1380393
 1228857427, 1, 0.9904302, 0.0002699847, 0.0001517697, -0.1380141
 1228958220, 0, 0.9904277, 0.0003161652, 7.13199E-05, -0.1380318
 1228958220, 1, 0.9904318, 0.000345056, 7.281968E-05, -0.1380029
 1229058180, 0, 0.9904287, 0.0003767014, -3.374229E-06, -0.1380249
 1229058180, 1, 0.9904329, 0.0004029937, -1.639192E-06, -0.1379948
 1229158140, 0, 0.9904291, 0.0004105851, -1.507467E-05, -0.138022
 1229158140, 1, 0.9904329, 0.0004382843, -1.116471E-05, -0.1379943
 1229258100, 0, 0.9904289, 0.0004063064, -2.283851E-05, -0.1380236
 1229258100, 1, 0.9904326, 0.0004340014, -1.30817E-05, -0.1379963
 1229358060, 0, 0.9904283, 0.0004495677, -2.680873E-05, -0.1380276
 1229358060, 1, 0.9904328, 0.0004758433, -1.258735E-05, -0.1379953
 1229458020, 0, 0.9904281, 0.0004353535, 1.908702E-05, -0.1380292
 1229458020, 1, 0.9904327, 0.0004581497, 3.347407E-05, -0.1379959
 1229557980, 0, 0.9904277, 0.0004694361, 4.818224E-05, -0.1380318
 1229557980, 1, 0.9904327, 0.0004919988, 6.437524E-05, -0.1379958
 1229657940, 0, 0.990427, 0.0005417097, 4.855452E-05, -0.1380368
 1229657940, 1, 0.9904318, 0.0005642363, 6.190856E-05, -0.1380015
 1229757900, 0, 0.9904259, 0.0005956463, 0.0001664229, -0.1380442
 1229757900, 1, 0.9904309, 0.0006141762, 0.0001814908, -0.1380083
 1229857860, 0, 0.9904243, 0.000548685, 0.0001496044, -0.1380561
 1229857860, 1, 0.990429, 0.0005681085, 0.000167978, -0.1380214
 1229957820, 0, 0.9904217, 0.000516379, 0.0001320582, -0.1380743
 1229957820, 1, 0.9904266, 0.000535081, 0.0001459079, -0.1380394
 1230057780, 0, 0.9904191, 0.0004953379, 0.0001809075, -0.1380933
 1230057780, 1, 0.9904236, 0.0005148323, 0.0001956665, -0.1380608
 1230157740, 0, 0.9904163, 0.0005248396, 0.0003623571, -0.138113
 1230157740, 1, 0.9904213, 0.0005439293, 0.0003746072, -0.1380767
 1230257700, 0, 0.9904145, 0.0005149696, 0.0004114193, -0.1381256
 1230257700, 1, 0.9904191, 0.0005369594, 0.0004252088, -0.1380927
 1230357660, 0, 0.9904135, 0.0004726212, 0.0004146436, -0.1381327
 1230357660, 1, 0.9904178, 0.0004951842, 0.0004249456, -0.1381021
 1230457620, 0, 0.990414, 0.0004655311, 0.0004273978, -0.138129
 1230457620, 1, 0.9904184, 0.0004884312, 0.0004362684, -0.1380972
 1230557580, 0, 0.9904152, 0.0004685659, 0.0005023159, -0.1381206
 1230557580, 1, 0.9904194, 0.0004910261, 0.0005155622, -0.1380898
 1230657540, 0, 0.9904197, 0.0004939937, 0.0004856573, -0.1380878
 1230657540, 1, 0.9904239, 0.0005191317, 0.0004938431, -0.1380578
 1230757500, 0, 0.9904293, 0.0004907704, 0.000505797, -0.138019
 1230757500, 1, 0.9904329, 0.0005107271, 0.0005111605, -0.1379932
 1230857460, 0, 0.9904385, 0.000422683, 0.0005699521, -0.1379528
 1230857460, 1, 0.9904425, 0.0004460907, 0.0005753283, -0.1379246
 1230957420, 0, 0.9904464, 0.0004418673, 0.0006658558, -0.1378961
 1230957420, 1, 0.9904509, 0.0004683668, 0.0006711513, -0.1378637
 1231058213, 0, 0.990451, 0.0004440292, 0.0006935438, -0.1378624
 1231058213, 1, 0.9904552, 0.0004707603, 0.0007007945, -0.1378328
 1231158173, 0, 0.990454, 0.0004796855, 0.0006389124, -0.1378415
 1231158173, 1, 0.9904579, 0.0005062966, 0.0006429477, -0.1378133
 1231258133, 0, 0.9904547, 0.0004898076, 0.0005836256, -0.1378369
 1231258133, 1, 0.9904588, 0.0005158049, 0.0005867779, -0.1378071
 1231358093, 0, 0.990451, 0.0005156613, 0.0005574473, -0.1378628
 1231358093, 1, 0.9904552, 0.0005454848, 0.0005617475, -0.1378329
 1231458053, 0, 0.9904456, 0.0005370147, 0.000513414, -0.1379017
 1231458053, 1, 0.9904501, 0.0005634771, 0.0005181069, -0.1378692
 1231558013, 0, 0.9904394, 0.0005255711, 0.0005045522, -0.1379467
 1231558013, 1, 0.9904439, 0.0005522327, 0.0005129647, -0.1379137
 1231657973, 0, 0.9904327, 0.0005514876, 0.000500783, -0.1379942
 1231657973, 1, 0.9904374, 0.0005797547, 0.000509669, -0.1379605
 1231757933, 0, 0.9904262, 0.0005655588, 0.0004687384, -0.138041
 1231757933, 1, 0.9904312, 0.0005904746, 0.0004786074, -0.1380056
 1231857893, 0, 0.9904235, 0.0005761447, 0.0004234108, -0.1380606
 1231857893, 1, 0.9904283, 0.0006017301, 0.0004379659, -0.1380266
 1231957853, 0, 0.9904252, 0.0005836338, 0.0004201553, -0.1380482
 1231957853, 1, 0.99043, 0.0006113307, 0.0004349813, -0.1380139
 1232057813, 0, 0.9904283, 0.000563339, 0.0004163618, -0.1380267
 1232057813, 1, 0.990433, 0.0005915769, 0.0004308601, -0.1379927
 1232157773, 0, 0.9904311, 0.0005784712, 0.000407741, -0.138006
 1232157773, 1, 0.9904361, 0.0006004725, 0.0004177983, -0.1379703
 1232257733, 0, 0.9904341, 0.0006215805, 0.0004594892, -0.1379848
