Time,MAV_chan,MAV_txp,MAV_rxp,MAV_rxdp,MAV_flags,MAV_ss,MAV_tf
 132061321, 0, 11361, 634, 0, 6, 0, 0
 133064253, 0, 11426, 637, 0, 6, 0, 0
 134066352, 0, 11491, 640, 0, 6, 0, 0
 135069284, 0, 11556, 643, 0, 6, 0, 0
 136071383, 0, 11645, 647, 0, 6, 0, 0
 137074315, 0, 11761, 650, 0, 6, 0, 0
 138076414, 0, 11874, 653, 0, 6, 0, 0
 139079346, 0, 11939, 666, 0, 6, 0, 0
 140081445, 0, 12005, 671, 0, 6, 0, 0
 141084377, 0, 12070, 674, 0, 6, 0, 0
 142086476, 0, 12135, 677, 0, 6, 0, 0
 143089408, 0, 12200, 680, 0, 6, 0, 0
 144091507, 0, 12268, 683, 0, 6, 0, 0
 145093606, 0, 12333, 686, 0, 6, 0, 0
 146094039, 0, 12398, 689, 0, 6, 0, 0
 147096138, 0, 12463, 692, 0, 6, 0, 0
 148099070, 0, 12528, 695, 0, 6, 0, 0
 149101169, 0, 12593, 698, 0, 6, 0, 0
 150104101, 0, 12662, 704, 0, 6, 0, 0
 151106200, 0, 12775, 707, 0, 6, 0, 0
 152109132, 0, 12888, 710, 0, 6, 0, 0
 153111231, 0, 13001, 713, 0, 6, 0, 0
 154114163, 0, 13116, 716, 0, 6, 0, 0
 155116262, 0, 13229, 719, 0, 6, 0, 0
 156119194, 0, 13342, 721, 0, 6, 0, 0
 157121293, 0, 13455, 724, 0, 6, 0, 0
 158124225, 0, 13571, 727, 0, 6, 0, 0
 159126324, 0, 13684, 730, 0, 6, 0, 0
 160129256, 0, 13798, 735, 0, 6, 0, 0
 161131355, 0, 13887, 752, 0, 6, 0, 0
 162134287, 0, 13952, 755, 0, 6, 0, 0
 163136386, 0, 14017, 758, 0, 6, 0, 0
 164139318, 0, 14082, 761, 0, 6, 0, 0
 165141417, 0, 14147, 765, 0, 6, 0, 0
 166144349, 0, 14236, 768, 0, 6, 0, 0
 167146448, 0, 14349, 771, 0, 6, 0, 0
 168149380, 0, 14465, 774, 0, 6, 0, 0
 169151479, 0, 14578, 777, 0, 6, 0, 0
 170154411, 0, 14692, 782, 0, 6, 0, 0
 171156510, 0, 14805, 785, 0, 6, 0, 0
 172158609, 0, 14918, 788, 0, 6, 0, 0
 173159042, 0, 15031, 791, 0, 6, 0, 0
 174161141, 0, 15144, 794, 0, 6, 0, 0
 175164073, 0, 15257, 797, 0, 6, 0, 0
 176166172, 0, 15370, 800, 0, 6, 0, 0
 177169104, 0, 15459, 815, 0, 6, 0, 0
 178171203, 0, 15527, 818, 0, 6, 0, 0
 179174135, 0, 15592, 821, 0, 6, 0, 0
 180176234, 0, 15658, 827, 0, 6, 0, 0
 181179166, 0, 15747, 830, 0, 6, 0, 0
 182181265, 0, 15860, 833, 0, 6, 0, 0
 183184197, 0, 15973, 836, 0, 6, 0, 0
 184186296, 0, 16088, 839, 0, 6, 0, 0
 185189228, 0, 16201, 842, 0, 6, 0, 0
 186191327, 0, 16314, 845, 0, 6, 0, 0
 187194259, 0, 16459, 849, 0, 6, 0, 0
 188196358, 0, 16572, 852, 0, 6, 0, 0
 189199290, 0, 16685, 855, 0, 6, 0, 0
 190201389, 0, 16799, 860, 0, 6, 0, 0
 191204321, 0, 16912, 863, 0, 6, 0, 0
 192206420, 0, 17026, 867, 0, 6, 0, 0
 193209352, 0, 17139, 870, 0, 6, 0, 0
 194211451, 0, 17252, 873, 0, 6, 0, 0
 195214383, 0, 17365, 877, 0, 6, 0, 0
 196216482, 0, 17478, 880, 0, 6, 0, 0
 197219414, 0, 17597, 884, 0, 6, 0, 0
 198221513, 0, 17711, 888, 0, 6, 0, 0
 199223612, 0, 17800, 901, 0, 6, 0, 0
 200224045, 0, 17867, 907, 0, 6, 0, 0
 201226144, 0, 17933, 911, 0, 6, 0, 0
 202229076, 0, 17998, 914, 0, 6, 0, 0
 203231175, 0, 18063, 917, 0, 6, 0, 0
 204234107, 0, 18128, 920, 0, 6, 0, 0
 205236206, 0, 18193, 923, 0, 6, 0, 0
 206239138, 0, 18258, 926, 0, 6, 0, 0
 207241237, 0, 18323, 929, 0, 6, 0, 0
 208244169, 0, 18391, 932, 0, 6, 0, 0
 209246268, 0, 18456, 935, 0, 6, 0, 0
 210249200, 0, 18522, 941, 0, 6, 0, 0
 211251299, 0, 18635, 944, 0, 6, 0, 0
 212254231, 0, 18748, 947, 0, 6, 0, 0
 213256330, 0, 18861, 950, 0, 6, 0, 0
 214259262, 0, 18974, 953, 0, 6, 0, 0
 215261361, 0, 19065, 968, 0, 6, 0, 0
 216264293, 0, 19130, 971, 0, 6, 0, 0
 217266392, 0, 19195, 974, 0, 6, 0, 0
 218269324, 0, 19260, 977, 0, 6, 0, 0
 219271423, 0, 19328, 980, 0, 6, 0, 0
 220274355, 0, 19394, 985, 0, 6, 0, 0
 221276454, 0, 19459, 988, 0, 6, 0, 0
 222279386, 0, 19524, 991, 0, 6, 0, 0
 223281485, 0, 19589, 994, 0, 6, 0, 0
 224284417, 0, 19654, 997, 0, 6, 0, 0
 225286516, 0, 19696, 1002, 0, 6, 0, 0
 226288615, 0, 19809, 1005, 0, 6, 0, 0
 227289048, 0, 19923, 1009, 0, 6, 0, 0
 228291147, 0, 20037, 1013, 0, 6, 0, 0
 229294079, 0, 20150, 1016, 0, 6, 0, 0
 230296178, 0, 20267, 1021, 0, 6, 0, 0
 231299110, 0, 20380, 1024, 0, 6, 0, 0
 232301209, 0, 20493, 1027, 0, 6, 0, 0
 233304141, 0, 20606, 1030, 0, 6, 0, 0
 234306240, 0, 20719, 1033, 0, 6, 0, 0
 235309172, 0, 20832, 1036, 0, 6, 0, 0
 236311271, 0, 20945, 1039, 0, 6, 0, 0
 237314203, 0, 21034, 1052, 0, 6, 0, 0
 238316302, 0, 21099, 1055, 0, 6, 0, 0
 239319234, 0, 21164, 1058, 0, 6, 0, 0
 240321333, 0, 21230, 1064, 0, 6, 0, 0
 241324265, 0, 21343, 1067, 0, 6, 0, 0
 242326364, 0, 21456, 1070, 0, 6, 0, 0
 243329296, 0, 21569, 1073, 0, 6, 0, 0
 244331395, 0, 21685, 1078, 0, 6, 0, 0
 245334327, 0, 21800, 1079, 0, 6, 0, 0
 246336426, 0, 21913, 1084, 0, 6, 0, 0
 247339358, 0, 22026, 1087, 0, 6, 0, 0
 248341457, 0, 22139, 1088, 0, 6, 0, 0
 249344389, 0, 22252, 1093, 0, 6, 0, 0
 250346488, 0, 22366, 1098, 0, 6, 0, 0
 251349420, 0, 22479, 1101, 0, 6, 0, 0
 252351519, 0, 22592, 1104, 0, 6, 0, 0
 253353618, 0, 22681, 1121, 0, 6, 0, 0
 254354051, 0, 22746, 1124, 0, 6, 0, 0
 255356150, 0, 22787, 1128, 0, 6, 0, 0
 256359082, 0, 22900, 1131, 0, 6, 0, 0
 257361181, 0, 23016, 1134, 0, 6, 0, 0
 258364113, 0, 23129, 1137, 0, 6, 0, 0
 259366212, 0, 23242, 1140, 0, 6, 0, 0
 260369144, 0, 23356, 1145, 0, 6, 0, 0
 261371243, 0, 23469, 1148, 0, 6, 0, 0
 262374175, 0, 23582, 1151, 0, 6, 0, 0
 263376274, 0, 23695, 1154, 0, 6, 0, 0
 264379206, 0, 23808, 1157, 0, 6, 0, 0
 265381305, 0, 23921, 1160, 0, 6, 0, 0
 266384237, 0, 24034, 1163, 0, 6, 0, 0
 267386336, 0, 24147, 1166, 0, 6, 0, 0
 268389268, 0, 24260, 1169, 0, 6, 0, 0
 269391367, 0, 24376, 1172, 0, 6, 0, 0
 270394299, 0, 24490, 1178, 0, 6, 0, 0
 271396398, 0, 24603, 1181, 0, 6, 0, 0
 272399330, 0, 24716, 1184, 0, 6, 0, 0
 273401429, 0, 24829, 1187, 0, 6, 0, 0
 274404361, 0, 24942, 1190, 0, 6, 0, 0
 275406460, 0, 25031, 1203, 0, 6, 0, 0
 276409392, 0, 25098, 1206, 0, 6, 0, 0
 277411491, 0, 25163, 1209, 0, 6, 0, 0
 278414423, 0, 25228, 1212, 0, 6, 0, 0
 279416522, 0, 25293, 1215, 0, 6, 0, 0
 280418621, 0, 25359, 1220, 0, 6, 0, 0
 281419054, 0, 25426, 1223, 0, 6, 0, 0
 282421153, 0, 25489, 1226, 0, 6, 0, 0
 283424085, 0, 25552, 1229, 0, 6, 0, 0
 284426184, 0, 25615, 1232, 0, 6, 0, 0
 285429116, 0, 25678, 1236, 0, 6, 0, 0
 286431215, 0, 25787, 1239, 0, 6, 0, 0
 287434147, 0, 25896, 1242, 0, 6, 0, 0
 288436246, 0, 26005, 1245, 0, 6, 0, 0
 289439178, 0, 26114, 1248, 0, 6, 0, 0
 290441277, 0, 26224, 1253, 0, 6, 0, 0
 291444209, 0, 26314, 1266, 0, 6, 0, 0
 292446308, 0, 26377, 1269, 0, 6, 0, 0
 293449240, 0, 26440, 1272, 0, 6, 0, 0
 294451339, 0, 26503, 1275, 0, 6, 0, 0
 295454271, 0, 26566, 1278, 0, 6, 0, 0
 296456370, 0, 26629, 1281, 0, 6, 0, 0
 297459302, 0, 26692, 1284, 0, 6, 0, 0
 298461401, 0, 26755, 1287, 0, 6, 0, 0
 299464333, 0, 26818, 1290, 0, 6, 0, 0
 300466432, 0, 26882, 1296, 0, 6, 0, 0
 301469364, 0, 26991, 1299, 0, 6, 0, 0
 302471463, 0, 27100, 1302, 0, 6, 0, 0
 303474395, 0, 27209, 1305, 0, 6, 0, 0
 304476494, 0, 27318, 1307, 0, 6, 0, 0
 305479426, 0, 27427, 1311, 0, 6, 0, 0
 306481525, 0, 27538, 1313, 0, 6, 0, 0
 307483624, 0, 27647, 1316, 0, 6, 0, 0
 308484057, 0, 27756, 1319, 0, 6, 0, 0
 309486156, 0, 27865, 1322, 0, 6, 0, 0
 310489088, 0, 27975, 1327, 0, 6, 0, 0
 311491187, 0, 28084, 1330, 0, 6, 0, 0
 312494119, 0, 28193, 1333, 0, 6, 0, 0
 313496218, 0, 28256, 1350, 0, 6, 0, 0
 314499150, 0, 28342, 1353, 0, 6, 0, 0
 315501249, 0, 28405, 1357, 0, 6, 0, 0
 316504181, 0, 28514, 1360, 0, 6, 0, 0
 317506280, 0, 28623, 1363, 0, 6, 0, 0
 318509212, 0, 28732, 1366, 0, 6, 0, 0
 319511311, 0, 28841, 1369, 0, 6, 0, 0
 320514243, 0, 28951, 1374, 0, 6, 0, 0
 321516342, 0, 29060, 1377, 0, 6, 0, 0
 322519274, 0, 29169, 1380, 0, 6, 0, 0
 323521373, 0, 29278, 1383, 0, 6, 0, 0
 324524305, 0, 29387, 1386, 0, 6, 0, 0
 325526404, 0, 29496, 1389, 0, 6, 0, 0
 326529336, 0, 29605, 1392, 0, 6, 0, 0
 327531435, 0, 29715, 1395, 0, 6, 0, 0
 328534367, 0, 29824, 1398, 0, 6, 0, 0
 329536466, 0, 29890, 1411, 0, 6, 0, 0
 330539398, 0, 29952, 1417, 0, 6, 0, 0
 331541497, 0, 30057, 1420, 0, 6, 0, 0
 332544429, 0, 30162, 1423, 0, 6, 0, 0
 333546528, 0, 30267, 1426, 0, 6, 0, 0
 334548627, 0, 30372, 1429, 0, 6, 0, 0
 335549060, 0, 30477, 1432, 0, 6, 0, 0
 336551159, 0, 30582, 1435, 0, 6, 0, 0
 337554091, 0, 30689, 1438, 0, 6, 0, 0
 338556190, 0, 30794, 1441, 0, 6, 0, 0
 339559122, 0, 30899, 1444, 0, 6, 0, 0
 340561221, 0, 31005, 1449, 0, 6, 0, 0
 341564153, 0, 31110, 1452, 0, 6, 0, 0
 342566252, 0, 31215, 1455, 0, 6, 0, 0
 343569184, 0, 31320, 1458, 0, 6, 0, 0
