Time,XKY0_C,XKY0_YC,XKY0_YCS,XKY0_Y0,XKY0_Y1,XKY0_Y2,XKY0_Y3,XKY0_Y4,XKY0_W0,XKY0_W1,XKY0_W2,XKY0_W3,XKY0_W4
 72494324, 1, 354.1107, 14.28783, 216.0867, 288.0867, 0.0867419, 72.08674, 144.0867, 0.2, 0.2, 0.2, 0.2, 0.2
 72594284, 0, 324.8641, 15.00596, 216.0918, 288.0918, 0.09183667, 72.09184, 144.0918, 0.2, 0.2, 0.2, 0.2, 0.2
 72594284, 1, 11.94575, 14.35174, 216.0911, 288.0911, 0.09113489, 72.09114, 144.0911, 0.2, 0.2, 0.2, 0.2, 0.2
 72694244, 0, 328.8407, 14.85113, 216.0959, 288.0959, 0.09591157, 72.09591, 144.0959, 0.2, 0.2, 0.2, 0.2, 0.2
 72694244, 1, 24.25351, 14.61823, 216.0946, 288.0946, 0.09461262, 72.09461, 144.0946, 0.2, 0.2, 0.2, 0.2, 0.2
 72794204, 0, 331.4142, 14.76038, 216.0999, 288.0999, 0.09993499, 72.09994, 144.0999, 0.2, 0.2, 0.2, 0.2, 0.2
 72794204, 1, 15.19244, 14.40428, 216.0984, 288.0984, 0.09841978, 72.09842, 144.0984, 0.2, 0.2, 0.2, 0.2, 0.2
 72894164, 0, 334.4733, 14.66146, 216.1039, 288.1039, 0.10393, 72.10393, 144.1039, 0.2, 0.2, 0.2, 0.2, 0.2
 72894164, 1, 9.257687, 14.31627, 216.1026, 288.1025, 0.1025553, 72.10255, 144.1026, 0.2, 0.2, 0.2, 0.2, 0.2
 72994124, 0, 334.1472, 14.67162, 216.1078, 288.1078, 0.1078078, 72.10781, 144.1078, 0.2, 0.2, 0.2, 0.2, 0.2
 72994124, 1, 13.60825, 14.3762, 216.1065, 288.1065, 0.1064824, 72.10648, 144.1065, 0.2, 0.2, 0.2, 0.2, 0.2
 73094084, 0, 332.0025, 14.74007, 216.1118, 288.1118, 0.111786, 72.11179, 144.1118, 0.2, 0.2, 0.2, 0.2, 0.2
 73094084, 1, 355.8421, 14.27573, 216.1105, 288.1106, 0.110556, 72.11056, 144.1105, 0.2, 0.2, 0.2, 0.2, 0.2
 73194044, 0, 331.8444, 14.7455, 216.1157, 288.1157, 0.115715, 72.11572, 144.1157, 0.2, 0.2, 0.2, 0.2, 0.2
 73194044, 1, 343.3191, 14.43615, 216.1144, 288.1144, 0.114377, 72.11438, 144.1144, 0.2, 0.2, 0.2, 0.2, 0.2
 73294004, 0, 332.2315, 14.73225, 216.1197, 288.1197, 0.1197222, 72.11972, 144.1197, 0.2, 0.2, 0.2, 0.2, 0.2
 73294004, 1, 11.72524, 14.34627, 216.1178, 288.1178, 0.1177634, 72.11776, 144.1178, 0.2, 0.2, 0.2, 0.2, 0.2
 73393964, 0, 333.9743, 14.67652, 216.124, 288.124, 0.1239951, 72.124, 144.124, 0.2, 0.2, 0.2, 0.2, 0.2
 73393964, 1, 17.70302, 14.45197, 216.122, 288.122, 0.1220352, 72.12204, 144.122, 0.2, 0.2, 0.2, 0.2, 0.2
 73493924, 0, 332.2975, 14.72985, 216.128, 288.128, 0.1280026, 72.128, 144.128, 0.2, 0.2, 0.2, 0.2, 0.2
 73493924, 1, 35.03077, 14.99042, 216.1263, 288.1263, 0.126277, 72.12628, 144.1263, 0.2, 0.2, 0.2, 0.2, 0.2
 73593884, 0, 326.5206, 14.93882, 216.1319, 288.1319, 0.1319161, 72.13191, 144.1319, 0.2, 0.2, 0.2, 0.2, 0.2
 73593884, 1, 44.70737, 14.71648, 216.1302, 288.1302, 0.1302246, 72.13023, 144.1302, 0.2, 0.2, 0.2, 0.2, 0.2
 73693844, 0, 326.4605, 14.9408, 216.1358, 288.1357, 0.1357564, 72.13576, 144.1358, 0.2, 0.2, 0.2, 0.2, 0.2
 73693844, 1, 31.39765, 14.84901, 216.1338, 288.1339, 0.1338468, 72.13385, 144.1339, 0.2, 0.2, 0.2, 0.2, 0.2
 73793804, 0, 327.1822, 14.91287, 216.1398, 288.1398, 0.1397991, 72.1398, 144.1398, 0.2, 0.2, 0.2, 0.2, 0.2
 73793804, 1, 25.01937, 14.63695, 216.137, 288.137, 0.1370025, 72.137, 144.137, 0.2, 0.2, 0.2, 0.2, 0.2
 73893764, 0, 329.0783, 14.84128, 216.144, 288.144, 0.1439696, 72.14397, 144.144, 0.2, 0.2, 0.2, 0.2, 0.2
 73893764, 1, 42.48196, 14.79093, 216.1412, 288.1412, 0.1412122, 72.14121, 144.1412, 0.2, 0.2, 0.2, 0.2, 0.2
 73993724, 0, 328.1476, 14.87592, 216.148, 288.1479, 0.1479634, 72.14796, 144.148, 0.2, 0.2, 0.2, 0.2, 0.2
 73993724, 1, 37.72525, 14.96986, 216.1452, 288.1452, 0.1452179, 72.14522, 144.1452, 0.2, 0.2, 0.2, 0.2, 0.2
 74093684, 0, 328.8589, 14.84909, 216.152, 288.152, 0.1519785, 72.15198, 144.152, 0.2, 0.2, 0.2, 0.2, 0.2
 74093684, 1, 332.6648, 14.7169, 216.1493, 288.1493, 0.1492772, 72.14928, 144.1493, 0.2, 0.2, 0.2, 0.2, 0.2
 74193644, 0, 327.053, 14.91745, 216.156, 288.156, 0.1559939, 72.156, 144.156, 0.2, 0.2, 0.2, 0.2, 0.2
 74193644, 1, 347.023, 14.36708, 216.1538, 288.1538, 0.1538057, 72.1538, 144.1538, 0.2, 0.2, 0.2, 0.2, 0.2
 74293604, 0, 326.0833, 14.95512, 216.1599, 288.1599, 0.1599374, 72.15993, 144.1599, 0.2, 0.2, 0.2, 0.2, 0.2
 74293604, 1, 265.3729, 14.57562, 216.1579, 288.1579, 0.1579385, 72.15794, 144.1579, 0.2, 0.2, 0.2, 0.2, 0.2
 74394397, 0, 326.8205, 14.9263, 216.1647, 288.1648, 0.1647598, 72.16476, 144.1648, 0.2, 0.2, 0.2, 0.2, 0.2
 74394397, 1, 218.9357, 14.26614, 216.1619, 288.1619, 0.1618883, 72.16189, 144.1619, 0.2, 0.2, 0.2, 0.2, 0.2
 74494357, 0, 326.0764, 14.95521, 216.1689, 288.1689, 0.1689095, 72.16891, 144.1689, 0.2, 0.2, 0.2, 0.2, 0.2
 74494357, 1, 247.2723, 14.84115, 216.1656, 288.1656, 0.165592, 72.1656, 144.1656, 0.2, 0.2, 0.2, 0.2, 0.2
 74594317, 0, 325.0201, 14.99802, 216.1731, 288.1731, 0.1731167, 72.17312, 144.1731, 0.2, 0.2, 0.2, 0.2, 0.2
 74594317, 1, 285.5192, 14.26516, 216.1697, 288.1697, 0.1696694, 72.16967, 144.1697, 0.2, 0.2, 0.2, 0.2, 0.2
 74694277, 0, 324.1519, 15.03143, 216.1771, 288.1771, 0.1770804, 72.17708, 144.1771, 0.2, 0.2, 0.2, 0.2, 0.2
 74694277, 1, 260.1217, 14.73396, 216.1736, 288.1736, 0.1735576, 72.17355, 144.1736, 0.2, 0.2, 0.2, 0.2, 0.2
 74794237, 0, 321.088, 14.90826, 216.1812, 288.1812, 0.1812095, 72.18121, 144.1812, 0.2, 0.2, 0.2, 0.2, 0.2
 74794237, 1, 310.3045, 14.55683, 216.1779, 288.1779, 0.1778568, 72.17786, 144.1779, 0.2, 0.2, 0.2, 0.2, 0.2
 74894197, 0, 321.8053, 14.93544, 216.1853, 288.1853, 0.1852764, 72.18528, 144.1853, 0.2, 0.2, 0.2, 0.2, 0.2
 74894197, 1, 343.8541, 14.42193, 216.1818, 288.1818, 0.181771, 72.18177, 144.1818, 0.2, 0.2, 0.2, 0.2, 0.2
 74994157, 0, 320.982, 14.90331, 216.1896, 288.1896, 0.1895629, 72.18956, 144.1896, 0.2, 0.2, 0.2, 0.2, 0.2
 74994157, 1, 359.6003, 14.25994, 216.1858, 288.1859, 0.1858335, 72.18583, 144.1858, 0.2, 0.2, 0.2, 0.2, 0.2
 75094117, 0, 323.6895, 15.01046, 216.1937, 288.1937, 0.1936843, 72.19369, 144.1937, 0.2, 0.2, 0.2, 0.2, 0.2
 75094117, 1, 358.2362, 14.26148, 216.1899, 288.1899, 0.1899151, 72.18992, 144.1899, 0.2, 0.2, 0.2, 0.2, 0.2
 75194077, 0, 323.9489, 15.02105, 216.1979, 288.1979, 0.1979019, 72.1979, 144.1979, 0.2, 0.2, 0.2, 0.2, 0.2
 75194077, 1, 330.4913, 14.78928, 216.1946, 288.1946, 0.1946055, 72.19461, 144.1946, 0.2, 0.2, 0.2, 0.2, 0.2
 75294037, 0, 324.2302, 15.02969, 216.2022, 288.2022, 0.2021843, 72.20218, 144.2022, 0.2, 0.2, 0.2, 0.2, 0.2
 75294037, 1, 312.3722, 14.61184, 216.199, 288.199, 0.1990102, 72.19901, 144.199, 0.2, 0.2, 0.2, 0.2, 0.2
 75393997, 0, 324.3044, 15.02679, 216.2062, 288.2062, 0.2062181, 72.20622, 144.2062, 0.2, 0.2, 0.2, 0.2, 0.2
 75393997, 1, 327.7651, 14.88867, 216.203, 288.2031, 0.2030441, 72.20304, 144.203, 0.2, 0.2, 0.2, 0.2, 0.2
 75493957, 0, 321.9152, 14.93715, 216.2104, 288.2104, 0.2104241, 72.21043, 144.2104, 0.2, 0.2, 0.2, 0.2, 0.2
 75493957, 1, 326.0425, 14.95539, 216.2078, 288.2078, 0.2078366, 72.20784, 144.2078, 0.2, 0.2, 0.2, 0.2, 0.2
 75593917, 0, 321.8322, 14.93373, 216.2149, 288.2149, 0.2148731, 72.21487, 144.2149, 0.2, 0.2, 0.2, 0.2, 0.2
 75593917, 1, 334.6302, 14.6531, 216.2119, 288.2119, 0.2118545, 72.21185, 144.2119, 0.2, 0.2, 0.2, 0.2, 0.2
 75693877, 0, 321.8525, 14.9338, 216.2192, 288.2192, 0.2191749, 72.21918, 144.2192, 0.2, 0.2, 0.2, 0.2, 0.2
 75693877, 1, 313.7269, 14.65038, 216.2159, 288.2158, 0.21584, 72.21584, 144.2158, 0.2, 0.2, 0.2, 0.2, 0.2
 75793837, 0, 321.9089, 14.93588, 216.2233, 288.2233, 0.2233033, 72.2233, 144.2233, 0.2, 0.2, 0.2, 0.2, 0.2
 75793837, 1, 306.8317, 14.46794, 216.2197, 288.2197, 0.2196766, 72.21967, 144.2197, 0.2, 0.2, 0.2, 0.2, 0.2
 75893797, 0, 321.5771, 14.92215, 216.2276, 288.2276, 0.2275869, 72.22758, 144.2276, 0.2, 0.2, 0.2, 0.2, 0.2
 75893797, 1, 310.8271, 14.56623, 216.2243, 288.2243, 0.2243331, 72.22433, 144.2243, 0.2, 0.2, 0.2, 0.2, 0.2
 75993757, 0, 321.2955, 14.91107, 216.2318, 288.2318, 0.2317497, 72.23175, 144.2318, 0.2, 0.2, 0.2, 0.2, 0.2
 75993757, 1, 309.0565, 14.52001, 216.2284, 288.2284, 0.2283543, 72.22836, 144.2283, 0.2, 0.2, 0.2, 0.2, 0.2
 76093717, 0, 322.8133, 14.97031, 216.2361, 288.2361, 0.2361131, 72.23611, 144.2361, 0.2, 0.2, 0.2, 0.2, 0.2
 76093717, 1, 324.4258, 15.02065, 216.2325, 288.2325, 0.2324954, 72.2325, 144.2325, 0.2, 0.2, 0.2, 0.2, 0.2
 76193677, 0, 322.0076, 14.93803, 216.2403, 288.2403, 0.2403147, 72.24032, 144.2403, 0.2, 0.2, 0.2, 0.2, 0.2
 76193677, 1, 325.3652, 14.98218, 216.2359, 288.2358, 0.2358563, 72.23586, 144.2359, 0.2, 0.2, 0.2, 0.2, 0.2
 76293637, 0, 323.8633, 15.01235, 216.2446, 288.2446, 0.2445634, 72.24456, 144.2446, 0.2, 0.2, 0.2, 0.2, 0.2
 76293637, 1, 330.2799, 14.79505, 216.2401, 288.2401, 0.2401293, 72.24013, 144.2401, 0.2, 0.2, 0.2, 0.2, 0.2
 76394430, 0, 322.1334, 14.94213, 216.249, 288.249, 0.2490437, 72.24905, 144.2491, 0.2, 0.2, 0.2, 0.2, 0.2
 76394430, 1, 331.1147, 14.76613, 216.2452, 288.2452, 0.2451696, 72.24517, 144.2452, 0.2, 0.2, 0.2, 0.2, 0.2
 76494390, 0, 322.8132, 14.96855, 216.2535, 288.2535, 0.2534769, 72.25348, 144.2535, 0.2, 0.2, 0.2, 0.2, 0.2
 76494390, 1, 328.0789, 14.8753, 216.2491, 288.2491, 0.2491502, 72.24915, 144.2492, 0.2, 0.2, 0.2, 0.2, 0.2
 76594350, 0, 322.8168, 14.96856, 216.2576, 288.2576, 0.2575835, 72.25758, 144.2576, 0.2, 0.2, 0.2, 0.2, 0.2
 76594350, 1, 322.5691, 14.95875, 216.2538, 288.2538, 0.2537479, 72.25375, 144.2537, 0.2, 0.2, 0.2, 0.2, 0.2
 76694310, 0, 321.8136, 14.92795, 216.2617, 288.2617, 0.2617412, 72.26174, 144.2617, 0.2, 0.2, 0.2, 0.2, 0.2
 76694310, 1, 317.5935, 14.77214, 216.2581, 288.2581, 0.2581369, 72.25813, 144.2581, 0.2, 0.2, 0.2, 0.2, 0.2
 76794270, 0, 319.943, 14.85631, 216.2659, 288.2659, 0.2658597, 72.26586, 144.2659, 0.2, 0.2, 0.2, 0.2, 0.2
 76794270, 1, 315.0515, 14.68749, 216.2626, 288.2626, 0.2625727, 72.26257, 144.2626, 0.2, 0.2, 0.2, 0.2, 0.2
 76894230, 0, 319.726, 14.84756, 216.2702, 288.2702, 0.2701895, 72.27019, 144.2702, 0.2, 0.2, 0.2, 0.2, 0.2
 76894230, 1, 314.7617, 14.67762, 216.2673, 288.2673, 0.2672943, 72.2673, 144.2673, 0.2, 0.2, 0.2, 0.2, 0.2
 76994190, 0, 320.2267, 14.86607, 216.2745, 288.2745, 0.274548, 72.27455, 144.2746, 0.2, 0.2, 0.2, 0.2, 0.2
 76994190, 1, 317.4631, 14.76666, 216.272, 288.272, 0.2720428, 72.27204, 144.272, 0.2, 0.2, 0.2, 0.2, 0.2
 77094150, 0, 319.8963, 14.85302, 216.2789, 288.2789, 0.2789038, 72.27891, 144.2789, 0.2, 0.2, 0.2, 0.2, 0.2
 77094150, 1, 319.1706, 14.82646, 216.2766, 288.2766, 0.2765665, 72.27657, 144.2766, 0.2, 0.2, 0.2, 0.2, 0.2
 77194110, 0, 321.1045, 14.89856, 216.2832, 288.2831, 0.2831602, 72.28316, 144.2832, 0.2, 0.2, 0.2, 0.2, 0.2
 77194110, 1, 320.9564, 14.89298, 216.2813, 288.2813, 0.2813182, 72.28132, 144.2813, 0.2, 0.2, 0.2, 0.2, 0.2
 77294070, 0, 321.0454, 14.89558, 216.2875, 288.2875, 0.2874745, 72.28748, 144.2875, 0.2, 0.2, 0.2, 0.2, 0.2
 77294070, 1, 320.8337, 14.88759, 216.2854, 288.2854, 0.2853714, 72.28538, 144.2854, 0.2, 0.2, 0.2, 0.2, 0.2
 77394030, 0, 321.4798, 14.91221, 216.2918, 288.2918, 0.2918094, 72.29181, 144.2918, 0.2, 0.2, 0.2, 0.2, 0.2
 77394030, 1, 319.808, 14.84888, 216.2899, 288.2899, 0.2898818, 72.28988, 144.2899, 0.2, 0.2, 0.2, 0.2, 0.2
 77493990, 0, 321.2391, 14.90219, 216.2961, 288.2961, 0.2961023, 72.2961, 144.2961, 0.2, 0.2, 0.2, 0.2, 0.2
 77493990, 1, 321.2142, 14.90135, 216.2941, 288.2941, 0.2941458, 72.29414, 144.2941, 0.2, 0.2, 0.2, 0.2, 0.2
 77593950, 0, 320.6432, 14.87925, 216.3006, 288.3005, 0.300546, 72.30054, 144.3006, 0.2, 0.2, 0.2, 0.2, 0.2
 77593950, 1, 324.0935, 15.01661, 216.2987, 288.2987, 0.2986947, 72.29869, 144.2987, 0.2, 0.2, 0.2, 0.2, 0.2
 77693910, 0, 320.7959, 14.88435, 216.3047, 288.3047, 0.3047311, 72.30473, 144.3047, 0.2, 0.2, 0.2, 0.2, 0.2
 77693910, 1, 325.1534, 14.98946, 216.3029, 288.3029, 0.3029251, 72.30293, 144.3029, 0.2, 0.2, 0.2, 0.2, 0.2
 77793870, 0, 321.9727, 14.92978, 216.3092, 288.3092, 0.3091661, 72.30917, 144.3092, 0.2, 0.2, 0.2, 0.2, 0.2
 77793870, 1, 325.251, 14.98567, 216.3072, 288.3072, 0.307203, 72.30721, 144.3072, 0.2, 0.2, 0.2, 0.2, 0.2
 77893830, 0, 322.852, 14.96408, 216.3135, 288.3135, 0.3135335, 72.31354, 144.3135, 0.2, 0.2, 0.2, 0.2, 0.2
 77893830, 1, 326.0588, 14.95268, 216.3117, 288.3117, 0.3116814, 72.31168, 144.3117, 0.2, 0.2, 0.2, 0.2, 0.2
 77993790, 0, 323.6032, 14.99449, 216.3178, 288.3178, 0.3178375, 72.31784, 144.3178, 0.2, 0.2, 0.2, 0.2, 0.2
 77993790, 1, 321.5771, 14.91358, 216.3159, 288.3159, 0.3159242, 72.31593, 144.3159, 0.2, 0.2, 0.2, 0.2, 0.2
 78093750, 0, 321.3533, 14.90403, 216.3222, 288.3222, 0.322218, 72.32222, 144.3222, 0.2, 0.2, 0.2, 0.2, 0.2
 78093750, 1, 319.9224, 14.84992, 216.3203, 288.3203, 0.3203214, 72.32033, 144.3203, 0.2, 0.2, 0.2, 0.2, 0.2
 78193710, 0, 315.0769, 14.68256, 216.3266, 288.3266, 0.3266375, 72.32664, 144.3266, 0.2, 0.2, 0.2, 0.2, 0.2
 78193710, 1, 316.3777, 14.725, 216.3247, 288.3247, 0.3247001, 72.3247, 144.3247, 0.2, 0.2, 0.2, 0.2, 0.2
 78293670, 0, 89.56118, 14.43096, 216.3308, 288.3308, 0.3308176, 72.33081, 144.3308, 0.2, 0.2, 0.2, 0.2, 0.2
 78293670, 1, 89.67072, 14.43334, 216.3297, 288.3297, 0.3297631, 72.32976, 144.3297, 0.2, 0.2, 0.2, 0.2, 0.2
 78393630, 0, 89.91781, 14.43842, 216.334, 288.334, 0.3340661, 72.33403, 144.334, 0.2, 0.2, 0.2, 0.2, 0.2
 78393630, 1, 89.92568, 14.43869, 216.3322, 288.3323, 0.3323085, 72.33227, 144.3322, 0.2, 0.2, 0.2, 0.2, 0.2
 78494423, 0, 186.5535, 14.78094, 216.3313, 288.3268, 0.3350866, 72.34476, 144.3424, 0.2000748, 0.1999826, 0.1999144, 0.1999646, 0.2000636
 78494423, 1, 187.0386, 14.76407, 216.3296, 288.325, 0.3331344, 72.34267, 144.3405, 0.2000737, 0.1999836, 0.1999162, 0.1999646, 0.2000619
 78594383, 0, 186.5546, 14.781, 216.3335, 288.3289, 0.3372425, 72.34692, 144.3446, 0.2000748, 0.1999826, 0.1999144, 0.1999646, 0.2000636
 78594383, 1, 187.0396, 14.76412, 216.3314, 288.3269, 0.3349896, 72.34452, 144.3423, 0.2000737, 0.1999836, 0.1999162, 0.1999646, 0.2000619
 78694343, 0, 236.9249, 14.50608, 216.3414, 288.3357, 0.3354656, 72.34098, 144.3446, 0.2000429, 0.2000286, 0.1999748, 0.1999558, 0.1999979
 78694343, 1, 242.1648, 14.65172, 216.34, 288.334, 0.3332244, 72.33866, 144.3428, 0.2000423, 0.2000326, 0.1999778, 0.1999537, 0.1999936
 78794303, 0, 236.9137, 14.50582, 216.3419, 288.3362, 0.3359845, 72.34149, 144.3452, 0.2000429, 0.2000286, 0.1999748, 0.1999558, 0.1999979
 78794303, 1, 242.1555, 14.65145, 216.3405, 288.3346, 0.333772, 72.3392, 144.3434, 0.2000423, 0.2000326, 0.1999778, 0.1999537, 0.1999936
 78894263, 0, 347.1482, 14.34643, 216.3697, 288.3737, 0.3306725, 72.3001, 144.3242, 0.1997654, 0.2001862, 0.2003498, 0.2000298, 0.1996689
 78894263, 1, 346.7498, 14.35246, 216.3697, 288.3735, 0.3282972, 72.29649, 144.3221, 0.1997559, 0.2001975, 0.2003663, 0.2000287, 0.1996516
 78994223, 0, 347.0853, 14.34744, 216.3685, 288.3723, 0.3292135, 72.29874, 144.3231, 0.1997654, 0.2001862, 0.2003498, 0.2000298, 0.1996689
 78994223, 1, 346.6901, 14.35346, 216.3688, 288.3724, 0.3270857, 72.29539, 144.3212, 0.1997559, 0.2001975, 0.2003663, 0.2000287, 0.1996516
 79094183, 0, 349.4575, 14.30367, 216.3922, 288.4032, 0.3225111, 72.26163, 144.3047, 0.1995313, 0.2003307, 0.2006735, 0.2000848, 0.1993797
 79094183, 1, 349.2164, 14.30603, 216.3936, 288.4047, 0.3199851, 72.25647, 144.302, 0.199511, 0.2003492, 0.2007053, 0.2000859, 0.1993486
 79194143, 0, 349.4558, 14.3037, 216.3908, 288.4018, 0.3210788, 72.2602, 144.3033, 0.1995313, 0.2003307, 0.2006735, 0.2000848, 0.1993797
 79194143, 1, 349.2147, 14.30606, 216.3922, 288.4034, 0.3186218, 72.2551, 144.3006, 0.199511, 0.2003492, 0.2007053, 0.2000859, 0.1993486
