Time,PSCN_TPN,PSCN_PN,PSCN_DVN,PSCN_TVN,PSCN_VN,PSCN_DAN,PSCN_TAN,PSCN_AN
 71693811, -0.006344051, -0.006344051, -0.001712914, -0.001712914, -0.001712914, 0, -5.455181E-06, -5.540418E-06
 71793771, -0.005711297, -0.005711297, -0.0008949976, -0.0008949976, -0.0008949976, 0, -5.455144E-06, -5.540381E-06
 71893731, -0.004889092, -0.004889092, 7.000997E-07, 7.000997E-07, 7.000997E-07, 0, -5.455119E-06, -5.540354E-06
 71993691, -0.004327303, -0.004327303, 0.0006230338, 0.0006230338, 0.0006230338, 0, -5.455086E-06, -5.540322E-06
 72093651, -0.003634957, -0.003634957, 0.001221454, 0.001221454, 0.001221454, 0, -5.455047E-06, -5.540282E-06
 72193611, -0.003170217, -0.003170217, 0.001579728, 0.001579728, 0.001579728, 0, -5.455013E-06, -5.540247E-06
 72294404, -0.002615725, -0.002615725, 0.001970546, 0.001970546, 0.001970546, 0, -5.454973E-06, -5.540207E-06
 72394364, -0.002254886, -0.002254886, 0.002127989, 0.002127989, 0.002127989, 0, -5.454944E-06, -5.540177E-06
 72494324, -0.001832898, -0.001832898, 0.002247648, 0.002247648, 0.002247648, 0, -5.454905E-06, -5.540138E-06
 72594284, -0.00157484, -0.00157484, 0.00228611, 0.00228611, 0.00228611, 0, -5.454863E-06, -5.540095E-06
 72694244, -0.001256124, -0.001256124, 0.002373354, 0.002373354, 0.002373354, 0, -5.454821E-06, -5.540052E-06
 72794204, -0.001071101, -0.001071101, 0.002338182, 0.002338182, 0.002338182, 0, -5.454779E-06, -5.540011E-06
 72894164, -0.0008364203, -0.0008364203, 0.002251253, 0.002251253, 0.002251253, 0, -5.454747E-06, -5.539978E-06
 72994124, -0.0007238596, -0.0007238596, 0.002102107, 0.002102107, 0.002102107, 0, -5.454709E-06, -5.539938E-06
 73094084, -0.0005656629, -0.0005656629, 0.001881902, 0.001881902, 0.001881902, 0, -5.454666E-06, -5.539895E-06
 73194044, -0.0005158603, -0.0005158603, 0.001666313, 0.001666313, 0.001666313, 0, -5.454625E-06, -5.539854E-06
 73294004, -0.0004131166, -0.0004131166, 0.001473375, 0.001473375, 0.001473375, 0, -5.454563E-06, -5.53979E-06
 73393964, -0.0004125254, -0.0004125254, 0.001137014, 0.001137014, 0.001137014, 0, -5.454523E-06, -5.53975E-06
 73493924, -0.0003592361, -0.0003592361, 0.0008665333, 0.0008665333, 0.0008665333, 0, -5.454488E-06, -5.539714E-06
 73593884, -0.0004051245, -0.0004051245, 0.0005581378, 0.0005581378, 0.0005581378, 0, -5.454449E-06, -5.539675E-06
 73693844, -0.0003867827, -0.0003867827, 0.0002032927, 0.0002032927, 0.0002032927, 0, -5.454401E-06, -5.539626E-06
 73793804, -0.0004754156, -0.0004754156, -0.0001893801, -0.0001893801, -0.0001893801, 0, -5.454355E-06, -5.539579E-06
 73893764, -0.0004881148, -0.0004881148, -0.0005079556, -0.0005079556, -0.0005079556, 0, -5.454304E-06, -5.539528E-06
 73993724, -0.000610745, -0.000610745, -0.000942505, -0.000942505, -0.000942505, 0, -5.45426E-06, -5.539483E-06
 74093684, -0.0006472704, -0.0006472704, -0.001287231, -0.001287231, -0.001287231, 0, -5.454217E-06, -5.53944E-06
 74193644, -0.0008051986, -0.0008051986, -0.001761904, -0.001761904, -0.001761904, 0, -5.454173E-06, -5.539395E-06
 74293604, -0.0008620463, -0.0008620463, -0.002103242, -0.002103242, -0.002103242, 0, -5.454111E-06, -5.539333E-06
 74394397, -0.001052472, -0.001052472, -0.002571659, -0.002571659, -0.002571659, 0, -5.454059E-06, -5.539278E-06
 74494357, -0.001129841, -0.001129841, -0.002991189, -0.002991189, -0.002991189, 0, -5.453992E-06, -5.53921E-06
 74594317, -0.001353669, -0.001353669, -0.00346226, -0.00346226, -0.00346226, 0, -5.453941E-06, -5.539159E-06
 74694277, -0.001436204, -0.001436204, -0.003859272, -0.003859272, -0.003859272, 0, -5.45388E-06, -5.539097E-06
 74794237, -0.001683844, -0.001683844, -0.004359466, -0.004359466, -0.004359466, 0, -5.45383E-06, -5.539046E-06
 74894197, -0.001775109, -0.001775109, -0.004763064, -0.004763064, -0.004763064, 0, -5.453767E-06, -5.538983E-06
 74994157, -0.002048329, -0.002048329, -0.005266706, -0.005266706, -0.005266706, 0, -5.453714E-06, -5.538928E-06
 75094117, -0.002141369, -0.002141369, -0.005582809, -0.005582809, -0.005582809, 0, -5.453652E-06, -5.538865E-06
 75194077, -0.002436478, -0.002436478, -0.006062849, -0.006062849, -0.006062849, 0, -5.45359E-06, -5.538803E-06
 75294037, -0.002530856, -0.002530856, -0.006370268, -0.006370268, -0.006370268, 0, -5.453541E-06, -5.538752E-06
 75393997, -0.002841941, -0.002841941, -0.006882631, -0.006882631, -0.006882631, 0, -5.45348E-06, -5.53869E-06
 75493957, -0.002947971, -0.002947971, -0.007241982, -0.007241982, -0.007241982, 0, -5.453405E-06, -5.538615E-06
 75593917, -0.003286334, -0.003286334, -0.007757506, -0.007757506, -0.007757506, 0, -5.453338E-06, -5.538547E-06
 75693877, -0.003395879, -0.003395879, -0.008154607, -0.008154607, -0.008154607, 0, -5.453282E-06, -5.538489E-06
 75793837, -0.003768123, -0.003768123, -0.008664815, -0.008664815, -0.008664815, 0, -5.453215E-06, -5.538422E-06
 75893797, -0.003882244, -0.003882244, -0.009025902, -0.009025902, -0.009025902, 0, -5.453155E-06, -5.538361E-06
 75993757, -0.004278835, -0.004278835, -0.009578139, -0.009578139, -0.009578139, 0, -5.453083E-06, -5.538287E-06
 76093717, -0.004396714, -0.004396714, -0.009894155, -0.009894155, -0.009894155, 0, -5.453023E-06, -5.538226E-06
 76193677, -0.004815531, -0.004815531, -0.01046239, -0.01046239, -0.01046239, 0, -5.452958E-06, -5.538161E-06
 76293637, -0.004934724, -0.004934724, -0.0107665, -0.0107665, -0.0107665, 0, -5.452881E-06, -5.538083E-06
 76394430, -0.005388877, -0.005388877, -0.01132809, -0.01132809, -0.01132809, 0, -5.452805E-06, -5.538006E-06
 76494390, -0.005505661, -0.005505661, -0.01163085, -0.01163085, -0.01163085, 0, -5.452749E-06, -5.537948E-06
 76594350, -0.005971309, -0.005971309, -0.01218391, -0.01218391, -0.01218391, 0, -5.452689E-06, -5.537887E-06
 76694310, -0.006081426, -0.006081426, -0.01241207, -0.01241207, -0.01241207, 0, -5.452632E-06, -5.537829E-06
 76794270, -0.006564649, -0.006564649, -0.01302888, -0.01302888, -0.01302888, 0, -5.452565E-06, -5.537761E-06
 76894230, -0.006670231, -0.006670231, -0.01321618, -0.01321618, -0.01321618, 0, -5.452492E-06, -5.537688E-06
 76994190, -0.007620855, -0.007170314, -0.01212479, -0.01257533, -0.01379303, 0.02424958, 0.0313592, 0.008485121
 77094150, -0.008719518, -0.007268594, -0.00992196, -0.01137288, -0.01403343, 0.01984392, 0.03206024, 0.02017654
 77194110, -0.009618574, -0.007775893, -0.00811934, -0.00996202, -0.01456594, 0.01623868, 0.03413071, 0.02648438
 77294070, -0.01035429, -0.007864861, -0.006644219, -0.009133649, -0.01477033, 0.01328844, 0.03111188, 0.02907751
 77394030, -0.01095634, -0.00839176, -0.005437099, -0.00800168, -0.01529661, 0.0108742, 0.03392716, 0.03041355
 77493990, -0.01144901, -0.008466934, -0.004449288, -0.007431367, -0.01545981, 0.008898576, 0.03156596, 0.03128297
 77593950, -0.01185218, -0.009019559, -0.003640941, -0.006473558, -0.01598874, 0.007281882, 0.03518035, 0.03190621
 77693910, -0.01218209, -0.009086712, -0.002979456, -0.006074836, -0.01620695, 0.005958911, 0.03379621, 0.03275537
 77793870, -0.01245207, -0.009647162, -0.002438148, -0.005243055, -0.01692301, 0.004876297, 0.03946246, 0.03435479
 77893830, -0.012673, -0.009738472, -0.001995185, -0.004929709, -0.0174579, 0.00399037, 0.03975122, 0.03684351
 77993790, -0.01285379, -0.01037973, -0.001632701, -0.004106757, -0.0184575, 0.003265401, 0.04683131, 0.04001819
 78093750, -0.01300173, -0.01051497, -0.001336072, -0.003822833, -0.01896087, 0.002672144, 0.04657209, 0.0432287
 78193710, -0.01312279, -0.01121921, -0.001093335, -0.002996917, -0.01952109, 0.002186669, 0.05185358, 0.04641782
 78293670, -0.01322186, -0.01114308, -0.0008946978, -0.002973482, -0.01559809, 0.001789396, 0.02679318, 0.04339008
 78393630, -0.01330294, -0.01108332, -0.0007321492, -0.002951769, -0.009598898, 0.001464298, 0.003765836, 0.02876575
 78494423, -0.01336928, -0.00965038, -0.0005991323, -0.00431803, -0.002127134, 0.001198265, -0.02599755, 0.008680996
 78594383, -0.01342357, -0.008065445, -0.000490282, -0.005848404, 0.004611777, 0.0009805639, -0.04319606, -0.01335005
 78694343, -0.01346799, -0.0052295, -0.0004012076, -0.008639701, 0.01032374, 0.0008024152, -0.06187271, -0.03335038
 78794303, -0.01350435, -0.002550747, -0.0003283163, -0.01128192, 0.0132554, 0.0006566326, -0.06480394, -0.04842009
 78894263, -0.0135341, 0.001197661, -0.0002686678, -0.01500043, 0.01494721, 0.0005373356, -0.07545796, -0.05953965
 78994223, -0.01355844, 0.004345817, -0.0002198563, -0.01812411, 0.01454184, 0.0004397126, -0.07434092, -0.06728756
 79094183, -0.01357836, 0.008029424, -0.0001799128, -0.0217877, 0.01360121, 0.0003598255, -0.08108255, -0.07264619
 79194143, -0.01359467, 0.0108954, -0.0001472262, -0.02463729, 0.0112119, 0.0002944524, -0.07760561, -0.07598624
 79294103, -0.01360801, 0.01435988, -0.0001204782, -0.02808837, 0.008891211, 0.0002409564, -0.08386221, -0.07854234
 79394063, -0.01361892, 0.01684191, -9.858976E-05, -0.03055943, 0.005532125, 0.0001971795, -0.07919724, -0.07999736
 79494023, -0.01362786, 0.0200048, -8.067801E-05, -0.03371333, 0.002604987, 0.000161356, -0.08570907, -0.08145169
 79593983, -0.01363517, 0.02205217, -6.602045E-05, -0.03575336, -0.001058107, 0.0001320409, -0.08035338, -0.08164727
 79693943, -0.01364115, 0.02487699, -5.402586E-05, -0.03857216, -0.004136423, 0.0001080517, -0.08678311, -0.08300659
 79793903, -0.01364605, 0.02646347, -4.421044E-05, -0.04015373, -0.008099258, 8.842088E-05, -0.0789681, -0.08292997
 79893863, -0.01365005, 0.02844625, -3.617829E-05, -0.04213248, -0.01162581, 7.235659E-05, -0.08035295, -0.08154289
 79993823, -0.01365333, 0.02918269, -2.960543E-05, -0.04286562, -0.01550555, 5.921087E-05, -0.07208633, -0.07899262
 80093783, -0.01365601, 0.03022061, -2.422672E-05, -0.04390085, -0.01856013, 4.845344E-05, -0.07339256, -0.07626091
 80193743, -0.01365821, 0.03011236, -1.982521E-05, -0.04379039, -0.02194739, 3.965043E-05, -0.06457577, -0.07275421
 80293703, -0.01366, 0.03076047, -1.622337E-05, -0.04443669, -0.02419492, 3.244674E-05, -0.06904091, -0.07055508
 80393663, -0.01366147, 0.03027548, -1.327591E-05, -0.04395023, -0.02690143, 2.655182E-05, -0.06056001, -0.06792688
 80493623, -0.01366268, 0.03054783, -1.086395E-05, -0.04422138, -0.02848703, 2.172789E-05, -0.06521615, -0.06603657
 80594416, -0.01366366, 0.02970647, -8.890184E-06, -0.04337902, -0.03064084, 1.778037E-05, -0.05626901, -0.06381073
 80694376, -0.01366447, 0.02962042, -7.275015E-06, -0.04329216, -0.03176041, 1.455003E-05, -0.0600705, -0.06186971
 80794336, -0.01366513, 0.02849765, -5.95329E-06, -0.04216873, -0.03349613, 1.190658E-05, -0.0508053, -0.05891687
 80894296, -0.01366566, 0.02816576, -4.871697E-06, -0.0418363, -0.03432261, 9.743395E-06, -0.05428438, -0.05684447
 80994256, -0.01366611, 0.02682925, -3.986608E-06, -0.04049934, -0.03562632, 7.973216E-06, -0.0455634, -0.05370719
 81094216, -0.01366647, 0.0263532, -3.262322E-06, -0.04002293, -0.03576093, 6.524645E-06, -0.05114795, -0.051946
 81194176, -0.01366676, 0.02492999, -2.669624E-06, -0.03859942, -0.03640685, 5.339248E-06, -0.04360204, -0.05003905
 81294136, -0.01366701, 0.02443298, -2.184607E-06, -0.03810217, -0.03612889, 4.369214E-06, -0.04885739, -0.04868972
 81394096, -0.0136672, 0.02298394, -1.787708E-06, -0.03665293, -0.03647159, 3.575415E-06, -0.04138556, -0.04719937
 81494056, -0.01366736, 0.02249187, -1.462917E-06, -0.0361607, -0.03591021, 2.925834E-06, -0.04698955, -0.0460021
 81594016, -0.0136675, 0.02108978, -1.197135E-06, -0.03475848, -0.03601035, 2.39427E-06, -0.03978394, -0.04489348
 81693976, -0.01366761, 0.0202543, -9.796395E-07, -0.03392288, -0.03565383, 1.959279E-06, -0.04134035, -0.04351759
 81793936, -0.0136677, 0.01855612, -8.016588E-07, -0.03222462, -0.03575553, 1.603318E-06, -0.03355821, -0.04053935
 81893896, -0.01366777, 0.01760912, -6.560136E-07, -0.03127754, -0.03486707, 1.312027E-06, -0.03833064, -0.03890986
 81993856, -0.01366783, 0.01592595, -5.368291E-07, -0.02959431, -0.03431872, 1.073658E-06, -0.03319709, -0.0376758
 82093816, -0.01366788, 0.01469196, -4.392981E-07, -0.02836028, -0.03332786, 8.785962E-07, -0.03458604, -0.03628841
 82193776, -0.01366792, 0.01283804, -3.594865E-07, -0.02650632, -0.03269769, 7.18973E-07, -0.02887052, -0.03406323
 82293736, -0.01366795, 0.01163572, -2.94175E-07, -0.02530397, -0.03145264, 5.8835E-07, -0.0320881, -0.03296791
 82393696, -0.01366798, 0.009867978, -2.407293E-07, -0.02353619, -0.03068331, 4.814586E-07, -0.02665141, -0.03157207
 82493656, -0.013668, 0.008426664, -1.969936E-07, -0.02209486, -0.02962684, 3.939873E-07, -0.02664732, -0.02928805
 82593616, -0.01366801, 0.006524879, -1.612039E-07, -0.02019305, -0.02878969, 3.224077E-07, -0.02184605, -0.02692374
 82694409, -0.01366803, 0.004735163, -1.319163E-07, -0.01840333, -0.02786615, 2.638326E-07, -0.01947249, -0.02393287
 82794369, -0.01366804, 0.00263652, -1.079498E-07, -0.01630467, -0.02702726, 2.158995E-07, -0.01460335, -0.02052981
 82894329, -0.01366805, 0.001005379, -8.833747E-08, -0.01467352, -0.02551747, 1.766749E-07, -0.01714149, -0.0190746
 82994289, -0.01366806, -0.0008655928, -7.228834E-08, -0.01280254, -0.02401549, 1.445767E-07, -0.01531529, -0.01810247
 83094249, -0.01366807, -0.002504067, -5.9155E-08, -0.01116406, -0.02245305, 1.1831E-07, -0.01484941, -0.01761034
 83194209, -0.01366807, -0.004310951, -4.840772E-08, -0.009357167, -0.02124221, 9.681543E-08, -0.01089305, -0.01544445
 83294169, -0.01366808, -0.005685617, -3.961301E-08, -0.007982498, -0.01970672, 7.922601E-08, -0.0124459, -0.01441579
 83394129, -0.01366808, -0.007203524, -3.241612E-08, -0.006464587, -0.01846472, 6.483224E-08, -0.009703357, -0.01335323
 83494089, -0.01366808, -0.008179725, -2.652676E-08, -0.005488384, -0.01684659, 5.305353E-08, -0.01270648, -0.01285164
 83594049, -0.01366808, -0.009331592, -2.170738E-08, -0.004336514, -0.01547143, 4.341477E-08, -0.01124933, -0.01280357
 83694009, -0.01366809, -0.009859509, -1.776359E-08, -0.003808595, -0.01376297, 3.552717E-08, -0.01566611, -0.01275638
 83793969, -0.01366809, -0.01055239, -1.45363E-08, -0.003115712, -0.01235167, 2.90726E-08, -0.01474708, -0.01386845
 83893929, -0.01366809, -0.010657, -1.189535E-08, -0.0030111, -0.01084317, 2.379069E-08, -0.01897269, -0.01482145
 83993889, -0.01366809, -0.01101149, -9.7342E-09, -0.002656613, -0.009642095, 1.94684E-08, -0.01873344, -0.01610584
 84093849, -0.01366809, -0.01072527, -7.965692E-09, -0.002942832, -0.008056791, 1.593138E-08, -0.02486767, -0.01877268
 84193809, -0.01366809, -0.01072724, -6.518487E-09, -0.002940862, -0.007164211, 1.303697E-08, -0.02364267, -0.02151282
 84293769, -0.01366809, -0.01017365, -5.334211E-09, -0.003494444, -0.006253871, 1.066842E-08, -0.02726684, -0.02319504
 84393729, -0.01366809, -0.009987454, -4.365093E-09, -0.003680644, -0.005946642, 8.730186E-09, -0.02511758, -0.02430028
 84493689, -0.01366809, -0.009375108, -3.572044E-09, -0.004292988, -0.005539418, 7.144089E-09, -0.02790267, -0.02525656
 84593649, -0.01366809, -0.009162127, -2.923076E-09, -0.00450597, -0.00557705, 5.846152E-09, -0.02572579, -0.02584237
 84693609, -0.01366809, -0.008560163, -2.392012E-09, -0.005107934, -0.00536936, 4.784023E-09, -0.02867128, -0.02647682
 84794402, -0.01366809, -0.008371462, -1.957431E-09, -0.005296634, -0.00560245, 3.914863E-09, -0.02631378, -0.02697982
 84894362, -0.01366809, -0.007755911, -1.601806E-09, -0.005912185, -0.005577867, 3.203611E-09, -0.02912539, -0.02746452
 84994322, -0.01366809, -0.00756094, -1.31079E-09, -0.006107156, -0.005866776, 2.621579E-09, -0.02699744, -0.02776783
 85094282, -0.01313142, -0.006987187, 0, -0.006144228, -0.005873086, 0, -0.02934683, -0.02776805
 85194242, -0.01313142, -0.006827638, 0, -0.006303778, -0.006176543, 0, -0.02788365, -0.02792246
 85294202, -0.01313142, -0.006277571, 0, -0.006853845, -0.006387396, 0, -0.02971185, -0.02836107
 85394162, -0.01313142, -0.0061687, 0, -0.006962715, -0.006960392, 0, -0.02634107, -0.02846494
 85494122, -0.01313142, -0.00565877, 0, -0.007472645, -0.007222371, 0, -0.02868797, -0.02846525
 85594082, -0.01313142, -0.00559868, 0, -0.007532735, -0.007740667, 0, -0.02595047, -0.02846576
 85694042, -0.01313142, -0.005061193, 0, -0.008070222, -0.007885164, 0, -0.02910037, -0.02846603
 85794002, -0.01313142, -0.004981687, 0, -0.008149728, -0.008398194, 0, -0.02600349, -0.02846614
 85893962, -0.01313142, -0.004432798, 0, -0.008698617, -0.00867848, 0, -0.02833166, -0.02845992
 85993922, -0.01313142, -0.004372002, 0, -0.008759414, -0.009415319, 0, -0.02427144, -0.02800297
 86093882, -0.01313142, -0.003831188, 0, -0.009300228, -0.009712662, 0, -0.02710419, -0.02739333
 86193842, -0.01313142, -0.003804708, 0, -0.009326709, -0.0104239, 0, -0.02312918, -0.02687663
 86293802, -0.01313142, -0.003258233, 0, -0.009873183, -0.01039564, 0, -0.02787148, -0.02654947
 86393762, -0.01313142, -0.003199245, 0, -0.009932171, -0.01057458, 0, -0.02629152, -0.02672111
 86493722, -0.01313142, -0.002566602, 0, -0.01056481, -0.01032964, 0, -0.03084804, -0.02772366
 86593682, -0.01313142, -0.002437859, 0, -0.01069356, -0.01055262, 0, -0.02815488, -0.02828566
 86693642, -0.01313142, -0.001754464, 0, -0.01137695, -0.01029401, 0, -0.0328827, -0.02921094
 86794435, -0.01313142, -0.001594057, 0, -0.01153736, -0.01062005, 0, -0.02977039, -0.03003808
 86894395, -0.01313142, -0.0008634083, 0, -0.01226801, -0.01065976, 0, -0.03333047, -0.03085058
 86994355, -0.01313142, -0.0006920124, 0, -0.0124394, -0.01125129, 0, -0.02937357, -0.03101262
 87094315, -0.01313142, 1.848982E-05, 0, -0.01314991, -0.01141157, 0, -0.03308399, -0.0314598
 87194275, -0.01313142, 0.0001572397, 0, -0.01328866, -0.01197575, 0, -0.02973836, -0.0317842
 87294235, -0.01313142, 0.0008223372, 0, -0.01395375, -0.01215603, 0, -0.03326427, -0.03206632
 87394195, -0.01313142, 0.0008926521, 0, -0.01402407, -0.01293873, 0, -0.02858562, -0.03188293
 87494155, -0.01313142, 0.001919404, 0, -0.01505082, -0.01291181, 0, -0.036097, -0.03211579
 87594115, -0.01313142, 0.002253419, 0, -0.01538483, -0.01369239, 0, -0.03143823, -0.03274308
 87694075, -0.01313142, 0.003378117, 0, -0.01650953, -0.01376189, 0, -0.03801303, -0.03367955
 87794035, -0.01313142, 0.003759096, 0, -0.01689051, -0.01432967, 0, -0.0346117, -0.03496013
 87893995, -0.01313142, 0.004882548, 0, -0.01801396, -0.0144487, 0, -0.04019349, -0.03643301
 87993955, -0.01313142, 0.005214852, 0, -0.01834627, -0.01517565, 0, -0.03571866, -0.03723851
 88093915, -0.01313142, 0.006212786, 0, -0.0193442, -0.01536555, 0, -0.04093317, -0.03805804
 88193875, -0.01313142, 0.006424884, 0, -0.0195563, -0.01620947, 0, -0.03575328, -0.03827407
 88293835, -0.01313142, 0.00765749, 0, -0.0207889, -0.01619796, 0, -0.04426915, -0.03955916
 88393795, -0.01313142, 0.00802425, 0, -0.02115567, -0.01700373, 0, -0.03927666, -0.04064133
 88493755, -0.01313142, 0.009643198, 0, -0.02277461, -0.01714499, 0, -0.04809928, -0.04249147
 88593715, -0.01313142, 0.01024452, 0, -0.02337594, -0.01800968, 0, -0.04354827, -0.04388498
 88693675, -0.01313142, 0.01183688, 0, -0.02496829, -0.01841993, 0, -0.05025132, -0.04561961
 88793635, -0.01313142, 0.01233669, 0, -0.02546811, -0.01979403, 0, -0.04309245, -0.04609868
 88894428, -0.01313142, 0.01363486, 0, -0.02676628, -0.02073019, 0, -0.04693311, -0.04555437
 88994388, -0.01313142, 0.01383087, 0, -0.02696228, -0.02235384, 0, -0.03930508, -0.04452251
 89094348, -0.01313142, 0.01477147, 0, -0.02790289, -0.02318894, 0, -0.044152, -0.04359616
 89194308, -0.01313142, 0.01463221, 0, -0.02776362, -0.02455855, 0, -0.03698413, -0.04248972
 89294268, -0.01313142, 0.01524628, 0, -0.0283777, -0.02516557, 0, -0.04157116, -0.04137482
 89394228, -0.01313142, 0.01483172, 0, -0.02796314, -0.02623846, 0, -0.03466098, -0.04004792
 89494188, -0.01313142, 0.01519216, 0, -0.02832358, -0.02638971, 0, -0.04013273, -0.03899616
 89594148, -0.01313142, 0.01458845, 0, -0.02771986, -0.0271237, 0, -0.03353746, -0.03818143
 89694108, -0.01313142, 0.01488945, 0, -0.02802086, -0.02709114, 0, -0.03890987, -0.03759329
 89794068, -0.01313142, 0.01422261, 0, -0.02735402, -0.02763412, 0, -0.03245912, -0.03690238
 89894028, -0.01313142, 0.01445713, 0, -0.02758854, -0.02745487, 0, -0.03775182, -0.03648808
 89993988, -0.01313142, 0.01376147, 0, -0.02689288, -0.02782075, 0, -0.03175664, -0.03599007
 90093948, -0.01313142, 0.01394799, 0, -0.02707941, -0.02746595, 0, -0.03795144, -0.03581462
 90193908, -0.01313142, 0.01324605, 0, -0.02637747, -0.02767752, 0, -0.031601, -0.03557551
 90293868, -0.01313142, 0.01345025, 0, -0.02658167, -0.02717363, 0, -0.03757962, -0.03543325
 90393828, -0.01313142, 0.01275368, 0, -0.02588509, -0.02743905, 0, -0.03074184, -0.03495495
 90493788, -0.01313142, 0.01297177, 0, -0.02610319, -0.02705971, 0, -0.03621292, -0.03447504
 90593748, -0.01313142, 0.01228279, 0, -0.02541421, -0.02728348, 0, -0.02995762, -0.03400862
 90693708, -0.01313142, 0.01253164, 0, -0.02566306, -0.02682001, 0, -0.03603282, -0.03396846
 90793668, -0.01313142, 0.01187525, 0, -0.02500666, -0.02695379, 0, -0.03020138, -0.03365218
 90893628, -0.01313142, 0.01212901, 0, -0.02526043, -0.02647356, 0, -0.03587545, -0.03341236
 90994421, -0.01313142, 0.01146136, 0, -0.02459278, -0.02656161, 0, -0.03019952, -0.03328568
 91094381, -0.01313142, 0.0117411, 0, -0.02487251, -0.02609689, 0, -0.03561353, -0.03353692
 91194341, -0.01313142, 0.01111784, 0, -0.02424926, -0.02631379, 0, -0.0290809, -0.03291782
 91294301, -0.01313142, 0.0114156, 0, -0.02454702, -0.0258715, 0, -0.03491567, -0.03307028
 91394261, -0.01313142, 0.01080697, 0, -0.02393839, -0.02610838, 0, -0.02850186, -0.03242628
 91494221, -0.01313142, 0.01112871, 0, -0.02426013, -0.0255904, 0, -0.0349503, -0.03267608
 91594181, -0.01313142, 0.01055292, 0, -0.02368433, -0.02569827, 0, -0.02928079, -0.03250246
 91694141, -0.01313142, 0.01091498, 0, -0.02404639, -0.0251929, 0, -0.03538382, -0.03252826
 91794101, -0.01313142, 0.01039371, 0, -0.02352513, -0.02535817, 0, -0.02931721, -0.03224959
 91894061, -0.01313142, 0.01077711, 0, -0.02390853, -0.02497505, 0, -0.03484068, -0.03261359
 91994021, -0.01313142, 0.01024959, 0, -0.023381, -0.02513919, 0, -0.02912828, -0.0322872
 92093981, -0.01313142, 0.01061101, 0, -0.02374242, -0.02476419, 0, -0.03460987, -0.03234454
 92193941, -0.01313142, 0.01005322, 0, -0.02318464, -0.0249464, 0, -0.02877009, -0.03198166
 92293901, -0.01313142, 0.01041619, 0, -0.0235476, -0.02455537, 0, -0.03441016, -0.03206065
 92393861, -0.01313142, 0.009879943, 0, -0.02301136, -0.02479113, 0, -0.02847204, -0.03171948
 92493821, -0.01313142, 0.01023712, 0, -0.02336854, -0.02455483, 0, -0.03326603, -0.03141947
 92593781, -0.01313142, 0.00968754, 0, -0.02281896, -0.02483397, 0, -0.02734263, -0.0309709
 92693741, -0.01313142, 0.01005401, 0, -0.02318543, -0.02444302, 0, -0.03347949, -0.03142313
 92793701, -0.01313142, 0.009516527, 0, -0.02264794, -0.02474447, 0, -0.02698718, -0.03129332
 92893661, -0.01313142, 0.009889675, 0, -0.02302109, -0.02442341, 0, -0.03262202, -0.03132594
 92993621, -0.01313142, 0.009367459, 0, -0.02249887, -0.02448847, 0, -0.02791968, -0.03134514
 93094414, -0.01313142, 0.009997155, 0, -0.02312857, -0.02388155, 0, -0.03403945, -0.03197243
 93194374, -0.01313142, 0.009389188, 0, -0.0225206, -0.02405612, 0, -0.02799405, -0.03148958
 93294334, -0.01313142, 0.009718738, 0, -0.02285015, -0.02362607, 0, -0.03318631, -0.03074095
 93394294, -0.01313142, 0.009188303, 0, -0.02231972, -0.02375538, 0, -0.02844308, -0.03055394
