Time,VIBE_IMU,VIBE_VibeX,VIBE_VibeY,VIBE_VibeZ,VIBE_Clip
 73893764, 1, 0.005726362, 0.005365031, 0.005716459, 0
 73993724, 0, 0.002609289, 0.003109767, 0.003064041, 0
 73993724, 1, 0.005789566, 0.005286357, 0.005552499, 0
 74093684, 0, 0.003126424, 0.002660725, 0.002765689, 0
 74093684, 1, 0.00541885, 0.005725567, 0.005297991, 0
 74193644, 0, 0.00303673, 0.002840536, 0.003040548, 0
 74193644, 1, 0.006036349, 0.005430963, 0.005421575, 0
 74293604, 0, 0.003078933, 0.002892196, 0.002867413, 0
 74293604, 1, 0.005514148, 0.005617799, 0.005460353, 0
 74394397, 0, 0.003157873, 0.002554718, 0.002696366, 0
 74394397, 1, 0.005481809, 0.005656174, 0.005586342, 0
 74494357, 0, 0.002969061, 0.002667084, 0.002670659, 0
 74494357, 1, 0.005631226, 0.005535718, 0.005645844, 0
 74594317, 0, 0.002796008, 0.00261649, 0.002704257, 0
 74594317, 1, 0.005745503, 0.005555487, 0.005620635, 0
 74694277, 0, 0.00278964, 0.002702274, 0.002827413, 0
 74694277, 1, 0.005715854, 0.005201292, 0.005747263, 0
 74794237, 0, 0.002803255, 0.002892739, 0.002716698, 0
 74794237, 1, 0.005863488, 0.005472962, 0.005994722, 0
 74894197, 0, 0.002881185, 0.00271885, 0.003072207, 0
 74894197, 1, 0.005936119, 0.005698976, 0.005673669, 0
 74994157, 0, 0.003010369, 0.002639056, 0.002738375, 0
 74994157, 1, 0.005667338, 0.005466254, 0.005271974, 0
 75094117, 0, 0.002562872, 0.002814092, 0.002917126, 0
 75094117, 1, 0.005248121, 0.005943493, 0.005450175, 0
 75194077, 0, 0.002490148, 0.002719725, 0.002779295, 0
 75194077, 1, 0.005587427, 0.005785504, 0.00570817, 0
 75294037, 0, 0.002934039, 0.002791821, 0.002641578, 0
 75294037, 1, 0.005747582, 0.005483376, 0.005891209, 0
 75393997, 0, 0.002983848, 0.002968233, 0.002917465, 0
 75393997, 1, 0.005738216, 0.005555592, 0.005874487, 0
 75493957, 0, 0.002789946, 0.003145188, 0.00265966, 0
 75493957, 1, 0.005588715, 0.005537372, 0.00594812, 0
 75593917, 0, 0.002836307, 0.00269322, 0.002806797, 0
 75593917, 1, 0.005687255, 0.005401969, 0.005718889, 0
 75693877, 0, 0.002571823, 0.00279539, 0.002738444, 0
 75693877, 1, 0.005544486, 0.005355349, 0.005515204, 0
 75793837, 0, 0.002537913, 0.00263699, 0.002742006, 0
 75793837, 1, 0.005710852, 0.005123752, 0.005702553, 0
 75893797, 0, 0.002634484, 0.003113023, 0.002839641, 0
 75893797, 1, 0.005613276, 0.004991391, 0.005577588, 0
 75993757, 0, 0.002598117, 0.002865694, 0.002956851, 0
 75993757, 1, 0.005734667, 0.005370781, 0.006001491, 0
 76093717, 0, 0.002608343, 0.002694836, 0.002843766, 0
 76093717, 1, 0.005831346, 0.005476851, 0.005744523, 0
 76193677, 0, 0.002548838, 0.002647087, 0.002949547, 0
 76193677, 1, 0.005379068, 0.005583983, 0.005778032, 0
 76293637, 0, 0.002713347, 0.002918322, 0.002881689, 0
 76293637, 1, 0.005505571, 0.005848983, 0.005407136, 0
 76394430, 0, 0.002769652, 0.002779093, 0.002731103, 0
 76394430, 1, 0.00610526, 0.005817234, 0.005734227, 0
 76494390, 0, 0.002785713, 0.002819667, 0.00265018, 0
 76494390, 1, 0.005970963, 0.005717526, 0.0058239, 0
 76594350, 0, 0.002804503, 0.002798242, 0.002868277, 0
 76594350, 1, 0.005582155, 0.005483789, 0.005436393, 0
 76694310, 0, 0.002776494, 0.002677435, 0.00285189, 0
 76694310, 1, 0.005659198, 0.00579477, 0.005801271, 0
 76794270, 0, 0.002820908, 0.00261045, 0.002871067, 0
 76794270, 1, 0.005568137, 0.005709744, 0.005690591, 0
 76894230, 0, 0.002929081, 0.00260399, 0.002750161, 0
 76894230, 1, 0.005579749, 0.005229888, 0.005699989, 0
 76994190, 0, 0.002432712, 0.002415545, 0.002504904, 0
 76994190, 1, 0.00557169, 0.005570747, 0.005922972, 0
 77094150, 0, 0.002782114, 0.002739491, 0.002560134, 0
 77094150, 1, 0.005463321, 0.00569942, 0.005800065, 0
 77194110, 0, 0.002814533, 0.002879481, 0.00239568, 0
 77194110, 1, 0.005539912, 0.005471655, 0.005988973, 0
 77294070, 0, 0.002863684, 0.002677901, 0.002850414, 0
 77294070, 1, 0.005831174, 0.005382483, 0.00545879, 0
 77394030, 0, 0.002787907, 0.002707978, 0.002709185, 0
 77394030, 1, 0.005351782, 0.005417103, 0.005563939, 0
 77493990, 0, 0.002842181, 0.00258353, 0.002780903, 0
 77493990, 1, 0.005350014, 0.005820293, 0.005848919, 0
 77593950, 0, 0.002983624, 0.002673434, 0.002818449, 0
 77593950, 1, 0.00579326, 0.005577567, 0.005546421, 0
 77693910, 0, 0.002876187, 0.003083986, 0.002822675, 0
 77693910, 1, 0.006197833, 0.005653335, 0.00607298, 0
 77793870, 0, 0.002854089, 0.003180897, 0.3007494, 0
 77793870, 1, 0.005932807, 0.00530923, 0.3025976, 0
 77893830, 0, 0.00271215, 0.002980752, 0.1919164, 0
 77893830, 1, 0.005622071, 0.005638444, 0.1941414, 0
 77993790, 0, 0.002966842, 0.002935835, 0.103732, 0
 77993790, 1, 0.005548466, 0.005449176, 0.1050172, 0
 78093750, 0, 0.002806496, 0.002723576, 0.05804959, 0
 78093750, 1, 0.005808284, 0.005215416, 0.05859797, 0
 78193710, 0, 0.002815341, 0.002693475, 1.212837, 0
 78193710, 1, 0.005662792, 0.005307887, 1.193007, 0
 78293670, 0, 0.006176812, 0.006338564, 0.9079077, 0
 78293670, 1, 0.008522655, 0.008387181, 0.9020304, 0
 78393630, 0, 0.004940933, 0.00537512, 0.8263271, 0
 78393630, 1, 0.006943871, 0.007234899, 0.8188742, 0
 78494423, 0, 0.005155182, 0.005362494, 0.6870371, 0
 78494423, 1, 0.007128818, 0.00711212, 0.683637, 0
 78594383, 0, 0.004301788, 0.004695834, 0.4109069, 0
 78594383, 1, 0.006846751, 0.006624982, 0.4096769, 0
 78694343, 0, 0.003350142, 0.003510562, 0.2282794, 0
 78694343, 1, 0.005684637, 0.006379396, 0.2279511, 0
 78794303, 0, 0.002928867, 0.003321597, 0.1487173, 0
 78794303, 1, 0.005776502, 0.0059851, 0.1490245, 0
 78894263, 0, 0.002981183, 0.003001778, 0.08863432, 0
 78894263, 1, 0.005963362, 0.006174172, 0.08887309, 0
 78994223, 0, 0.002787784, 0.002819025, 0.05170449, 0
 78994223, 1, 0.005152374, 0.005568855, 0.05190441, 0
 79094183, 0, 0.002835178, 0.002734309, 0.04413144, 0
 79094183, 1, 0.005277165, 0.005826926, 0.0449682, 0
 79194143, 0, 0.002875016, 0.002518413, 0.03926229, 0
 79194143, 1, 0.005365893, 0.005602488, 0.03976825, 0
 79294103, 0, 0.002942855, 0.002754373, 0.02730936, 0
 79294103, 1, 0.006074004, 0.00593426, 0.02791421, 0
 79394063, 0, 0.003121771, 0.002945251, 0.02510922, 0
 79394063, 1, 0.005608546, 0.005429981, 0.02541911, 0
 79494023, 0, 0.002744914, 0.002886199, 0.06328703, 0
 79494023, 1, 0.005463456, 0.005497336, 0.06287475, 0
 79593983, 0, 0.002737353, 0.002840525, 0.06744594, 0
 79593983, 1, 0.00568633, 0.005492388, 0.06791326, 0
 79693943, 0, 0.002983557, 0.002972897, 0.05967128, 0
 79693943, 1, 0.005875256, 0.005645766, 0.05996577, 0
 79793903, 0, 0.002968004, 0.002973743, 0.04778678, 0
 79793903, 1, 0.005810303, 0.00575113, 0.0479754, 0
 79893863, 0, 0.003001245, 0.002836722, 0.05350232, 0
 79893863, 1, 0.005735697, 0.005641667, 0.05408, 0
 79993823, 0, 0.002532007, 0.002996353, 0.05549263, 0
 79993823, 1, 0.005470078, 0.005812089, 0.05533053, 0
 80093783, 0, 0.002771642, 0.002799793, 0.04641665, 0
 80093783, 1, 0.005826355, 0.005528342, 0.04701525, 0
 80193743, 0, 0.002724086, 0.003026201, 0.03523174, 0
 80193743, 1, 0.005666055, 0.005544077, 0.03535071, 0
 80293703, 0, 0.002671008, 0.003121698, 0.02494869, 0
 80293703, 1, 0.005549046, 0.005141156, 0.02557727, 0
 80393663, 0, 0.002658475, 0.003039813, 0.01731259, 0
 80393663, 1, 0.006053427, 0.005409546, 0.01771716, 0
 80493623, 0, 0.003073295, 0.00297125, 0.01110625, 0
 80493623, 1, 0.0056205, 0.005436983, 0.01194572, 0
 80594416, 0, 0.002997543, 0.003197874, 0.008177002, 0
 80594416, 1, 0.006076326, 0.005733148, 0.00926156, 0
 80694376, 0, 0.002912136, 0.003018618, 0.006463693, 0
 80694376, 1, 0.006192137, 0.005730607, 0.007474252, 0
 80794336, 0, 0.002681015, 0.002957092, 0.009155652, 0
 80794336, 1, 0.005516803, 0.005330726, 0.01067288, 0
 80894296, 0, 0.002829028, 0.002894782, 0.009834901, 0
 80894296, 1, 0.005746497, 0.005555888, 0.01099191, 0
 80994256, 0, 0.002861223, 0.002941609, 0.01086502, 0
 80994256, 1, 0.005646455, 0.005472751, 0.01234117, 0
 81094216, 0, 0.002828372, 0.003076372, 0.01031494, 0
 81094216, 1, 0.005955861, 0.00538421, 0.01171194, 0
 81194176, 0, 0.002712525, 0.00283451, 0.01001696, 0
 81194176, 1, 0.005386658, 0.005617529, 0.01106723, 0
 81294136, 0, 0.002423789, 0.002906503, 0.008955399, 0
 81294136, 1, 0.005495472, 0.00582171, 0.01022706, 0
 81394096, 0, 0.002646876, 0.00257591, 0.008226714, 0
 81394096, 1, 0.005607642, 0.005866405, 0.009440288, 0
 81494056, 0, 0.002743393, 0.002895333, 0.008124342, 0
 81494056, 1, 0.00564929, 0.00577656, 0.00948254, 0
 81594016, 0, 0.002876753, 0.002926071, 0.006559118, 0
 81594016, 1, 0.00545151, 0.005635614, 0.008007201, 0
 81693976, 0, 0.002936049, 0.002821077, 0.006963879, 0
 81693976, 1, 0.005519456, 0.005202643, 0.007887842, 0
 81793936, 0, 0.003158607, 0.002829989, 0.006625348, 0
 81793936, 1, 0.005583152, 0.005945554, 0.008939113, 0
 81893896, 0, 0.002904608, 0.0027999, 0.005748286, 0
 81893896, 1, 0.005611335, 0.005723876, 0.008158191, 0
 81993856, 0, 0.002842861, 0.002929785, 0.006649018, 0
 81993856, 1, 0.005929191, 0.005392453, 0.008084992, 0
 82093816, 0, 0.002581106, 0.002865395, 0.005531403, 0
 82093816, 1, 0.005897242, 0.005900928, 0.006776566, 0
 82193776, 0, 0.002813556, 0.002701818, 0.006869673, 0
 82193776, 1, 0.00579808, 0.00588595, 0.008349906, 0
 82293736, 0, 0.002849382, 0.002884412, 0.005737128, 0
 82293736, 1, 0.005583451, 0.005837866, 0.007372643, 0
 82393696, 0, 0.003028781, 0.002953764, 0.005270299, 0
 82393696, 1, 0.0057866, 0.00574277, 0.006975836, 0
 82493656, 0, 0.002878145, 0.002621379, 0.006795773, 0
 82493656, 1, 0.005900934, 0.00578875, 0.008639709, 0
 82593616, 0, 0.002712888, 0.002695172, 0.005487001, 0
 82593616, 1, 0.005572771, 0.005784709, 0.007303213, 0
 82694409, 0, 0.002822728, 0.002831111, 0.005577842, 0
 82694409, 1, 0.005604947, 0.005257995, 0.008011649, 0
 82794369, 0, 0.002881228, 0.003257271, 0.007903758, 0
 82794369, 1, 0.005356664, 0.005678666, 0.008519618, 0
 82894329, 0, 0.002818247, 0.002860149, 0.005667332, 0
 82894329, 1, 0.005391108, 0.005459168, 0.007589642, 0
 82994289, 0, 0.002800729, 0.003052496, 0.006404642, 0
 82994289, 1, 0.005637738, 0.005493628, 0.007921525, 0
 83094249, 0, 0.002855585, 0.002697456, 0.008053108, 0
 83094249, 1, 0.005870106, 0.005459237, 0.008925262, 0
 83194209, 0, 0.002862212, 0.00267316, 0.005616137, 0
 83194209, 1, 0.005626855, 0.005152504, 0.007019274, 0
 83294169, 0, 0.002889712, 0.002624243, 0.006401408, 0
 83294169, 1, 0.005382014, 0.005306475, 0.00730901, 0
 83394129, 0, 0.002736336, 0.002767931, 0.007705002, 0
 83394129, 1, 0.005614534, 0.005365524, 0.008995362, 0
 83494089, 0, 0.003007774, 0.002633509, 0.008634994, 0
 83494089, 1, 0.005547306, 0.005772862, 0.01112848, 0
 83594049, 0, 0.002945491, 0.002897372, 0.006751352, 0
 83594049, 1, 0.005295557, 0.00525895, 0.009171778, 0
 83694009, 0, 0.002748328, 0.002738575, 0.006828577, 0
 83694009, 1, 0.005625826, 0.005698699, 0.008522512, 0
 83793969, 0, 0.002927501, 0.00260863, 0.009526443, 0
 83793969, 1, 0.005314035, 0.005647471, 0.009982831, 0
 83893929, 0, 0.003005237, 0.002733585, 0.01130366, 0
 83893929, 1, 0.005689657, 0.005325938, 0.01226891, 0
 83993889, 0, 0.002863093, 0.002685128, 0.01514647, 0
 83993889, 1, 0.005684038, 0.00556984, 0.01603206, 0
 84093849, 0, 0.002820928, 0.002834224, 0.01027706, 0
 84093849, 1, 0.005859756, 0.00554284, 0.01113186, 0
 84193809, 0, 0.002897734, 0.002582581, 0.01538408, 0
 84193809, 1, 0.005631751, 0.00519972, 0.01525968, 0
 84293769, 0, 0.002688268, 0.00314366, 0.02517265, 0
 84293769, 1, 0.005359993, 0.005318963, 0.02559235, 0
 84393729, 0, 0.002837563, 0.002866415, 0.03223956, 0
 84393729, 1, 0.005474316, 0.005567909, 0.03254838, 0
 84493689, 0, 0.002961122, 0.002869726, 0.03589235, 0
 84493689, 1, 0.005505697, 0.005299584, 0.03616995, 0
 84593649, 0, 0.002887739, 0.002910673, 0.03647485, 0
 84593649, 1, 0.005579314, 0.005274839, 0.03690363, 0
 84693609, 0, 0.002800758, 0.002839598, 0.03401517, 0
 84693609, 1, 0.005294241, 0.005593077, 0.03444811, 0
 84794402, 0, 0.002826698, 0.002701808, 0.03098409, 0
 84794402, 1, 0.005534784, 0.005565142, 0.03130587, 0
 84894362, 0, 0.002739691, 0.002629283, 0.02582947, 0
 84894362, 1, 0.005820822, 0.005666084, 0.02570947, 0
 84994322, 0, 0.002659447, 0.002701758, 0.02144694, 0
 84994322, 1, 0.005746976, 0.005338707, 0.0219417, 0
 85094282, 0, 0.002739413, 0.002688641, 0.021299, 0
 85094282, 1, 0.005784825, 0.005380992, 0.02300311, 0
 85194242, 0, 0.002901855, 0.002646402, 0.07889573, 0
 85194242, 1, 0.005658553, 0.005783028, 0.07974122, 0
 85294202, 0, 0.002579673, 0.002954641, 0.103918, 0
 85294202, 1, 0.005879624, 0.005500807, 0.1039203, 0
 85394162, 0, 0.00275616, 0.002918718, 0.07056656, 0
 85394162, 1, 0.005480891, 0.005800248, 0.07091196, 0
 85494122, 0, 0.002846182, 0.002774845, 0.04550339, 0
 85494122, 1, 0.005552417, 0.005603624, 0.04584354, 0
 85594082, 0, 0.00287711, 0.002689438, 0.02995206, 0
 85594082, 1, 0.005583496, 0.005607298, 0.0302314, 0
 85694042, 0, 0.003033226, 0.002568568, 0.01955907, 0
 85694042, 1, 0.005656443, 0.006033829, 0.02028219, 0
 85794002, 0, 0.002844525, 0.002958521, 0.01361225, 0
 85794002, 1, 0.005462453, 0.005949723, 0.01424512, 0
 85893962, 0, 0.003012973, 0.002756175, 0.009601109, 0
 85893962, 1, 0.005756035, 0.005756462, 0.01111044, 0
 85993922, 0, 0.003064222, 0.002904014, 0.007586142, 0
 85993922, 1, 0.005460287, 0.005448936, 0.009068427, 0
 86093882, 0, 0.002965092, 0.002895347, 0.007063942, 0
 86093882, 1, 0.005676548, 0.005472619, 0.009289607, 0
 86193842, 0, 0.003086676, 0.003146444, 0.007719772, 0
 86193842, 1, 0.005995784, 0.005490035, 0.009317553, 0
 86293802, 0, 0.002925079, 0.003082089, 0.009821781, 0
 86293802, 1, 0.005901161, 0.005358595, 0.01118238, 0
 86393762, 0, 0.002782632, 0.002803088, 0.009150653, 0
 86393762, 1, 0.005745227, 0.005206865, 0.01070649, 0
 86493722, 0, 0.002457247, 0.00298168, 0.01065144, 0
 86493722, 1, 0.005289684, 0.005574354, 0.01170816, 0
 86593682, 0, 0.002875423, 0.00285664, 0.008942508, 0
 86593682, 1, 0.005826514, 0.005836478, 0.009966069, 0
 86693642, 0, 0.00281028, 0.002584419, 0.008526227, 0
 86693642, 1, 0.005073027, 0.005422126, 0.01011444, 0
 86794435, 0, 0.002927413, 0.002737262, 0.00798554, 0
 86794435, 1, 0.005243714, 0.005536428, 0.009653429, 0
 86894395, 0, 0.002791808, 0.003050672, 0.008773502, 0
 86894395, 1, 0.005338301, 0.005440562, 0.01003886, 0
 86994355, 0, 0.003124855, 0.003020892, 0.007589761, 0
 86994355, 1, 0.005532589, 0.005566716, 0.00919628, 0
 87094315, 0, 0.0029724, 0.002466236, 0.006558929, 0
 87094315, 1, 0.005697192, 0.004982352, 0.008534836, 0
 87194275, 0, 0.002757864, 0.002739172, 0.007919744, 0
 87194275, 1, 0.005691521, 0.005650334, 0.009175356, 0
 87294235, 0, 0.002672382, 0.002793417, 0.008356772, 0
 87294235, 1, 0.005422133, 0.005780017, 0.009358034, 0
 87394195, 0, 0.002749637, 0.002903234, 0.007042492, 0
 87394195, 1, 0.005723911, 0.005465832, 0.008367897, 0
 87494155, 0, 0.002888472, 0.002663541, 0.006671318, 0
 87494155, 1, 0.005592273, 0.005633397, 0.008148628, 0
 87594115, 0, 0.00289956, 0.002835433, 0.03346728, 0
 87594115, 1, 0.005447841, 0.005762789, 0.03399993, 0
 87694075, 0, 0.003059675, 0.002766124, 0.06571586, 0
 87694075, 1, 0.00567078, 0.005378854, 0.06568919, 0
 87794035, 0, 0.002678074, 0.00291962, 0.06677893, 0
 87794035, 1, 0.005704019, 0.005195605, 0.06715274, 0
 87893995, 0, 0.002847484, 0.002929959, 0.05827564, 0
 87893995, 1, 0.005922026, 0.005475184, 0.05861853, 0
 87993955, 0, 0.002909385, 0.002598155, 0.04749033, 0
 87993955, 1, 0.005523666, 0.005365672, 0.04792347, 0
 88093915, 0, 0.002738757, 0.002820453, 0.03649144, 0
 88093915, 1, 0.005512836, 0.005567804, 0.03680536, 0
 88193875, 0, 0.003005151, 0.002800833, 0.027743, 0
 88193875, 1, 0.00523821, 0.005639251, 0.02807424, 0
 88293835, 0, 0.003162897, 0.002894268, 0.02121964, 0
 88293835, 1, 0.005534844, 0.005387361, 0.02220318, 0
 88393795, 0, 0.002829395, 0.002797468, 0.01412264, 0
 88393795, 1, 0.005494794, 0.005508947, 0.01501799, 0
 88493755, 0, 0.002903148, 0.002729952, 0.009644787, 0
 88493755, 1, 0.005585975, 0.005444694, 0.0106717, 0
 88593715, 0, 0.002941416, 0.003029602, 0.005691977, 0
 88593715, 1, 0.005466405, 0.005357769, 0.007694568, 0
 88693675, 0, 0.002888166, 0.002645609, 0.0056858, 0
 88693675, 1, 0.005579549, 0.005703476, 0.007272247, 0
 88793635, 0, 0.00256751, 0.002590215, 0.006729275, 0
 88793635, 1, 0.005812512, 0.005857698, 0.007728898, 0
 88894428, 0, 0.002427052, 0.002759886, 0.004900692, 0
 88894428, 1, 0.005843628, 0.005637209, 0.006483131, 0
 88994388, 0, 0.002845365, 0.002804038, 0.005500342, 0
 88994388, 1, 0.005636868, 0.005949644, 0.006791171, 0
 89094348, 0, 0.002803302, 0.002789699, 0.007455515, 0
 89094348, 1, 0.005528482, 0.005985661, 0.009421529, 0
 89194308, 0, 0.002782593, 0.002742128, 0.006213696, 0
 89194308, 1, 0.005771441, 0.005584785, 0.007934322, 0
 89294268, 0, 0.002663671, 0.002879469, 0.004570298, 0
 89294268, 1, 0.005830041, 0.005123411, 0.006800897, 0
 89394228, 0, 0.002737368, 0.002664777, 0.009319425, 0
 89394228, 1, 0.006057111, 0.005181273, 0.009850405, 0
 89494188, 0, 0.002759759, 0.002876577, 0.006877413, 0
 89494188, 1, 0.005505505, 0.005728077, 0.008345575, 0
 89594148, 0, 0.002972231, 0.002788472, 0.004428222, 0
 89594148, 1, 0.005533963, 0.005643156, 0.006368005, 0
 89694108, 0, 0.003098261, 0.002873593, 0.006075117, 0
 89694108, 1, 0.005305388, 0.00564985, 0.008074861, 0
 89794068, 0, 0.003100757, 0.002987003, 0.006327806, 0
 89794068, 1, 0.005699662, 0.00520605, 0.007765334, 0
 89894028, 0, 0.002979406, 0.002714888, 0.006407158, 0
 89894028, 1, 0.005647349, 0.005094639, 0.007332108, 0
 89993988, 0, 0.003026314, 0.002855222, 0.006151457, 0
 89993988, 1, 0.005327752, 0.005273888, 0.008123931, 0
 90093948, 0, 0.003028435, 0.002695348, 0.005924469, 0
 90093948, 1, 0.005840594, 0.005232396, 0.007753517, 0
 90193908, 0, 0.003001228, 0.002797642, 0.006498074, 0
 90193908, 1, 0.005538218, 0.005480145, 0.007940102, 0
 90293868, 0, 0.002744054, 0.002757469, 0.005492294, 0
 90293868, 1, 0.005439378, 0.005492365, 0.006771837, 0
 90393828, 0, 0.003027593, 0.002576516, 0.004978755, 0
 90393828, 1, 0.005415227, 0.005309388, 0.006879938, 0
 90493788, 0, 0.002720418, 0.002677163, 0.005189839, 0
 90493788, 1, 0.005466863, 0.005644551, 0.00716779, 0
 90593748, 0, 0.00291514, 0.002664763, 0.005388342, 0
 90593748, 1, 0.005698827, 0.005585459, 0.006305458, 0
 90693708, 0, 0.002824967, 0.002709291, 0.005583512, 0
 90693708, 1, 0.006323022, 0.005694195, 0.007291346, 0
 90793668, 0, 0.003065655, 0.003005222, 0.005681011, 0
 90793668, 1, 0.006093518, 0.005598749, 0.006619184, 0
 90893628, 0, 0.003002228, 0.002636159, 0.005062617, 0
 90893628, 1, 0.005725973, 0.005174024, 0.006331293, 0
 90994421, 0, 0.002704262, 0.002445702, 0.006081732, 0
 90994421, 1, 0.00547965, 0.005488591, 0.007527993, 0
 91094381, 0, 0.002674146, 0.002599322, 0.006479708, 0
 91094381, 1, 0.005605177, 0.005729747, 0.00847856, 0
 91194341, 0, 0.002714868, 0.002691571, 0.005582131, 0
 91194341, 1, 0.005456843, 0.00556888, 0.007393918, 0
 91294301, 0, 0.00276471, 0.002797297, 0.005182258, 0
 91294301, 1, 0.005805478, 0.00571511, 0.006999911, 0
 91394261, 0, 0.00275351, 0.002769446, 0.004195699, 0
 91394261, 1, 0.005398134, 0.005694669, 0.006350692, 0
 91494221, 0, 0.002924104, 0.002867395, 0.00306985, 0
 91494221, 1, 0.005636468, 0.005707766, 0.005879641, 0
 91594181, 0, 0.002887188, 0.002965779, 0.003940158, 0
 91594181, 1, 0.005738178, 0.005743545, 0.006321615, 0
 91694141, 0, 0.002836022, 0.003138472, 0.003987292, 0
 91694141, 1, 0.00539603, 0.005427585, 0.006661158, 0
 91794101, 0, 0.002854317, 0.002734235, 0.004864461, 0
 91794101, 1, 0.005215055, 0.005708728, 0.006939097, 0
