Time,RATE_RDes,RATE_R,RATE_ROut,RATE_PDes,RATE_P,RATE_POut,RATE_YDes,RATE_Y,RATE_YOut,RATE_ADes,RATE_A,RATE_AOut
 71194011, -0.3278567, 0.02121873, -0.0008292561, -0.2735214, 0.01427501, -0.0006610046, 0.0001730575, 0.04473222, -6.002659E-05, -0.01354218, -0.01354218, 0
 71293971, -0.334865, 0.0204457, -0.0008511217, -0.2794544, 0.01690146, -0.0007194639, 0.0001781061, 0.03907333, -5.952807E-05, -0.08039474, -0.08039474, 0
 71393931, -0.3346283, 0.01767432, -0.0008213784, -0.2797382, 0.01439379, -0.0006850605, 0.0001845962, 0.0373065, -6.036809E-05, 0.08087158, 0.08087158, 0
 71493891, -0.3411694, 0.01997183, -0.0008374458, -0.2859348, 0.01757965, -0.0007124009, 0.0001920484, 0.03933229, -5.972166E-05, 0.01401901, 0.01401901, 0
 71593851, -0.3476602, 0.01771427, -0.0008558693, -0.2919131, 0.01503645, -0.0007221138, 0.0002081448, 0.04115818, -6.070162E-05, -0.02622604, -0.02622604, 0
 71693811, -0.3531903, 0.02034584, -0.0008924248, -0.2987705, 0.02181387, -0.0007618255, 0.0002083934, 0.03648874, -5.801621E-05, 0.0330925, 0.0330925, 0
 71793771, -0.3651907, 0.01824699, -0.0009030777, -0.3106355, 0.02002209, -0.0007764713, 0.0002163258, 0.04167437, -5.918802E-05, -0.01525879, -0.01525879, 0
 71893731, -0.3707218, 0.020005, -0.0009215786, -0.3167807, 0.01842081, -0.0007979891, 0.0002256998, 0.03725234, -5.766225E-05, 0.01792908, 0.01792908, 0
 71993691, -0.3758811, 0.01865366, -0.0009180587, -0.3231473, 0.02104734, -0.0008336113, 0.0002115419, 0.03442824, -5.84419E-05, 0.01459122, 0.01459122, 0
 72093651, -0.3812548, 0.02112649, -0.0009641666, -0.3290614, 0.01664349, -0.0008170562, 0.0002451684, 0.03695995, -6.023411E-05, -0.02613068, -0.02613068, 0
 72193611, -0.3926784, 0.02768251, -0.001001404, -0.3395459, 0.01723519, -0.0008310791, 0.000254543, 0.0407992, -5.951908E-05, -0.03547668, -0.03547668, 0
 72294404, -0.3971362, 0.02055375, -0.0009996844, -0.3459723, 0.01685923, -0.000855748, 0.000265838, 0.03976434, -6.103324E-05, -0.02536774, -0.02536774, 0
 72394364, -0.4022062, 0.01941403, -0.0009939884, -0.3515252, 0.01538333, -0.0008668819, 0.0002749715, 0.03617677, -5.901686E-05, -0.05569458, -0.05569458, 0
 72494324, -0.4073086, 0.02029461, -0.001006418, -0.3568826, 0.01249167, -0.0008605912, 0.0002850657, 0.03734574, -5.979568E-05, 0.08239746, 0.08239746, 0
 72594284, -0.4184039, 0.02322799, -0.001053433, -0.3661342, 0.01524298, -0.0009058204, 0.0002956413, 0.03643475, -5.98664E-05, -0.01296997, -0.01296997, 0
 72694244, -0.4234617, 0.0204235, -0.001050225, -0.3711089, 0.01849851, -0.0009315835, 0.0003076573, 0.03922628, -5.981747E-05, -0.03423691, -0.03423691, 0
 72794204, -0.4338673, 0.02520417, -0.001098984, -0.3803309, 0.01371594, -0.0009203444, 0.0003196742, 0.03861976, -5.883952E-05, -0.01430511, -0.01430511, 0
 72894164, -0.4434896, 0.02113384, -0.001081747, -0.3899493, 0.01501392, -0.0009221374, 0.0003314502, 0.03521542, -5.73244E-05, -0.02765656, -0.02765656, 0
 72994124, -0.4478816, 0.02018332, -0.001099543, -0.3950587, 0.01655395, -0.0009680994, 0.0003686792, 0.03786196, -5.816842E-05, -0.07171631, -0.07171631, 0
 73094084, -0.4566308, 0.02062184, -0.001137161, -0.4049803, 0.01566071, -0.0009759158, 0.0003566834, 0.0389636, -5.838162E-05, 0.01115799, 0.01115799, 0
 73194044, -0.4606726, 0.01923263, -0.00113329, -0.4101552, 0.01635195, -0.001004201, 0.00036966, 0.04027038, -5.901932E-05, 0.02479553, 0.02479553, 0
 73294004, -0.4696282, 0.02102783, -0.001156362, -0.4192218, 0.01851048, -0.001031288, 0.0003535821, 0.04129347, -6.276424E-05, 0.01049042, 0.01049042, 0
 73393964, -0.4782786, 0.02007914, -0.001166717, -0.4282501, 0.01691391, -0.001045301, 0.0003972953, 0.0379154, -5.908115E-05, 0.04768372, 0.04768372, 0
 73493924, -0.4867551, 0.01348317, -0.001159888, -0.4371146, 0.01928651, -0.001091926, 0.0004093106, 0.03505691, -5.788708E-05, -0.1540184, -0.1540184, 0
 73593884, -0.4906682, 0.01852264, -0.001189482, -0.4417807, 0.01888229, -0.001097682, 0.0004234884, 0.03837269, -5.626834E-05, 0.03786087, 0.03786087, 0
 73693844, -0.4990892, 0.0228083, -0.001227038, -0.450207, 0.01793138, -0.001094689, 0.0004393477, 0.03971669, -5.882826E-05, 0.07629395, 0.07629395, 0
 73793804, -0.5112875, 0.0190335, -0.001226776, -0.4627503, 0.01791532, -0.001133728, 0.0004549668, 0.03457822, -5.892132E-05, 0.0374794, 0.0374794, 0
 73893764, -0.5191786, 0.02339005, -0.001269859, -0.4710174, 0.02038157, -0.001160227, 0.0004710656, 0.03580998, -5.784165E-05, -0.01811981, -0.01811981, 0
 73993724, -0.5268011, 0.02254864, -0.001291816, -0.4793071, 0.02208361, -0.001189878, 0.0004862043, 0.03894634, -5.773438E-05, -0.09431839, -0.09431839, 0
 74093684, -0.5347426, 0.02659196, -0.001335938, -0.4869863, 0.02078177, -0.001202152, 0.0005020635, 0.03649018, -5.690469E-05, -0.04749298, -0.04749298, 0
 74193644, -0.5421261, 0.02187203, -0.00133202, -0.495031, 0.02051665, -0.001216699, 0.000519123, 0.038981, -5.751851E-05, -0.004291534, -0.004291534, 0
 74293604, -0.5500197, 0.0192446, -0.001330994, -0.5022801, 0.02233029, -0.00123807, 0.0005369042, 0.04029682, -6.017713E-05, 0.07104874, 0.07104874, 0
 74394397, -0.557434, 0.02238022, -0.00137139, -0.5098284, 0.01951578, -0.001249023, 0.0005544444, 0.03797875, -5.873755E-05, -0.04081726, -0.04081726, 0
 74494357, -0.5682012, 0.02008298, -0.001385472, -0.5211345, 0.01661227, -0.001258438, 0.0005703028, 0.03800116, -5.932415E-05, -0.07019043, -0.07019043, 0
 74594317, -0.5753092, 0.01988406, -0.001388366, -0.5284922, 0.01497316, -0.001264994, 0.0005854401, 0.03811432, -5.732664E-05, -0.008869171, -0.008869171, 0
 74694277, -0.5822406, 0.02121457, -0.001422449, -0.5358465, 0.01800909, -0.001304194, 0.0006027393, 0.0387655, -5.802597E-05, -0.006866455, -0.006866455, 0
 74794237, -0.5888934, 0.02083014, -0.001436069, -0.5433148, 0.01767371, -0.001322229, 0.0006205193, 0.03961253, -5.742189E-05, 0.06904602, 0.06904602, 0
 74894197, -0.5955875, 0.01910653, -0.001446686, -0.5505567, 0.01719907, -0.001337764, 0.0006385393, 0.04008234, -5.939693E-05, 0.03509521, 0.03509521, 0
 74994157, -0.6060818, 0.02173473, -0.001491874, -0.5606049, 0.01837301, -0.001358336, 0.0006570396, 0.03843847, -5.870135E-05, -0.02040863, -0.02040863, 0
 75094117, -0.6127523, 0.02349983, -0.001509924, -0.5674487, 0.01782157, -0.00137678, 0.0007000323, 0.03877696, -5.91218E-05, 0.02651215, 0.02651215, 0
 75194077, -0.6232272, 0.02684288, -0.001550962, -0.5769115, 0.01774463, -0.001398573, 0.0006933199, 0.03860537, -6.041004E-05, 0.01983643, 0.01983643, 0
 75294037, -0.6305367, 0.01887798, -0.001528476, -0.5826771, 0.0147139, -0.001404506, 0.0007115797, 0.03771021, -5.762765E-05, -0.03023148, -0.03023148, 0
 75393997, -0.6369402, 0.02317835, -0.001565339, -0.5892766, 0.01847816, -0.001431013, 0.0007288785, 0.03716756, -5.756169E-05, 0.006961823, 0.006961823, 0
 75493957, -0.6465592, 0.02362486, -0.001594221, -0.5988964, 0.01955615, -0.001455941, 0.0007480991, 0.03778654, -6.000254E-05, 0.004005432, 0.004005432, 0
 75593917, -0.6526905, 0.02304445, -0.001601051, -0.6054429, 0.01701852, -0.001458039, 0.0007677999, 0.03575458, -5.980836E-05, 0.1617432, 0.1617432, 0
 75693877, -0.6621569, 0.02364023, -0.001622056, -0.6147276, 0.02124086, -0.001498771, 0.0007877408, 0.03856935, -5.760517E-05, -0.04491806, -0.04491806, 0
 75793837, -0.6683999, 0.02156354, -0.001624055, -0.6208333, 0.02384543, -0.001531337, 0.0008076819, 0.03489013, -5.916518E-05, 0.105381, 0.105381, 0
 75893797, -0.6777696, 0.02458907, -0.001655327, -0.6297587, 0.01506798, -0.00150929, 0.0008244996, 0.0410395, -5.754365E-05, 0.05617142, 0.05617142, 0
 75993757, -0.6839014, 0.02429382, -0.001678213, -0.6356865, 0.02187987, -0.001551893, 0.0008439595, 0.03823616, -6.103077E-05, 0.01592636, 0.01592636, 0
 76093717, -0.6902192, 0.0253913, -0.001708184, -0.6413002, 0.02069603, -0.001571819, 0.0008607772, 0.03831998, -5.818346E-05, 0.02861023, 0.02861023, 0
 76193677, -0.6994144, 0.0212189, -0.00169391, -0.6498178, 0.02338703, -0.001602837, 0.0008816787, 0.03866486, -5.720562E-05, 0.1112938, 0.1112938, 0
 76293637, -0.7047654, 0.02510178, -0.001745064, -0.6562015, 0.0219189, -0.001598594, 0.0008989762, 0.03678152, -6.0186E-05, -0.0749588, -0.0749588, 0
 76394430, -0.7133766, 0.019789, -0.001728874, -0.6649539, 0.01964477, -0.001625012, 0.0009184357, 0.04363354, -5.931193E-05, 0.09145737, 0.09145737, 0
 76494390, -0.7191831, 0.02268254, -0.001749999, -0.6705941, 0.01839939, -0.001612658, 0.000935493, 0.0360496, -5.768136E-05, -0.08230209, -0.08230209, 0
 76594350, -0.7276294, 0.02830459, -0.001802453, -0.6791552, 0.02667998, -0.001688539, 0.0009563941, 0.0350543, -5.757688E-05, -0.07686615, -0.07686615, 0
 76694310, -0.7333509, 0.02424382, -0.001776213, -0.684648, 0.02132767, -0.00166334, 0.0009727305, 0.03426604, -5.567998E-05, 0.04644394, 0.04644394, 0
 76794270, -0.738523, 0.02386598, -0.00179871, -0.6905547, 0.02068772, -0.001672056, 0.0009914713, 0.04056283, -5.7643E-05, 0.03252029, 0.03252029, 0
 76894230, -0.7436364, 0.02194572, -0.001798082, -0.6965171, 0.01927735, -0.001674007, 0.001007079, 0.03957737, -5.892272E-05, -0.1086235, -0.1086235, 0
 76994190, -1.841662, 0.02373799, -0.004819774, -1.804168, 0.02193318, -0.004720605, -0.00117006, 0.03658659, -5.951932E-05, 30.504, 0.009441376, 0.003279022
 77094150, -1.731161, 0.02484691, -0.004713797, -1.693712, 0.01715497, -0.004585108, -0.006399046, 0.03842596, -6.503523E-05, 100.5229, 0.05025864, 0.0262033
 77194110, -1.73358, 0.02288243, -0.005196296, -1.701814, 0.01785865, -0.0050663, -0.01186934, 0.03871962, -7.464861E-05, 167.727, 0.0412941, 0.06674117
 77294070, -1.515599, 0.02553231, -0.004914282, -1.473936, 0.02161452, -0.004799457, -0.01745484, 0.03692738, -8.449132E-05, 226.0063, -0.0008583069, 0.1110832
 77394030, -1.698405, 0.02431407, -0.00600284, -1.640831, 0.01852717, -0.005796627, -0.02284414, 0.0367261, -9.261606E-05, 289.7032, 0.03700256, 0.1618033
 77493990, -1.589, 0.02403391, -0.006021244, -1.540307, 0.02157352, -0.005842783, -0.02882255, 0.03877601, -0.0001043632, 358.4507, -0.07143021, 0.2207639
 77593950, -1.753736, 0.02557505, -0.006919683, -1.689207, 0.02154051, -0.00667139, -0.03405955, 0.04009328, -0.0001119535, 432.1837, -0.1020432, 0.2887332
 77693910, -1.641448, 0.02385622, -0.006919137, -1.587484, 0.0224765, -0.006737255, -0.03968095, 0.03894666, -0.000123468, 510.913, 0.01373291, 0.3663478
 77793870, -1.897722, 0.02360892, -0.008082672, -1.842605, 0.02441438, -0.007848433, -0.04519722, 0.0379865, -0.0001328414, 574.1353, 119.4001, 0.4297388
 77893830, -1.900762, 0.02135178, -0.008369172, -1.825669, 0.02281544, -0.008081106, -0.05067694, 0.0359942, -0.0001419853, 595.8496, 139.8578, 0.4686295
 77993790, -2.092087, 0.02304849, -0.009468739, -2.040884, 0.0201558, -0.009225389, -0.05610143, 0.03446842, -0.000152062, 608.143, 136.9578, 0.5160284
 78093750, -2.025814, 0.02755276, -0.009817082, -1.968436, 0.01930156, -0.009517004, -0.06203885, 0.03900234, -0.0001631002, 620.6718, 131.5239, 0.5691919
 78193710, -1.723212, -2.563052, -0.002649554, -1.680744, -2.476915, -0.002607861, -0.06706797, 0.03454188, -0.0001711692, 606.0911, 520.2701, 0.5935046
 78293670, 0.4197799, -2.08008, 0.0006360821, 0.4048514, -2.045918, 0.0008835248, -0.07035789, 0.03037232, -0.0001745686, 400.5556, 544.0735, 0.4337519
 78393630, 1.675897, -0.4872889, 8.202711E-05, 1.578183, -0.51535, 0.0001704981, -0.06888193, 0.01905032, -0.0001631976, 218.7894, 269.8671, 0.3723135
 78494423, 2.521827, 0.6089901, 0.00050871, 2.430904, 0.5052949, 0.0008414247, -0.06414202, 0.01115503, -0.000149365, 148.7887, 84.22003, 0.3924644
 78594383, 2.512989, 0.9906681, 0.0002577672, 2.427752, 1.01245, -7.782757E-05, -0.05334047, -0.00423668, -0.0001219341, 146.2347, 39.99853, 0.4309368
 78694343, 2.492767, 1.164543, 0.0001447695, 2.417538, 1.203414, -0.0001664155, -0.03868048, -0.01007162, -9.142337E-05, 156.8867, 65.79199, 0.4528978
 78794303, 1.967455, 0.8651862, 0.0001808977, 1.909154, 0.8075388, 0.0002145384, -0.02065992, -0.01490385, -5.526249E-05, 153.9254, 97.52264, 0.4554612
 78894263, 1.793997, 0.7637171, 4.298096E-05, 1.838838, 0.8466662, -7.184212E-05, -8.680346E-05, -0.02228318, -1.844724E-05, 137.2646, 108.473, 0.4488686
 78994223, 1.393162, 0.4790466, 8.948926E-06, 1.395783, 0.607908, -0.0002898506, 0.0218017, -0.02404043, 2.203173E-05, 116.7345, 100.6921, 0.4420446
 79094183, 1.377887, 0.6780006, -0.000383871, 1.336537, 0.6497145, -0.0003368132, 0.0433557, -0.01808824, 5.724417E-05, 100.3719, 87.2737, 0.4388147
 79194143, 0.9468222, 0.4017543, -0.001060678, 0.9203022, 0.365119, -0.0006337314, 0.06114394, -0.006527887, 7.864776E-05, 90.06068, 75.91743, 0.4384974
 79294103, 1.093229, 0.4377679, -0.0001109951, 1.049471, 0.4134048, -0.0001008461, 0.0763336, -0.008211032, 9.730524E-05, 85.73711, 70.34998, 0.4396661
 79394063, 0.8136552, 0.07609743, 0.0006252899, 0.7935277, 0.1079383, 0.0003533277, 0.08925019, -0.003698206, 0.0001123326, 57.8287, 65.16705, 0.438356
 79494023, 0.8853043, 0.267906, 4.688696E-05, 0.9396322, 0.3286329, 7.946204E-05, 0.09834841, 0.0121915, 0.0001200216, 18.61608, 40.4706, 0.4295304
 79593983, 0.5572004, 0.1781929, -0.0004018884, 0.6311134, 0.1672615, -5.947818E-05, 0.09774371, 0.02261653, 0.0001114757, -10.7253, 19.3161, 0.4216359
 79693943, 0.5903076, 0.1847013, -0.0002549286, 0.8038211, 0.3159785, 0.0001356183, 0.07306054, 0.03566185, 8.387154E-05, -31.14005, 2.366734, 0.415233
 79793903, 0.317446, -0.03635498, -0.0001733884, 0.3692269, 0.23966, -0.0009025383, 0.03637691, 0.05316905, 1.894504E-05, -47.6311, -10.57892, 0.4104944
 79893863, 0.3819168, 0.03001924, -0.0002010746, 0.4089449, 0.09627452, -0.0002532636, 0.01290703, 0.05617269, -4.75677E-05, -75.0941, -28.05576, 0.4027946
 79993823, 0.1979702, -0.08944456, -0.000140163, 0.1459668, -0.09446325, -0.000198851, -0.001465795, 0.05299724, -7.958002E-05, -94.0824, -45.14532, 0.3956592
 80093783, 0.3828217, -0.04382427, 0.0006280646, 0.2685823, -0.04220514, 0.0003144084, -0.007162396, 0.0409661, -9.244495E-05, -105.6732, -57.95155, 0.3899864
 80193743, 0.1469011, 0.01144738, -0.0002122136, 0.03233019, -0.08836587, -0.0004395782, -0.01368192, 0.0349353, -9.420945E-05, -111.5031, -66.46519, 0.3856797
 80293703, 0.3576977, 0.09889759, 4.40184E-05, 0.3313489, 0.1641077, -0.0004856622, -0.01219061, 0.02485092, -8.474955E-05, -113.0229, -71.9449, 0.3823711
 80393663, 0.09434084, -0.1894427, 0.0002743474, 0.01114767, -0.2710504, 0.0003838936, -0.0117084, 0.01877394, -7.398288E-05, -111.4601, -75.14162, 0.3800089
 80493623, 0.3130145, 0.04798761, 0.0001815274, 0.3036671, 0.01832233, 0.0002529732, -0.003757818, 0.01610275, -6.030529E-05, -107.5172, -74.88041, 0.3783928
 80594416, 0.01638554, -0.006876693, -0.0005051435, -0.02318868, -0.09148614, -0.0003936243, 0.001363769, 0.01485173, -4.574202E-05, -103.1617, -74.58543, 0.3772593
 80694376, 0.2624897, -0.06037444, 0.0004225763, 0.2406111, 0.02356402, 0.0001616994, 0.01586426, 0.007022732, -2.341827E-05, -97.37074, -74.51744, 0.376527
 80794336, 0.005696751, -0.05152211, -0.0002796302, -0.1503088, 0.02327701, -0.0008844895, 0.02521146, 0.009585177, -2.059021E-06, -91.07022, -71.22049, 0.3761431
 80894296, 0.2231076, 0.02717235, 0.0005178306, 0.1467819, -0.0581103, 0.0005252475, 0.04046255, 0.008639072, 1.53928E-05, -85.14832, -69.1658, 0.3758169
 80994256, -0.03384316, -0.1205876, -0.000105756, -0.1678901, -0.3081736, 7.776187E-05, 0.04937717, 0.01211481, 3.390652E-05, -79.4744, -66.44535, 0.3759016
 81094216, 0.1768508, 0.1442929, -0.0003645212, 0.1555519, 0.1178403, -0.0007111802, 0.06193436, 0.01899346, 4.503135E-05, -74.47166, -63.92241, 0.3758032
 81194176, -0.06602707, -0.2056631, 0.0007158237, -0.09434602, -0.175974, 0.0004774948, 0.06531236, 0.02531496, 4.850064E-05, -70.12622, -61.04326, 0.3758477
 81294136, 0.1491234, 0.05959433, -0.0002934764, 0.1590916, -0.08917252, 0.0007212313, 0.06962451, 0.03225286, 4.321626E-05, -66.43475, -59.13038, 0.3757907
 81394096, -0.1203804, 0.05316495, -0.001170699, -0.08608253, -0.04486765, -0.0009446949, 0.06548394, 0.04031208, 3.503853E-05, -63.39276, -56.7606, 0.3756887
 81494056, 0.1292306, 0.06550536, 5.217399E-05, 0.1514025, 0.1161712, -0.0002243342, 0.06360748, 0.04862466, 2.357615E-05, -61.15398, -55.32255, 0.3754584
 81594016, -0.1870908, 0.07189422, -0.0008971408, -0.09510428, 0.05562109, -0.0006380943, 0.05374581, 0.0530047, 6.512725E-06, -59.45736, -54.1482, 0.3752863
 81693976, -0.0186236, -0.03843472, 6.064289E-05, -0.03970917, 0.05461787, -0.0001488301, 0.04708905, 0.04877531, -9.587876E-06, -58.41931, -52.05078, 0.3746762
 81793936, -0.1573331, -0.1577482, -0.0004807443, -0.2082578, -0.1893395, -0.0004854049, 0.03380001, 0.05252313, -2.826129E-05, -58.04946, -52.98758, 0.374158
 81893896, 0.1022304, -0.1339474, 0.0004151468, 0.1457655, -0.2548869, 0.0008059455, 0.02458388, 0.05054337, -4.445785E-05, -57.50028, -51.40257, 0.3736557
 81993856, -0.1342338, -0.0559457, -0.0003922425, -0.03264637, -0.04357714, 0.0001075492, 0.01203233, 0.04794634, -5.837141E-05, -57.59421, -51.62725, 0.3729051
 82093816, 0.03387898, -0.1839881, 0.000540914, 0.06547944, -0.02586206, 0.0003076876, 0.003301759, 0.04286975, -7.092216E-05, -57.61755, -51.05095, 0.3722785
 82193776, -0.05160756, -0.1673015, 0.0001499749, -0.07063219, -0.1400689, 5.308684E-05, -0.005530624, 0.03395185, -7.360285E-05, -58.048, -52.20127, 0.3715875
 82293736, 0.1663766, 0.01454104, 0.0002444175, 0.1409496, -0.009984776, -6.038384E-05, -0.009984169, 0.03252614, -8.030875E-05, -58.41124, -50.90828, 0.3707341
 82393696, -0.05340961, 0.05655477, -0.0003719919, -0.06758627, -0.0764391, -9.340985E-05, -0.01453793, 0.02653502, -7.870053E-05, -58.95679, -51.98746, 0.369991
 82493656, -0.05080674, 0.09148917, -0.0006418445, -0.01362357, -0.1066418, 0.000354172, -0.0142553, 0.01772826, -7.519958E-05, -59.50714, -52.74076, 0.3690205
 82593616, -0.2168981, -0.05009119, -0.0004872163, -0.1997996, 0.04002169, -0.0006489492, -0.01583341, 0.01895952, -7.105729E-05, -59.96051, -51.67284, 0.3683083
 82694409, -0.07074459, -0.1518103, 0.0001291035, -0.1725719, -0.1032637, -0.0003128828, -0.01192329, 0.008143567, -6.368703E-05, -60.74612, -53.15351, 0.3674435
 82794369, -0.05215703, -0.03625842, -0.0001919011, -0.2756594, -0.1418876, -0.0003961154, -0.009208648, 0.003352519, -5.33844E-05, -61.40871, -54.4343, 0.3664999
 82894329, 0, -0.03812521, 0.0001686215, 0, -0.2866894, 0.0007357984, -0.002064045, -0.001840796, -3.349776E-05, -61.65657, -53.1848, 0.3657748
 82994289, -0.1519479, -0.08489186, -0.0002066149, -0.1081559, 0.02240564, -0.0002597142, 0.001226767, 0.006029995, -2.637415E-05, -62.24688, -54.50878, 0.3649715
 83094249, 0, -0.1126118, 0.000568644, 0, 0.07953945, -0.0003218368, 0.007168657, 0.003299315, -1.909258E-05, -62.81512, -55.87969, 0.3639637
 83194209, -0.02906784, 0.02319735, -0.0002762929, -0.2383462, -0.03428927, -0.000389824, 0.01001588, 0.00663414, -1.502683E-05, -63.47187, -54.42619, 0.3632757
 83294169, 0, 0.07443177, -0.0001819948, 0, 0.02173037, -8.311441E-05, 0.0139548, 0.007850164, -1.336153E-05, -64.22166, -56.06575, 0.3624033
 83394129, -0.06133153, 0.001607205, -0.0005199286, -0.1167535, -0.09945591, -0.0005443487, 0.01583618, 0.00468915, -9.597774E-06, -65.43535, -57.28188, 0.3612974
 83494089, 0, -0.05325574, 0.0004059761, 0, -0.03119217, 3.614362E-05, 0.02006091, 0.002629104, 8.745883E-07, -66.70464, -57.43704, 0.3602268
 83594049, -0.118835, 0.02432791, -0.0004843464, -0.05719427, -0.02856031, -0.0001511112, 0.01996839, 0.007407827, -2.119643E-06, -68.45132, -57.71742, 0.3592553
 83694009, 0, 0.07673767, -0.0002260821, 0, 0.02846967, -0.0001122, 0.02157855, 0.01081787, -9.07643E-07, -70.77608, -59.32398, 0.3579668
 83793969, 0, 0.006043567, -0.0002624297, 0, 0.01250327, 0.0003151783, 0.02212039, 0.008110096, 3.281588E-06, -74.35931, -62.25224, 0.3564575
 83893929, 0.02219678, 0.02729274, -6.037963E-05, 0.1300009, 0.1302609, -0.0002540018, 0.02345956, 0.004222271, 5.053384E-06, -80.39337, -65.89794, 0.3544438
 83993889, 0, 0.02957816, -0.0002279994, 0, -0.1950533, 0.0005904187, 0.02332161, 0.01111626, 5.482922E-06, -84.62227, -70.65468, 0.3521307
 84093849, 0.1112584, 0.1750068, -0.0005633008, 0.3667466, 0.3410471, -0.0005459788, 0.02255856, 0.01487874, -2.548392E-06, -79.3875, -70.39079, 0.3516684
 84193809, 0, -0.0205383, 0.0004866191, 0, 0.103187, 0.0001079375, 0.02318558, 0.00915159, 1.933719E-06, -67.33817, -65.04488, 0.3531508
 84293769, 0.1747521, 0.1700654, -0.0005684715, 0.2647483, 0.1378115, 0.0004109125, 0.0230871, 0.01667773, -8.441075E-07, -51.10356, -56.17418, 0.3560888
 84393729, 0, -0.1066091, 0.0008483837, 0, 0.09753969, -0.0006350369, 0.02122773, 0.01690925, -2.999039E-06, -33.49115, -45.45212, 0.3598053
 84493689, 0.1044021, 0.1328435, -6.847207E-05, 0.08057998, -0.01475018, 0.0006584375, 0.02088955, 0.01497996, -9.50661E-06, -16.25477, -33.79126, 0.3640053
 84593649, 0, -0.09294748, 0.0001134635, 0, 0.1034315, -0.0002659321, 0.02328097, 0.009877679, 1.635553E-06, -1.107703, -22.59512, 0.3680549
 84693609, 0.1125131, 0.1892399, -0.0001126429, 0.06880211, -0.03940144, 0.0004954363, 0.02378562, 0.01590999, -1.907204E-06, 11.34433, -12.64048, 0.3717678
 84794402, 0, 0.1197527, -0.0006489069, 0, 0.1235802, -0.0007497511, 0.02271848, 0.0103468, -1.557757E-06, 20.86244, -3.014469, 0.3751256
 84894362, 0.1193652, 0.09114607, 0.0007360945, 0.05607918, 0.07904617, -9.069066E-05, 0.02129952, 0.01664741, -3.057228E-06, 27.28765, 3.679466, 0.3777515
 84994322, 0.08841912, -0.02491852, 0.0002146524, 0.01033024, -0.02867485, 0.0002713579, 0.01697741, 0.01545641, -1.134637E-05, 30.70827, 8.488274, 0.3798204
 85094282, 0.08339249, 0.1039316, -0.0002512838, 0.03115038, 0.04809837, -0.0001434449, 0.01496458, 0.0177293, -1.609258E-05, 33.83541, 14.54535, 0.3827817
 85194242, 0.0827665, 0.03104244, 0.0002118892, 0.03277742, 0.0120636, -1.164618E-05, 0.01263231, 0.01450887, -1.830297E-05, 94.4697, 45.67499, 0.3959577
 85294202, 0.1213727, 0.1846669, -0.0006987152, 0.05159059, 0.07758725, -0.0003550756, 0.01228886, 0.01507535, -1.969163E-05, 128.9819, 81.10971, 0.4091334
 85394162, 0, -0.01224437, 0.0004977729, 0, -0.0255707, 0.0004063429, 0.01085654, 0.02036864, -2.106808E-05, 140.3103, 94.14768, 0.4146687
 85494122, 0, 0.1714913, -0.001063496, 0, 0.1155191, -0.0008879791, 0.008173815, 0.02233356, -3.110844E-05, 146.7014, 102.6833, 0.4188729
 85594082, 0.05936364, -0.0225128, -2.229247E-05, 0.06633711, -0.06060053, -2.300715E-05, 0.003776968, 0.02083169, -3.851586E-05, 148.9607, 108.0838, 0.422258
 85694042, 0, -0.09655681, 0.0004007845, 0, -0.09346329, 0.0004121002, 0.001510439, 0.01825363, -4.158714E-05, 148.551, 111.3631, 0.4246817
