Time,IMU_I,IMU_GyrX,IMU_GyrY,IMU_GyrZ,IMU_AccX,IMU_AccY,IMU_AccZ,IMU_EG,IMU_EA,IMU_T,IMU_GH,IMU_AH,IMU_GHz,IMU_AHz
 75653893, 0, 0.001116777, 0.001094587, 0.001067756, -0.001676598, -0.000516473, -9.816702, 0, 0, 29.36744, 1, 1, 1000, 1000
 75653893, 1, 0.001011804, 0.001072786, 0.0009648637, -0.0005115991, -0.00176417, -9.816202, 0, 0, 29.36744, 1, 1, 760, 800
 75693877, 0, 0.001096809, 0.001111756, 0.001095129, -0.001727245, -0.00155859, -9.817015, 0, 0, 29.36953, 1, 1, 1000, 1000
 75693877, 1, 0.0009438423, 0.001038091, 0.000992056, 1.381361E-05, 0.0007878629, -9.81862, 0, 0, 29.36953, 1, 1, 760, 800
 75733861, 0, 0.001057666, 0.001062324, 0.001090681, -0.0003568405, -0.0008820833, -9.817635, 0, 0, 29.37161, 1, 1, 1000, 1000
 75733861, 1, 0.001061298, 0.0009799141, 0.001141628, -0.0002946273, -0.0008704109, -9.817537, 0, 0, 29.37161, 1, 1, 760, 800
 75773845, 0, 0.001122305, 0.00107877, 0.001117214, -0.000852816, -0.0009083759, -9.817366, 0, 0, 29.3737, 1, 1, 1000, 1000
 75773845, 1, 0.001129865, 0.001362809, 0.001025217, -0.0003364678, -0.0003535165, -9.817097, 0, 0, 29.3737, 1, 1, 760, 800
 75813829, 0, 0.001023907, 0.001082708, 0.001109008, -0.0003067382, -0.0005921368, -9.817184, 0, 0, 29.37578, 1, 1, 1000, 1000
 75813829, 1, 0.00105854, 0.001077498, 0.001079563, 0.0001199068, -0.001026012, -9.818965, 0, 0, 29.37573, 1, 1, 760, 800
 75853813, 0, 0.001001153, 0.001083774, 0.00108607, -0.0008600387, -0.002026618, -9.81668, 0, 0, 29.37786, 1, 1, 1000, 1000
 75853813, 1, 0.0009777752, 0.001000696, 0.001052962, -0.0009658919, -0.000482625, -9.818897, 0, 0, 29.37781, 1, 1, 760, 800
 75893797, 0, 0.001113942, 0.001004607, 0.001140545, -0.00023446, -0.002657148, -9.81802, 0, 0, 29.37995, 1, 1, 1000, 1000
 75893797, 1, 0.001047864, 0.001027043, 0.0007802066, -0.001070389, -0.002387078, -9.818309, 0, 0, 29.37989, 1, 1, 760, 800
 75933781, 0, 0.001027101, 0.001042419, 0.001160871, -0.000911549, -0.001499481, -9.817945, 0, 0, 29.38203, 1, 1, 1000, 1000
 75933781, 1, 0.001117834, 0.001099326, 0.001162774, 0.002415962, -0.002451263, -9.816084, 0, 0, 29.38198, 1, 1, 760, 800
 75973765, 0, 0.00106735, 0.001107713, 0.00116226, -0.0008137402, -0.002107228, -9.817353, 0, 0, 29.38411, 1, 1, 1000, 1000
 75973765, 1, 0.0009906091, 0.00116763, 0.0009677801, 6.371883E-05, 0.002463152, -9.81766, 0, 0, 29.38406, 1, 1, 760, 800
 76013749, 0, 0.001153337, 0.001017172, 0.001082356, -0.001143153, -0.001439757, -9.817414, 0, 0, 29.38619, 1, 1, 1000, 1000
 76013749, 1, 0.0007689547, 0.001209152, 0.0009512411, 0.00105216, -0.001882935, -9.814895, 0, 0, 29.38614, 1, 1, 760, 800
 76053733, 0, 0.001066981, 0.001071903, 0.001069899, -0.001716537, -0.001206646, -9.817113, 0, 0, 29.38828, 1, 1, 1000, 1000
 76053733, 1, 0.001092163, 0.001038982, 0.0009274502, -0.003201376, -0.002863669, -9.817073, 0, 0, 29.38822, 1, 1, 760, 800
 76093717, 0, 0.001128641, 0.001103549, 0.001095365, -0.0004077689, -0.001207266, -9.817747, 0, 0, 29.39036, 1, 1, 1000, 1000
 76093717, 1, 0.00095533, 0.001221408, 0.0009389648, -0.0002333054, -0.00135606, -9.817472, 0, 0, 29.3903, 1, 1, 760, 800
 76133701, 0, 0.001162561, 0.001016738, 0.001135267, -0.0008122539, -0.0003928539, -9.817474, 0, 0, 29.39244, 1, 1, 1000, 1000
 76133701, 1, 0.001224726, 0.0008863711, 0.001121962, -0.001748039, -0.00346393, -9.818108, 0, 0, 29.39239, 1, 1, 760, 800
 76173685, 0, 0.001070041, 0.001089681, 0.001026641, -0.00210592, -0.001551948, -9.819543, 0, 0, 29.39452, 1, 1, 1000, 1000
 76173685, 1, 0.0009221315, 0.0009458394, 0.00118494, 0.001287968, 0.0006778578, -9.817947, 0, 0, 29.39447, 1, 1, 760, 800
 76213669, 0, 0.001022266, 0.00107518, 0.001200061, -0.0001218307, 0.0006379193, -9.817295, 0, 0, 29.3966, 1, 1, 1000, 1000
 76213669, 1, 0.0009588711, 0.001001285, 0.001240786, -0.001526505, -0.002112585, -9.81631, 0, 0, 29.39655, 1, 1, 760, 800
 76253653, 0, 0.001020945, 0.001107981, 0.001115568, -0.0002454551, -0.001410642, -9.818197, 0, 0, 29.39868, 1, 1, 1000, 1000
 76253653, 1, 0.0008627631, 0.001031588, 0.001054218, 0.001267635, -0.001133031, -9.817294, 0, 0, 29.39863, 1, 1, 760, 800
 76293637, 0, 0.001124419, 0.001125744, 0.001070781, -0.0002630767, -0.001063837, -9.816711, 0, 0, 29.40076, 1, 1, 1000, 1000
 76293637, 1, 0.0009357306, 0.0008396299, 0.001015167, -0.0002761615, -0.00173708, -9.818408, 0, 0, 29.40071, 1, 1, 760, 800
 76333621, 0, 0.001055386, 0.001167725, 0.001099446, -0.001281966, -0.001491761, -9.81761, 0, 0, 29.40284, 1, 1, 1000, 1000
 76333621, 1, 0.00105936, 0.001147419, 0.001220384, -0.001457584, -0.0006437924, -9.816972, 0, 0, 29.40279, 1, 1, 760, 800
 76373605, 0, 0.001123686, 0.001030538, 0.001071716, -0.0006184313, -0.000753007, -9.818205, 0, 0, 29.40492, 1, 1, 1000, 1000
 76373605, 1, 0.001180298, 0.001131785, 0.0009180909, -0.0005440069, -0.003330991, -9.818406, 0, 0, 29.40487, 1, 1, 760, 800
 76413589, 0, 0.001128044, 0.001055305, 0.001051033, -0.001066296, -0.002410231, -9.817864, 0, 0, 29.407, 1, 1, 1000, 1000
 76413589, 1, 0.001074535, 0.001056647, 0.001301262, -0.001074876, -0.0004653987, -9.817393, 0, 0, 29.40695, 1, 1, 760, 800
 76453573, 0, 0.001075892, 0.001127222, 0.001031271, -0.0004207049, -0.0005207875, -9.816837, 0, 0, 29.40908, 1, 1, 1000, 1000
 76453573, 1, 0.001167659, 0.0009744327, 0.001027033, 0.0001412022, -0.0002630497, -9.82044, 0, 0, 29.40903, 1, 1, 760, 800
 76493557, 0, 0.001078513, 0.001073546, 0.001059777, -0.001072648, -0.0006687198, -9.816637, 0, 0, 29.41116, 1, 1, 1000, 1000
 76493557, 1, 0.00126366, 0.001257277, 0.001113254, -0.00217134, -0.004052682, -9.818129, 0, 0, 29.4111, 1, 1, 760, 800
 76533541, 0, 0.001089286, 0.00113249, 0.001129304, -0.000657462, -0.001723072, -9.817346, 0, 0, 29.41323, 1, 1, 1000, 1000
 76533541, 1, 0.001166447, 0.001192666, 0.001122284, -0.001106721, -0.001578513, -9.817336, 0, 0, 29.41318, 1, 1, 760, 800
 76573525, 0, 0.001079323, 0.00105852, 0.001086353, -0.0009288564, -0.001007422, -9.816726, 0, 0, 29.41531, 1, 1, 1000, 1000
 76573525, 1, 0.001175785, 0.001051059, 0.0008205738, -0.002123838, -0.0009118282, -9.819122, 0, 0, 29.41526, 1, 1, 760, 800
 76613509, 0, 0.001174282, 0.001131749, 0.001044163, -0.0004776643, -0.0003790334, -9.816873, 0, 0, 29.41739, 1, 1, 1000, 1000
 76613509, 1, 0.001126641, 0.001210359, 0.001138561, -0.001736632, -0.001452515, -9.814823, 0, 0, 29.41734, 1, 1, 760, 800
 76653493, 0, 0.001047942, 0.001036813, 0.001081748, -0.0003728846, -0.0008033413, -9.817444, 0, 0, 29.41947, 1, 1, 1000, 1000
 76653493, 1, 0.00118341, 0.001335484, 0.001140261, -0.002037141, -0.00257452, -9.813727, 0, 0, 29.41941, 1, 1, 760, 800
 76693477, 0, 0.001120055, 0.001117326, 0.001029055, 0.0004138669, -0.00184888, -9.817925, 0, 0, 29.42154, 1, 1, 1000, 1000
 76693477, 1, 0.0009465661, 0.001157502, 0.0009942555, 0.0006300024, 0.001679147, -9.819123, 0, 0, 29.42149, 1, 1, 760, 800
 76733461, 0, 0.001089433, 0.001153417, 0.001056107, -0.002203741, -0.001114043, -9.818104, 0, 0, 29.42362, 1, 1, 1000, 1000
 76733461, 1, 0.001244635, 0.001177104, 0.001086767, -0.0009663655, -0.001594763, -9.816637, 0, 0, 29.42362, 1, 1, 760, 800
 76773445, 0, 0.001119045, 0.001073923, 0.001051057, -0.001464891, -0.001124446, -9.817371, 0, 0, 29.4257, 1, 1, 1000, 1000
 76773445, 1, 0.0008758364, 0.001299629, 0.001076568, -0.002457671, -0.0001338859, -9.816605, 0, 0, 29.4257, 1, 1, 760, 800
 76813429, 0, 0.00106489, 0.001107707, 0.001127769, 0.0001101544, -0.0009665781, -9.817986, 0, 0, 29.42777, 1, 1, 1000, 1000
 76813429, 1, 0.001065227, 0.0007214112, 0.001297432, 0.0005753115, -0.000640128, -9.813723, 0, 0, 29.42777, 1, 1, 760, 800
 76853413, 0, 0.001088957, 0.001061227, 0.001105611, 0.000716962, -0.002664933, -9.817183, 0, 0, 29.42985, 1, 1, 1000, 1000
 76853413, 1, 0.0007244642, 0.001318594, 0.0009447477, -0.0003637865, 0.0006020343, -9.81848, 0, 0, 29.42985, 1, 1, 760, 800
 76893397, 0, 0.00104693, 0.001075374, 0.001152386, -0.0006533192, -0.0005034642, -9.8165, 0, 0, 29.43193, 1, 1, 1000, 1000
 76893397, 1, 0.001010648, 0.001044714, 0.001106152, -0.0004092115, -0.001514444, -9.81878, 0, 0, 29.43193, 1, 1, 760, 800
 76933381, 0, 0.001111406, 0.001047573, 0.001121369, -0.001309456, 0.0003865553, -9.818387, 0, 0, 29.434, 1, 1, 1000, 1000
 76933381, 1, 0.001117848, 0.001246499, 0.001113307, -0.00152308, -0.002695409, -9.818585, 0, 0, 29.434, 1, 1, 760, 800
 76973365, 0, 0.001082893, 0.001086381, 0.001010864, -0.0007552839, -0.002092824, -9.817074, 0, 0, 29.43608, 1, 1, 1000, 1000
 76973365, 1, 0.0009195304, 0.00104297, 0.001041707, -0.001053003, -0.002053684, -9.818087, 0, 0, 29.43608, 1, 1, 760, 800
 77013349, 0, 0.001089261, 0.00104085, 0.001038945, -0.0003032983, -0.001079888, -9.817202, 0, 0, 29.43815, 1, 1, 1000, 1000
 77013349, 1, 0.001197819, 0.001225075, 0.001146931, 0.001206287, -0.002496306, -9.819476, 0, 0, 29.43815, 1, 1, 760, 800
 77053333, 0, 0.001105582, 0.001152648, 0.0011074, -0.001019285, -0.001079375, -9.816708, 0, 0, 29.44023, 1, 1, 1000, 1000
 77053333, 1, 0.0009588456, 0.0008387838, 0.001162636, -0.001808486, -0.002077602, -9.815735, 0, 0, 29.44023, 1, 1, 760, 800
 77093317, 0, 0.001157658, 0.00102117, 0.001094635, -0.001016955, -0.001837256, -9.817978, 0, 0, 29.4423, 1, 1, 1000, 1000
 77093317, 1, 0.001119093, 0.0009754577, 0.0009038857, -0.001079376, -0.00184432, -9.819111, 0, 0, 29.4423, 1, 1, 760, 800
 77133301, 0, 0.001046773, 0.001111981, 0.001101216, -0.001496947, -0.001444286, -9.817734, 0, 0, 29.44438, 1, 1, 1000, 1000
 77133301, 1, 0.001432932, 0.001130984, 0.001128649, 0.0003166789, -4.285046E-05, -9.818729, 0, 0, 29.44438, 1, 1, 760, 800
 77173285, 0, 0.001072959, 0.001148938, 0.001173485, -0.0004234581, -0.001310818, -9.817276, 0, 0, 29.44645, 1, 1, 1000, 1000
 77173285, 1, 0.0009939809, 0.001180177, 0.001119129, -0.0003413145, -0.002984468, -9.814768, 0, 0, 29.44645, 1, 1, 760, 800
 77213269, 0, 0.001100579, 0.001072314, 0.001089954, -0.0004795104, -0.0006127103, -9.81811, 0, 0, 29.44852, 1, 1, 1000, 1000
 77213269, 1, 0.001083859, 0.001303941, 0.0008190302, -0.003468375, -0.001612196, -9.818153, 0, 0, 29.44852, 1, 1, 760, 800
 77254086, 0, 0.001219983, 0.001125467, 0.001091834, -0.001689705, -0.0008954057, -9.81708, 0, 0, 29.4506, 1, 1, 1000, 1000
 77254086, 1, 0.001380247, 0.001030764, 0.00124573, -0.0018278, -0.0009363827, -9.81806, 0, 0, 29.45065, 1, 1, 760, 800
 77294070, 0, 0.0011697, 0.001124457, 0.001065998, -0.000637315, -0.001972607, -9.81746, 0, 0, 29.45267, 1, 1, 1000, 1000
 77294070, 1, 0.001053005, 0.001177673, 0.001307258, -0.001413053, -0.001929665, -9.818956, 0, 0, 29.45272, 1, 1, 760, 800
 77334054, 0, 0.001115973, 0.001154014, 0.001180027, 0.0007570281, -0.001343811, -9.817906, 0, 0, 29.45474, 1, 1, 1000, 1000
 77334054, 1, 0.001023775, 0.001286114, 0.0008593388, -0.001696971, 4.050169E-05, -9.818113, 0, 0, 29.45479, 1, 1, 760, 800
 77374038, 0, 0.001067578, 0.0010866, 0.001120243, -0.0013194, 0.0004845409, -9.818007, 0, 0, 29.45682, 1, 1, 1000, 1000
 77374038, 1, 0.0008629189, 0.001223121, 0.001285962, -0.001273427, -0.002247946, -9.819118, 0, 0, 29.45687, 1, 1, 760, 800
 77414022, 0, 0.001099475, 0.001136002, 0.001149862, -0.0006019175, -0.001096657, -9.816186, 0, 0, 29.45889, 1, 1, 1000, 1000
 77414022, 1, 0.001027877, 0.0009270371, 0.001082781, -0.0006090139, 0.001565389, -9.817954, 0, 0, 29.45894, 1, 1, 760, 800
 77454006, 0, 0.001141705, 0.001178273, 0.001113999, -0.0001630133, 0.0001519885, -9.816828, 0, 0, 29.46096, 1, 1, 1000, 1000
 77454006, 1, 0.001298534, 0.0009566134, 0.001026787, -0.001325401, -0.001921246, -9.813979, 0, 0, 29.46101, 1, 1, 760, 800
 77493990, 0, 0.001108999, 0.001117977, 0.001129135, -0.0006509366, -0.0009115509, -9.816756, 0, 0, 29.46303, 1, 1, 1000, 1000
 77493990, 1, 0.0007302282, 0.001330587, 0.001115592, 0.0004444848, -0.001065829, -9.818418, 0, 0, 29.46303, 1, 1, 760, 800
 77533974, 0, 0.001159089, 0.001112713, 0.001034999, -0.000632284, -0.0006543364, -9.817142, 0, 0, 29.4651, 1, 1, 1000, 1000
 77533974, 1, 0.001061327, 0.001181299, 0.0009285974, -0.001609729, -0.002367628, -9.820594, 0, 0, 29.4651, 1, 1, 760, 800
 77573958, 0, 0.001120916, 0.001173863, 0.001083052, -0.0007904391, -0.00156104, -9.817966, 0, 0, 29.46717, 1, 1, 1000, 1000
 77573958, 1, 0.00114863, 0.001114352, 0.001012555, -0.0007298557, -0.002251042, -9.819949, 0, 0, 29.46717, 1, 1, 760, 800
 77613942, 0, 0.001150496, 0.001104584, 0.001102908, -0.001177073, -0.001553145, -9.817396, 0, 0, 29.46924, 1, 1, 1000, 1000
 77613942, 1, 0.000785907, 0.001249339, 0.001011844, 0.000407042, -0.001092715, -9.816547, 0, 0, 29.46924, 1, 1, 760, 800
 77653926, 0, 0.001040098, 0.001057383, 0.001156564, -0.00151148, -0.0005853944, -9.818348, 0, 0, 29.47132, 1, 1, 1000, 1000
 77653926, 1, 0.0009960744, 0.00104785, 0.00117745, -0.001551413, 0.001644896, -9.817982, 0, 0, 29.47132, 1, 1, 760, 800
 77693910, 0, 0.001117534, 0.001159934, 0.001175891, -0.0007445489, -0.0004470944, -9.817631, 0, 0, 29.47338, 1, 1, 1000, 1000
 77693910, 1, 0.001351923, 0.001444554, 0.001029457, -0.001065141, -0.00135495, -9.817649, 0, 0, 29.47338, 1, 1, 760, 800
 77733894, 0, 0.001076906, 0.001090743, 0.001160703, -0.001541335, -0.001966855, -9.817136, 0, 0, 29.47546, 1, 1, 1000, 1000
 77733894, 1, 0.0007980266, 0.0009897756, 0.00109069, -0.002166612, 0.0004627354, -9.814713, 0, 0, 29.47546, 1, 1, 760, 800
 77773878, 0, 0.001153817, 0.001139161, 0.001137118, -0.0008449638, -0.00160225, -9.817197, 0, 0, 29.47753, 1, 1, 1000, 1000
 77773878, 1, 0.001446669, 0.001271052, 0.0009957608, -0.001836154, 0.0001740478, -9.814262, 0, 0, 29.47753, 1, 1, 760, 800
 77813862, 0, 0.001175722, 0.001083561, 0.00107633, -0.0006270473, -0.001067619, -9.817347, 0, 0, 29.4796, 1, 1, 1000, 1000
 77813862, 1, 0.00110117, 0.00117313, 0.00128312, -0.001108995, -0.001714195, -9.818143, 0, 0, 29.4796, 1, 1, 760, 800
 77853846, 0, 0.001074751, 0.001190213, 0.001146935, -0.0007946038, -0.001549552, -9.819039, 0, 0, 29.48166, 1, 1, 1000, 1000
 77853846, 1, 0.001337057, 0.001110298, 0.0009366507, -0.0009627943, -0.001744352, -9.81846, 0, 0, 29.48166, 1, 1, 760, 800
 77893830, 0, 0.001048328, 0.001083673, 0.001077195, -0.0008071109, -0.0003439759, -9.816507, 0, 0, 29.48373, 1, 1, 1000, 1000
 77893830, 1, 0.0009389477, 0.001268653, 0.001110908, 0.000368559, -0.00397847, -9.816156, 0, 0, 29.48368, 1, 1, 760, 800
 77933814, 0, 0.001202514, 0.001111312, 0.001108498, -0.00140298, -0.001365948, -9.817653, 0, 0, 29.4858, 1, 1, 1000, 1000
 77933814, 1, 0.001081865, 0.001312068, 0.001333551, -0.0007750465, -0.0004317452, -9.815585, 0, 0, 29.48575, 1, 1, 760, 800
 77973798, 0, 0.001113364, 0.001122211, 0.001050845, -0.00161941, -0.0006648056, -9.817301, 0, 0, 29.48787, 1, 1, 1000, 1000
 77973798, 1, 0.001036078, 0.001037206, 0.001178611, -0.002663232, -0.003266853, -9.818438, 0, 0, 29.48782, 1, 1, 760, 800
 78013782, 0, 0.001087111, 0.00111874, 0.001074997, -0.0006487492, -0.000892914, -9.818554, 0, 0, 29.48994, 1, 1, 1000, 1000
 78013782, 1, 0.001257057, 0.001184649, 0.001196417, -0.001581222, -0.001398212, -9.816379, 0, 0, 29.48989, 1, 1, 760, 800
 78053766, 0, 0.001056463, 0.001123269, 0.001101566, -0.0002789896, -0.001571622, -9.817204, 0, 0, 29.49201, 1, 1, 1000, 1000
 78053766, 1, 0.001157896, 0.001106501, 0.001100414, -0.001947721, -0.0003094528, -9.817389, 0, 0, 29.49195, 1, 1, 760, 800
 78093750, 0, 0.001192605, 0.001115488, 0.00110044, -0.0008718257, -0.000407984, -9.817212, 0, 0, 29.49408, 1, 1, 1000, 1000
 78093750, 1, 0.0009561852, 0.001225243, 0.0009370631, -0.002070112, -0.002762506, -9.815628, 0, 0, 29.49402, 1, 1, 760, 800
 78133734, 0, 0.001150247, 0.001118797, 0.001064649, -0.0007565932, -0.002377904, -9.816502, 0, 0, 29.49614, 1, 1, 1000, 1000
 78133734, 1, 0.001172684, 0.0009952516, 0.001229091, -0.003909739, -0.001954008, -9.818329, 0, 0, 29.49609, 1, 1, 760, 800
 78173718, 0, 0.001152553, 0.001146788, 0.001129542, -0.0007479625, -0.000179875, -9.817869, 0, 0, 29.49821, 1, 1, 1000, 1000
 78173718, 1, 0.00109709, 0.001157174, 0.001209544, 0.001260688, -0.001343936, -9.820686, 0, 0, 29.49816, 1, 1, 760, 800
 78213702, 0, 0.001090197, 0.001146105, 0.001239657, -0.001030539, -0.001673729, -9.817337, 0, 0, 29.50027, 1, 1, 1000, 1000
 78213702, 1, 0.001360446, 0.001143472, 0.00103017, -0.0008724988, -0.001958547, -9.818506, 0, 0, 29.50022, 1, 1, 760, 800
 78253686, 0, 0.001153615, 0.001171985, 0.00110156, -0.001395578, -0.0001952841, -9.817317, 0, 0, 29.50234, 1, 1, 1000, 1000
 78253686, 1, 0.001114186, 0.001099345, 0.0009228888, -1.587276E-05, -0.0001691603, -9.817833, 0, 0, 29.50229, 1, 1, 760, 800
 78293670, 0, 0.001120151, 0.001043884, 0.001140875, -0.0007787393, -0.001602373, -9.817267, 0, 0, 29.50441, 1, 1, 1000, 1000
 78293670, 1, 0.001156916, 0.00139311, 0.001202394, -0.003666192, -0.001656971, -9.817103, 0, 0, 29.50436, 1, 1, 760, 800
 78333654, 0, 0.001117016, 0.001003392, 0.001146809, -0.0008816062, -0.0005167723, -9.818045, 0, 0, 29.50647, 1, 1, 1000, 1000
 78333654, 1, 0.001238556, 0.001302492, 0.001055526, 0.0005938224, -0.0007527321, -9.817417, 0, 0, 29.50642, 1, 1, 760, 800
 78373638, 0, 0.001146248, 0.001046311, 0.001153654, -0.001750329, -0.0003047428, -9.818102, 0, 0, 29.50854, 1, 1, 1000, 1000
 78373638, 1, 0.001079327, 0.001060992, 0.001032105, -0.00334349, -0.002710295, -9.819128, 0, 0, 29.50849, 1, 1, 760, 800
 78413622, 0, 0.001143323, 0.001189372, 0.00118099, -0.001624525, -0.0006216249, -9.818478, 0, 0, 29.5106, 1, 1, 1000, 1000
 78413622, 1, 0.001244041, 0.001238645, 0.0009610115, -0.001659053, -0.001507419, -9.817785, 0, 0, 29.51056, 1, 1, 760, 800
 78453606, 0, 0.001137829, 0.001120457, 0.001185742, -0.00105364, -0.0009912634, -9.818419, 0, 0, 29.51267, 1, 1, 1000, 1000
 78453606, 1, 0.001068475, 0.001260584, 0.001036976, -0.001193172, -0.00364652, -9.816962, 0, 0, 29.51262, 1, 1, 760, 800
 78493590, 0, 0.001045851, 0.001090685, 0.001084052, -0.001430308, -0.0001934386, -9.817999, 0, 0, 29.51473, 1, 1, 1000, 1000
 78493590, 1, 0.001335531, 0.001133463, 0.001039138, -0.002585319, 6.741793E-05, -9.816895, 0, 0, 29.51468, 1, 1, 760, 800
 78533574, 0, 0.001130682, 0.00108488, 0.001159729, 0.0001282067, -0.001475787, -9.817673, 0, 0, 29.5168, 1, 1, 1000, 1000
