Time,MAG_I,MAG_MagX,MAG_MagY,MAG_MagZ,MAG_OfsX,MAG_OfsY,MAG_OfsZ,MAG_MOX,MAG_MOY,MAG_MOZ,MAG_Health,MAG_S
 80393663, 2, 311, 13, 394, 5, 13, -18, 0, 0, 0, 1, 80393663
 80493623, 0, 311, 13, 394, 5, 13, -18, 0, 0, 0, 1, 80493623
 80493623, 1, 311, 13, 394, 5, 13, -18, 0, 0, 0, 1, 80493623
 80493623, 2, 311, 13, 394, 5, 13, -18, 0, 0, 0, 1, 80493623
 80593583, 0, 310, 14, 394, 5, 13, -18, 0, 0, 0, 1, 80593583
 80593583, 1, 310, 14, 394, 5, 13, -18, 0, 0, 0, 1, 80593583
 80593583, 2, 310, 14, 394, 5, 13, -18, 0, 0, 0, 1, 80593583
 80693543, 0, 310, 14, 395, 5, 13, -18, 0, 0, 0, 1, 80693543
 80693543, 1, 310, 14, 395, 5, 13, -18, 0, 0, 0, 1, 80693543
 80693543, 2, 310, 14, 395, 5, 13, -18, 0, 0, 0, 1, 80693543
 80793503, 0, 310, 14, 395, 5, 13, -18, 0, 0, 0, 1, 80793503
 80793503, 1, 310, 14, 395, 5, 13, -18, 0, 0, 0, 1, 80793503
 80793503, 2, 310, 14, 395, 5, 13, -18, 0, 0, 0, 1, 80793503
 80893463, 0, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 80893463
 80893463, 1, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 80893463
 80893463, 2, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 80893463
 80993423, 0, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 80993423
 80993423, 1, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 80993423
 80993423, 2, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 80993423
 81093383, 0, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 81093383
 81093383, 1, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 81093383
 81093383, 2, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 81093383
 81193343, 0, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 81193343
 81193343, 1, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 81193343
 81193343, 2, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 81193343
 81293303, 0, 309, 15, 396, 5, 13, -18, 0, 0, 0, 1, 81293303
 81293303, 1, 309, 15, 396, 5, 13, -18, 0, 0, 0, 1, 81293303
 81293303, 2, 309, 15, 396, 5, 13, -18, 0, 0, 0, 1, 81293303
 81393263, 0, 309, 15, 396, 5, 13, -18, 0, 0, 0, 1, 81393263
 81393263, 1, 309, 15, 396, 5, 13, -18, 0, 0, 0, 1, 81393263
 81393263, 2, 309, 15, 396, 5, 13, -18, 0, 0, 0, 1, 81393263
 81494056, 0, 309, 15, 396, 5, 13, -18, 0, 0, 0, 1, 81494056
 81494056, 1, 309, 15, 396, 5, 13, -18, 0, 0, 0, 1, 81494056
 81494056, 2, 309, 15, 396, 5, 13, -18, 0, 0, 0, 1, 81494056
 81594016, 0, 308, 15, 396, 5, 13, -18, 0, 0, 0, 1, 81594016
 81594016, 1, 308, 15, 396, 5, 13, -18, 0, 0, 0, 1, 81594016
 81594016, 2, 308, 15, 396, 5, 13, -18, 0, 0, 0, 1, 81594016
 81693976, 0, 308, 15, 396, 5, 13, -18, 0, 0, 0, 1, 81693976
 81693976, 1, 308, 15, 396, 5, 13, -18, 0, 0, 0, 1, 81693976
 81693976, 2, 308, 15, 396, 5, 13, -18, 0, 0, 0, 1, 81693976
 81793936, 0, 308, 16, 396, 5, 13, -18, 0, 0, 0, 1, 81793936
 81793936, 1, 308, 16, 396, 5, 13, -18, 0, 0, 0, 1, 81793936
 81793936, 2, 308, 16, 396, 5, 13, -18, 0, 0, 0, 1, 81793936
 81893896, 0, 308, 16, 396, 5, 13, -18, 0, 0, 0, 1, 81893896
 81893896, 1, 308, 16, 396, 5, 13, -18, 0, 0, 0, 1, 81893896
 81893896, 2, 308, 16, 396, 5, 13, -18, 0, 0, 0, 1, 81893896
 81993856, 0, 308, 16, 396, 5, 13, -18, 0, 0, 0, 1, 81993856
 81993856, 1, 308, 16, 396, 5, 13, -18, 0, 0, 0, 1, 81993856
 81993856, 2, 308, 16, 396, 5, 13, -18, 0, 0, 0, 1, 81993856
 82093816, 0, 308, 16, 396, 5, 13, -18, 0, 0, 0, 1, 82093816
 82093816, 1, 308, 16, 396, 5, 13, -18, 0, 0, 0, 1, 82093816
 82093816, 2, 308, 16, 396, 5, 13, -18, 0, 0, 0, 1, 82093816
 82193776, 0, 308, 16, 396, 5, 13, -18, 0, 0, 0, 1, 82193776
 82193776, 1, 308, 16, 396, 5, 13, -18, 0, 0, 0, 1, 82193776
 82193776, 2, 308, 16, 396, 5, 13, -18, 0, 0, 0, 1, 82193776
 82293736, 0, 308, 16, 396, 5, 13, -18, 0, 0, 0, 1, 82293736
 82293736, 1, 308, 16, 396, 5, 13, -18, 0, 0, 0, 1, 82293736
 82293736, 2, 308, 16, 396, 5, 13, -18, 0, 0, 0, 1, 82293736
 82393696, 0, 308, 16, 396, 5, 13, -18, 0, 0, 0, 1, 82393696
 82393696, 1, 308, 16, 396, 5, 13, -18, 0, 0, 0, 1, 82393696
 82393696, 2, 308, 16, 396, 5, 13, -18, 0, 0, 0, 1, 82393696
 82493656, 0, 308, 16, 396, 5, 13, -18, 0, 0, 0, 1, 82493656
 82493656, 1, 308, 16, 396, 5, 13, -18, 0, 0, 0, 1, 82493656
 82493656, 2, 308, 16, 396, 5, 13, -18, 0, 0, 0, 1, 82493656
 82593616, 0, 308, 16, 396, 5, 13, -18, 0, 0, 0, 1, 82593616
 82593616, 1, 308, 16, 396, 5, 13, -18, 0, 0, 0, 1, 82593616
 82593616, 2, 308, 16, 396, 5, 13, -18, 0, 0, 0, 1, 82593616
 82693576, 0, 308, 16, 396, 5, 13, -18, 0, 0, 0, 1, 82693576
 82693576, 1, 308, 16, 396, 5, 13, -18, 0, 0, 0, 1, 82693576
 82693576, 2, 308, 16, 396, 5, 13, -18, 0, 0, 0, 1, 82693576
 82793536, 0, 308, 16, 396, 5, 13, -18, 0, 0, 0, 1, 82793536
 82793536, 1, 308, 16, 396, 5, 13, -18, 0, 0, 0, 1, 82793536
 82793536, 2, 308, 16, 396, 5, 13, -18, 0, 0, 0, 1, 82793536
 82893496, 0, 308, 16, 396, 5, 13, -18, 0, 0, 0, 1, 82893496
 82893496, 1, 308, 16, 396, 5, 13, -18, 0, 0, 0, 1, 82893496
 82893496, 2, 308, 16, 396, 5, 13, -18, 0, 0, 0, 1, 82893496
 82993456, 0, 308, 16, 396, 5, 13, -18, 0, 0, 0, 1, 82993456
 82993456, 1, 308, 16, 396, 5, 13, -18, 0, 0, 0, 1, 82993456
 82993456, 2, 308, 16, 396, 5, 13, -18, 0, 0, 0, 1, 82993456
 83093416, 0, 308, 16, 396, 5, 13, -18, 0, 0, 0, 1, 83093416
 83093416, 1, 308, 16, 396, 5, 13, -18, 0, 0, 0, 1, 83093416
 83093416, 2, 308, 16, 396, 5, 13, -18, 0, 0, 0, 1, 83093416
 83193376, 0, 308, 16, 396, 5, 13, -18, 0, 0, 0, 1, 83193376
 83193376, 1, 308, 16, 396, 5, 13, -18, 0, 0, 0, 1, 83193376
 83193376, 2, 308, 16, 396, 5, 13, -18, 0, 0, 0, 1, 83193376
 83293336, 0, 308, 16, 396, 5, 13, -18, 0, 0, 0, 1, 83293336
 83293336, 1, 308, 16, 396, 5, 13, -18, 0, 0, 0, 1, 83293336
 83293336, 2, 308, 16, 396, 5, 13, -18, 0, 0, 0, 1, 83293336
 83393296, 0, 308, 16, 396, 5, 13, -18, 0, 0, 0, 1, 83393296
 83393296, 1, 308, 16, 396, 5, 13, -18, 0, 0, 0, 1, 83393296
 83393296, 2, 308, 16, 396, 5, 13, -18, 0, 0, 0, 1, 83393296
 83494089, 0, 308, 16, 396, 5, 13, -18, 0, 0, 0, 1, 83494089
 83494089, 1, 308, 16, 396, 5, 13, -18, 0, 0, 0, 1, 83494089
 83494089, 2, 308, 16, 396, 5, 13, -18, 0, 0, 0, 1, 83494089
 83594049, 0, 309, 16, 396, 5, 13, -18, 0, 0, 0, 1, 83594049
 83594049, 1, 309, 16, 396, 5, 13, -18, 0, 0, 0, 1, 83594049
 83594049, 2, 309, 16, 396, 5, 13, -18, 0, 0, 0, 1, 83594049
 83694009, 0, 309, 15, 396, 5, 13, -18, 0, 0, 0, 1, 83694009
 83694009, 1, 309, 15, 396, 5, 13, -18, 0, 0, 0, 1, 83694009
 83694009, 2, 309, 15, 396, 5, 13, -18, 0, 0, 0, 1, 83694009
 83793969, 0, 309, 15, 396, 5, 13, -18, 0, 0, 0, 1, 83793969
 83793969, 1, 309, 15, 396, 5, 13, -18, 0, 0, 0, 1, 83793969
 83793969, 2, 309, 15, 396, 5, 13, -18, 0, 0, 0, 1, 83793969
 83893929, 0, 309, 15, 396, 5, 13, -18, 0, 0, 0, 1, 83893929
 83893929, 1, 309, 15, 396, 5, 13, -18, 0, 0, 0, 1, 83893929
 83893929, 2, 309, 15, 396, 5, 13, -18, 0, 0, 0, 1, 83893929
 83993889, 0, 309, 15, 396, 5, 13, -18, 0, 0, 0, 1, 83993889
 83993889, 1, 309, 15, 396, 5, 13, -18, 0, 0, 0, 1, 83993889
 83993889, 2, 309, 15, 396, 5, 13, -18, 0, 0, 0, 1, 83993889
 84093849, 0, 309, 15, 396, 5, 13, -18, 0, 0, 0, 1, 84093849
 84093849, 1, 309, 15, 396, 5, 13, -18, 0, 0, 0, 1, 84093849
 84093849, 2, 309, 15, 396, 5, 13, -18, 0, 0, 0, 1, 84093849
 84193809, 0, 309, 15, 396, 5, 13, -18, 0, 0, 0, 1, 84193809
 84193809, 1, 309, 15, 396, 5, 13, -18, 0, 0, 0, 1, 84193809
 84193809, 2, 309, 15, 396, 5, 13, -18, 0, 0, 0, 1, 84193809
 84293769, 0, 309, 15, 396, 5, 13, -18, 0, 0, 0, 1, 84293769
 84293769, 1, 309, 15, 396, 5, 13, -18, 0, 0, 0, 1, 84293769
 84293769, 2, 309, 15, 396, 5, 13, -18, 0, 0, 0, 1, 84293769
 84393729, 0, 309, 16, 395, 5, 13, -18, 0, 0, 0, 1, 84393729
 84393729, 1, 309, 16, 395, 5, 13, -18, 0, 0, 0, 1, 84393729
 84393729, 2, 309, 16, 395, 5, 13, -18, 0, 0, 0, 1, 84393729
 84493689, 0, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 84493689
 84493689, 1, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 84493689
 84493689, 2, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 84493689
 84593649, 0, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 84593649
 84593649, 1, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 84593649
 84593649, 2, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 84593649
 84693609, 0, 309, 16, 395, 5, 13, -18, 0, 0, 0, 1, 84693609
 84693609, 1, 309, 16, 395, 5, 13, -18, 0, 0, 0, 1, 84693609
 84693609, 2, 309, 16, 395, 5, 13, -18, 0, 0, 0, 1, 84693609
 84793569, 0, 309, 16, 395, 5, 13, -18, 0, 0, 0, 1, 84793569
 84793569, 1, 309, 16, 395, 5, 13, -18, 0, 0, 0, 1, 84793569
 84793569, 2, 309, 16, 395, 5, 13, -18, 0, 0, 0, 1, 84793569
 84893529, 0, 309, 16, 395, 5, 13, -18, 0, 0, 0, 1, 84893529
 84893529, 1, 309, 16, 395, 5, 13, -18, 0, 0, 0, 1, 84893529
 84893529, 2, 309, 16, 395, 5, 13, -18, 0, 0, 0, 1, 84893529
 84993489, 0, 309, 16, 395, 5, 13, -18, 0, 0, 0, 1, 84993489
 84993489, 1, 309, 16, 395, 5, 13, -18, 0, 0, 0, 1, 84993489
 84993489, 2, 309, 16, 395, 5, 13, -18, 0, 0, 0, 1, 84993489
 85093449, 0, 309, 16, 395, 5, 13, -18, 0, 0, 0, 1, 85093449
 85093449, 1, 309, 16, 395, 5, 13, -18, 0, 0, 0, 1, 85093449
 85093449, 2, 309, 16, 395, 5, 13, -18, 0, 0, 0, 1, 85093449
 85193409, 0, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 85193409
 85193409, 1, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 85193409
 85193409, 2, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 85193409
 85293369, 0, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 85293369
 85293369, 1, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 85293369
 85293369, 2, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 85293369
 85393329, 0, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 85393329
 85393329, 1, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 85393329
 85393329, 2, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 85393329
 85493289, 0, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 85493289
 85493289, 1, 309, 15, 395, 5, 13, -18, 0, 0, 0, 1, 85493289
