Time,GPA_I,GPA_VDop,GPA_HAcc,GPA_VAcc,GPA_SAcc,GPA_YAcc,GPA_VV,GPA_SMS,GPA_Delta
 80993423, 0, 2, 0.3, 0.3, 0.04, 0, 1, 80967, 200
 81193343, 0, 2, 0.3, 0.3, 0.04, 0, 1, 81167, 200
 81393263, 0, 2, 0.3, 0.3, 0.04, 0, 1, 81367, 200
 81594016, 0, 2, 0.3, 0.3, 0.04, 0, 1, 81567, 200
 81793936, 0, 2, 0.3, 0.3, 0.04, 0, 1, 81767, 200
 81993856, 0, 2, 0.3, 0.3, 0.04, 0, 1, 81967, 200
 82193776, 0, 2, 0.3, 0.3, 0.04, 0, 1, 82167, 200
 82393696, 0, 2, 0.3, 0.3, 0.04, 0, 1, 82367, 200
 82593616, 0, 2, 0.3, 0.3, 0.04, 0, 1, 82567, 200
 82793536, 0, 2, 0.3, 0.3, 0.04, 0, 1, 82767, 200
 82993456, 0, 2, 0.3, 0.3, 0.04, 0, 1, 82967, 200
 83193376, 0, 2, 0.3, 0.3, 0.04, 0, 1, 83167, 200
 83393296, 0, 2, 0.3, 0.3, 0.04, 0, 1, 83367, 200
 83594049, 0, 2, 0.3, 0.3, 0.04, 0, 1, 83567, 200
 83793969, 0, 2, 0.3, 0.3, 0.04, 0, 1, 83767, 200
 83993889, 0, 2, 0.3, 0.3, 0.04, 0, 1, 83967, 200
 84193809, 0, 2, 0.3, 0.3, 0.04, 0, 1, 84167, 200
 84393729, 0, 2, 0.3, 0.3, 0.04, 0, 1, 84367, 200
 84593649, 0, 2, 0.3, 0.3, 0.04, 0, 1, 84567, 200
 84793569, 0, 2, 0.3, 0.3, 0.04, 0, 1, 84767, 200
 84993489, 0, 2, 0.3, 0.3, 0.04, 0, 1, 84967, 200
 85193409, 0, 2, 0.3, 0.3, 0.04, 0, 1, 85167, 200
 85393329, 0, 2, 0.3, 0.3, 0.04, 0, 1, 85367, 200
 85594082, 0, 2, 0.3, 0.3, 0.04, 0, 1, 85567, 200
 85794002, 0, 2, 0.3, 0.3, 0.04, 0, 1, 85767, 200
 85993922, 0, 2, 0.3, 0.3, 0.04, 0, 1, 85967, 200
 86193842, 0, 2, 0.3, 0.3, 0.04, 0, 1, 86167, 200
 86393762, 0, 2, 0.3, 0.3, 0.04, 0, 1, 86367, 200
 86593682, 0, 2, 0.3, 0.3, 0.04, 0, 1, 86567, 200
 86793602, 0, 2, 0.3, 0.3, 0.04, 0, 1, 86767, 200
 86993522, 0, 2, 0.3, 0.3, 0.04, 0, 1, 86967, 200
 87193442, 0, 2, 0.3, 0.3, 0.04, 0, 1, 87167, 200
 87393362, 0, 2, 0.3, 0.3, 0.04, 0, 1, 87367, 200
 87593282, 0, 2, 0.3, 0.3, 0.04, 0, 1, 87567, 200
 87794035, 0, 2, 0.3, 0.3, 0.04, 0, 1, 87767, 200
 87993955, 0, 2, 0.3, 0.3, 0.04, 0, 1, 87967, 200
 88193875, 0, 2, 0.3, 0.3, 0.04, 0, 1, 88167, 200
 88393795, 0, 2, 0.3, 0.3, 0.04, 0, 1, 88367, 200
 88593715, 0, 2, 0.3, 0.3, 0.04, 0, 1, 88567, 200
 88793635, 0, 2, 0.3, 0.3, 0.04, 0, 1, 88767, 200
 88993555, 0, 2, 0.3, 0.3, 0.04, 0, 1, 88967, 200
 89193475, 0, 2, 0.3, 0.3, 0.04, 0, 1, 89167, 200
 89393395, 0, 2, 0.3, 0.3, 0.04, 0, 1, 89367, 200
 89593315, 0, 2, 0.3, 0.3, 0.04, 0, 1, 89567, 200
 89794068, 0, 2, 0.3, 0.3, 0.04, 0, 1, 89767, 200
 89993988, 0, 2, 0.3, 0.3, 0.04, 0, 1, 89967, 200
 90193908, 0, 2, 0.3, 0.3, 0.04, 0, 1, 90167, 200
 90393828, 0, 2, 0.3, 0.3, 0.04, 0, 1, 90367, 200
 90593748, 0, 2, 0.3, 0.3, 0.04, 0, 1, 90567, 200
 90793668, 0, 2, 0.3, 0.3, 0.04, 0, 1, 90767, 200
 90993588, 0, 2, 0.3, 0.3, 0.04, 0, 1, 90967, 200
 91193508, 0, 2, 0.3, 0.3, 0.04, 0, 1, 91167, 200
 91393428, 0, 2, 0.3, 0.3, 0.04, 0, 1, 91367, 200
 91593348, 0, 2, 0.3, 0.3, 0.04, 0, 1, 91567, 200
 91793268, 0, 2, 0.3, 0.3, 0.04, 0, 1, 91767, 200
 91994021, 0, 2, 0.3, 0.3, 0.04, 0, 1, 91967, 200
 92193941, 0, 2, 0.3, 0.3, 0.04, 0, 1, 92167, 200
 92393861, 0, 2, 0.3, 0.3, 0.04, 0, 1, 92367, 200
 92593781, 0, 2, 0.3, 0.3, 0.04, 0, 1, 92567, 200
 92793701, 0, 2, 0.3, 0.3, 0.04, 0, 1, 92767, 200
 92993621, 0, 2, 0.3, 0.3, 0.04, 0, 1, 92967, 200
 93193541, 0, 2, 0.3, 0.3, 0.04, 0, 1, 93167, 200
 93393461, 0, 2, 0.3, 0.3, 0.04, 0, 1, 93367, 200
 93593381, 0, 2, 0.3, 0.3, 0.04, 0, 1, 93567, 200
 93793301, 0, 2, 0.3, 0.3, 0.04, 0, 1, 93767, 200
 93994054, 0, 2, 0.3, 0.3, 0.04, 0, 1, 93967, 200
 94193974, 0, 2, 0.3, 0.3, 0.04, 0, 1, 94167, 200
 94393894, 0, 2, 0.3, 0.3, 0.04, 0, 1, 94367, 200
 94593814, 0, 2, 0.3, 0.3, 0.04, 0, 1, 94567, 200
 94793734, 0, 2, 0.3, 0.3, 0.04, 0, 1, 94767, 200
 94993654, 0, 2, 0.3, 0.3, 0.04, 0, 1, 94967, 200
 95193574, 0, 2, 0.3, 0.3, 0.04, 0, 1, 95167, 200
 95393494, 0, 2, 0.3, 0.3, 0.04, 0, 1, 95367, 200
 95593414, 0, 2, 0.3, 0.3, 0.04, 0, 1, 95567, 200
 95793334, 0, 2, 0.3, 0.3, 0.04, 0, 1, 95767, 200
 95994087, 0, 2, 0.3, 0.3, 0.04, 0, 1, 95967, 200
 96194007, 0, 2, 0.3, 0.3, 0.04, 0, 1, 96167, 200
 96393927, 0, 2, 0.3, 0.3, 0.04, 0, 1, 96367, 200
 96593847, 0, 2, 0.3, 0.3, 0.04, 0, 1, 96567, 200
 96793767, 0, 2, 0.3, 0.3, 0.04, 0, 1, 96767, 200
 96993687, 0, 2, 0.3, 0.3, 0.04, 0, 1, 96967, 200
 97193607, 0, 2, 0.3, 0.3, 0.04, 0, 1, 97167, 200
 97393527, 0, 2, 0.3, 0.3, 0.04, 0, 1, 97367, 200
 97593447, 0, 2, 0.3, 0.3, 0.04, 0, 1, 97567, 200
 97793367, 0, 2, 0.3, 0.3, 0.04, 0, 1, 97767, 200
 97993287, 0, 2, 0.3, 0.3, 0.04, 0, 1, 97967, 200
 98194040, 0, 2, 0.3, 0.3, 0.04, 0, 1, 98167, 200
 98393960, 0, 2, 0.3, 0.3, 0.04, 0, 1, 98367, 200
 98593880, 0, 2, 0.3, 0.3, 0.04, 0, 1, 98567, 200
 98793800, 0, 2, 0.3, 0.3, 0.04, 0, 1, 98767, 200
 98993720, 0, 2, 0.3, 0.3, 0.04, 0, 1, 98967, 200
 99193640, 0, 2, 0.3, 0.3, 0.04, 0, 1, 99167, 200
 99393560, 0, 2, 0.3, 0.3, 0.04, 0, 1, 99367, 200
 99593480, 0, 2, 0.3, 0.3, 0.04, 0, 1, 99567, 200
 99793400, 0, 2, 0.3, 0.3, 0.04, 0, 1, 99767, 200
 99993320, 0, 2, 0.3, 0.3, 0.04, 0, 1, 99967, 200
 100194073, 0, 2, 0.3, 0.3, 0.04, 0, 1, 100167, 200
 100393993, 0, 2, 0.3, 0.3, 0.04, 0, 1, 100367, 200
 100593913, 0, 2, 0.3, 0.3, 0.04, 0, 1, 100567, 200
 100793833, 0, 2, 0.3, 0.3, 0.04, 0, 1, 100767, 200
 100993753, 0, 2, 0.3, 0.3, 0.04, 0, 1, 100967, 200
 101193673, 0, 2, 0.3, 0.3, 0.04, 0, 1, 101167, 200
 101393593, 0, 2, 0.3, 0.3, 0.04, 0, 1, 101367, 200
 101593513, 0, 2, 0.3, 0.3, 0.04, 0, 1, 101567, 200
 101793433, 0, 2, 0.3, 0.3, 0.04, 0, 1, 101767, 200
 101993353, 0, 2, 0.3, 0.3, 0.04, 0, 1, 101967, 200
 102193273, 0, 2, 0.3, 0.3, 0.04, 0, 1, 102167, 200
 102394026, 0, 2, 0.3, 0.3, 0.04, 0, 1, 102367, 200
 102593946, 0, 2, 0.3, 0.3, 0.04, 0, 1, 102567, 200
 102793866, 0, 2, 0.3, 0.3, 0.04, 0, 1, 102767, 200
 102993786, 0, 2, 0.3, 0.3, 0.04, 0, 1, 102967, 200
 103193706, 0, 2, 0.3, 0.3, 0.04, 0, 1, 103167, 200
 103393626, 0, 2, 0.3, 0.3, 0.04, 0, 1, 103367, 200
 103593546, 0, 2, 0.3, 0.3, 0.04, 0, 1, 103567, 200
 103793466, 0, 2, 0.3, 0.3, 0.04, 0, 1, 103767, 200
 103993386, 0, 2, 0.3, 0.3, 0.04, 0, 1, 103967, 200
 104193306, 0, 2, 0.3, 0.3, 0.04, 0, 1, 104167, 200
 104394059, 0, 2, 0.3, 0.3, 0.04, 0, 1, 104367, 200
 104593979, 0, 2, 0.3, 0.3, 0.04, 0, 1, 104567, 200
 104793899, 0, 2, 0.3, 0.3, 0.04, 0, 1, 104767, 200
 104993819, 0, 2, 0.3, 0.3, 0.04, 0, 1, 104967, 200
 105193739, 0, 2, 0.3, 0.3, 0.04, 0, 1, 105167, 200
 105393659, 0, 2, 0.3, 0.3, 0.04, 0, 1, 105367, 200
 105593579, 0, 2, 0.3, 0.3, 0.04, 0, 1, 105567, 200
 105793499, 0, 2, 0.3, 0.3, 0.04, 0, 1, 105767, 200
 105993419, 0, 2, 0.3, 0.3, 0.04, 0, 1, 105967, 200
 106193339, 0, 2, 0.3, 0.3, 0.04, 0, 1, 106167, 200
 106394092, 0, 2, 0.3, 0.3, 0.04, 0, 1, 106367, 200
 106594012, 0, 2, 0.3, 0.3, 0.04, 0, 1, 106567, 200
 106793932, 0, 2, 0.3, 0.3, 0.04, 0, 1, 106767, 200
 106993852, 0, 2, 0.3, 0.3, 0.04, 0, 1, 106967, 200
 107193772, 0, 2, 0.3, 0.3, 0.04, 0, 1, 107167, 200
 107393692, 0, 2, 0.3, 0.3, 0.04, 0, 1, 107367, 200
 107593612, 0, 2, 0.3, 0.3, 0.04, 0, 1, 107567, 200
 107793532, 0, 2, 0.3, 0.3, 0.04, 0, 1, 107767, 200
 107993452, 0, 2, 0.3, 0.3, 0.04, 0, 1, 107967, 200
 108193372, 0, 2, 0.3, 0.3, 0.04, 0, 1, 108167, 200
 108393292, 0, 2, 0.3, 0.3, 0.04, 0, 1, 108367, 200
 108594045, 0, 2, 0.3, 0.3, 0.04, 0, 1, 108567, 200
 108793965, 0, 2, 0.3, 0.3, 0.04, 0, 1, 108767, 200
 108993885, 0, 2, 0.3, 0.3, 0.04, 0, 1, 108967, 200
 109193805, 0, 2, 0.3, 0.3, 0.04, 0, 1, 109167, 200
 109393725, 0, 2, 0.3, 0.3, 0.04, 0, 1, 109367, 200
 109593645, 0, 2, 0.3, 0.3, 0.04, 0, 1, 109567, 200
 109793565, 0, 2, 0.3, 0.3, 0.04, 0, 1, 109767, 200
 109993485, 0, 2, 0.3, 0.3, 0.04, 0, 1, 109967, 200
 110193405, 0, 2, 0.3, 0.3, 0.04, 0, 1, 110167, 200
 110393325, 0, 2, 0.3, 0.3, 0.04, 0, 1, 110367, 200
 110594078, 0, 2, 0.3, 0.3, 0.04, 0, 1, 110567, 200
 110793998, 0, 2, 0.3, 0.3, 0.04, 0, 1, 110767, 200
 110993918, 0, 2, 0.3, 0.3, 0.04, 0, 1, 110967, 200
 111193838, 0, 2, 0.3, 0.3, 0.04, 0, 1, 111167, 200
 111393758, 0, 2, 0.3, 0.3, 0.04, 0, 1, 111367, 200
 111593678, 0, 2, 0.3, 0.3, 0.04, 0, 1, 111567, 200
 111793598, 0, 2, 0.3, 0.3, 0.04, 0, 1, 111767, 200
 111993518, 0, 2, 0.3, 0.3, 0.04, 0, 1, 111967, 200
 112193438, 0, 2, 0.3, 0.3, 0.04, 0, 1, 112167, 200
 112393358, 0, 2, 0.3, 0.3, 0.04, 0, 1, 112367, 200
 112593278, 0, 2, 0.3, 0.3, 0.04, 0, 1, 112567, 200
 112794031, 0, 2, 0.3, 0.3, 0.04, 0, 1, 112767, 200
 112993951, 0, 2, 0.3, 0.3, 0.04, 0, 1, 112967, 200
 113193871, 0, 2, 0.3, 0.3, 0.04, 0, 1, 113167, 200
 113393791, 0, 2, 0.3, 0.3, 0.04, 0, 1, 113367, 200
 113593711, 0, 2, 0.3, 0.3, 0.04, 0, 1, 113567, 200
 113793631, 0, 2, 0.3, 0.3, 0.04, 0, 1, 113767, 200
 113993551, 0, 2, 0.3, 0.3, 0.04, 0, 1, 113967, 200
 114193471, 0, 2, 0.3, 0.3, 0.04, 0, 1, 114167, 200
 114393391, 0, 2, 0.3, 0.3, 0.04, 0, 1, 114367, 200
 114593311, 0, 2, 0.3, 0.3, 0.04, 0, 1, 114567, 200
 114794064, 0, 2, 0.3, 0.3, 0.04, 0, 1, 114767, 200
 114993984, 0, 2, 0.3, 0.3, 0.04, 0, 1, 114967, 200
 115193904, 0, 2, 0.3, 0.3, 0.04, 0, 1, 115167, 200
 115393824, 0, 2, 0.3, 0.3, 0.04, 0, 1, 115367, 200
 115593744, 0, 2, 0.3, 0.3, 0.04, 0, 1, 115567, 200
 115793664, 0, 2, 0.3, 0.3, 0.04, 0, 1, 115767, 200
 115993584, 0, 2, 0.3, 0.3, 0.04, 0, 1, 115967, 200
 116193504, 0, 2, 0.3, 0.3, 0.04, 0, 1, 116167, 200
 116393424, 0, 2, 0.3, 0.3, 0.04, 0, 1, 116367, 200
 116593344, 0, 2, 0.3, 0.3, 0.04, 0, 1, 116567, 200
 116793264, 0, 2, 0.3, 0.3, 0.04, 0, 1, 116767, 200
 116994017, 0, 2, 0.3, 0.3, 0.04, 0, 1, 116967, 200
 117193937, 0, 2, 0.3, 0.3, 0.04, 0, 1, 117167, 200
 117393857, 0, 2, 0.3, 0.3, 0.04, 0, 1, 117367, 200
 117593777, 0, 2, 0.3, 0.3, 0.04, 0, 1, 117567, 200
 117793697, 0, 2, 0.3, 0.3, 0.04, 0, 1, 117767, 200
 117993617, 0, 2, 0.3, 0.3, 0.04, 0, 1, 117967, 200
 118193537, 0, 2, 0.3, 0.3, 0.04, 0, 1, 118167, 200
 118393457, 0, 2, 0.3, 0.3, 0.04, 0, 1, 118367, 200
 118593377, 0, 2, 0.3, 0.3, 0.04, 0, 1, 118567, 200
 118793297, 0, 2, 0.3, 0.3, 0.04, 0, 1, 118767, 200
 118994050, 0, 2, 0.3, 0.3, 0.04, 0, 1, 118967, 200
 119193970, 0, 2, 0.3, 0.3, 0.04, 0, 1, 119167, 200
 119393890, 0, 2, 0.3, 0.3, 0.04, 0, 1, 119367, 200
 119593810, 0, 2, 0.3, 0.3, 0.04, 0, 1, 119567, 200
 119793730, 0, 2, 0.3, 0.3, 0.04, 0, 1, 119767, 200
 119993650, 0, 2, 0.3, 0.3, 0.04, 0, 1, 119967, 200
 120193570, 0, 2, 0.3, 0.3, 0.04, 0, 1, 120167, 200
 120393490, 0, 2, 0.3, 0.3, 0.04, 0, 1, 120367, 200
 120593410, 0, 2, 0.3, 0.3, 0.04, 0, 1, 120567, 200
 120793330, 0, 2, 0.3, 0.3, 0.04, 0, 1, 120767, 200
 120994083, 0, 2, 0.3, 0.3, 0.04, 0, 1, 120967, 200
 121194003, 0, 2, 0.3, 0.3, 0.04, 0, 1, 121167, 200
 121393923, 0, 2, 0.3, 0.3, 0.04, 0, 1, 121367, 200
 121593843, 0, 2, 0.3, 0.3, 0.04, 0, 1, 121567, 200
 121793763, 0, 2, 0.3, 0.3, 0.04, 0, 1, 121767, 200
 121993683, 0, 2, 0.3, 0.3, 0.04, 0, 1, 121967, 200
 122193603, 0, 2, 0.3, 0.3, 0.04, 0, 1, 122167, 200
 122393523, 0, 2, 0.3, 0.3, 0.04, 0, 1, 122367, 200
 122593443, 0, 2, 0.3, 0.3, 0.04, 0, 1, 122567, 200
 122793363, 0, 2, 0.3, 0.3, 0.04, 0, 1, 122767, 200
 122993283, 0, 2, 0.3, 0.3, 0.04, 0, 1, 122967, 200
 123194036, 0, 2, 0.3, 0.3, 0.04, 0, 1, 123167, 200
 123393956, 0, 2, 0.3, 0.3, 0.04, 0, 1, 123367, 200
 123593876, 0, 2, 0.3, 0.3, 0.04, 0, 1, 123567, 200
 123793796, 0, 2, 0.3, 0.3, 0.04, 0, 1, 123767, 200
 123993716, 0, 2, 0.3, 0.3, 0.04, 0, 1, 123967, 200
 124193636, 0, 2, 0.3, 0.3, 0.04, 0, 1, 124167, 200
 124393556, 0, 2, 0.3, 0.3, 0.04, 0, 1, 124367, 200
 124593476, 0, 2, 0.3, 0.3, 0.04, 0, 1, 124567, 200
 124793396, 0, 2, 0.3, 0.3, 0.04, 0, 1, 124767, 200
 124993316, 0, 2, 0.3, 0.3, 0.04, 0, 1, 124967, 200
 125194069, 0, 2, 0.3, 0.3, 0.04, 0, 1, 125167, 200
 125393989, 0, 2, 0.3, 0.3, 0.04, 0, 1, 125367, 200
 125593909, 0, 2, 0.3, 0.3, 0.04, 0, 1, 125567, 200
 125793829, 0, 2, 0.3, 0.3, 0.04, 0, 1, 125767, 200
 125993749, 0, 2, 0.3, 0.3, 0.04, 0, 1, 125967, 200
 126193669, 0, 2, 0.3, 0.3, 0.04, 0, 1, 126167, 200
 126393589, 0, 2, 0.3, 0.3, 0.04, 0, 1, 126367, 200
 126593509, 0, 2, 0.3, 0.3, 0.04, 0, 1, 126567, 200
 126793429, 0, 2, 0.3, 0.3, 0.04, 0, 1, 126767, 200
 126993349, 0, 2, 0.3, 0.3, 0.04, 0, 1, 126967, 200
 127193269, 0, 2, 0.3, 0.3, 0.04, 0, 1, 127167, 200
 127394022, 0, 2, 0.3, 0.3, 0.04, 0, 1, 127367, 200
 127593942, 0, 2, 0.3, 0.3, 0.04, 0, 1, 127567, 200
 127793862, 0, 2, 0.3, 0.3, 0.04, 0, 1, 127767, 200
 127993782, 0, 2, 0.3, 0.3, 0.04, 0, 1, 127967, 200
 128193702, 0, 2, 0.3, 0.3, 0.04, 0, 1, 128167, 200
 128393622, 0, 2, 0.3, 0.3, 0.04, 0, 1, 128367, 200
 128593542, 0, 2, 0.3, 0.3, 0.04, 0, 1, 128567, 200
 128793462, 0, 2, 0.3, 0.3, 0.04, 0, 1, 128767, 200
 128993382, 0, 2, 0.3, 0.3, 0.04, 0, 1, 128967, 200
 129193302, 0, 2, 0.3, 0.3, 0.04, 0, 1, 129167, 200
 129394055, 0, 2, 0.3, 0.3, 0.04, 0, 1, 129367, 200
 129593975, 0, 2, 0.3, 0.3, 0.04, 0, 1, 129567, 200
 129793895, 0, 2, 0.3, 0.3, 0.04, 0, 1, 129767, 200
 129993815, 0, 2, 0.3, 0.3, 0.04, 0, 1, 129967, 200
 130193735, 0, 2, 0.3, 0.3, 0.04, 0, 1, 130167, 200
 130393655, 0, 2, 0.3, 0.3, 0.04, 0, 1, 130367, 200
 130593575, 0, 2, 0.3, 0.3, 0.04, 0, 1, 130567, 200
 130793495, 0, 2, 0.3, 0.3, 0.04, 0, 1, 130767, 200
 130993415, 0, 2, 0.3, 0.3, 0.04, 0, 1, 130967, 200
 131193335, 0, 2, 0.3, 0.3, 0.04, 0, 1, 131167, 200
 131394088, 0, 2, 0.3, 0.3, 0.04, 0, 1, 131367, 200
 131594008, 0, 2, 0.3, 0.3, 0.04, 0, 1, 131567, 200
 131793928, 0, 2, 0.3, 0.3, 0.04, 0, 1, 131767, 200
 131993848, 0, 2, 0.3, 0.3, 0.04, 0, 1, 131967, 200
 132193768, 0, 2, 0.3, 0.3, 0.04, 0, 1, 132167, 200
 132393688, 0, 2, 0.3, 0.3, 0.04, 0, 1, 132367, 200
 132593608, 0, 2, 0.3, 0.3, 0.04, 0, 1, 132567, 200
 132793528, 0, 2, 0.3, 0.3, 0.04, 0, 1, 132767, 200
 132993448, 0, 2, 0.3, 0.3, 0.04, 0, 1, 132967, 200
 133193368, 0, 2, 0.3, 0.3, 0.04, 0, 1, 133167, 200
 133393288, 0, 2, 0.3, 0.3, 0.04, 0, 1, 133367, 200
 133594041, 0, 2, 0.3, 0.3, 0.04, 0, 1, 133567, 200
 133793961, 0, 2, 0.3, 0.3, 0.04, 0, 1, 133767, 200
 133993881, 0, 2, 0.3, 0.3, 0.04, 0, 1, 133967, 200
 134193801, 0, 2, 0.3, 0.3, 0.04, 0, 1, 134167, 200
 134393721, 0, 2, 0.3, 0.3, 0.04, 0, 1, 134367, 200
 134593641, 0, 2, 0.3, 0.3, 0.04, 0, 1, 134567, 200
 134793561, 0, 2, 0.3, 0.3, 0.04, 0, 1, 134767, 200
 134993481, 0, 2, 0.3, 0.3, 0.04, 0, 1, 134967, 200
 135193401, 0, 2, 0.3, 0.3, 0.04, 0, 1, 135167, 200
 135393321, 0, 2, 0.3, 0.3, 0.04, 0, 1, 135367, 200
 135594074, 0, 2, 0.3, 0.3, 0.04, 0, 1, 135567, 200
 135793994, 0, 2, 0.3, 0.3, 0.04, 0, 1, 135767, 200
 135993914, 0, 2, 0.3, 0.3, 0.04, 0, 1, 135967, 200
 136193834, 0, 2, 0.3, 0.3, 0.04, 0, 1, 136167, 200
 136393754, 0, 2, 0.3, 0.3, 0.04, 0, 1, 136367, 200
 136593674, 0, 2, 0.3, 0.3, 0.04, 0, 1, 136567, 200
 136793594, 0, 2, 0.3, 0.3, 0.04, 0, 1, 136767, 200
 136993514, 0, 2, 0.3, 0.3, 0.04, 0, 1, 136967, 200
 137193434, 0, 2, 0.3, 0.3, 0.04, 0, 1, 137167, 200
 137393354, 0, 2, 0.3, 0.3, 0.04, 0, 1, 137367, 200
 137593274, 0, 2, 0.3, 0.3, 0.04, 0, 1, 137567, 200
 137794027, 0, 2, 0.3, 0.3, 0.04, 0, 1, 137767, 200
 137993947, 0, 2, 0.3, 0.3, 0.04, 0, 1, 137967, 200
 138193867, 0, 2, 0.3, 0.3, 0.04, 0, 1, 138167, 200
 138393787, 0, 2, 0.3, 0.3, 0.04, 0, 1, 138367, 200
 138593707, 0, 2, 0.3, 0.3, 0.04, 0, 1, 138567, 200
 138793627, 0, 2, 0.3, 0.3, 0.04, 0, 1, 138767, 200
 138993547, 0, 2, 0.3, 0.3, 0.04, 0, 1, 138967, 200
 139193467, 0, 2, 0.3, 0.3, 0.04, 0, 1, 139167, 200
 139393387, 0, 2, 0.3, 0.3, 0.04, 0, 1, 139367, 200
 139593307, 0, 2, 0.3, 0.3, 0.04, 0, 1, 139567, 200
 139794060, 0, 2, 0.3, 0.3, 0.04, 0, 1, 139767, 200
 139993980, 0, 2, 0.3, 0.3, 0.04, 0, 1, 139967, 200
 140193900, 0, 2, 0.3, 0.3, 0.04, 0, 1, 140167, 200
 140393820, 0, 2, 0.3, 0.3, 0.04, 0, 1, 140367, 200
 140593740, 0, 2, 0.3, 0.3, 0.04, 0, 1, 140567, 200
 140793660, 0, 2, 0.3, 0.3, 0.04, 0, 1, 140767, 200
 140993580, 0, 2, 0.3, 0.3, 0.04, 0, 1, 140967, 200
 141193500, 0, 2, 0.3, 0.3, 0.04, 0, 1, 141167, 200
 141393420, 0, 2, 0.3, 0.3, 0.04, 0, 1, 141367, 200
 141593340, 0, 2, 0.3, 0.3, 0.04, 0, 1, 141567, 200
 141793260, 0, 2, 0.3, 0.3, 0.04, 0, 1, 141767, 200
 141994013, 0, 2, 0.3, 0.3, 0.04, 0, 1, 141967, 200
 142193933, 0, 2, 0.3, 0.3, 0.04, 0, 1, 142167, 200
 142393853, 0, 2, 0.3, 0.3, 0.04, 0, 1, 142367, 200
 142593773, 0, 2, 0.3, 0.3, 0.04, 0, 1, 142567, 200
 142793693, 0, 2, 0.3, 0.3, 0.04, 0, 1, 142767, 200
 142993613, 0, 2, 0.3, 0.3, 0.04, 0, 1, 142967, 200
 143193533, 0, 2, 0.3, 0.3, 0.04, 0, 1, 143167, 200
 143393453, 0, 2, 0.3, 0.3, 0.04, 0, 1, 143367, 200
 143593373, 0, 2, 0.3, 0.3, 0.04, 0, 1, 143567, 200
 143793293, 0, 2, 0.3, 0.3, 0.04, 0, 1, 143767, 200
 143994046, 0, 2, 0.3, 0.3, 0.04, 0, 1, 143967, 200
 144193966, 0, 2, 0.3, 0.3, 0.04, 0, 1, 144167, 200
 144393886, 0, 2, 0.3, 0.3, 0.04, 0, 1, 144367, 200
 144593806, 0, 2, 0.3, 0.3, 0.04, 0, 1, 144567, 200
 144793726, 0, 2, 0.3, 0.3, 0.04, 0, 1, 144767, 200
 144993646, 0, 2, 0.3, 0.3, 0.04, 0, 1, 144967, 200
 145193566, 0, 2, 0.3, 0.3, 0.04, 0, 1, 145167, 200
 145393486, 0, 2, 0.3, 0.3, 0.04, 0, 1, 145367, 200
 145593406, 0, 2, 0.3, 0.3, 0.04, 0, 1, 145567, 200
 145793326, 0, 2, 0.3, 0.3, 0.04, 0, 1, 145767, 200
