Time,MAV_chan,MAV_txp,MAV_rxp,MAV_rxdp,MAV_flags,MAV_ss,MAV_tf
 130276202, 0, 11505, 597, 0, 6, 0, 0
 131278301, 0, 11618, 600, 0, 6, 0, 0
 132281233, 0, 11731, 603, 0, 6, 0, 0
 133283332, 0, 11847, 606, 0, 6, 0, 0
 134286264, 0, 11960, 609, 0, 6, 0, 0
 135288363, 0, 12073, 613, 0, 6, 0, 0
 136291295, 0, 12186, 616, 0, 6, 0, 0
 137293394, 0, 12299, 619, 0, 6, 0, 0
 138296326, 0, 12412, 622, 0, 6, 0, 0
 139298425, 0, 12525, 625, 0, 6, 0, 0
 140301357, 0, 12570, 644, 0, 6, 0, 0
 141303456, 0, 12635, 647, 0, 6, 0, 0
 142306388, 0, 12700, 650, 0, 6, 0, 0
 143308487, 0, 12765, 653, 0, 6, 0, 0
 144311419, 0, 12830, 656, 0, 6, 0, 0
 145313518, 0, 12895, 659, 0, 6, 0, 0
 146316450, 0, 12960, 662, 0, 6, 0, 0
 147318549, 0, 13028, 665, 0, 6, 0, 0
 148321481, 0, 13093, 668, 0, 6, 0, 0
 149323580, 0, 13158, 671, 0, 6, 0, 0
 150324013, 0, 13224, 677, 0, 6, 0, 0
 151326112, 0, 13337, 680, 0, 6, 0, 0
 152329044, 0, 13452, 683, 0, 6, 0, 0
 153331143, 0, 13565, 686, 0, 6, 0, 0
 154334075, 0, 13681, 689, 0, 6, 0, 0
 155336174, 0, 13794, 692, 0, 6, 0, 0
 156338273, 0, 13907, 707, 0, 6, 0, 0
 157341205, 0, 13972, 710, 0, 6, 0, 0
 158343304, 0, 14037, 713, 0, 6, 0, 0
 159346236, 0, 14102, 716, 0, 6, 0, 0
 160348335, 0, 14168, 721, 0, 6, 0, 0
 161351267, 0, 14233, 724, 0, 6, 0, 0
 162353366, 0, 14301, 727, 0, 6, 0, 0
 163356298, 0, 14366, 730, 0, 6, 0, 0
 164358397, 0, 14431, 733, 0, 6, 0, 0
 165361329, 0, 14472, 737, 0, 6, 0, 0
 166363428, 0, 14585, 740, 0, 6, 0, 0
 167366360, 0, 14698, 743, 0, 6, 0, 0
 168368459, 0, 14811, 748, 0, 6, 0, 0
 169371391, 0, 14924, 751, 0, 6, 0, 0
 170373490, 0, 15038, 756, 0, 6, 0, 0
 171376422, 0, 15154, 756, 0, 6, 0, 0
 172378521, 0, 15267, 762, 0, 6, 0, 0
 173381453, 0, 15380, 764, 0, 6, 0, 0
 174383552, 0, 15493, 767, 0, 6, 0, 0
 175386484, 0, 15606, 770, 0, 6, 0, 0
 176388583, 0, 15719, 773, 0, 6, 0, 0
 177389016, 0, 15832, 780, 0, 6, 0, 0
 178391115, 0, 15897, 791, 0, 6, 0, 0
 179394047, 0, 15962, 794, 0, 6, 0, 0
 180396146, 0, 16004, 800, 0, 6, 0, 0
 181399078, 0, 16120, 803, 0, 6, 0, 0
 182401177, 0, 16233, 806, 0, 6, 0, 0
 183403276, 0, 16348, 809, 0, 6, 0, 0
 184406208, 0, 16461, 812, 0, 6, 0, 0
 185408307, 0, 16574, 815, 0, 6, 0, 0
 186411239, 0, 16687, 818, 0, 6, 0, 0
 187413338, 0, 16800, 821, 0, 6, 0, 0
 188416270, 0, 16913, 824, 0, 6, 0, 0
 189418369, 0, 17026, 827, 0, 6, 0, 0
 190421301, 0, 17143, 832, 0, 6, 0, 0
 191423400, 0, 17256, 835, 0, 6, 0, 0
 192426332, 0, 17369, 838, 0, 6, 0, 0
 193428431, 0, 17482, 841, 0, 6, 0, 0
 194431363, 0, 17595, 854, 0, 6, 0, 0
 195433462, 0, 17636, 858, 0, 6, 0, 0
 196436394, 0, 17749, 861, 0, 6, 0, 0
 197438493, 0, 17862, 864, 0, 6, 0, 0
 198441425, 0, 17975, 867, 0, 6, 0, 0
 199443524, 0, 18088, 870, 0, 6, 0, 0
 200446456, 0, 18202, 875, 0, 6, 0, 0
 201448555, 0, 18318, 878, 0, 6, 0, 0
 202451487, 0, 18431, 881, 0, 6, 0, 0
 203453586, 0, 18544, 884, 0, 6, 0, 0
 204454019, 0, 18657, 887, 0, 6, 0, 0
 205456118, 0, 18770, 890, 0, 6, 0, 0
 206459050, 0, 18883, 893, 0, 6, 0, 0
 207461149, 0, 18996, 896, 0, 6, 0, 0
 208464081, 0, 19109, 899, 0, 6, 0, 0
 209466180, 0, 19222, 902, 0, 6, 0, 0
 210468279, 0, 19337, 909, 0, 6, 0, 0
 211471211, 0, 19452, 912, 0, 6, 0, 0
 212473310, 0, 19565, 915, 0, 6, 0, 0
 213476242, 0, 19678, 918, 0, 6, 0, 0
 214478341, 0, 19794, 922, 0, 6, 0, 0
 215481273, 0, 19907, 935, 0, 6, 0, 0
 216483372, 0, 19972, 938, 0, 6, 0, 0
 217486304, 0, 20041, 941, 0, 6, 0, 0
 218488403, 0, 20107, 945, 0, 6, 0, 0
 219491335, 0, 20172, 948, 0, 6, 0, 0
 220493434, 0, 20238, 953, 0, 6, 0, 0
 221496366, 0, 20303, 956, 0, 6, 0, 0
 222498465, 0, 20368, 959, 0, 6, 0, 0
 223501397, 0, 20433, 962, 0, 6, 0, 0
 224503496, 0, 20498, 965, 0, 6, 0, 0
 225506428, 0, 20563, 969, 0, 6, 0, 0
 226508527, 0, 20676, 972, 0, 6, 0, 0
 227511459, 0, 20789, 975, 0, 6, 0, 0
 228513558, 0, 20902, 978, 0, 6, 0, 0
 229516490, 0, 21015, 981, 0, 6, 0, 0
 230518589, 0, 21129, 986, 0, 6, 0, 0
 231519022, 0, 21242, 989, 0, 6, 0, 0
 232521121, 0, 21331, 1002, 0, 6, 0, 0
 233524053, 0, 21396, 1005, 0, 6, 0, 0
 234526152, 0, 21461, 1008, 0, 6, 0, 0
 235529084, 0, 21524, 1011, 0, 6, 0, 0
 236531183, 0, 21587, 1014, 0, 6, 0, 0
 237533282, 0, 21650, 1017, 0, 6, 0, 0
 238536214, 0, 21713, 1020, 0, 6, 0, 0
 239538313, 0, 21776, 1023, 0, 6, 0, 0
 240541245, 0, 21840, 1029, 0, 6, 0, 0
 241543344, 0, 21949, 1032, 0, 6, 0, 0
 242546276, 0, 22058, 1035, 0, 6, 0, 0
 243548375, 0, 22167, 1038, 0, 6, 0, 0
 244551307, 0, 22276, 1041, 0, 6, 0, 0
 245553406, 0, 22387, 1044, 0, 6, 0, 0
 246556338, 0, 22496, 1047, 0, 6, 0, 0
 247558437, 0, 22605, 1050, 0, 6, 0, 0
 248561369, 0, 22714, 1053, 0, 6, 0, 0
 249563468, 0, 22823, 1056, 0, 6, 0, 0
 250566400, 0, 22933, 1061, 0, 6, 0, 0
 251568499, 0, 23042, 1064, 0, 6, 0, 0
 252571431, 0, 23151, 1067, 0, 6, 0, 0
 253573530, 0, 23237, 1082, 0, 6, 0, 0
 254576462, 0, 23300, 1085, 0, 6, 0, 0
 255578561, 0, 23363, 1089, 0, 6, 0, 0
 256581493, 0, 23472, 1092, 0, 6, 0, 0
 257583592, 0, 23581, 1095, 0, 6, 0, 0
 258584025, 0, 23690, 1098, 0, 6, 0, 0
 259586124, 0, 23799, 1101, 0, 6, 0, 0
 260589056, 0, 23909, 1106, 0, 6, 0, 0
 261591155, 0, 24018, 1109, 0, 6, 0, 0
 262594087, 0, 24127, 1112, 0, 6, 0, 0
 263596186, 0, 24236, 1115, 0, 6, 0, 0
 264598285, 0, 24345, 1118, 0, 6, 0, 0
 265601217, 0, 24454, 1121, 0, 6, 0, 0
 266603316, 0, 24563, 1124, 0, 6, 0, 0
 267606248, 0, 24672, 1127, 0, 6, 0, 0
 268608347, 0, 24781, 1130, 0, 6, 0, 0
 269611279, 0, 24890, 1133, 0, 6, 0, 0
 270613378, 0, 24977, 1149, 0, 6, 0, 0
 271616310, 0, 25040, 1152, 0, 6, 0, 0
 272618409, 0, 25103, 1155, 0, 6, 0, 0
 273621341, 0, 25166, 1158, 0, 6, 0, 0
 274623440, 0, 25229, 1161, 0, 6, 0, 0
 275626372, 0, 25294, 1164, 0, 6, 0, 0
 276628471, 0, 25357, 1167, 0, 6, 0, 0
 277631403, 0, 25420, 1170, 0, 6, 0, 0
 278633502, 0, 25483, 1173, 0, 6, 0, 0
 279636434, 0, 25546, 1176, 0, 6, 0, 0
 280638533, 0, 25610, 1181, 0, 6, 0, 0
 281641465, 0, 25673, 1184, 0, 6, 0, 0
 282643564, 0, 25736, 1187, 0, 6, 0, 0
 283646496, 0, 25799, 1190, 0, 6, 0, 0
 284648595, 0, 25862, 1193, 0, 6, 0, 0
 285649028, 0, 25925, 1197, 0, 6, 0, 0
 286651127, 0, 26034, 1200, 0, 6, 0, 0
 287654059, 0, 26143, 1203, 0, 6, 0, 0
 288656158, 0, 26253, 1206, 0, 6, 0, 0
 289659090, 0, 26362, 1209, 0, 6, 0, 0
 290661189, 0, 26474, 1214, 0, 6, 0, 0
 291663288, 0, 26560, 1227, 0, 6, 0, 0
 292666220, 0, 26621, 1230, 0, 6, 0, 0
 293668319, 0, 26682, 1233, 0, 6, 0, 0
 294671251, 0, 26745, 1237, 0, 6, 0, 0
 295673350, 0, 26806, 1240, 0, 6, 0, 0
 296676282, 0, 26867, 1243, 0, 6, 0, 0
 297678381, 0, 26929, 1247, 0, 6, 0, 0
 298681313, 0, 26990, 1250, 0, 6, 0, 0
 299683412, 0, 27051, 1253, 0, 6, 0, 0
 300686344, 0, 27113, 1259, 0, 6, 0, 0
 301688443, 0, 27218, 1262, 0, 6, 0, 0
 302691375, 0, 27323, 1265, 0, 6, 0, 0
 303693474, 0, 27492, 1269, 0, 6, 0, 0
 304696406, 0, 27597, 1272, 0, 6, 0, 0
