Time,PSCE_TPE,PSCE_PE,PSCE_DVE,PSCE_TVE,PSCE_VE,PSCE_DAE,PSCE_TAE,PSCE_AE
 726420982, 0.03548428, 0.01089062, 0, 0.02459366, 0.02590854, 0, 0.01393353, 0.0180603
 726520942, 0.03548428, 0.01071682, 0, 0.02476746, 0.02583861, 0, 0.01899264, 0.01810996
 726620902, 0.03548428, 0.0111919, 0, 0.02429238, 0.0257812, 0, 0.01532492, 0.0176332
 726720862, 0.03548428, 0.0109387, 0, 0.02454558, 0.02514188, 0, 0.02204695, 0.01909284
 726820822, 0.03548428, 0.01133654, 0, 0.02414774, 0.02519071, 0, 0.01642156, 0.01881544
 726920782, 0.03548428, 0.01105249, 0, 0.02443179, 0.02489831, 0, 0.02095566, 0.01961954
 727021575, 0.03548428, 0.01146042, 0, 0.02402386, 0.0250361, 0, 0.01591961, 0.01903553
 727121535, 0.03548428, 0.01116849, 0, 0.02431579, 0.02470632, 0, 0.02114981, 0.01986157
 727221495, 0.03548428, 0.01155234, 0, 0.02393195, 0.02496452, 0, 0.01539701, 0.01922132
 727321455, 0.03548428, 0.01126936, 0, 0.02421492, 0.02477626, 0, 0.02000125, 0.01941698
 727421415, 0.03548428, 0.0116647, 0, 0.02381958, 0.02495975, 0, 0.01518686, 0.01869197
 727521375, 0.03548428, 0.01137359, 0, 0.0241107, 0.02466394, 0, 0.02043047, 0.0191671
 727621335, 0.03548428, 0.01176214, 0, 0.02372214, 0.02478559, 0, 0.01553612, 0.01866653
 727721295, 0.03548428, 0.01148918, 0, 0.02399511, 0.02443153, 0, 0.02072598, 0.01946849
 727821255, 0.03548428, 0.01188845, 0, 0.02359583, 0.02463624, 0, 0.01515379, 0.01882395
 727921215, 0.03548428, 0.01162711, 0, 0.02385718, 0.02436014, 0, 0.0201551, 0.01900679
 728021175, 0.03548428, 0.01203177, 0, 0.02345251, 0.02446332, 0, 0.01535356, 0.01848338
 728121135, 0.03548428, 0.01174278, 0, 0.0237415, 0.02419199, 0, 0.02019738, 0.01890041
 728221095, 0.03548428, 0.01214439, 0, 0.02333989, 0.02438701, 0, 0.01489201, 0.01818819
 728321055, 0.03548428, 0.01187604, 0, 0.02360824, 0.02412662, 0, 0.01987945, 0.01815197
 728421015, 0.03548428, 0.01226893, 0, 0.02321535, 0.02427177, 0, 0.01495984, 0.01777674
 728520975, 0.03548428, 0.01198557, 0, 0.02349871, 0.02394354, 0, 0.02014344, 0.01815663
 728620935, 0.03548428, 0.01238395, 0, 0.02310033, 0.02411487, 0, 0.01492281, 0.01763969
 728720895, 0.03548428, 0.01209033, 0, 0.02339395, 0.0238895, 0, 0.01970037, 0.01815373
 728820855, 0.03548428, 0.01247047, 0, 0.02301381, 0.0241759, 0, 0.01403307, 0.0174517
 728920815, 0.03548428, 0.01218628, 0, 0.023298, 0.02392381, 0, 0.01923183, 0.01735438
 729020775, 0.03548428, 0.01256758, 0, 0.0229167, 0.02411881, 0, 0.01420693, 0.01687208
 729121568, 0.03548428, 0.01229139, 0, 0.02319289, 0.02384197, 0, 0.01922522, 0.01687024
 729221528, 0.03548428, 0.01264982, 0, 0.02283446, 0.02384243, 0, 0.01534206, 0.01668776
 729321488, 0.03548428, 0.0123159, 0, 0.02316838, 0.02343819, 0, 0.02077273, 0.01803889
 729421448, 0.03548428, 0.01264081, 0, 0.02284347, 0.0235643, 0, 0.01546385, 0.01765807
 729521408, 0.03548428, 0.01230115, 0, 0.02318314, 0.02332324, 0, 0.02030535, 0.01808972
 729621368, 0.03548428, 0.01263701, 0, 0.02284727, 0.0236353, 0, 0.01454272, 0.01752906
 729721328, 0.03548428, 0.01231734, 0, 0.02316694, 0.0233782, 0, 0.01987797, 0.01781326
 729821288, 0.03548428, 0.01265983, 0, 0.02282445, 0.02355459, 0, 0.01510061, 0.01747156
 729921248, 0.03548428, 0.01232804, 0, 0.02315624, 0.02314533, 0, 0.02099421, 0.01845086
 730021208, 0.03548428, 0.01265125, 0, 0.02283303, 0.02335083, 0, 0.01561445, 0.01825308
 730121168, 0.03548428, 0.01231867, 0, 0.02316561, 0.02312596, 0, 0.02029414, 0.01841223
 730221128, 0.03548428, 0.01262609, 0, 0.02285819, 0.02319092, 0, 0.01632217, 0.01819672
