Time,ATT_DesRoll,ATT_Roll,ATT_DesPitch,ATT_Pitch,ATT_DesYaw,ATT_Yaw,ATT_ErrRP,ATT_ErrYaw,ATT_AEKF
 714320824, 0.08, 0.06, 0.11, 0.09, 349.34, 349.33, 0, 0, 3
 714420784, 0.08, 0.07, 0.11, 0.11, 349.34, 349.33, 0, 0, 3
 714521577, 0.08, 0.06, 0.1, 0.1, 349.34, 349.33, 0, 0, 3
 714621537, 0.08, 0.05, 0.1, 0.1, 349.34, 349.34, 0, 0, 3
 714721497, 0.09, 0.07, 0.1, 0.1, 349.34, 349.34, 0, 0, 3
 714821457, 0.09, 0.08, 0.09, 0.1, 349.34, 349.34, 0, 0, 3
 714921417, 0.09, 0.07, 0.09, 0.09, 349.34, 349.35, 0, 0, 3
 715021377, 0.09, 0.07, 0.09, 0.08, 349.34, 349.35, 0, 0, 3
 715121337, 0.09, 0.06, 0.09, 0.08, 349.34, 349.35, 0, 0, 3
 715221297, 0.09, 0.06, 0.09, 0.08, 349.34, 349.35, 0, 0, 3
 715321257, 0.09, 0.06, 0.09, 0.07, 349.34, 349.35, 0, 0, 3
 715421217, 0.09, 0.07, 0.09, 0.08, 349.34, 349.35, 0, 0, 3
 715521177, 0.09, 0.08, 0.11, 0.09, 349.34, 349.35, 0, 0, 3
 715621137, 0.09, 0.08, 0.11, 0.1, 349.34, 349.35, 0, 0, 3
 715721097, 0.09, 0.08, 0.11, 0.09, 349.34, 349.35, 0, 0, 3
 715821057, 0.08, 0.08, 0.1, 0.09, 349.34, 349.35, 0, 0, 3
 715921017, 0.08, 0.07, 0.1, 0.09, 349.34, 349.35, 0, 0, 3
 716020977, 0.08, 0.07, 0.1, 0.09, 349.34, 349.34, 0, 0, 3
 716120937, 0.08, 0.08, 0.11, 0.09, 349.34, 349.34, 0, 0, 3
 716220897, 0.08, 0.07, 0.11, 0.09, 349.34, 349.34, 0, 0, 3
 716320857, 0.08, 0.07, 0.11, 0.09, 349.34, 349.34, 0, 0, 3
 716420817, 0.08, 0.06, 0.11, 0.09, 349.34, 349.34, 0, 0, 3
 716520777, 0.09, 0.08, 0.12, 0.1, 349.34, 349.34, 0, 0, 3
 716621570, 0.08, 0.08, 0.11, 0.11, 349.34, 349.34, 0, 0, 3
 716721530, 0.09, 0.08, 0.11, 0.11, 349.34, 349.34, 0, 0, 3
 716821490, 0.09, 0.07, 0.11, 0.11, 349.34, 349.34, 0, 0, 3
 716921450, 0.09, 0.08, 0.11, 0.11, 349.34, 349.34, 0, 0, 3
 717021410, 0.09, 0.08, 0.1, 0.1, 349.34, 349.34, 0, 0, 3
 717121370, 0.1, 0.08, 0.11, 0.1, 349.34, 349.35, 0, 0, 3
 717221330, 0.09, 0.09, 0.1, 0.1, 349.34, 349.35, 0, 0, 3
 717321290, 0.1, 0.09, 0.11, 0.1, 349.34, 349.35, 0, 0, 3
 717421250, 0.1, 0.09, 0.11, 0.1, 349.34, 349.35, 0, 0, 3
 717521210, 0.1, 0.09, 0.11, 0.1, 349.34, 349.35, 0, 0, 3
 717621170, 0.1, 0.09, 0.11, 0.09, 349.34, 349.35, 0, 0, 3
 717721130, 0.1, 0.09, 0.11, 0.1, 349.34, 349.35, 0, 0, 3
 717821090, 0.09, 0.08, 0.11, 0.1, 349.34, 349.35, 0, 0, 3
 717921050, 0.09, 0.08, 0.11, 0.1, 349.34, 349.35, 0, 0, 3
 718021010, 0.08, 0.07, 0.11, 0.1, 349.34, 349.35, 0, 0, 3
 718120970, 0.07, 0.07, 0.11, 0.1, 349.34, 349.35, 0, 0, 3
 718220930, 0.07, 0.06, 0.11, 0.1, 349.34, 349.35, 0, 0, 3
 718320890, 0.07, 0.06, 0.11, 0.1, 349.34, 349.34, 0, 0, 3
 718420850, 0.06, 0.06, 0.1, 0.1, 349.34, 349.34, 0, 0, 3
 718520810, 0.06, 0.06, 0.1, 0.09, 349.34, 349.34, 0, 0, 3
 718620770, 0.06, 0.07, 0.1, 0.09, 349.34, 349.34, 0, 0, 3
 718721563, 0.06, 0.06, 0.1, 0.1, 349.34, 349.34, 0, 0, 3
 718821523, 0.05, 0.06, 0.1, 0.1, 349.34, 349.34, 0, 0, 3
 718921483, 0.05, 0.05, 0.1, 0.09, 349.34, 349.34, 0, 0, 3
 719021443, 0.05, 0.05, 0.1, 0.08, 349.34, 349.34, 0, 0, 3
 719121403, 0.06, 0.05, 0.11, 0.07, 349.34, 349.34, 0, 0, 3
 719221363, 0.06, 0.05, 0.11, 0.08, 349.34, 349.34, 0, 0, 3
 719321323, 0.07, 0.06, 0.11, 0.1, 349.34, 349.34, 0, 0, 3
 719421283, 0.07, 0.06, 0.11, 0.1, 349.34, 349.34, 0, 0, 3
 719521243, 0.07, 0.06, 0.11, 0.1, 349.34, 349.34, 0, 0, 3
 719621203, 0.07, 0.06, 0.1, 0.1, 349.34, 349.34, 0, 0, 3
 719721163, 0.08, 0.07, 0.1, 0.1, 349.34, 349.34, 0, 0, 3
 719821123, 0.07, 0.06, 0.1, 0.1, 349.34, 349.35, 0, 0, 3
 719921083, 0.08, 0.07, 0.1, 0.1, 349.34, 349.35, 0, 0, 3
 720021043, 0.08, 0.07, 0.09, 0.09, 349.34, 349.35, 0, 0, 3
 720121003, 0.08, 0.07, 0.1, 0.09, 349.34, 349.35, 0, 0, 3
 720220963, 0.08, 0.07, 0.09, 0.09, 349.34, 349.35, 0, 0, 3
 720320923, 0.09, 0.07, 0.09, 0.09, 349.34, 349.35, 0, 0, 3
 720420883, 0.09, 0.07, 0.09, 0.09, 349.34, 349.35, 0, 0, 3
 720520843, 0.09, 0.08, 0.09, 0.09, 349.34, 349.35, 0, 0, 3
 720620803, 0.09, 0.08, 0.09, 0.09, 349.34, 349.35, 0, 0, 3
 720720763, 0.09, 0.08, 0.09, 0.09, 349.34, 349.35, 0, 0, 3
 720821556, 0.09, 0.07, 0.09, 0.09, 349.34, 349.35, 0, 0, 3
 720921516, 0.09, 0.07, 0.09, 0.09, 349.34, 349.35, 0, 0, 3
 721021476, 0.09, 0.08, 0.09, 0.09, 349.34, 349.34, 0, 0, 3
 721121436, 0.09, 0.08, 0.09, 0.09, 349.34, 349.34, 0, 0, 3
 721221396, 0.09, 0.08, 0.09, 0.09, 349.34, 349.34, 0, 0, 3
 721321356, 0.09, 0.08, 0.09, 0.09, 349.34, 349.34, 0, 0, 3
 721421316, 0.09, 0.07, 0.09, 0.09, 349.34, 349.34, 0, 0, 3
 721521276, 0.09, 0.08, 0.09, 0.08, 349.34, 349.34, 0, 0, 3
 721621236, 0.09, 0.08, 0.09, 0.08, 349.34, 349.34, 0, 0, 3
 721721196, 0.09, 0.08, 0.09, 0.08, 349.34, 349.34, 0, 0, 3
 721821156, 0.09, 0.08, 0.08, 0.07, 349.34, 349.34, 0, 0, 3
 721921116, 0.09, 0.08, 0.08, 0.07, 349.34, 349.34, 0, 0, 3
 722021076, 0.09, 0.08, 0.08, 0.06, 349.34, 349.34, 0, 0, 3
 722121036, 0.09, 0.08, 0.08, 0.06, 349.34, 349.35, 0, 0, 3
 722220996, 0.09, 0.08, 0.08, 0.07, 349.34, 349.35, 0, 0, 3
 722320956, 0.1, 0.08, 0.08, 0.06, 349.34, 349.36, 0, 0, 3
 722420916, 0.1, 0.08, 0.08, 0.06, 349.34, 349.36, 0, 0, 3
 722520876, 0.1, 0.08, 0.08, 0.07, 349.34, 349.36, 0, 0, 3
 722620836, 0.1, 0.08, 0.08, 0.07, 349.34, 349.36, 0, 0, 3
 722720796, 0.1, 0.08, 0.08, 0.07, 349.34, 349.36, 0, 0, 3
 722821589, 0.1, 0.08, 0.08, 0.07, 349.34, 349.35, 0, 0, 3
 722921549, 0.1, 0.09, 0.09, 0.08, 349.34, 349.35, 0, 0, 3
 723021509, 0.09, 0.09, 0.09, 0.08, 349.34, 349.35, 0, 0, 3
 723121469, 0.09, 0.08, 0.09, 0.09, 349.34, 349.34, 0, 0, 3
 723221429, 0.09, 0.08, 0.08, 0.1, 349.34, 349.34, 0, 0, 3
 723321389, 0.09, 0.08, 0.08, 0.11, 349.34, 349.34, 0, 0, 3
 723421349, 0.08, 0.08, 0.07, 0.11, 349.34, 349.34, 0, 0, 3
 723521309, 0.08, 0.08, 0.07, 0.09, 349.34, 349.33, 0, 0, 3
 723621269, 0.08, 0.08, 0.07, 0.07, 349.34, 349.33, 0, 0, 3
 723721229, 0.08, 0.08, 0.07, 0.06, 349.34, 349.33, 0, 0, 3
 723821189, 0.08, 0.07, 0.07, 0.06, 349.34, 349.33, 0, 0, 3
 723921149, 0.08, 0.07, 0.09, 0.07, 349.34, 349.34, 0, 0, 3
 724021109, 0.08, 0.07, 0.09, 0.07, 349.34, 349.34, 0, 0, 3
 724121069, 0.08, 0.07, 0.09, 0.08, 349.34, 349.35, 0, 0, 3
 724221029, 0.08, 0.07, 0.09, 0.08, 349.34, 349.35, 0, 0, 3
 724320989, 0.09, 0.07, 0.1, 0.09, 349.34, 349.35, 0, 0, 3
 724420949, 0.09, 0.08, 0.1, 0.09, 349.34, 349.34, 0, 0, 3
 724520909, 0.09, 0.08, 0.1, 0.08, 349.34, 349.34, 0, 0, 3
 724620869, 0.08, 0.09, 0.1, 0.08, 349.34, 349.33, 0, 0, 3
 724720829, 0.09, 0.07, 0.11, 0.07, 349.34, 349.33, 0, 0, 3
 724820789, 0.09, 0.05, 0.11, 0.06, 349.34, 349.33, 0, 0, 3
 724921582, 0.11, 0.06, 0.13, 0.08, 349.34, 349.32, 0, 0, 3
 725021542, 0.12, 0.07, 0.13, 0.1, 349.34, 349.32, 0, 0, 3
 725121502, 0.13, 0.1, 0.14, 0.12, 349.34, 349.32, 0, 0, 3
 725221462, 0.13, 0.13, 0.13, 0.12, 349.34, 349.32, 0, 0, 3
 725321422, 0.13, 0.14, 0.12, 0.13, 349.34, 349.32, 0, 0, 3
 725421382, 0.12, 0.14, 0.11, 0.12, 349.34, 349.32, 0, 0, 3
 725521342, 0.11, 0.13, 0.11, 0.11, 349.34, 349.33, 0, 0, 3
 725621302, 0.1, 0.11, 0.1, 0.11, 349.34, 349.33, 0, 0, 3
 725721262, 0.1, 0.11, 0.1, 0.11, 349.34, 349.34, 0, 0, 3
 725821222, 0.09, 0.1, 0.09, 0.11, 349.34, 349.35, 0, 0, 3
 725921182, 0.09, 0.09, 0.09, 0.1, 349.34, 349.35, 0, 0, 3
 726021142, 0.09, 0.08, 0.08, 0.09, 349.34, 349.36, 0, 0, 3
 726121102, 0.1, 0.08, 0.08, 0.09, 349.34, 349.37, 0, 0, 3
 726221062, 0.09, 0.09, 0.08, 0.08, 349.34, 349.37, 0, 0, 3
 726321022, 0.09, 0.1, 0.08, 0.08, 349.34, 349.38, 0, 0, 3
 726420982, 0.09, 0.1, 0.08, 0.08, 349.34, 349.37, 0, 0, 3
 726520942, 0.09, 0.09, 0.08, 0.08, 349.34, 349.37, 0, 0, 3
 726620902, 0.08, 0.07, 0.08, 0.08, 349.34, 349.36, 0, 0, 3
 726720862, 0.09, 0.07, 0.08, 0.09, 349.34, 349.36, 0, 0, 3
 726820822, 0.09, 0.08, 0.08, 0.09, 349.34, 349.35, 0, 0, 3
 726920782, 0.09, 0.08, 0.09, 0.09, 349.34, 349.35, 0, 0, 3
 727021575, 0.09, 0.08, 0.09, 0.09, 349.34, 349.34, 0, 0, 3
 727121535, 0.09, 0.08, 0.1, 0.1, 349.34, 349.33, 0, 0, 3
 727221495, 0.09, 0.09, 0.1, 0.11, 349.34, 349.33, 0, 0, 3
 727321455, 0.09, 0.08, 0.1, 0.12, 349.34, 349.33, 0, 0, 3
 727421415, 0.09, 0.08, 0.1, 0.12, 349.34, 349.32, 0, 0, 3
 727521375, 0.09, 0.08, 0.11, 0.1, 349.34, 349.32, 0, 0, 3
 727621335, 0.08, 0.08, 0.11, 0.1, 349.34, 349.32, 0, 0, 3
 727721295, 0.09, 0.08, 0.12, 0.1, 349.34, 349.32, 0, 0, 3
 727821255, 0.08, 0.08, 0.12, 0.1, 349.34, 349.32, 0, 0, 3
 727921215, 0.08, 0.08, 0.12, 0.11, 349.34, 349.33, 0, 0, 3
 728021175, 0.08, 0.07, 0.12, 0.1, 349.34, 349.34, 0, 0, 3
 728121135, 0.08, 0.08, 0.12, 0.11, 349.34, 349.35, 0, 0, 3
 728221095, 0.08, 0.08, 0.12, 0.11, 349.34, 349.35, 0, 0, 3
 728321055, 0.08, 0.08, 0.12, 0.11, 349.34, 349.35, 0, 0, 3
 728421015, 0.08, 0.07, 0.12, 0.1, 349.34, 349.36, 0, 0, 3
 728520975, 0.08, 0.08, 0.12, 0.11, 349.34, 349.35, 0, 0, 3
 728620935, 0.08, 0.07, 0.12, 0.1, 349.34, 349.35, 0, 0, 3
 728720895, 0.08, 0.08, 0.12, 0.11, 349.34, 349.35, 0, 0, 3
 728820855, 0.08, 0.08, 0.12, 0.1, 349.34, 349.35, 0, 0, 3
 728920815, 0.08, 0.08, 0.12, 0.11, 349.34, 349.35, 0, 0, 3
 729020775, 0.07, 0.07, 0.11, 0.11, 349.34, 349.34, 0, 0, 3
 729121568, 0.07, 0.07, 0.11, 0.1, 349.34, 349.34, 0, 0, 3
 729221528, 0.07, 0.07, 0.11, 0.1, 349.34, 349.34, 0, 0, 3
 729321488, 0.08, 0.07, 0.11, 0.1, 349.34, 349.34, 0, 0, 3
 729421448, 0.08, 0.07, 0.11, 0.1, 349.34, 349.35, 0, 0, 3
 729521408, 0.08, 0.08, 0.11, 0.1, 349.34, 349.35, 0, 0, 3
 729621368, 0.08, 0.08, 0.1, 0.09, 349.34, 349.35, 0, 0, 3
 729721328, 0.08, 0.08, 0.11, 0.09, 349.34, 349.34, 0, 0, 3
 729821288, 0.08, 0.08, 0.1, 0.09, 349.34, 349.34, 0, 0, 3
 729921248, 0.08, 0.08, 0.11, 0.09, 349.34, 349.34, 0, 0, 3
 730021208, 0.08, 0.08, 0.11, 0.1, 349.34, 349.34, 0, 0, 3
 730121168, 0.08, 0.08, 0.11, 0.1, 349.34, 349.34, 0, 0, 3
 730221128, 0.08, 0.07, 0.1, 0.09, 349.34, 349.34, 0, 0, 3
 730321088, 0.09, 0.07, 0.11, 0.09, 349.34, 349.34, 0, 0, 3
 730421048, 0.09, 0.08, 0.11, 0.09, 349.34, 349.34, 0, 0, 3
 730521008, 0.09, 0.08, 0.11, 0.09, 349.34, 349.34, 0, 0, 3
 730620968, 0.09, 0.08, 0.11, 0.1, 349.34, 349.34, 0, 0, 3
 730720928, 0.1, 0.08, 0.11, 0.1, 349.34, 349.34, 0, 0, 3
 730820888, 0.09, 0.09, 0.11, 0.1, 349.34, 349.34, 0, 0, 3
 730920848, 0.09, 0.08, 0.11, 0.1, 349.34, 349.34, 0, 0, 3
 731020808, 0.09, 0.08, 0.11, 0.09, 349.34, 349.34, 0, 0, 3
 731120768, 0.09, 0.08, 0.11, 0.1, 349.34, 349.34, 0, 0, 3
 731221561, 0.09, 0.08, 0.11, 0.1, 349.34, 349.35, 0, 0, 3
 731321521, 0.09, 0.09, 0.11, 0.1, 349.34, 349.35, 0, 0, 3
 731421481, 0.09, 0.09, 0.1, 0.1, 349.34, 349.35, 0, 0, 3
 731521441, 0.09, 0.09, 0.1, 0.1, 349.34, 349.35, 0, 0, 3
 731621401, 0.09, 0.08, 0.1, 0.09, 349.34, 349.35, 0, 0, 3
 731721361, 0.09, 0.08, 0.1, 0.09, 349.34, 349.34, 0, 0, 3
 731821321, 0.08, 0.07, 0.1, 0.1, 349.34, 349.34, 0, 0, 3
 731921281, 0.09, 0.07, 0.1, 0.1, 349.34, 349.34, 0, 0, 3
 732021241, 0.08, 0.08, 0.09, 0.1, 349.34, 349.33, 0, 0, 3
 732121201, 0.08, 0.08, 0.09, 0.09, 349.34, 349.33, 0, 0, 3
 732221161, 0.08, 0.07, 0.09, 0.08, 349.34, 349.33, 0, 0, 3
 732321121, 0.09, 0.07, 0.1, 0.08, 349.34, 349.33, 0, 0, 3
 732421081, 0.09, 0.07, 0.1, 0.09, 349.34, 349.33, 0, 0, 3
 732521041, 0.09, 0.07, 0.1, 0.09, 349.34, 349.33, 0, 0, 3
 732621001, 0.08, 0.07, 0.1, 0.09, 349.34, 349.33, 0, 0, 3
 732720961, 0.08, 0.06, 0.1, 0.08, 349.34, 349.34, 0, 0, 3
 732820921, 0.08, 0.06, 0.1, 0.08, 349.34, 349.34, 0, 0, 3
 732920881, 0.08, 0.06, 0.1, 0.09, 349.34, 349.34, 0, 0, 3
 733020841, 0.08, 0.05, 0.09, 0.1, 349.34, 349.34, 0, 0, 3
 733120801, 0.08, 0.06, 0.09, 0.1, 349.34, 349.34, 0, 0, 3
 733220761, 0.07, 0.07, 0.07, 0.08, 349.34, 349.35, 0, 0, 3
 733321554, 0.07, 0.07, 0.07, 0.06, 349.34, 349.35, 0, 0, 3
 733421514, 0.07, 0.08, 0.06, 0.07, 349.34, 349.35, 0, 0, 3
 733521474, 0.07, 0.07, 0.06, 0.06, 349.34, 349.35, 0, 0, 3
 733621434, 0.06, 0.07, 0.06, 0.06, 349.34, 349.35, 0, 0, 3
 733721394, 0.06, 0.06, 0.06, 0.06, 349.34, 349.35, 0, 0, 3
 733821354, 0.06, 0.06, 0.06, 0.06, 349.34, 349.35, 0, 0, 3
 733921314, 0.07, 0.06, 0.06, 0.06, 349.34, 349.35, 0, 0, 3
 734021274, 0.06, 0.05, 0.04, 0.04, 349.34, 349.35, 0, 0, 3
 734121234, 0.09, 0.08, -0.01, 0, 349.34, 349.35, 0, 0, 3
 734221194, 0.18, 0.16, -0.26, -0.22, 349.34, 349.34, 0, 0, 3
 734321154, 0.34, 0.32, -0.7, -0.65, 349.34, 349.34, 0, 0, 3
 734421114, 0.52, 0.51, -1.24, -1.2, 349.34, 349.33, 0, 0, 3
 734521074, 0.71, 0.71, -1.78, -1.76, 349.33, 349.32, 0, 0, 3
 734621034, 0.89, 0.89, -2.29, -2.3, 349.32, 349.31, 0, 0, 3
 734720994, 1.07, 1.07, -2.77, -2.78, 349.31, 349.29, 0, 0, 3
 734820954, 1.22, 1.23, -3.23, -3.25, 349.31, 349.28, 0, 0, 3
 734920914, 1.39, 1.4, -3.67, -3.69, 349.3, 349.24, 0, 0, 3
 735020874, 1.54, 1.54, -4.11, -4.13, 349.29, 349.21, 0, 0, 3
 735120834, 1.71, 1.71, -4.54, -4.55, 349.27, 349.16, 0, 0, 3
 735220794, 1.86, 1.88, -4.98, -4.98, 349.26, 349.12, 0, 0, 3
 735321587, 1.89, 2.05, -5.47, -5.43, 350.78, 349.07, 0, 0, 3
 735421547, 1.6, 2.19, -6.05, -5.87, 355, 349.27, 0, 0, 3
 735521507, 1.07, 2.27, -6.66, -6.37, 0.81, 350.11, 0, 0, 3
 735621467, 0.67, 2.21, -7.22, -6.92, 4.57, 352, 0, 0, 3
 735721427, 0.47, 2, -7.75, -7.51, 6.49, 354.8, 0, 0, 3
 735821387, 0.35, 1.65, -8.3, -8.15, 7.48, 358.27, 0, 0.01, 3
 735921347, 0.3, 1.19, -8.86, -8.79, 7.98, 2.03, 0, 0.01, 3
 736021307, 0.27, 0.62, -9.43, -9.42, 8.23, 5.92, 0, 0.02, 3
 736121267, 0.26, 0.01, -10.02, -10.02, 8.36, 9.62, 0, 0.02, 3
 736221227, 0.25, -0.6, -10.62, -10.6, 8.43, 12.96, 0, 0.02, 3
 736321187, 0.25, -1.17, -11.23, -11.17, 8.46, 15.69, 0, 0.02, 3
 736421147, 0.24, -1.66, -11.81, -11.7, 8.48, 17.72, 0, 0.02, 3
 736521107, 0.25, -1.98, -12.28, -12.14, 8.48, 18.94, 0, 0.02, 3
 736621067, 0.24, -2.14, -12.57, -12.43, 8.49, 19.41, 0, 0.02, 3
 736721027, 0.24, -2.12, -12.77, -12.63, 8.49, 19.13, 0, 0.01, 3
 736820987, 0.23, -1.95, -12.89, -12.78, 8.49, 18.24, 0, 0.01, 3
 736920947, 0.23, -1.62, -12.85, -12.79, 8.49, 16.78, 0, 0.01, 3
 737020907, 0.21, -1.21, -12.71, -12.69, 8.5, 14.95, 0, 0.01, 3
 737120867, 0.2, -0.75, -12.56, -12.56, 8.5, 12.85, 0, 0.01, 3
 737220827, 0.17, -0.29, -12.43, -12.43, 8.5, 10.66, 0, 0.01, 3
 737320787, 0.15, 0.13, -12.32, -12.31, 8.5, 8.52, 0, 0.01, 3
 737421580, 0.11, 0.51, -12.21, -12.2, 8.51, 6.57, 0, 0.01, 3
