Time,PSCD_TPD,PSCD_PD,PSCD_DVD,PSCD_TVD,PSCD_VD,PSCD_DAD,PSCD_TAD,PSCD_AD
 711421151, -1.671507, -1.359942, -1.84174, -2.153306, -2.102751, -1, -1.310459, -1.068366
 711521111, -1.860681, -1.578319, -1.94174, -2.224103, -2.204193, -1, -1.142368, -0.9829092
 711621071, -2.059856, -1.809149, -2.04174, -2.292448, -2.295352, -1, -1.011432, -0.8640594
 711721031, -2.269029, -2.048543, -2.14174, -2.362226, -2.376363, -1, -0.9386557, -0.7830209
 711820991, -2.488204, -2.296678, -2.24174, -2.433266, -2.452615, -1, -0.9031929, -0.7506275
 711920951, -2.717325, -2.554495, -2.337883, -2.500713, -2.527168, -0.8105835, -0.6917471, -0.7210264
 712020911, -2.954586, -2.817808, -2.401981, -2.538758, -2.584996, -0.490097, -0.29, -0.4718161
 712120871, -3.196883, -3.085585, -2.440735, -2.552034, -2.618654, -0.2963234, 0.005917358, -0.2496023
 712220831, -3.442225, -3.355759, -2.464167, -2.550634, -2.633422, -0.1791634, 0.2112931, -0.08041
 712320791, -3.689409, -3.626416, -2.478327, -2.541319, -2.633726, -0.09895477, 0.3496838, 0.04948044
 712421584, -3.937308, -3.899097, -2.475695, -2.513906, -2.620378, 0.1384895, 0.6441551, 0.2160864
 712521544, -4.183921, -4.16728, -2.454115, -2.470756, -2.587607, 0.285083, 0.8498246, 0.4015245
 712621504, -4.427744, -4.431664, -2.420828, -2.416908, -2.539675, 0.3756973, 0.9779596, 0.5350618
 712721464, -4.667848, -4.69074, -2.3803, -2.357408, -2.481152, 0.4318107, 1.048492, 0.6284361
 712821424, -4.903655, -4.943797, -2.335283, -2.295141, -2.41559, 0.4666588, 1.075656, 0.688076
 712921384, -5.13481, -5.190182, -2.287472, -2.2321, -2.345687, 0.488401, 1.069158, 0.725769
 713021344, -5.361093, -5.42947, -2.237914, -2.169537, -2.273908, 0.5020683, 1.039962, 0.736702
 713121304, -5.582358, -5.661598, -2.187251, -2.108012, -2.201594, 0.5107567, 0.9967584, 0.7323675
 713221264, -5.798518, -5.886384, -2.135881, -2.048016, -2.129715, 0.5163826, 0.943787, 0.7175198
 713321224, -6.009518, -6.104034, -2.084048, -1.989532, -2.060117, 0.520137, 0.8918711, 0.7039499
 713421184, -6.215318, -6.314582, -2.0319, -1.932636, -1.991959, 0.522747, 0.8377501, 0.6857071
 713521144, -6.415892, -6.518287, -1.979528, -1.877132, -1.92617, 0.524662, 0.7866318, 0.6602879
 713621104, -6.611218, -6.713799, -1.926986, -1.824405, -1.863459, 0.5261673, 0.7384675, 0.6318226
 713721064, -6.801283, -6.904551, -1.874305, -1.771038, -1.80285, 0.5274376, 0.7006012, 0.606493
 713821024, -6.986074, -7.08921, -1.821505, -1.718369, -1.74457, 0.5285888, 0.6710467, 0.5843391
 713920984, -7.165581, -7.267931, -1.768592, -1.666242, -1.68745, 0.5296898, 0.6464151, 0.5750732
 714020944, -7.339789, -7.442157, -1.71557, -1.613202, -1.631232, 0.5307831, 0.6284374, 0.5636816
 714120904, -7.508691, -7.609149, -1.662437, -1.561978, -1.576616, 0.5319076, 0.6113238, 0.5477171
 714220864, -7.672273, -7.770595, -1.609189, -1.510867, -1.523359, 0.5330803, 0.6005756, 0.5428257
 714320824, -7.830525, -7.92646, -1.555821, -1.459886, -1.470423, 0.5343246, 0.5911595, 0.535965
 714420784, -7.983433, -8.076992, -1.502325, -1.408766, -1.418352, 0.5356544, 0.5862831, 0.5267544
 714521577, -8.130985, -8.223174, -1.448691, -1.356503, -1.365885, 0.5370865, 0.5843933, 0.5297632
 714621537, -8.273168, -8.362932, -1.394907, -1.305143, -1.314434, 0.5386383, 0.5844429, 0.5170708
 714721497, -8.409963, -8.497179, -1.340963, -1.253747, -1.26249, 0.540324, 0.5844147, 0.526413
 714821457, -8.541355, -8.626162, -1.286842, -1.202035, -1.211085, 0.5421692, 0.5876519, 0.5261307
 714921417, -8.667325, -8.749659, -1.232528, -1.150194, -1.158987, 0.5441974, 0.5890678, 0.5232134
 715021377, -8.787853, -8.867956, -1.178, -1.097898, -1.10718, 0.546439, 0.593594, 0.529664
 715121337, -8.902917, -8.980737, -1.123237, -1.045418, -1.055005, 0.5489326, 0.5966018, 0.5225306
 715221297, -9.012492, -9.08824, -1.068211, -0.9924632, -1.002252, 0.5517231, 0.6014467, 0.535491
 715321257, -9.189959, -9.190125, -0.9608045, -0.9606391, -0.9527714, 0.1669399, 0.1463956, 0.4358883
 715421217, -9.286006, -9.288251, -0.9684858, -0.9662415, -0.9317456, -0.3330601, -0.4585031, 0.06681442
 715521177, -9.385323, -9.386108, -1.026167, -1.025382, -0.9522159, -0.83306, -1.134351, -0.3720169
 715621137, -9.492674, -9.488269, -1.123168, -1.127573, -1.017411, -1, -1.498756, -0.785862
 715721097, -9.609991, -9.597093, -1.223168, -1.236066, -1.106247, -1, -1.619013, -0.9484806
 715821057, -9.737307, -9.716349, -1.323168, -1.344126, -1.208345, -1, -1.666597, -1.05577
 715921017, -9.874623, -9.845435, -1.423168, -1.452356, -1.317855, -1, -1.671398, -1.118301
 716020977, -10.02194, -9.985945, -1.523168, -1.559163, -1.432104, -1, -1.642424, -1.155184
 716120937, -10.17926, -10.13878, -1.623168, -1.663647, -1.549004, -1, -1.591537, -1.163415
 716220897, -10.34657, -10.3024, -1.723168, -1.767344, -1.665199, -1, -1.530744, -1.164427
 716320857, -10.52389, -10.47736, -1.823168, -1.869693, -1.780304, -1, -1.468376, -1.14845
 716420817, -10.71121, -10.66429, -1.923168, -1.970087, -1.893361, -1, -1.403708, -1.132471
 716520777, -10.90852, -10.86228, -2.023168, -2.069406, -2.004205, -1, -1.344448, -1.092268
 716621570, -11.11584, -11.07359, -2.123168, -2.165419, -2.113889, -1, -1.282343, -1.077999
 716721530, -11.33315, -11.29377, -2.223168, -2.262552, -2.218952, -1, -1.237947, -1.044228
 716821490, -11.56046, -11.52494, -2.322004, -2.357526, -2.322087, -0.889981, -1.088318, -1.013638
 716921450, -11.79647, -11.76581, -2.392379, -2.423042, -2.41117, -0.5381027, -0.6394308, -0.7815484
 717021410, -12.03802, -12.0148, -2.43493, -2.458147, -2.473324, -0.3253494, -0.2917819, -0.5232697
 717121370, -12.28291, -12.26857, -2.460657, -2.474994, -2.513075, -0.1967133, -0.04272915, -0.3231516
 717221330, -12.52982, -12.52612, -2.476212, -2.479912, -2.535739, -0.1189384, 0.1331675, -0.1684637
 717321290, -12.77795, -12.78528, -2.485617, -2.478288, -2.54527, -0.07191239, 0.2450959, -0.05177593
 717421250, -13.02682, -13.04557, -2.491304, -2.472549, -2.545724, -0.04348068, 0.3133313, 0.03358936
 717521210, -13.27613, -13.30557, -2.494742, -2.465302, -2.539604, -0.02629089, 0.3426519, 0.07943916
 717621170, -13.52572, -13.56525, -2.496821, -2.457292, -2.529146, -0.01589584, 0.3472202, 0.1273079
 717721130, -13.77547, -13.82164, -2.498078, -2.451915, -2.516746, -0.009609985, 0.3283409, 0.1293993
 717821090, -14.02532, -14.07923, -2.498838, -2.444928, -2.503055, -0.005810547, 0.2993179, 0.1429596
 717921050, -14.27523, -14.33532, -2.499297, -2.439202, -2.489593, -0.003512573, 0.2636435, 0.1384144
 718021010, -14.52518, -14.5904, -2.499575, -2.434355, -2.476989, -0.002124023, 0.2269641, 0.1307077
 718120970, -14.77513, -14.84408, -2.499743, -2.43079, -2.465602, -0.00128479, 0.1878442, 0.1136522
 718220930, -15.02512, -15.09904, -2.499845, -2.425928, -2.456091, -0.0007759094, 0.1602414, 0.1029558
 718320890, -15.27512, -15.35089, -2.499906, -2.424141, -2.447113, -0.0004692078, 0.1249713, 0.09542179
 718420850, -15.52512, -15.6022, -2.499943, -2.422872, -2.439978, -0.0002838135, 0.09367503, 0.06799221
 718520810, -15.77512, -15.85264, -2.499965, -2.422454, -2.434632, -0.0001724243, 0.06720892, 0.05400276
 718620770, -16.02512, -16.10283, -2.499979, -2.422273, -2.430219, -0.0001045227, 0.04624711, 0.04961205
 718721563, -16.27512, -16.35438, -2.499986, -2.420735, -2.427181, -6.713867E-05, 0.03095841, 0.0312233
 718821523, -16.52512, -16.60389, -2.499993, -2.421228, -2.425351, -3.662109E-05, 0.01897214, 0.01679802
 718921483, -16.77512, -16.853, -2.499994, -2.422114, -2.424409, -3.051758E-05, 0.008368346, 0.01307774
 719021443, -17.02512, -17.10229, -2.499994, -2.422826, -2.423775, -3.051758E-05, 0.006256628, 0.01492882
 719121403, -17.27512, -17.35116, -2.499994, -2.423962, -2.423056, -3.051758E-05, -0.00275213, 0.01148033
 719221363, -17.52512, -17.60023, -2.499994, -2.424892, -2.4229, -3.051758E-05, -0.009050966, -0.003135681
 719321323, -17.77512, -17.84903, -2.499994, -2.426085, -2.423676, -3.051758E-05, -0.01235476, -0.00117588
 719421283, -18.02512, -18.09816, -2.499994, -2.426954, -2.424649, -3.051758E-05, -0.01181431, -0.004207611
 719521243, -18.27512, -18.34701, -2.499994, -2.428113, -2.425533, -3.051758E-05, -0.01350892, -0.003013611
 719621203, -18.52512, -18.59623, -2.499994, -2.428885, -2.426746, -3.051758E-05, -0.01144621, -0.007195473
 719721163, -18.77512, -18.8452, -2.499994, -2.429918, -2.427906, -3.051758E-05, -0.0113601, -0.006158829
 719821123, -19.02512, -19.09253, -2.499994, -2.432593, -2.428925, -3.051758E-05, -0.01213849, -0.002227783
 719921083, -19.27512, -19.34161, -2.499994, -2.433508, -2.430308, -3.051758E-05, -0.0130464, -0.01397038
 720021043, -19.52512, -19.59117, -2.499994, -2.433949, -2.431532, -3.051758E-05, -0.00854016, -0.007273674
 720121003, -19.77512, -19.84045, -2.499994, -2.434664, -2.432618, -3.051758E-05, -0.007177684, -0.008253098
 720220963, -20.02512, -20.09215, -2.499994, -2.43297, -2.433461, -3.051758E-05, -0.001043984, -0.0009069443
 720320923, -20.27512, -20.34155, -2.499994, -2.433569, -2.433971, -3.051758E-05, 0.001087325, 0.00045681
 720420883, -20.52512, -20.59133, -2.499994, -2.433785, -2.434547, -3.051758E-05, 0.00336848, 0.0001049042
 720520843, -20.77512, -20.84076, -2.499994, -2.434357, -2.43475, -3.051758E-05, 0.001468845, 0.001431465
 720620803, -21.02512, -21.09053, -2.499994, -2.434586, -2.435176, -3.051758E-05, 0.002939572, 0.003026962
 720720763, -21.27512, -21.33996, -2.499994, -2.43516, -2.435453, -3.051758E-05, 0.0009143411, 0.001006126
 720821556, -21.52512, -21.59179, -2.499994, -2.433331, -2.435806, -3.051758E-05, 0.007193528, 0.002644539
 720921516, -21.77512, -21.84121, -2.499994, -2.433905, -2.435909, -3.051758E-05, 0.004798684, 0.002379417
 721021476, -22.02512, -22.09093, -2.499994, -2.434186, -2.436005, -3.051758E-05, 0.004654339, 0.003030777
 721121436, -22.27512, -22.34026, -2.499994, -2.43486, -2.436036, -3.051758E-05, 0.00564062, 0.004144669
 721221396, -22.52512, -22.58993, -2.499994, -2.435187, -2.436089, -3.051758E-05, 0.005317086, 0.006505966
 721321356, -22.77512, -22.83921, -2.499994, -2.435907, -2.436096, -3.051758E-05, 0.001034351, 0.003342628
 721421316, -23.02512, -23.08883, -2.499994, -2.43629, -2.43654, -3.051758E-05, 0.001398479, 0.0007066727
 721521276, -23.27512, -23.33803, -2.499994, -2.437084, -2.436716, -3.051758E-05, -0.00198429, 0.001587868
 721621236, -23.52512, -23.58766, -2.499994, -2.43746, -2.437241, -3.051758E-05, -0.001152493, -0.0005617142
 721721196, -23.77512, -23.83699, -2.499994, -2.438124, -2.43769, -3.051758E-05, -0.00303499, -0.00343132
 721821156, -24.02512, -24.08674, -2.499994, -2.438378, -2.438272, -3.051758E-05, -0.0007368479, 0.001065254
 721921116, -24.27512, -24.33405, -2.499994, -2.441071, -2.438801, -3.051758E-05, -0.006629776, -0.007292747
 722021076, -24.52512, -24.58386, -2.499994, -2.441261, -2.439803, -3.051758E-05, -0.003043014, -0.001481056
 722121036, -24.77512, -24.83335, -2.499994, -2.441769, -2.440161, -3.051758E-05, -0.004158288, -0.0007390976
 722220996, -25.02512, -25.08325, -2.499994, -2.441871, -2.440782, -3.051758E-05, -0.001012002, -0.001513481
 722320956, -25.27512, -25.33483, -2.499994, -2.440284, -2.442699, -3.051758E-05, 0.007989677, -0.01087189
 722420916, -25.52512, -25.58489, -2.499994, -2.440223, -2.44344, -3.051758E-05, 0.0165373, 0.006203651
 722520876, -25.77512, -25.83363, -2.499994, -2.441493, -2.443105, -3.051758E-05, 0.009697322, 0.004916191
 722620836, -26.02512, -26.08253, -2.499994, -2.442587, -2.443376, -3.051758E-05, 0.00559658, -0.0003471375
 722720796, -26.27512, -26.33087, -2.499994, -2.444249, -2.443747, -3.051758E-05, -0.001379925, -0.002644539
 722821589, -26.52512, -26.58163, -2.499994, -2.443487, -2.444777, -3.051758E-05, -0.00177894, -0.01011562
 722921549, -26.77512, -26.82999, -2.499994, -2.445128, -2.445126, -3.051758E-05, -0.003760048, -0.00250721
 723021509, -27.02512, -27.07875, -2.499994, -2.446371, -2.44589, -3.051758E-05, -0.006418036, -0.00830555
 723121469, -27.27512, -27.32713, -2.499994, -2.447989, -2.446688, -3.051758E-05, -0.01100523, -0.006501198
 723221429, -27.52512, -27.57603, -2.499994, -2.449086, -2.447644, -3.051758E-05, -0.006827391, -0.006753922
 723321389, -27.77512, -27.8246, -2.499994, -2.450516, -2.448341, -3.051758E-05, -0.01061585, -0.004885674
 723421349, -28.02512, -28.07369, -2.499994, -2.451427, -2.449156, -3.051758E-05, -0.01088647, -0.006690025
 723521309, -28.27512, -28.32241, -2.499994, -2.452704, -2.449758, -3.051758E-05, -0.01452968, -0.005074501
 723621269, -28.52512, -28.57158, -2.499994, -2.453536, -2.450585, -3.051758E-05, -0.01461128, -0.009578705
 723721229, -28.77512, -28.82041, -2.499994, -2.454708, -2.451745, -3.051758E-05, -0.01607304, -0.01479912
 723821189, -29.02512, -29.06979, -2.499994, -2.455323, -2.452787, -3.051758E-05, -0.01286199, -0.008878708
 723921149, -29.27512, -29.31888, -2.499994, -2.456239, -2.453746, -3.051758E-05, -0.01348498, -0.009475708
 724021109, -29.52512, -29.56644, -2.499994, -2.458673, -2.454947, -3.051758E-05, -0.01369544, -0.007313728
 724121069, -29.77512, -29.81572, -2.499994, -2.459396, -2.455911, -3.051758E-05, -0.01401336, -0.01063347
 724221029, -30.02512, -30.06559, -2.499994, -2.459532, -2.457243, -3.051758E-05, -0.007797563, -0.00938797
 724320989, -30.27512, -30.31514, -2.499994, -2.459982, -2.457807, -3.051758E-05, -0.007261741, -0.006424904
 724420949, -30.52512, -30.5675, -2.499994, -2.457623, -2.458498, -3.051758E-05, 0.002656494, 0.001438141
 724520909, -30.77512, -30.81717, -2.499994, -2.45795, -2.458424, -3.051758E-05, 0.002335904, 7.05719E-05
 724620869, -31.02512, -31.06763, -2.499994, -2.457487, -2.458734, -3.051758E-05, 0.005380053, -0.004772186
 724720829, -31.27512, -31.31741, -2.499994, -2.457711, -2.458619, -3.051758E-05, 0.004538607, 0.001264572
 724820789, -31.52512, -31.56787, -2.499994, -2.457242, -2.45877, -3.051758E-05, 0.007320619, 0.002100945
 724921582, -31.77512, -31.81966, -2.499994, -2.455455, -2.45857, -3.051758E-05, 0.008732029, 0.001450539
 725021542, -32.02512, -32.0701, -2.499994, -2.455021, -2.458678, -3.051758E-05, 0.01302425, 0.001202583
 725121502, -32.27512, -32.31981, -2.499994, -2.455309, -2.458316, -3.051758E-05, 0.01070173, 0.004081726
 725221462, -32.52512, -32.57023, -2.499994, -2.454886, -2.457809, -3.051758E-05, 0.01267831, 0.0101347
 725321422, -32.77512, -32.81991, -2.499994, -2.455206, -2.457064, -3.051758E-05, 0.01033888, 0.005729675
 725421382, -33.02512, -33.07028, -2.499994, -2.454835, -2.456651, -3.051758E-05, 0.009718982, 0.007497787
 725521342, -33.27512, -33.31986, -2.499994, -2.455255, -2.456334, -3.051758E-05, 0.006012395, 0.002108574
 725621302, -33.52512, -33.57011, -2.499994, -2.455003, -2.456384, -3.051758E-05, 0.007116073, 0.002802849
 725721262, -33.77512, -33.81958, -2.499994, -2.455538, -2.455928, -3.051758E-05, 0.002815871, 0.002407074
 725821222, -34.02512, -34.06976, -2.499994, -2.455355, -2.455962, -3.051758E-05, 0.003339508, 0.002275467
 725921182, -34.27512, -34.31924, -2.499994, -2.455878, -2.455741, -3.051758E-05, -9.35046E-06, 0.002158165
 726021142, -34.52512, -34.56946, -2.499994, -2.45566, -2.455769, -3.051758E-05, 0.0006597508, 0.001062393
 726121102, -34.77512, -34.81684, -2.499994, -2.458273, -2.455405, -3.051758E-05, -0.008097261, 0.002833366
 726221062, -35.02512, -35.06695, -2.499994, -2.45817, -2.455402, -3.051758E-05, -0.008488591, 0.0009756088
 726321022, -35.27512, -35.31633, -2.499994, -2.458788, -2.455716, -3.051758E-05, -0.01055407, -0.004382133
 726420982, -35.52512, -35.56654, -2.499994, -2.458578, -2.456459, -3.051758E-05, -0.006675837, -0.005918503
 726520942, -35.77512, -35.81812, -2.499994, -2.456996, -2.456572, -3.051758E-05, -0.002372195, -0.001986504
 726620902, -36.02512, -36.06844, -2.499994, -2.456683, -2.456586, -3.051758E-05, 0.0001817144, 0.002990723
 726720862, -36.27512, -36.31799, -2.499994, -2.457133, -2.456313, -3.051758E-05, -0.00297275, 0.003602982
 726820822, -36.52512, -36.56828, -2.499994, -2.45684, -2.456489, -3.051758E-05, -0.001738881, -0.005131721
 726920782, -36.77512, -36.81786, -2.499994, -2.457255, -2.456502, -3.051758E-05, -0.002721146, 0.00423336
 727021575, -37.02512, -37.07026, -2.499994, -2.454862, -2.456542, -3.051758E-05, 0.002821027, 0.003996849
 727121535, -37.27512, -37.31985, -2.499994, -2.455265, -2.45638, -3.051758E-05, 0.0012827, -0.0003900528
 727221495, -37.52512, -37.5702, -2.499994, -2.454921, -2.456409, -3.051758E-05, 0.003302445, 0.004522324
 727321455, -37.77512, -37.81971, -2.499994, -2.455409, -2.455931, -3.051758E-05, 0.002334368, 0.002780914
 727421415, -38.02512, -38.06992, -2.499994, -2.455194, -2.455843, -3.051758E-05, 0.003763682, -0.00138092
 727521375, -38.27512, -38.31937, -2.499994, -2.455748, -2.455469, -3.051758E-05, -1.481648E-05, 0.004044533
 727621335, -38.52512, -38.5696, -2.499994, -2.455524, -2.455675, -3.051758E-05, 0.001440646, 0.003510475
 727721295, -38.77512, -38.81902, -2.499994, -2.456102, -2.455278, -3.051758E-05, -0.002857906, 1.811981E-05
 727821255, -39.02512, -39.06916, -2.499994, -2.455958, -2.455708, -3.051758E-05, -0.0008871995, -0.001112938
 727921215, -39.27512, -39.31855, -2.499994, -2.456568, -2.455809, -3.051758E-05, -0.002989359, 0.0001392365
 728021175, -39.52512, -39.5687, -2.499994, -2.456415, -2.456041, -3.051758E-05, -0.001994424, -0.009132385
 728121135, -39.77512, -39.81604, -2.499994, -2.459074, -2.456142, -3.051758E-05, -0.004142517, 0.001982689
 728221095, -40.02512, -40.06617, -2.499994, -2.458951, -2.456749, -3.051758E-05, -0.006291905, -0.009719849
 728321055, -40.27512, -40.31557, -2.499994, -2.459547, -2.457256, -3.051758E-05, -0.006359328, -0.003443718
 728421015, -40.52512, -40.56579, -2.499994, -2.459327, -2.458008, -3.051758E-05, -0.001986888, -0.006153107
 728520975, -40.77512, -40.81529, -2.499994, -2.459825, -2.458083, -3.051758E-05, -0.003010126, 0.001209259
 728620935, -41.02512, -41.06761, -2.499994, -2.457504, -2.458527, -3.051758E-05, 0.004691045, -0.003396988
 728720895, -41.27512, -41.31706, -2.499994, -2.458055, -2.457845, -3.051758E-05, 0.0006771269, 0.005616188
 728820855, -41.52512, -41.56728, -2.499994, -2.457831, -2.45832, -3.051758E-05, 0.002681757, -0.001945496
 728920815, -41.77512, -41.81676, -2.499994, -2.458353, -2.457682, -3.051758E-05, -0.001267418, 0.01012611
 729020775, -42.02512, -42.06702, -2.499994, -2.45809, -2.458209, -3.051758E-05, 0.0006077812, -0.002830505
 729121568, -42.27512, -42.31862, -2.499994, -2.456493, -2.4581, -3.051758E-05, 0.003263907, 0.002066612
 729221528, -42.52512, -42.5689, -2.499994, -2.456219, -2.457876, -3.051758E-05, 0.004317746, 0.001933098
 729321488, -42.77512, -42.81831, -2.499994, -2.45681, -2.457511, -3.051758E-05, 0.0002453984, 0.006954193
 729421448, -43.02512, -43.06847, -2.499994, -2.456649, -2.457674, -3.051758E-05, 0.004597495, -0.003158569
 729521408, -43.27512, -43.31783, -2.499994, -2.457289, -2.457118, -3.051758E-05, 0.000804108, 0.00279808
 729621368, -43.52512, -43.56789, -2.499994, -2.45723, -2.457249, -3.051758E-05, 0.000638374, -0.004336357
