Time,MAV_chan,MAV_txp,MAV_rxp,MAV_rxdp,MAV_flags,MAV_ss,MAV_tf
 191524193, 0, 17774, 772, 0, 6, 0, 0
 192526292, 0, 17839, 775, 0, 6, 0, 0
 193529224, 0, 17904, 778, 0, 6, 0, 0
 194531323, 0, 17969, 781, 0, 6, 0, 0
 195534255, 0, 18038, 784, 0, 6, 0, 0
 196536354, 0, 18151, 788, 0, 6, 0, 0
 197539286, 0, 18264, 791, 0, 6, 0, 0
 198541385, 0, 18356, 809, 0, 6, 0, 0
 199544317, 0, 18421, 812, 0, 6, 0, 0
 200546416, 0, 18487, 817, 0, 6, 0, 0
 201549348, 0, 18552, 820, 0, 6, 0, 0
 202551447, 0, 18617, 823, 0, 6, 0, 0
 203554379, 0, 18682, 826, 0, 6, 0, 0
 204556478, 0, 18747, 829, 0, 6, 0, 0
 205559410, 0, 18812, 832, 0, 6, 0, 0
 206562342, 0, 18878, 836, 0, 6, 0, 0
 207564441, 0, 18946, 839, 0, 6, 0, 0
 208567373, 0, 19011, 842, 0, 6, 0, 0
 209569472, 0, 19076, 845, 0, 6, 0, 0
 210572404, 0, 19142, 850, 0, 6, 0, 0
 211574503, 0, 19231, 854, 0, 6, 0, 0
 212577435, 0, 19344, 857, 0, 6, 0, 0
 213579534, 0, 19457, 860, 0, 6, 0, 0
 214582466, 0, 19572, 863, 0, 6, 0, 0
 215584565, 0, 19685, 866, 0, 6, 0, 0
 216587497, 0, 19798, 869, 0, 6, 0, 0
 217589596, 0, 19912, 873, 0, 6, 0, 0
 218590029, 0, 20027, 876, 0, 6, 0, 0
 219592128, 0, 20141, 879, 0, 6, 0, 0
 220593394, 0, 20256, 885, 0, 6, 0, 0
 221595493, 0, 20369, 888, 0, 6, 0, 0
 222598425, 0, 20410, 901, 0, 6, 0, 0
 223600524, 0, 20475, 904, 0, 6, 0, 0
 224602623, 0, 20540, 907, 0, 6, 0, 0
 225603056, 0, 20605, 910, 0, 6, 0, 0
 226605155, 0, 20718, 914, 0, 6, 0, 0
 227608087, 0, 20831, 917, 0, 6, 0, 0
 228610186, 0, 20944, 920, 0, 6, 0, 0
 229613118, 0, 21059, 923, 0, 6, 0, 0
 230615217, 0, 21174, 928, 0, 6, 0, 0
 231618149, 0, 21287, 931, 0, 6, 0, 0
 232620248, 0, 21403, 934, 0, 6, 0, 0
 233623180, 0, 21516, 937, 0, 6, 0, 0
 234625279, 0, 21629, 940, 0, 6, 0, 0
 235628211, 0, 21742, 943, 0, 6, 0, 0
 236630310, 0, 21831, 956, 0, 6, 0, 0
 237633242, 0, 21896, 959, 0, 6, 0, 0
 238635341, 0, 21961, 962, 0, 6, 0, 0
 239638273, 0, 22026, 965, 0, 6, 0, 0
 240640372, 0, 22092, 971, 0, 6, 0, 0
 241643304, 0, 22186, 975, 0, 6, 0, 0
 242645403, 0, 22299, 978, 0, 6, 0, 0
 243648335, 0, 22412, 981, 0, 6, 0, 0
 244650434, 0, 22527, 984, 0, 6, 0, 0
 245653366, 0, 22640, 987, 0, 6, 0, 0
 246655465, 0, 22753, 990, 0, 6, 0, 0
 247658397, 0, 22866, 993, 0, 6, 0, 0
 248660496, 0, 22979, 996, 0, 6, 0, 0
 249663428, 0, 23092, 999, 0, 6, 0, 0
 250665527, 0, 23205, 1005, 0, 6, 0, 0
 251667626, 0, 23316, 1008, 0, 6, 0, 0
 252668059, 0, 23425, 1011, 0, 6, 0, 0
 253670158, 0, 23534, 1014, 0, 6, 0, 0
 254673090, 0, 23643, 1017, 0, 6, 0, 0
 255675189, 0, 23752, 1021, 0, 6, 0, 0
 256678121, 0, 23861, 1024, 0, 6, 0, 0
 257680220, 0, 23970, 1027, 0, 6, 0, 0
 258683152, 0, 24079, 1030, 0, 6, 0, 0
 259685251, 0, 24188, 1043, 0, 6, 0, 0
 260688183, 0, 24252, 1048, 0, 6, 0, 0
 261690282, 0, 24315, 1051, 0, 6, 0, 0
 262693214, 0, 24378, 1054, 0, 6, 0, 0
 263695313, 0, 24443, 1057, 0, 6, 0, 0
 264698245, 0, 24506, 1060, 0, 6, 0, 0
 265700344, 0, 24569, 1063, 0, 6, 0, 0
 266703276, 0, 24632, 1066, 0, 6, 0, 0
 267705375, 0, 24695, 1069, 0, 6, 0, 0
 268708307, 0, 24758, 1072, 0, 6, 0, 0
 269710406, 0, 24821, 1075, 0, 6, 0, 0
 270713338, 0, 24885, 1081, 0, 6, 0, 0
 271715437, 0, 24971, 1084, 0, 6, 0, 0
 272718369, 0, 25080, 1087, 0, 6, 0, 0
 273720468, 0, 25189, 1092, 0, 6, 0, 0
 274723400, 0, 25277, 1107, 0, 6, 0, 0
 275725499, 0, 25342, 1110, 0, 6, 0, 0
 276728431, 0, 25405, 1115, 0, 6, 0, 0
 277730530, 0, 25468, 1116, 0, 6, 0, 0
 278732629, 0, 25531, 1119, 0, 6, 0, 0
 279733062, 0, 25594, 1124, 0, 6, 0, 0
 280735161, 0, 25658, 1127, 0, 6, 0, 0
 281738093, 0, 25721, 1132, 0, 6, 0, 0
 282740192, 0, 25784, 1135, 0, 6, 0, 0
 283743124, 0, 25847, 1138, 0, 6, 0, 0
 284745223, 0, 25910, 1141, 0, 6, 0, 0
 285748155, 0, 25973, 1145, 0, 6, 0, 0
 286750254, 0, 26061, 1148, 0, 6, 0, 0
 287753186, 0, 26170, 1151, 0, 6, 0, 0
 288755285, 0, 26279, 1154, 0, 6, 0, 0
 289758217, 0, 26388, 1157, 0, 6, 0, 0
 290760316, 0, 26498, 1162, 0, 6, 0, 0
 291763248, 0, 26607, 1165, 0, 6, 0, 0
 292765347, 0, 26716, 1168, 0, 6, 0, 0
 293768279, 0, 26825, 1171, 0, 6, 0, 0
 294770378, 0, 26934, 1173, 0, 6, 0, 0
 295773310, 0, 27043, 1176, 0, 6, 0, 0
 296775409, 0, 27154, 1180, 0, 6, 0, 0
 297778341, 0, 27263, 1192, 0, 6, 0, 0
 298780440, 0, 27326, 1195, 0, 6, 0, 0
 299783372, 0, 27389, 1198, 0, 6, 0, 0
 300785471, 0, 27457, 1204, 0, 6, 0, 0
 301788403, 0, 27566, 1207, 0, 6, 0, 0
 302790502, 0, 27675, 1210, 0, 6, 0, 0
 303792601, 0, 27784, 1213, 0, 6, 0, 0
 304793034, 0, 27893, 1216, 0, 6, 0, 0
 305795133, 0, 28002, 1219, 0, 6, 0, 0
 306798065, 0, 28113, 1222, 0, 6, 0, 0
 307800164, 0, 28222, 1225, 0, 6, 0, 0
 308803096, 0, 28333, 1228, 0, 6, 0, 0
 309805195, 0, 28442, 1231, 0, 6, 0, 0
 310808127, 0, 28552, 1236, 0, 6, 0, 0
 311810226, 0, 28661, 1239, 0, 6, 0, 0
 312813158, 0, 28724, 1252, 0, 6, 0, 0
 313815257, 0, 28787, 1255, 0, 6, 0, 0
 314818189, 0, 28850, 1258, 0, 6, 0, 0
 315820288, 0, 28913, 1262, 0, 6, 0, 0
 316823220, 0, 29022, 1265, 0, 6, 0, 0
 317825319, 0, 29131, 1268, 0, 6, 0, 0
 318828251, 0, 29240, 1271, 0, 6, 0, 0
 319830350, 0, 29353, 1274, 0, 6, 0, 0
 320833282, 0, 29463, 1279, 0, 6, 0, 0
 321835381, 0, 29572, 1282, 0, 6, 0, 0
 322838313, 0, 29681, 1285, 0, 6, 0, 0
 323840412, 0, 29790, 1288, 0, 6, 0, 0
 324843344, 0, 29899, 1291, 0, 6, 0, 0
 325845443, 0, 30008, 1294, 0, 6, 0, 0
 326848375, 0, 30117, 1297, 0, 6, 0, 0
 327850474, 0, 30226, 1300, 0, 6, 0, 0
 328853406, 0, 30335, 1303, 0, 6, 0, 0
 329855505, 0, 30444, 1306, 0, 6, 0, 0
 330857604, 0, 30556, 1312, 0, 6, 0, 0
 331858037, 0, 30665, 1315, 0, 6, 0, 0
 332860136, 0, 30774, 1318, 0, 6, 0, 0
 333863068, 0, 30883, 1321, 0, 6, 0, 0
 334865167, 0, 30992, 1324, 0, 6, 0, 0
 335868099, 0, 31078, 1337, 0, 6, 0, 0
 336870198, 0, 31141, 1340, 0, 6, 0, 0
 337873130, 0, 31206, 1343, 0, 6, 0, 0
 338875229, 0, 31269, 1346, 0, 6, 0, 0
 339878161, 0, 31332, 1349, 0, 6, 0, 0
 340880260, 0, 31396, 1354, 0, 6, 0, 0
 341883192, 0, 31459, 1357, 0, 6, 0, 0
 342885291, 0, 31525, 1360, 0, 6, 0, 0
 343888223, 0, 31588, 1363, 0, 6, 0, 0
 344890322, 0, 31651, 1366, 0, 6, 0, 0
 345893254, 0, 31714, 1370, 0, 6, 0, 0
 346895353, 0, 31823, 1373, 0, 6, 0, 0
 347898285, 0, 31932, 1376, 0, 6, 0, 0
 348900384, 0, 32041, 1379, 0, 6, 0, 0
 349903316, 0, 32150, 1382, 0, 6, 0, 0
 350905415, 0, 32214, 1397, 0, 6, 0, 0
 351908347, 0, 32277, 1400, 0, 6, 0, 0
 352910446, 0, 32343, 1403, 0, 6, 0, 0
 353913378, 0, 32406, 1406, 0, 6, 0, 0
 354915477, 0, 32469, 1409, 0, 6, 0, 0
 355918409, 0, 32532, 1412, 0, 6, 0, 0
 356920508, 0, 32595, 1415, 0, 6, 0, 0
 357922607, 0, 32658, 1418, 0, 6, 0, 0
 358923040, 0, 32721, 1421, 0, 6, 0, 0
 359925139, 0, 32785, 1424, 0, 6, 0, 0
 360928071, 0, 32849, 1430, 0, 6, 0, 0
 361930170, 0, 32958, 1433, 0, 6, 0, 0
 362933102, 0, 33067, 1436, 0, 6, 0, 0
 363935201, 0, 33176, 1439, 0, 6, 0, 0
 364938133, 0, 33287, 1442, 0, 6, 0, 0
 365940232, 0, 33397, 1445, 0, 6, 0, 0
 366943164, 0, 33506, 1448, 0, 6, 0, 0
 367945263, 0, 33615, 1451, 0, 6, 0, 0
 368948195, 0, 33726, 1454, 0, 6, 0, 0
 369950294, 0, 33835, 1457, 0, 6, 0, 0
 370953226, 0, 33945, 1462, 0, 6, 0, 0
 371955325, 0, 34054, 1465, 0, 6, 0, 0
 372958257, 0, 34163, 1468, 0, 6, 0, 0
 373960356, 0, 34249, 1481, 0, 6, 0, 0
 374963288, 0, 34312, 1484, 0, 6, 0, 0
 375965387, 0, 34375, 1488, 0, 6, 0, 0
 376968319, 0, 34486, 1491, 0, 6, 0, 0
 377970418, 0, 34596, 1494, 0, 6, 0, 0
 378973350, 0, 34705, 1497, 0, 6, 0, 0
 379975449, 0, 34814, 1500, 0, 6, 0, 0
 380978381, 0, 34924, 1505, 0, 6, 0, 0
 381980480, 0, 35033, 1508, 0, 6, 0, 0
 382983412, 0, 35142, 1511, 0, 6, 0, 0
 383985511, 0, 35251, 1514, 0, 6, 0, 0
 384987610, 0, 35360, 1517, 0, 6, 0, 0
 385988043, 0, 35469, 1520, 0, 6, 0, 0
 386990142, 0, 35578, 1523, 0, 6, 0, 0
 387993074, 0, 35689, 1526, 0, 6, 0, 0
 388995173, 0, 35753, 1539, 0, 6, 0, 0
 389998105, 0, 35816, 1542, 0, 6, 0, 0
 391000204, 0, 35880, 1548, 0, 6, 0, 0
 392003136, 0, 35989, 1551, 0, 6, 0, 0
 393005235, 0, 36098, 1554, 0, 6, 0, 0
 394008167, 0, 36207, 1557, 0, 6, 0, 0
 395010266, 0, 36316, 1560, 0, 6, 0, 0
 396013198, 0, 36425, 1563, 0, 6, 0, 0
 397015297, 0, 36534, 1566, 0, 6, 0, 0
 398018229, 0, 36643, 1569, 0, 6, 0, 0
 399020328, 0, 36752, 1572, 0, 6, 0, 0
 400023260, 0, 36865, 1575, 0, 6, 0, 0
 401025359, 0, 36976, 1580, 0, 6, 0, 0
 402028291, 0, 37085, 1583, 0, 6, 0, 0
 403030390, 0, 37194, 1586, 0, 6, 0, 0
 404033322, 0, 37303, 1589, 0, 6, 0, 0
 405035421, 0, 37439, 1592, 0, 6, 0, 0
 406038353, 0, 37548, 1596, 0, 6, 0, 0
 407040452, 0, 37657, 1599, 0, 6, 0, 0
 408043384, 0, 37766, 1602, 0, 6, 0, 0
 409045483, 0, 37875, 1605, 0, 6, 0, 0
 410048415, 0, 37984, 1608, 0, 6, 0, 0
 411050514, 0, 38096, 1613, 0, 6, 0, 0
 412052613, 0, 38160, 1626, 0, 6, 0, 0
 413053046, 0, 38223, 1629, 0, 6, 0, 0
 414055145, 0, 38286, 1632, 0, 6, 0, 0
 415058077, 0, 38349, 1635, 0, 6, 0, 0
 416060176, 0, 38412, 1638, 0, 6, 0, 0
 417063108, 0, 38475, 1641, 0, 6, 0, 0
 418065207, 0, 38538, 1644, 0, 6, 0, 0
 419068139, 0, 38601, 1647, 0, 6, 0, 0
 420070238, 0, 38664, 1650, 0, 6, 0, 0
 421073170, 0, 38752, 1657, 0, 6, 0, 0
 422075269, 0, 38861, 1660, 0, 6, 0, 0
 423078201, 0, 38970, 1663, 0, 6, 0, 0
 424080300, 0, 39079, 1666, 0, 6, 0, 0
 425083232, 0, 39188, 1669, 0, 6, 0, 0
 426085331, 0, 39297, 1672, 0, 6, 0, 0
 427088263, 0, 39384, 1686, 0, 6, 0, 0
 428090362, 0, 39447, 1689, 0, 6, 0, 0
 429093294, 0, 39510, 1692, 0, 6, 0, 0
 430095393, 0, 39574, 1695, 0, 6, 0, 0
 431098325, 0, 39639, 1700, 0, 6, 0, 0
 432100424, 0, 39702, 1703, 0, 6, 0, 0
 433103356, 0, 39766, 1707, 0, 6, 0, 0
 434105455, 0, 39829, 1710, 0, 6, 0, 0
 435108387, 0, 39895, 1713, 0, 6, 0, 0
 436110486, 0, 39958, 1717, 0, 6, 0, 0
 437113418, 0, 40063, 1720, 0, 6, 0, 0
 438115517, 0, 40168, 1723, 0, 6, 0, 0
 439117616, 0, 40273, 1726, 0, 6, 0, 0
 440118049, 0, 40379, 1731, 0, 6, 0, 0
 441120148, 0, 40484, 1734, 0, 6, 0, 0
 442123080, 0, 40590, 1738, 0, 6, 0, 0
 443125179, 0, 40695, 1741, 0, 6, 0, 0
 444128111, 0, 40801, 1745, 0, 6, 0, 0
 445130210, 0, 40906, 1748, 0, 6, 0, 0
 446133142, 0, 41011, 1751, 0, 6, 0, 0
 447135241, 0, 41116, 1754, 0, 6, 0, 0
 448138173, 0, 41221, 1757, 0, 6, 0, 0
 449140272, 0, 41326, 1760, 0, 6, 0, 0
